Species,Area,Units,Country,2014,2013,2012,2011,2010,2009,2008,2007,2006,,,,,,,,,,,,
ELE,27.5.A.2,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
ELE,27.5.A.NK,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
ELP,27,TLW,IS,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,
ELP,27.5,TLW,IS,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,
ELP,27.5.A,TLW,IS,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,
ELP,27.5.A.2,TLW,IS,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,
ELP,27.5.A.NK,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
ELZ,27,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
ELZ,27.5,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
ELZ,27.5.A,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
ELZ,27.5.A.NK,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
EPI,27,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
EPI,27.12,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
EPI,27.12.NK,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FIN,27,TLW,IS,0,0,0,0,0,10,49,0,58,,,,,,,,,,,,
FIN,27.14,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FIN,27.14.B,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FIN,27.14.B.NK,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FIN,27.14.NK,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FIN,27.4,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FIN,27.4.A,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FIN,27.4.B,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FIN,27.5,TLW,IS,0,0,0,0,0,10,49,0,58,,,,,,,,,,,,
FIN,27.5.A,TLW,IS,0,0,0,0,0,0,49,0,58,,,,,,,,,,,,
FIN,27.5.A.NK,TLW,IS,0,0,0,0,0,0,49,0,58,,,,,,,,,,,,
FIN,27.5.B,TLW,IS,0,0,0,0,0,10,0,0,0,,,,,,,,,,,,
FIN,27.5.B.1,TLW,IS,0,0,0,0,0,10,0,0,0,,,,,,,,,,,,
FIN,27.5.B.1.NK,TLW,IS,0,0,0,0,0,10,0,0,0,,,,,,,,,,,,
FLE,27,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FLE,27.5,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FLE,27.5.A,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FLE,27.5.A.2,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FLE,27.5.A.NK,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
FLX,27,TLW,IS,0,0,48,0,0,0,0,1,1,,,,,,,,,,,,
FLX,27.1,TLW,IS,0,0,4,0,0,0,0,0,0,,,,,,,,,,,,
FLX,27.1.B,TLW,IS,0,0,4,0,0,0,0,0,0,,,,,,,,,,,,
FLX,27.14,TLW,IS,0,0,8,0,0,0,0,0,0,,,,,,,,,,,,
FLX,27.14.B,TLW,IS,0,0,8,0,0,0,0,0,0,,,,,,,,,,,,
FLX,27.14.B.2,TLW,IS,0,0,8,0,0,0,0,0,0,,,,,,,,,,,,
FLX,27.5,TLW,IS,0,0,36,0,0,0,0,1,1,,,,,,,,,,,,
FLX,27.5.A,TLW,IS,0,0,36,0,0,0,0,1,1,,,,,,,,,,,,
FLX,27.5.A.2,TLW,IS,0,0,36,0,0,0,0,0,0,,,,,,,,,,,,
FLX,27.5.A.NK,TLW,IS,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,
GAD,27,TLW,IS,0,0,0,9191,0,0,4,0,0,,,,,,,,,,,,
GAD,27.5,TLW,IS,0,0,0,9191,0,0,4,0,0,,,,,,,,,,,,
GAD,27.5.A,TLW,IS,0,0,0,9191,0,0,4,0,0,,,,,,,,,,,,
GAD,27.5.A.NK,TLW,IS,0,0,0,9191,0,0,4,0,0,,,,,,,,,,,,
GFB,27,TLW,IS,1588,0,7,2,1,0,0,1,0,,,,,,,,,,,,
GFB,27.5,TLW,IS,1588,0,7,2,1,0,0,1,0,,,,,,,,,,,,
GFB,27.5.A,TLW,IS,1588,0,7,2,1,0,0,1,0,,,,,,,,,,,,
GFB,27.5.A.2,TLW,IS,1588,0,7,0,0,0,0,0,0,,,,,,,,,,,,
GFB,27.5.A.NK,TLW,IS,0,0,0,2,1,0,0,1,0,,,,,,,,,,,,
GFB,27.5.B,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GFB,27.5.B.1,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GFB,27.5.B.1.NK,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GHL,27,TLW,IS,9915,15019,13764,13216,13310,15780,11699,9582,11806,,,,,,,,,,,,
GHL,27.1,TLW,IS,38,100,7,6,16,5,5,3,1,,,,,,,,,,,,
GHL,27.1.B,TLW,IS,38,0,7,0,0,0,0,0,0,,,,,,,,,,,,
GHL,27.1.NK,TLW,IS,0,0,0,6,16,5,5,3,1,,,,,,,,,,,,
GHL,27.14,TLW,IS,4206,6402,7234,6377,0,0,0,0,0,,,,,,,,,,,,
GHL,27.14.B,TLW,IS,4206,6402,7234,6377,0,0,0,0,0,,,,,,,,,,,,
GHL,27.14.B.2,TLW,IS,4206,0,7234,0,0,0,0,0,0,,,,,,,,,,,,
GHL,27.14.B.NK,TLW,IS,0,0,0,6377,0,0,0,0,0,,,,,,,,,,,,
GHL,27.14.NK,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GHL,27.2,TLW,IS,48,6,6,2,0,10,23,12,7,,,,,,,,,,,,
GHL,27.2.A,TLW,IS,48,6,6,1,0,10,23,12,7,,,,,,,,,,,,
GHL,27.2.A.2,TLW,IS,48,0,6,0,0,0,0,0,0,,,,,,,,,,,,
GHL,27.2.A.NK,TLW,IS,0,0,0,1,0,10,23,12,7,,,,,,,,,,,,
GHL,27.2.B,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GHL,27.2.B.NK,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GHL,27.4,TLW,IS,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,
GHL,27.4.A,TLW,IS,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,
GHL,27.5,TLW,IS,5623,8511,6517,6831,13293,15765,11671,9567,11798,,,,,,,,,,,,
GHL,27.5.A,TLW,IS,5623,8511,6517,6831,13293,15765,11671,9567,11798,,,,,,,,,,,,
GHL,27.5.A.2,TLW,IS,5623,0,6517,0,0,0,0,0,0,,,,,,,,,,,,
GHL,27.5.A.NK,TLW,IS,0,0,0,6831,13293,15765,11671,9567,11798,,,,,,,,,,,,
GHL,27.5.B,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GHL,27.5.B.1,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GHL,27.5.B.1.NK,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GHL,27.6,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GHL,27.6.B,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GHL,27.6.B.NK,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GRO,27,TLW,IS,0,0,0,0,0,0,0,62,0,,,,,,,,,,,,
GRO,27.1,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GRO,27.1.NK,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GRO,27.14,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GRO,27.14.B,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GRO,27.14.B.NK,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GRO,27.5,TLW,IS,0,0,0,0,0,0,0,62,0,,,,,,,,,,,,
GRO,27.5.A,TLW,IS,0,0,0,0,0,0,0,62,0,,,,,,,,,,,,
GRO,27.5.A.NK,TLW,IS,0,0,0,0,0,0,0,62,0,,,,,,,,,,,,
GRO,27.NK,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GSK,27,TLW,IS,59,6,18,18,43,25,42,2,28,,,,,,,,,,,,
GSK,27.1,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GSK,27.1.NK,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GSK,27.14,TLW,IS,37,0,1,0,0,0,0,0,0,,,,,,,,,,,,
GSK,27.14.B,TLW,IS,37,0,1,0,0,0,0,0,0,,,,,,,,,,,,
GSK,27.14.B.2,TLW,IS,37,0,1,0,0,0,0,0,0,,,,,,,,,,,,
GSK,27.14.B.NK,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GSK,27.14.NK,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
GSK,27.2,TLW,IS,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,
GSK,27.2.A,TLW,IS,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,
GSK,27.2.A.2,TLW,IS,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,
GSK,27.5,TLW,IS,22,6,16,18,43,25,42,2,28,,,,,,,,,,,,
GSK,27.5.A,TLW,IS,22,6,16,18,43,25,42,2,28,,,,,,,,,,,,
GSK,27.5.A.1,TLW,IS,6,0,1,0,0,0,0,0,0,,,,,,,,,,,,
GSK,27.5.A.2,TLW,IS,16,0,15,0,0,0,0,0,0,,,,,,,,,,,,
GSK,27.5.A.NK,TLW,IS,0,0,0,18,43,25,42,2,28,,,,,,,,,,,,
GUG,27,TLW,IS,3,3,4,0,10,0,1,0,0,,,,,,,,,,,,
GUG,27.2,TLW,IS,0,0,0,0,10,0,1,0,0,,,,,,,,,,,,
GUG,27.2.A,TLW,IS,0,0,0,0,10,0,1,0,0,,,,,,,,,,,,
GUG,27.2.A.NK,TLW,IS,0,0,0,0,10,0,1,0,0,,,,,,,,,,,,
GUG,27.5,TLW,IS,3,3,4,0,0,0,0,0,0,,,,,,,,,,,,
GUG,27.5.A,TLW,IS,3,3,4,0,0,0,0,0,0,,,,,,,,,,,,
GUG,27.5.A.2,TLW,IS,3,0,4,0,0,0,0,0,0,,,,,,,,,,,,
GUG,27.5.A.NK,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27,TLW,IS,35990,45565,47716,51285,64939,81832,102385,109313,96618,,,,,,,,,,,,
HAD,27.1,TLW,IS,762,386,520,269,367,146,267,799,152,,,,,,,,,,,,
HAD,27.1.B,TLW,IS,762,0,520,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.1.NK,TLW,IS,0,0,0,269,367,146,267,799,152,,,,,,,,,,,,
HAD,27.12,TLW,IS,0,5,6,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.12.A,TLW,IS,0,0,6,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.12.A.1,TLW,IS,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.12.A.4,TLW,IS,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.12.NK,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.14,TLW,IS,13,16,15,10,0,0,0,0,0,,,,,,,,,,,,
HAD,27.14.A,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.14.B,TLW,IS,13,16,15,10,0,0,0,0,0,,,,,,,,,,,,
HAD,27.14.B.2,TLW,IS,13,0,15,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.14.B.NK,TLW,IS,0,0,0,10,0,0,0,0,0,,,,,,,,,,,,
HAD,27.14.NK,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.2,TLW,IS,2220,1756,958,449,706,310,459,316,338,,,,,,,,,,,,
HAD,27.2.A,TLW,IS,2220,1755,865,439,706,310,459,316,338,,,,,,,,,,,,
HAD,27.2.A.2,TLW,IS,2220,0,865,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.2.A.NK,TLW,IS,0,0,0,439,706,310,459,316,338,,,,,,,,,,,,
HAD,27.2.B,TLW,IS,0,1,93,9,0,0,0,0,0,,,,,,,,,,,,
HAD,27.2.B.2,TLW,IS,0,0,93,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.2.B.NK,TLW,IS,0,0,0,9,0,0,0,0,0,,,,,,,,,,,,
HAD,27.4,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.4.A,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.5,TLW,IS,32995,43402,46217,50558,63866,81376,101659,108199,96127,,,,,,,,,,,,
HAD,27.5.A,TLW,IS,32995,43402,46215,50558,63866,81376,101659,108199,96127,,,,,,,,,,,,
HAD,27.5.A.1,TLW,IS,4,0,1,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.5.A.2,TLW,IS,32991,0,46214,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.5.A.NK,TLW,IS,0,0,0,50558,63866,81376,101659,108199,96127,,,,,,,,,,,,
HAD,27.5.B,TLW,IS,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.5.B.1,TLW,IS,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.5.B.1.B,TLW,IS,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.5.B.1.NK,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.6,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.6.B,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAD,27.6.B.NK,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAL,27,TLW,IS,60,41,36,549,551,498,502,420,469,,,,,,,,,,,,
HAL,27.1,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAL,27.1.NK,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAL,27.12,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAL,27.12.NK,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAL,27.14,TLW,IS,28,7,7,24,0,0,0,0,0,,,,,,,,,,,,
HAL,27.14.B,TLW,IS,28,7,7,24,0,0,0,0,0,,,,,,,,,,,,
HAL,27.14.B.2,TLW,IS,28,0,7,0,0,0,0,0,0,,,,,,,,,,,,
HAL,27.14.B.NK,TLW,IS,0,0,0,24,0,0,0,0,0,,,,,,,,,,,,
HAL,27.14.NK,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAL,27.2,TLW,IS,3,1,0,3,0,2,3,4,6,,,,,,,,,,,,
HAL,27.2.A,TLW,IS,3,1,0,3,0,2,3,4,6,,,,,,,,,,,,
HAL,27.2.A.2,TLW,IS,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAL,27.2.A.NK,TLW,IS,0,0,0,3,0,2,3,4,6,,,,,,,,,,,,
HAL,27.2.B,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAL,27.2.B.NK,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAL,27.5,TLW,IS,29,33,29,521,551,496,498,416,464,,,,,,,,,,,,
HAL,27.5.A,TLW,IS,29,33,29,521,551,496,498,416,464,,,,,,,,,,,,
HAL,27.5.A.1,TLW,IS,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,
HAL,27.5.A.2,TLW,IS,29,0,28,0,0,0,0,0,0,,,,,,,,,,,,
HAL,27.5.A.NK,TLW,IS,0,0,0,521,551,496,498,416,464,,,,,,,,,,,,
HAL,27.6,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAL,27.6.B,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAL,27.6.B.NK,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HAL,27.NK,TLW,IS,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,
HER,27,TLW,IS,157977,157537,193319,198463,254476,331200,370814,319894,291372,,,,,,,,,,,,
HER,27.1,TLW,IS,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
HER,27.1.NK,TLW,IS,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
HER,27.14,TLW,IS,1491,230,4,65,7695,0,0,0,0,,,,,,,,,,,,
HER,27.14.A,TLW,IS,1230,0,0,0,7695,0,0,0,0,,,,,,,,,,,,
HER,27.14.B,TLW,IS,261,230,4,65,0,0,0,0,0,,,,,,,,,,,,
HER,27.14.B.2,TLW,IS,261,0,4,0,0,0,0,0,0,,,,,,,,,,,,
HER,27.14.B.NK,TLW,IS,0,0,0,65,0,0,0,0,0,,,,,,,,,,,,
HER,27.14.NK,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HER,27.2,TLW,IS,2741,6910,40106,81314,123128,62247,92353,32055,107608,,,,,,,,,,,,
HER,27.2.A,TLW,IS,2741,6910,40106,81314,123128,62247,92128,32055,107608,,,,,,,,,,,,
HER,27.2.A.1,TLW,IS,168,0,6522,0,0,0,0,0,0,,,,,,,,,,,,
HER,27.2.A.2,TLW,IS,2573,0,33584,0,0,0,0,0,0,,,,,,,,,,,,
HER,27.2.A.NK,TLW,IS,0,0,0,81314,123128,62247,92128,32055,107608,,,,,,,,,,,,
HER,27.2.B,TLW,IS,0,0,0,0,0,0,225,0,0,,,,,,,,,,,,
HER,27.2.B.NK,TLW,IS,0,0,0,0,0,0,225,0,0,,,,,,,,,,,,
HER,27.3,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HER,27.3.A,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HER,27.4,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HER,27.4.A,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HER,27.4.B,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HER,27.4.NK,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HER,27.5,TLW,IS,153745,150397,153209,117081,123653,268953,278461,287839,183764,,,,,,,,,,,,
HER,27.5.A,TLW,IS,153745,149943,153101,114282,123653,263913,278461,287839,183265,,,,,,,,,,,,
HER,27.5.A.1,TLW,IS,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HER,27.5.A.2,TLW,IS,153744,0,153101,0,0,0,0,0,0,,,,,,,,,,,,
HER,27.5.A.NK,TLW,IS,0,0,0,114282,123653,263913,278461,287839,183265,,,,,,,,,,,,
HER,27.5.B,TLW,IS,0,454,108,2799,0,5040,0,0,499,,,,,,,,,,,,
HER,27.5.B.1,TLW,IS,0,454,108,2799,0,5040,0,0,499,,,,,,,,,,,,
HER,27.5.B.1.B,TLW,IS,0,0,108,0,0,0,0,0,0,,,,,,,,,,,,
HER,27.5.B.1.NK,TLW,IS,0,0,0,2799,0,5040,0,0,499,,,,,,,,,,,,
HER,27.6,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HER,27.6.A,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HER,27.NK,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HKE,27,TLW,IS,52,0,0,0,110,0,0,0,0,,,,,,,,,,,,
HKE,27.5,TLW,IS,52,0,0,0,110,0,0,0,0,,,,,,,,,,,,
HKE,27.5.A,TLW,IS,52,0,0,0,110,0,0,0,0,,,,,,,,,,,,
HKE,27.5.A.2,TLW,IS,52,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HKE,27.5.A.NK,TLW,IS,0,0,0,0,110,0,0,0,0,,,,,,,,,,,,
HKW,27,TLW,IS,14,0,34,0,0,0,0,0,0,,,,,,,,,,,,
HKW,27.5,TLW,IS,14,0,34,0,0,0,0,0,0,,,,,,,,,,,,
HKW,27.5.A,TLW,IS,14,0,34,0,0,0,0,0,0,,,,,,,,,,,,
HKW,27.5.A.2,TLW,IS,14,0,34,0,0,0,0,0,0,,,,,,,,,,,,
HOM,27,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HOM,27.2,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HOM,27.2.A,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HOM,27.2.A.NK,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HOM,27.4,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HOM,27.4.A,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HOM,27.5,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HOM,27.5.A,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HOM,27.5.A.NK,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HOM,27.5.B,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HOM,27.5.B.1,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HOM,27.5.B.1.NK,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HYD,27,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HYD,27.5,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HYD,27.5.A,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
HYD,27.5.A.NK,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
ISC,27,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
ISC,27.5,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
ISC,27.5.A,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
ISC,27.5.A.NK,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
LAG,27,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
LAG,27.5,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
LAG,27.5.A,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
LAG,27.5.A.NK,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
LAH,27,TLW,IS,0,1359,0,3954,0,0,0,0,0,,,,,,,,,,,,
LAH,27.5,TLW,IS,0,1359,0,3954,0,0,0,0,0,,,,,,,,,,,,
LAH,27.5.A,TLW,IS,0,1359,0,3954,0,0,0,0,0,,,,,,,,,,,,
LAH,27.5.A.NK,TLW,IS,0,0,0,3954,0,0,0,0,0,,,,,,,,,,,,
LAZ,27,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
LAZ,27.5,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
LAZ,27.5.A,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
LAZ,27.5.A.NK,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
LBE,27,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
LBE,27.5,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
LBE,27.5.A,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
LBE,27.5.A.NK,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
LEM,27,TLW,IS,1203,1766,1614,1901,1968,2629,2635,2661,2693,,,,,,,,,,,,
LEM,27.1,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
LEM,27.1.NK,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
LEM,27.5,TLW,IS,1203,1766,1614,1901,1968,2629,2635,2661,2693,,,,,,,,,,,,
LEM,27.5.A,TLW,IS,1203,1766,1614,1901,1968,2629,2635,2661,2693,,,,,,,,,,,,
LEM,27.5.A.2,TLW,IS,1203,0,1614,0,0,0,0,0,0,,,,,,,,,,,,
LEM,27.5.A.NK,TLW,IS,0,0,0,1901,1968,2629,2635,2661,2693,,,,,,,,,,,,
LEM,27.NK,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
LIN,27,TLW,IS,12358,10203,10695,8789,0,9610,7737,6592,6283,,,,,,,,,,,,
LIN,27.1,TLW,IS,6,0,2,11,0,0,0,0,0,,,,,,,,,,,,
LIN,27.1.B,TLW,IS,6,0,2,0,0,0,0,0,0,,,,,,,,,,,,
LIN,27.1.NK,TLW,IS,0,0,0,11,0,0,0,0,0,,,,,,,,,,,,
LIN,27.12,TLW,IS,0,7,0,0,0,0,0,0,0,,,,,,,,,,,,
LIN,27.12.NK,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
LIN,27.14,TLW,IS,97,70,104,34,0,0,0,0,0,,,,,,,,,,,,
LIN,27.14.A,TLW,IS,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,
LIN,27.14.B,TLW,IS,96,70,104,34,0,0,0,0,0,,,,,,,,,,,,
LIN,27.14.B.2,TLW,IS,96,0,104,0,0,0,0,0,0,,,,,,,,,,,,
LIN,27.14.B.NK,TLW,IS,0,0,0,34,0,0,0,0,0,,,,,,,,,,,,
LIN,27.14.NK,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
LIN,27.2,TLW,IS,7,5,3,2,0,0,0,0,0,,,,,,,,,,,,
LIN,27.2.A,TLW,IS,7,5,3,2,0,0,0,0,0,,,,,,,,,,,,
LIN,27.2.A.2,TLW,IS,7,0,3,0,0,0,0,0,0,,,,,,,,,,,,
LIN,27.2.A.NK,TLW,IS,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,
LIN,27.4,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
LIN,27.4.B,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
LIN,27.5,TLW,IS,12248,10121,10586,8743,0,9610,7737,6592,6283,,,,,,,,,,,,
LIN,27.5.A,TLW,IS,12248,10121,10586,8743,0,9610,7737,6592,6283,,,,,,,,,,,,
LIN,27.5.A.1,TLW,IS,11,0,48,0,0,0,0,0,0,,,,,,,,,,,,
LIN,27.5.A.2,TLW,IS,12237,0,10538,0,0,0,0,0,0,,,,,,,,,,,,
LIN,27.5.A.NK,TLW,IS,0,0,0,8743,0,9610,7737,6592,6283,,,,,,,,,,,,
LIN,27.6,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
LIN,27.6.B,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
LIN,27.6.B.NK,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
LIN,27.NK,TLW,IS,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
