Country,type,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Sri Lanka,Countries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,Countries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.33886,24.28769,29.00539,30.54693,28.04705,27.68118,16.70846,24.56404,31.56211,22.50121,23.27832,30.77434,32.39752,26.29595,,25.35538,25.83913,
Sudan (pre-secession),Countries,,51.10836,50.53593,,,,,,,,35.88502,46.77317,46.97077,45.74443,43.85371,,42.36721,,,,,35.1491,41.31941,,,,,38.63853,,29.79899,29.82292,26.90073,24.6571,34.54637,32.73818,29.12879,28.90566,,26.00978,,,,,,,,,,
Suriname,Countries,,27.09511,26.37306,22.48931,27.80966,31.09801,29.8489,32.87742,29.92725,28.79476,27.85758,24.98413,,,,,25.48225,,25.62669,26.77649,25.63037,25.13778,26.41037,27.85714,,,,,,,,22.48563,24.78152,,,23.69596,22.14774,20.03936,21.48462,,25.29402,24.07599,28.07395,27.6497,26.4971,26.05739,22.27381,27.73499,
Svalbard and Jan Mayen Islands,Countries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,Countries,,,,8.15796,,,,,,,,,,,,,,,,,,,,16.33821,17.32597,17.93981,,19.89764,21.17881,,,9.28495,9.60172,9.6575,9.69381,10.19018,9.67494,9.88362,,,,,,5.99969,5.51507,5.63498,5.55522,,
Switzerland,Countries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.95081,11.9012,11.70818,,11.73294,,
Syrian Arab Republic,Countries,,36.56708,34.84157,32.81628,32.60616,33.55193,33.08004,33.43573,31.43834,31.15471,30.98952,31.06377,32.06037,32.16868,33.1817,34.78178,30.56607,28.74148,28.86524,27.8647,25.81876,26.76233,26.40651,23.05941,22.5199,22.36828,21.84503,22.171,21.78031,23.54249,25.69749,24.53753,25.64829,21.76544,21.81863,21.97287,23.77022,23.60062,18.73722,17.1785,19.643,18.66427,,15.91497,,,,,
Tajikistan,Countries,,,,,,,,,,,,8.32878,,,,,,,,,,13.93415,,11.54926,12.2397,12.26354,,10.77793,,10.80312,10.41235,11.14313,12.45143,13.4571,13.72058,13.83084,13.11097,12.63379,12.91679,13.19482,12.46512,13.04051,12.64704,13.48207,13.91489,14.37041,12.93017,11.43659,
Thailand,Countries,,47.0266,,,,,,,,,,,,22.46328,21.82612,21.59572,20.29288,20.71414,20.44303,20.73617,21.57804,22.64746,21.05812,20.20356,,,,,,,,,,,,,,,,,,,,,,,,,
The former Yugoslav Republic of Macedonia,Countries,,,,,,,,,,,,,,,,,,,,,,,,10.43006,10.35807,10.56492,10.73096,10.56492,10.31872,10.43009,11.43199,11.6634,11.53539,11.27496,11.27846,11.48669,10.77994,11.32316,7.52889,7.63616,7.44121,7.43556,7.99394,,,,,,
Timor-Leste,Countries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.48101,,,,,,,,,,30.86667,31.99195,33.17933,
Togo,Countries,,61.93421,50.2377,55.54688,52.7029,46.58209,50.54887,42.64063,42.52778,40.77778,38.82635,33.5913,33.96226,28.55015,26.9621,26.81792,26.75824,32.16993,29.69688,29.17015,27.12766,28.58747,,,26.6481,25.56456,23.21525,22.36461,20.69155,19.86042,16.90323,16.2291,16.70442,18.45809,20.22118,,23.7209,25.46163,29.20404,25.20381,26.05711,30.5374,32.68218,29.24426,30.00836,30.6783,,29.19395,
Tokelau,Countries,,,,,,,,,23.33333,25,,18.66667,16,14.2,,,,,,,,26.6,,,,,,,,,10.625,,13.85714,14.71429,,,,,,,,,,,,,4.33333,,
Tonga,Countries,,,,,,22.72,,,,,,,,,,,,,,,,,,,,,,,9.60684,18.12791,,,,,,,,,,,,,11.36686,,12.37126,10.53271,,,
Trinidad and Tobago,Countries,,,,,,,,,,,,,,,,,,,,,13.79508,,,,,,,,,,12.81792,12.93572,,15.73094,13.45254,13.94236,,13.53385,,,,,,,,,,,
Tunisia,Countries,,,,,,,,,,,,,,,,,,,28.93823,,25.35632,,26.68248,,,,,,21.39339,20.23658,20.40553,19.74603,19.22967,,,,,,,,,,,,16.84561,15.77954,15.23958,,
Turkey,Countries,,22.70811,23.13636,21.6875,19.81661,21.12393,,,18.39015,18.49638,,17.90458,20.00717,19.74138,19.81494,24.81166,19.95917,16.57604,16.66731,16.23356,15.46839,16.83088,16.64042,15.84045,16.09216,16.27698,,17.52181,17.59165,15.2805,16.02931,15.61951,15.93024,16.91443,18.74799,19.73541,26.31019,25.86676,27.09401,27.42707,22.95753,23.08748,20.92865,17.12826,16.73054,17.00022,,,
Turkmenistan,Countries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turks and Caicos Islands,Countries,,,,,,,15.83333,,,,,,,,,,,,,,,,,,,,,,,,,13.78378,12.65714,11.78571,,,,,,,,,,,,,,,
Tuvalu,Countries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.675,,,,,,,,,,,,,12.67797,10.67606,10.62121,,
Uganda,Countries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.83585,39.67925,,25.1282,,30.83395,29.21899,28.25841,22.38963,21.39487,22.03151,
Ukraine,Countries,,10.63556,,,,,,,,,,9.13867,9.2153,9.0083,8.92738,8.49326,8.06186,8.01044,7.97481,9.53343,9.48317,9.12324,8.836,8.25819,8.18068,,,,,7.73215,7.70686,7.73718,7.98662,8.15718,8.26779,8.43618,8.32971,8.50271,8.63742,8.74491,8.7574,9.01237,9.3458,,,,,,
United Arab Emirates,Countries,,,,24.81818,,18.78723,,,,,,,,,,,,,,22.4007,21.6722,20.73557,20.66723,20.14951,20.13261,19.55232,19.87341,17.88553,18.23457,18.54967,18.6185,18.35519,18.19403,19.29611,18.49218,18.66298,18.30117,20.78976,,18.16438,18.53158,17.76772,16.78486,15.73945,18.77004,23.35983,29.27323,,
United Kingdom of Great Britain and Northern Ireland,Countries,,,,,,,,,,,,,,,,,,25.96154,26.73077,26.51852,25.43333,25.65372,25.25234,,,,,,,,23.20826,23.81876,28.75162,24.48955,19.27998,21.13767,22.46631,22.06239,21.46367,18.84797,18.28517,18.18672,18.82678,,20.04398,,73.25643,,
United Republic of Tanzania,Countries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.52967,57.28301,45.85957,43.05969,,52.17431,56.60683,,113.27962,,76.9389,,104.35773,113.9653,
United States of America,Countries,,,,,,,,,,,,,,,,,,,,,,,,,,27.2322,27.52514,,,,,,,,,,,,,,15.7293,14.30357,13.32726,13.73963,13.81997,13.75664,,,
United States Virgin Islands,Countries,,,,,,,,,,,,,,,,,,,,,,20.11628,21.66667,21.53719,,,,,,,,,,,,,,,,,,,,,,,,,
Uruguay,Countries,,,,,,,,,,,,,,,30.52354,27.38171,29.5655,,,,,,28.35333,,26.57897,25.66088,25.9013,,30.96733,31.2744,28.34777,28.24264,28.9661,27.68046,26.79954,26.52882,27.75139,23.3887,24.74162,24.67588,26.30997,,,,,,,,
Uzbekistan,Countries,,,,,,,,,,,,18.12277,,,,,16.06452,,,15.66625,15.526,15.02561,14.46436,11.90954,11.64172,11.14672,,,,9.36143,9.56728,9.74147,9.78774,9.59743,9.28847,9.23904,9.27489,9.2711,9.17491,8.91879,8.69691,9.2596,9.6539,9.9033,9.97808,10.76957,10.86654,11.57645,
Vanuatu,Countries,14.6087,20.05882,,26.16667,25.08696,,26.2439,24.48077,,,24.22449,,,,,,,,,,,,,,,,,,,9.84217,,10.49398,,,,,,15.53846,14.97176,13.62469,13.70316,,,15.35443,,15.51085,,,
Venezuela (Bolivarian Republic of),Countries,,34.73615,35.15313,35.01705,34.7696,35.92874,35.95901,36.06594,36.76601,35.9169,35.10983,25.54637,27.63394,27.45135,26.90858,25.95491,25.4206,23.70248,23.14581,22.99715,23.10556,24.34655,24.27476,23.56148,23.22223,23.53288,21.79878,22.46549,,,,,,,,,,,,,,,,,,,,,
Viet Nam,Countries,,,,,,,,33.43674,28.12366,26.4501,27.13053,27.70114,24.27663,23.30159,,26.02642,25.89368,23.79298,,,22.21037,23.46942,21.4341,21.94805,24.96983,26.56277,25.74314,24.79502,23.78148,23.1816,22.05068,21.43757,20.5693,20.76639,20.39125,,,,,,,19.31548,19.08136,18.87107,17.63441,17.42302,17.13565,17.58267,
Wallis and Futuna Islands,Countries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Sahara,Countries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen,Countries,,,,,,,,,,,,,,,,,,,,,,15.13835,15.94264,,17.64559,,,,,16.55438,,,,15.32261,14.67306,15.26124,,,,,15.31848,15.07604,,,,,26.41455,,
Zambia,Countries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zimbabwe,Countries,,,,,,,,,,,,,,,,,,,,,,,,,,30.10043,,,,,,,,22.87748,,,,,,,,,34.69439,37.44245,,,,,
  World,Sustainable Development Goal Regions,,,,19.67893,19.95775,20.06219,20.44679,21.02864,20.38945,20.28263,20.41064,20.71561,20.38029,20.24317,20.08199,19.91305,19.91107,19.88371,19.94132,19.92807,19.52949,19.3132,19.63122,20.09329,20.12235,20.22549,20.33987,20.1002,20.42024,19.44965,18.44565,18.58879,18.03215,17.50521,17.27131,17.03377,17.54436,17.48027,17.53626,17.76065,17.74074,17.78464,17.95578,18.32912,17.80894,17.73676,17.67323,17.67753,
  Landlocked Developing Countries,Sustainable Development Goal Regions,,,,,,,,,,,17.04263,17.14945,17.01931,16.86777,16.71944,16.62199,16.44051,16.60683,16.42763,16.31696,16.43635,15.86009,15.28478,14.32449,14.27279,14.52978,15.01484,14.96035,16.36185,17.00575,17.80728,18.2292,18.18321,18.28791,18.44315,19.6982,19.91986,20.08687,21.06635,20.94114,19.52577,19.64257,20.23744,20.34478,20.43621,20.48034,20.17114,23.893,
  Least Developed Countries,Sustainable Development Goal Regions,,,,,,,,,,,31.9486,32.16404,32.28845,32.82325,33.13832,33.43392,33.05245,33.00706,32.95308,32.6228,32.25592,31.99351,31.5998,31.29531,31.01555,30.60765,30.3357,30.57114,30.12359,28.39169,28.2316,29.77365,28.60386,29.72435,30.68345,32.41694,32.2365,29.81959,31.5587,31.86953,29.03405,28.43913,29.07973,28.87696,28.17841,28.15096,28.2791,31.36445,
  Small Island Developing States,Sustainable Development Goal Regions,24.90372,24.87256,24.53462,23.58257,23.626,24.54205,25.54478,25.94577,24.86318,23.88764,23.23478,22.2974,22.27046,22.07807,21.67492,21.62881,21.82054,21.36761,21.20984,21.4078,21.54255,21.51286,20.83196,21.10218,20.98179,20.83429,20.58289,20.71278,20.85698,21.26292,21.02368,21.2256,21.53245,21.21697,21.00823,21.34015,21.79272,21.4911,21.71572,21.4557,21.63174,21.90833,23.87695,23.61691,22.99339,21.7496,21.56875,21.36977,
  Africa (Sub-Saharan) ,Sustainable Development Goal Regions,,,,,,,,,,,,,,,,,,,,,,,,,,29.60674,29.13844,29.37428,28.83963,28.89113,29.51129,29.71273,30.44325,30.084,30.20272,30.64551,30.92906,29.96814,30.88221,30.2859,29.70715,29.85326,30.66229,30.42886,30.19739,30.89827,30.57475,33.10318,
  Western Asia and Northern Africa,Sustainable Development Goal Regions,,,,,,,,,17.08823,17.51876,17.75848,17.93983,18.01021,18.03238,18.32952,18.64912,18.30622,18.0641,17.85578,17.74783,17.71429,17.4647,17.26998,17.7756,18.01973,18.92413,18.61541,18.74659,18.63977,18.42953,17.85999,18.10664,18.46408,18.3422,18.45775,18.38719,19.46037,18.6674,20.24805,21.58968,20.3155,19.61351,18.97063,18.26705,18.54767,18.67052,18.89112,18.79129,
  Africa (Northern),Sustainable Development Goal Regions,,,,,,,,,22.33192,22.35781,22.74068,22.65822,23.04939,23.14199,23.96512,24.1651,23.88964,23.62175,23.31414,22.8139,23.11716,22.25719,22.3343,23.08469,23.21896,23.60072,22.80997,22.54383,22.2798,21.95849,20.82519,20.38967,21.15611,20.67244,21.21701,20.9086,21.43534,19.2011,22.89637,25.57575,23.15862,21.77078,21.34553,22.64546,22.35576,22.92725,23.58979,23.24013,
  Asia (Western),Sustainable Development Goal Regions,,,,,,13.61933,13.86868,13.92879,13.88607,14.55126,14.64365,14.80544,14.75808,14.72092,14.6686,15.11959,14.9294,14.741,14.61266,14.66433,14.54572,14.47219,14.17993,14.54594,14.78494,15.67419,15.60042,15.95615,15.81234,15.89295,15.63315,16.32951,16.44461,16.53978,16.45525,16.52585,17.86962,18.20735,18.19211,18.35088,17.89827,17.83525,17.0495,15.11183,15.51095,15.41057,15.53764,15.55025,
  Asia (Central and Southern),Sustainable Development Goal Regions,,,,,,,,,,,,25.46395,25.82383,25.87246,25.87561,25.54328,25.19711,25.02538,24.97293,24.41828,23.77762,22.99202,22.10411,20.67494,20.20383,19.94136,19.32326,18.35759,17.98897,15.10672,11.51667,13.14784,12.41531,12.28151,11.75357,11.24861,12.03398,13.51477,14.3448,15.29396,15.43767,16.91504,17.45656,17.72754,18.11826,18.69074,18.61676,,
  Asia (Central),Sustainable Development Goal Regions,,,,,,,,,,,15.45183,15.4563,15.23416,15.00841,14.77299,14.53045,14.28432,14.23154,14.14911,14.09009,14.32823,13.58838,12.84468,11.30467,10.98058,10.68935,10.45913,10.18133,10.10627,10.14322,10.66461,11.24068,11.09557,10.9979,10.66711,10.67028,10.75205,10.81951,10.73994,10.53927,10.30992,10.61595,10.78648,10.82803,10.68659,10.9965,11.04297,11.49469,
  Asia (Southern),Sustainable Development Goal Regions,,,,,,,,,,32.7157,32.92887,33.35638,34.64108,34.64057,34.91749,34.61127,33.76976,33.35991,33.17048,32.34927,31.10999,30.28637,29.3349,27.66808,26.02966,24.84832,23.20363,21.14507,19.83866,15.99554,11.62447,13.43912,12.59325,12.44864,11.88795,11.31351,12.16293,13.80947,14.72597,15.89073,16.14207,17.81116,18.48755,18.78538,19.25609,19.9535,19.85465,,
  Asia (Eastern and South-eastern),Sustainable Development Goal Regions,,,,27.0656,27.35861,26.23807,26.47046,27.02957,26.50347,27.19178,27.94307,26.99557,25.90769,25.65048,25.35305,25.21428,25.46913,25.01714,25.49537,25.28206,24.17769,24.53579,25.80373,26.62474,26.99113,27.05216,27.50218,26.80036,26.74432,25.90147,25.19302,24.61113,23.3745,22.3523,21.14415,20.37373,22.04928,21.17794,20.56432,20.81328,21.67323,21.41911,21.59045,21.06035,19.68012,18.79751,18.17284,17.84848,
  Asia (Eastern),Sustainable Development Goal Regions,,,,26.01116,26.49644,25.10205,25.8304,26.73425,26.24273,27.1849,27.99273,26.80514,25.4659,25.76031,25.30414,25.39587,25.85643,25.86115,26.62821,26.52235,25.14678,25.23383,27.17748,28.32261,28.7175,28.65153,29.25883,28.39201,28.41957,27.55947,26.86603,26.4165,25.06284,23.67923,22.25639,20.80105,23.35075,22.88711,22.7696,22.99855,23.77395,23.0375,22.80182,22.14155,20.97863,19.95429,19.2525,18.31878,
  Asia (South-eastern),Sustainable Development Goal Regions,33.73867,31.63693,30.29976,30.67198,30.41478,30.28501,30.0403,29.81625,27.92593,27.22142,27.75816,27.84422,27.70099,25.22325,25.53924,24.5163,23.97612,22.01247,21.72674,21.32953,20.96697,22.02286,21.00175,20.78738,21.30766,21.79286,21.61373,21.66826,21.59837,21.15203,20.51729,19.84752,19.24294,19.04843,18.32992,19.24503,19.08264,17.67414,16.42049,16.70159,17.33384,17.71418,18.56466,18.3097,16.526,15.93706,15.44248,16.53546,
  Latin America and the Caribbean,Sustainable Development Goal Regions,26.27985,25.70626,25.87303,25.93534,26.13585,27.23055,27.26297,27.42362,27.01222,27.5558,26.84159,26.39065,26.69317,26.58694,25.82071,25.46788,25.62218,24.74806,24.18546,23.8438,22.96764,22.13296,22.42533,22.26259,21.52059,21.21058,20.70572,20.23607,22.0412,20.47523,20.62047,19.55076,20.37681,18.74559,19.95439,19.51744,20.23411,19.83449,19.81054,19.3238,18.83199,18.19809,17.6592,20.81243,20.77532,20.67943,20.59799,20.39624,
  Oceania,Sustainable Development Goal Regions,,,,,,,,,,,,,,,,,,,,,,19.80168,19.51926,19.51905,19.47204,,19.89826,20.75956,20.19634,20.42978,20.5802,20.5531,20.47319,20.74337,20.66399,20.6186,20.35725,20.13346,20.02385,19.27401,20.36571,19.82106,23.67849,22.57095,21.5275,19.85809,19.3247,19.52777,
  Oceania (Australia/New Zealand),Sustainable Development Goal Regions,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.28607,,,,,,,,,,,,,,,,,,,,,
  Oceania (excl. Australia/New Zealand),Sustainable Development Goal Regions,,,,13.60906,13.34322,14.33526,15.22244,15.03997,15.21735,15.69424,14.90789,14.54633,14.59684,14.71726,14.66697,14.10574,14.7191,15.08497,15.05825,15.17443,15.21685,15.06233,14.92242,15.06275,15.09987,15.25358,19.07271,22.34304,21.39268,22.36969,23.4799,24.29827,24.89379,25.5395,26.16367,26.69437,27.14101,27.866,28.61366,27.97184,31.75031,32.0257,36.21806,36.04884,35.92856,34.29728,34.02407,34.19804,
  Northern America and Europe,Sustainable Development Goal Regions,,,,,,17.23098,17.15712,16.81515,16.49945,16.21942,16.02932,16.18876,15.87519,15.62603,15.39694,15.08128,14.84011,14.72708,14.5478,14.63024,14.49269,14.22439,14.21747,14.73804,14.59562,14.70279,14.93719,15.0218,15.15659,15.07086,14.79937,14.64437,14.15499,13.83716,13.48983,13.68674,13.37599,13.21714,13.17156,12.92407,12.52302,12.23402,11.9739,11.95422,11.93077,11.97495,11.86465,11.82763,
  Europe,Sustainable Development Goal Regions,,15.56157,15.55293,15.79247,15.91041,15.8167,15.66594,15.36291,15.11722,14.84153,14.66082,14.70418,14.3809,14.08055,13.8006,13.46471,13.13362,12.98413,12.80095,12.89768,12.72599,12.32619,12.23195,12.66127,12.37582,12.41045,12.54384,12.62211,12.59596,12.46315,12.4255,12.28568,12.37088,11.93755,11.89168,12.02167,11.83594,11.70873,11.53888,11.45149,11.41137,11.40577,11.35079,11.21596,11.18315,11.26206,11.13755,11.08665,
  Northern America ,Sustainable Development Goal Regions,,,,,,,,,,,,,,,,,,,,,,,,,27.65951,27.70634,28.00304,27.17699,27.58819,27.16722,25.31468,25.02413,20.68286,21.40575,19.18458,19.71842,18.75615,18.4954,19.4341,18.3825,16.22636,14.78442,13.79648,14.22737,14.31956,14.27157,14.27631,,
  World,UIS Regions,,,,19.67893,19.95775,20.06219,20.44679,21.02864,20.38945,20.28263,20.41064,20.71561,20.38029,20.24317,20.08199,19.91305,19.91107,19.88371,19.94132,19.92807,19.52949,19.3132,19.63122,20.09329,20.12235,20.22549,20.33987,20.1002,20.42024,19.44965,18.44565,18.58879,18.03215,17.50521,17.27131,17.03377,17.54436,17.48027,17.53626,17.76065,17.74074,17.78464,17.95578,18.32912,17.80894,17.73676,17.67323,17.67753,
  Arab States,UIS Regions,,,,,,,,,22.0581,22.19711,22.38361,22.39963,22.52403,22.57382,23.277,23.6584,23.24589,23.19281,22.79343,22.50563,22.53697,21.81139,21.79982,22.19275,22.00115,21.95681,21.27021,20.88522,20.33906,19.99238,18.85822,19.1504,19.48242,19.05012,19.00924,18.66701,19.23643,17.95518,19.82653,21.43802,20.25952,19.20014,19.02097,19.25522,19.58371,19.78434,20.13317,19.82234,
  Central and Eastern Europe,UIS Regions,,,11.93917,12.12097,12.3143,12.32506,12.23137,12.14677,12.08421,12.07607,12.06667,12.19033,11.88561,11.57866,11.28381,11.02399,10.70807,10.60705,10.49622,10.70313,10.49909,9.99433,9.76391,10.23961,9.68276,9.65214,9.66315,9.69821,9.72552,9.7982,9.81338,9.72409,9.85053,10.09529,10.23665,10.35189,10.43301,10.48148,10.44021,10.48304,10.55234,10.60512,10.6156,10.48147,10.44561,10.32425,10.17948,,
  Central Asia,UIS Regions,,,,,,,,,,,13.95753,13.98244,13.82508,13.65424,13.47027,13.28733,13.09693,13.0711,13.00165,12.9832,13.18259,12.61204,11.90892,10.71381,10.38524,10.24414,10.00567,9.79866,9.84915,10.17145,10.65972,11.12397,11.08672,11.03845,10.77866,10.73598,10.9345,11.03201,10.96336,10.79944,10.64989,10.93696,11.07844,11.28524,11.29724,11.58259,11.63278,12.30309,
  East Asia and the Pacific,UIS Regions,,,,26.77342,27.09121,26.10643,26.35852,26.94602,26.40816,27.09555,27.82103,26.90161,25.82264,25.56447,25.27299,25.13343,25.39139,24.94651,25.41753,25.20337,24.11724,24.47221,25.73296,26.54875,26.91978,27.00329,27.45889,26.76529,26.70134,25.82039,25.11696,24.54031,23.31749,22.31793,21.12391,20.36965,22.00887,21.1479,20.54654,20.78357,21.64868,21.3862,21.6179,21.06862,19.68703,18.78844,18.1627,17.84365,
  Latin America and the Caribbean,UIS Regions,26.26526,25.69391,25.86173,25.9252,26.1267,27.22155,27.25502,27.41618,27.00503,27.54824,26.83477,26.38512,26.68795,26.58245,25.81578,25.46327,25.61781,24.74475,24.18233,23.84075,22.96508,22.13061,22.42297,22.26034,21.51858,21.20873,20.70409,20.23465,22.03961,20.47401,20.61938,19.54986,20.37579,18.74485,19.95358,19.51666,20.23323,19.83365,19.8097,19.323,18.83123,18.19747,17.65876,20.81153,20.77475,20.67865,20.59719,20.39549,
  North America and Western Europe,UIS Regions,,,,,,,,,,,22.61336,,,,,,,21.82573,21.66664,21.42882,21.35604,,21.43767,21.13656,21.11738,21.30875,21.48348,21.06227,20.66967,19.87402,19.00927,18.62524,17.41737,16.59196,15.85397,16.09507,15.59814,15.367,15.44943,15.06496,14.29223,13.80335,13.31119,13.24902,13.24973,13.49268,13.44837,13.43682,
  South and West Asia,UIS Regions,,,,,,,,,,32.7157,32.92887,33.35638,34.64108,34.64057,34.91749,34.61127,33.76976,33.35991,33.17048,32.34927,31.10999,30.28637,29.3349,27.66808,26.02966,24.84832,23.20363,21.14507,19.83866,15.99554,11.62447,13.43912,12.59325,12.44864,11.88795,11.31351,12.16293,13.80947,14.72597,15.89073,16.14207,17.81116,18.48755,18.78538,19.25609,19.9535,19.85465,,
  Sub-Saharan Africa,UIS Regions,,,,,,,,,,,,,,,,,,,,,,,,,,29.61982,29.15121,29.38832,28.85173,28.90617,29.52549,29.72614,30.45575,30.0981,30.21128,30.65758,30.94394,29.98656,30.90793,30.31151,29.73347,29.88061,30.69058,30.45602,30.23254,30.93651,30.6041,33.14191,
  Small Island Developing States,UIS Regions,26.03783,25.98964,25.642,24.61616,24.68969,25.70112,26.78185,27.38195,26.29469,25.31396,24.74438,23.74472,23.86879,23.68951,23.23141,23.29606,23.47784,22.88489,22.56727,22.77104,22.87134,22.76557,21.96289,22.2484,22.09659,21.94929,21.57099,21.67398,21.86845,22.10366,21.83817,22.0657,22.405,22.02718,21.7687,22.12732,22.63194,22.278,22.51359,22.22619,22.41259,22.35786,24.26915,23.55637,23.01889,21.81516,21.63034,21.42312,
  Low income countries,World Bank Income Groups,,,,,,,,,,,,,,,,,,,,,,,,,,29.33639,29.48435,29.34379,29.04176,28.79483,29.5658,29.40405,29.26737,28.96662,29.43234,31.6091,30.73291,31.14369,32.26037,32.05961,30.17307,30.61125,30.51457,29.96616,29.2061,29.01574,29.18848,34.37293,
  Lower middle income countries,World Bank Income Groups,,,,,,,,21.32026,20.89308,20.95798,21.21393,22.34462,22.57739,22.24045,22.43289,21.93153,21.64003,21.25342,21.22664,21.8708,21.35567,21.17633,20.7076,20.30969,20.35162,20.33916,19.89217,19.49039,19.25368,17.03985,14.47411,15.76359,15.4713,15.55257,15.27828,15.0513,15.64303,15.78918,15.88589,16.89275,17.20719,18.18029,19.24224,19.64871,18.62791,19.092,19.35745,19.69809,
  Middle income countries,World Bank Income Groups,,,,17.37089,17.6406,17.70801,18.62534,19.97768,19.00995,19.00478,19.41553,20.05236,19.7055,19.65875,19.54583,19.38449,19.44186,19.45924,19.63854,19.72089,19.25974,19.06002,19.46176,20.09198,20.17302,20.30811,20.36499,20.12378,20.13578,18.93149,17.74209,18.08426,17.60557,17.12367,17.00837,16.51502,17.42835,17.39595,17.34985,17.78627,18.08815,18.30728,18.65326,19.17239,18.41454,18.20875,18.05988,17.86679,
  Upper middle income countries,World Bank Income Groups,,,,15.09032,15.32276,15.42727,17.13198,19.37334,17.97531,17.87658,18.34936,18.88494,18.26239,18.35982,18.127,18.15657,18.40058,18.64759,18.90996,18.78461,18.36869,18.16255,18.93342,19.99817,20.09514,20.2945,20.57826,20.41695,20.60103,19.99403,19.94878,19.51511,19.08603,18.20128,18.23256,17.56493,18.88578,18.65953,18.51095,18.43187,18.70399,18.39203,18.28093,18.85462,18.28059,17.68123,17.26022,16.77954,
  High income countries,World Bank Income Groups,22.52447,22.51666,22.28912,22.63012,22.85553,23.09591,22.92029,22.59632,22.44747,22.12171,21.78264,21.48827,21.15561,20.8528,20.60209,20.44753,20.36549,20.24696,20.00807,19.73911,19.48481,19.21048,19.34175,19.40411,19.28987,19.31407,19.54877,19.35271,20.35814,19.86245,19.23027,18.79869,17.98104,17.31109,16.71637,16.88939,16.42832,16.18978,16.28367,15.93477,15.32935,14.87788,14.43238,14.39612,14.36183,14.44347,14.40181,14.39603,
