date, pm25, pm10, o3, no2, so2, co
2018/3/14, 52, 40, 29, 49, , 4
2018/3/15, 63, 31, 26, 54, , 5
2018/3/16, 52, 41, 27, 49, , 5
2018/3/17, 56, 38, 6, 48, , 4
2018/3/18, 84, 40, 18, 41, , 2
2018/3/19, 92, 51, 18, 49, 1, 4
2018/3/20, 106, 41, 24, 42, 1, 4
2018/3/21, 74, 43, 27, 45, , 4
2018/3/22, 65, 50, 26, 54, 1, 4
2018/3/23, 70, 42, 28, 48, , 4
2018/3/24, 62, 47, 28, 47, , 4
2018/3/25, 75, 59, 28, 55, 1, 5
2018/3/26, 116, 54, 31, 46, 1, 5
2018/3/27, 87, 33, 26, 47, , 4
2018/3/28, 64, 26, 30, 40, , 3
2018/3/29, 43, 31, 32, 43, , 3
2018/3/30, 45, 29, 25, 48, , 5
2018/3/31, 51, 28, 27, 45, , 4
2018/4/1, 51, 27, 29, 38, , 3
2017/10/19, 78, 55, 23, 49, , 6
2017/10/20, 72, 30, 26, 34, , 3
2017/10/21, 47, 32, 25, 35, , 3
2017/10/22, 52, 24, 26, 26, , 1
2017/10/23, 40, 27, 19, 38, , 4
2017/10/24, 48, 26, 14, 38, , 5
2017/10/25, 52, 33, 14, 36, , 5
2017/10/26, 57, 51, 1, 42, , 8
2017/10/27, 91, 43, 19, 38, , 5
2017/10/28, 80, 36, 21, 40, , 4
2017/10/29, 61, 22, 20, 26, , 2
2017/10/30, 40, 34, 18, 41, , 3
2017/10/31, 57, 51, 5, 53, 1, 7
2017/11/1, 84, 49, 8, 49, 1, 7
2017/11/2, 87, 45, 13, 45, , 7
2017/11/3, 87, 57, 11, 47, , 8
2017/11/4, 96, 33, 17, 37, , 4
2017/11/5, 69, 22, 25, 39, , 3
2017/11/6, 43, 36, 15, 46, , 5
2017/11/7, 62, 51, 6, 57, 1, 9
2017/11/8, 85, 59, 2, 56, 1, 9
2017/11/9, 114, 48, 10, 48, , 6
2017/11/10, 91, 28, 16, 39, , 5
2017/11/11, 51, 22, 17, 30, , 3
2017/11/12, 47, 15, 25, 25, , 3
2017/11/13, 42, 28, 19, 29, , 4
2017/11/14, 43, 42, 10, 42, , 6
2017/11/15, 71, 50, 1, 42, , 8
2017/11/16, 93, 50, 4, 51, 1, 8
2017/11/17, 94, 54, 4, 49, , 8
2017/11/18, 112, 45, 10, 49, , 6
2017/11/19, 81, 27, 21, 37, , 3
2017/11/20, 56, 43, 11, 44, , 5
2017/11/21, 92, 33, 12, 41, , 5
2017/11/22, 63, 39, 12, 40, , 5
2017/11/23, 72, 36, 19, 37, , 4
2017/11/24, 57, 31, 17, 44, , 6
2017/11/25, 57, 24, 16, 42, , 3
2017/11/26, 51, 21, 18, 37, , 2
2017/11/27, 45, 23, 16, 35, , 3
2017/11/28, 45, 21, 21, 44, , 4
2017/11/29, 59, 35, 9, 52, , 6
2017/11/30, 66, 30, 13, 46, , 5
2017/12/1, 53, 28, 16, 47, , 4
2017/12/2, 60, 52, 3, 44, , 4
2017/12/3, 117, 44, 2, 33, , 7
2017/12/4, 104, 55, 10, 43, , 8
2017/12/5, 121, 58, 4, 54, 1, 8
2017/12/6, 102, 56, 7, 43, , 7
2017/12/7, 96, 30, 17, 31, , 3
2017/12/8, 62, 26, 15, 44, , 3
2017/12/9, 47, 24, 16, 44, , 3
2017/12/10, 50, 25, 20, 33, , 2
2017/12/11, 51, 28, 18, 37, , 3
2017/12/12, 41, 30, 19, 47, , 4
2017/12/13, 52, 25, 13, 39, , 4
2017/12/14, 54, 23, 28, 35, , 3
2017/12/15, 37, 20, 21, 42, , 3
2017/12/16, 44, 27, 17, 41, , 4
2017/12/17, 52, 35, 10, 46, , 4
2017/12/18, 74, 32, 15, 36, , 4
2017/12/19, 55, 51, 5, 47, , 6
2017/12/20, 78, 50, 5, 48, , 7
2017/12/21, 84, 28, 5, 46, , 6
2017/12/22, 65, 24, 24, 45, , 5
2017/12/23, 56, 29, 14, 47, , 4
2017/12/24, 69, 20, 15, 31, , 2
2017/12/25, 44, 15, 20, 25, , 2
2017/12/26, 36, 20, 17, 32, , 2
2017/12/27, 45, 15, 23, 30, , 2
2017/12/28, 35, 29, 18, 41, , 3
2017/12/29, 47, 29, 24, 39, , 3
2017/12/30, 68, 22, 20, 35, , 2
2017/12/31, 41, 24, 19, 26, , 
2018/1/1, 45, 20, 26, 21, , 1
2017/4/2, 48, 36, 33, 45, , 3
2017/4/3, 58, 53, 34, 58, , 4
2017/4/4, 81, 47, 28, 49, 1, 4
2017/4/5, 74, 48, 28, 38, , 3
2017/4/6, 72, 53, 32, 47, , 3
2017/4/7, 62, 62, 32, 59, 1, 5
2017/4/8, 96, 81, 34, 64, , 4
2017/4/9, 123, 83, 42, 72, , 5
2017/4/10, 97, 37, 28, 38, , 3
2017/4/11, 63, 59, 32, 51, , 4
2017/4/12, 63, 56, 35, 43, 1, 3
2017/4/13, 52, 50, 27, 43, , 4
2017/4/14, 59, 51, 35, 47, , 4
2017/4/15, 61, 29, 31, 40, , 2
2017/4/16, 48, 33, 33, 39, , 2
2017/4/17, 40, 30, 27, 31, , 2
2017/4/18, 42, 41, 30, 46, , 3
2017/4/19, 47, 64, 33, 47, , 3
2017/4/20, 69, 62, 33, 55, 1, 4
2017/4/21, 70, 63, 34, 61, 1, 5
2017/4/22, 84, 52, 22, 46, , 3
2017/4/23, 71, 48, 34, 47, , 2
2017/4/24, 55, 47, 37, 55, , 4
2017/4/25, 60, 31, 29, 44, , 3
2017/4/26, 47, 39, 27, 50, , 4
2017/4/27, 50, 43, 29, 53, , 4
2017/4/28, 52, 36, 23, 53, , 5
2017/4/29, 65, 56, 36, 43, , 3
2017/4/30, 68, 46, 37, 35, , 2
2017/5/1, 44, 38, 33, 26, , 1
2017/5/2, 50, 33, 34, 45, , 3
2017/5/3, 52, 37, 18, 49, , 5
2017/5/4, 84, 47, 25, 50, , 6
2017/5/5, 92, 62, 33, 48, 3, 5
2017/5/6, 117, 35, 20, 40, , 4
2017/5/7, 76, 31, 29, 33, , 3
2017/5/8, 70, 29, 27, 31, , 2
2017/5/9, 55, 45, 35, 49, 3, 6
2017/5/10, 68, 41, 40, 62, , 6
2017/5/11, 68, 34, 31, 47, 1, 4
2017/5/12, 58, 33, 28, 49, , 5
2017/5/13, 55, 31, 35, 39, , 3
2017/5/14, 51, 25, 33, 34, , 2
2017/5/15, 42, 35, 33, 52, , 5
2017/5/16, 55, 43, 36, 61, , 6
2017/5/17, 64, 49, 42, 60, , 5
2017/5/18, 68, 25, 26, 38, , 4
2017/5/19, 37, 32, 28, 40, , 3
2017/5/20, 52, 26, 29, 39, 1, 3
2017/5/21, 52, 29, 33, 41, , 3
2017/5/22, 50, 40, 41, 62, , 6
2017/5/23, 60, 32, 30, 38, , 4
2017/5/24, 45, 34, 36, 49, , 4
2017/5/25, 53, 43, 35, 43, , 2
2017/5/26, 53, 50, 39, 56, , 3
2017/5/27, 51, 34, 51, 47, , 2
2017/5/28, 57, 41, 48, 52, , 4
2017/5/29, 82, 40, 41, 53, , 4
2017/5/30, 59, 28, 27, 36, , 4
2017/5/31, 38, 44, 31, 47, , 3
2017/6/1, 68, 65, 47, 59, , 4
2017/6/2, 78, 47, 31, 60, , 5
2017/6/3, 68, 29, 20, 37, , 3
2017/6/4, 53, 41, 32, 37, , 2
2017/6/5, 48, 39, 33, 31, , 2
2017/6/6, 67, 38, 24, 29, , 2
2017/6/7, 51, 30, 25, 35, , 3
2017/6/8, 71, 35, 30, 49, , 5
2017/6/9, 55, 32, 28, 46, , 5
2017/6/10, 51, 35, 41, 52, , 5
2017/6/11, 63, 31, 45, 44, , 3
2017/6/12, 55, 32, 30, 36, , 4
2017/6/13, 43, 39, 33, 48, , 4
2017/6/14, 56, 37, 19, 49, , 3
2017/6/15, 60, , , , , 
2017/1/3, 79, 39, 7, 57, , 5
2017/1/4, 78, 33, 10, 46, , 5
2017/1/5, 61, 44, 10, 53, , 5
2017/1/6, 66, 53, 8, 48, , 5
2017/1/7, 90, 53, 5, 43, , 5
2017/1/8, 103, 38, 3, 44, , 6
2017/1/9, 98, 29, 16, 36, , 5
2017/1/10, 108, 30, 13, 53, , 6
2017/1/11, 54, 33, 22, 42, , 3
2017/1/12, 55, 38, 18, 46, , 3
2017/1/13, 56, , , , , 
2017/1/17, 100, 53, 10, 41, 1, 4
2017/1/18, 101, 47, 10, 43, 1, 4
2017/1/19, 82, 54, 10, 48, 1, 5
2017/1/20, 107, 57, 9, 51, 1, 5
2017/1/21, 113, 76, 4, 57, 1, 8
2017/1/22, 159, 84, 5, 60, 2, 10
2017/1/23, 166, 74, 3, 50, 1, 7
2017/1/24, 163, 59, 10, 49, 1, 8
2017/1/25, 136, 53, 10, 39, , 5
2017/1/26, 112, 68, 6, 40, 1, 7
2017/1/27, 150, 65, 10, 55, , 7
2017/1/28, 107, 49, 15, 49, , 4
2017/1/29, 71, 25, 19, 39, , 3
2017/1/30, 64, 23, 14, 42, , 4
2017/1/31, 60, 40, 6, 46, , 6
2017/2/1, 84, 36, 9, 39, , 4
2017/2/2, 71, 37, 25, 44, , 4
2017/2/3, 66, 27, 22, 41, , 3
2017/2/4, 47, 24, 20, 47, , 3
2017/2/5, 54, 25, 24, 43, , 3
2017/2/6, 51, 35, 17, 43, , 4
2017/2/7, 56, 38, 21, 53, , 5
2017/2/8, 60, 41, 8, 41, , 4
2017/2/9, 74, 59, 9, 39, , 5
2017/2/10, 111, 57, 8, 42, , 5
2017/2/11, 119, 65, 4, 44, , 5
2017/2/12, 155, 49, 10, 39, , 5
2017/2/13, 117, 52, 13, 35, , 4
2017/2/14, 99, 58, 5, 44, , 6
2017/2/15, 107, 55, 18, 52, , 6
2017/2/16, 82, 56, 5, 61, 1, 7
2017/2/17, 110, 56, 5, 56, , 7
2017/2/18, 114, 53, 16, 53, , 6
2017/2/19, 108, 46, 25, 52, , 5
2017/2/20, 106, 36, 18, 40, , 4
2017/2/21, 61, 28, 17, 38, , 4
2017/2/22, 41, 31, 23, 41, , 3
2017/2/23, 44, 28, 26, 36, , 2
2017/2/24, 36, 42, 26, 54, , 5
2017/2/25, 54, 35, 28, 50, , 3
2017/2/26, 74, 24, 32, 32, , 2
2017/2/27, 50, 21, 35, 29, , 2
2017/2/28, 30, 21, 29, 40, , 3
2017/3/1, 36, 22, 29, 42, , 3
2017/3/2, 33, 46, 28, 48, , 4
2017/3/3, 48, 41, 19, 52, , 5
2017/3/4, 58, 24, 25, 54, , 3
2017/3/5, 53, 18, 32, 35, , 2
2017/3/6, 38, 28, 27, 46, , 3
2017/3/7, 46, 36, 22, 51, , 5
2017/3/8, 54, 21, 18, 38, , 4
2017/3/9, 45, 36, 16, 40, , 4
2017/3/10, 46, 49, 14, 48, 1, 6
2017/3/11, 94, 46, 19, 58, , 6
2017/3/12, 85, 48, 20, 41, , 5
2017/3/13, 101, 48, 21, 37, , 4
2017/3/14, 99, 39, 24, 46, 1, 4
2017/3/15, 71, 46, 20, 53, , 5
2017/3/16, 76, 60, 23, 63, 1, 7
2017/3/17, 103, 36, 28, 44, , 3
2017/3/18, 64, 29, 26, 37, , 2
2017/3/19, 41, 34, 27, 37, , 2
2017/3/20, 46, 26, 27, 37, , 2
2017/3/21, 39, 31, 26, 55, , 5
2017/3/22, 49, 34, 29, 43, , 4
2017/3/23, 52, 28, 18, 44, , 4
2017/3/24, 59, 46, 11, 46, , 4
2017/3/25, 93, 42, 33, 47, , 3
2017/3/26, 81, 38, 30, 48, , 4
2017/3/27, 75, 56, 33, 60, , 6
2017/3/28, 96, 44, 32, 56, , 5
2017/3/29, 74, 43, 30, 61, , 6
2017/3/30, 63, 47, 32, 64, , 5
2017/3/31, 62, 35, 33, 48, , 4
2017/4/1, 55, 28, 34, 43, , 3
2016/10/2, 57, 23, 23, 34, , 3
2016/10/3, 43, 43, 19, 55, , 5
2016/10/4, 69, 47, 25, 49, , 5
2016/10/5, 61, 41, 20, 41, , 3
2016/10/6, 48, 40, 16, 41, , 4
2016/10/7, 44, 38, 7, 38, , 4
2016/10/8, 63, 51, 11, 35, , 4
2016/10/9, 75, 54, 19, 46, , 3
2016/10/10, 76, 48, 11, 58, 1, 7
2016/10/11, 83, 41, 11, 44, , 5
2016/10/12, 80, 53, 9, 44, 1, 5
2016/10/13, 104, 56, 6, 39, , 5
2016/10/14, 67, 35, 4, 41, , 6
2016/10/15, 70, 39, 18, 40, , 4
2016/10/16, 76, 35, 21, 47, , 4
2016/10/17, 66, 27, 18, 46, , 5
2016/10/18, 50, 32, 19, 47, , 5
2016/10/19, 56, 32, 16, 47, , 5
2016/10/20, 46, 29, 14, 45, , 6
2016/10/21, 51, 31, 12, 48, , 6
2016/10/22, 55, 43, 13, 51, , 5
2016/10/23, 81, 35, 14, 41, , 4
2016/10/24, 72, 40, 3, 41, , 7
2016/10/25, 86, 50, 3, 45, , 7
2016/10/26, 95, 51, 3, 39, , 6
2016/10/27, 92, 55, 2, 50, , 8
2016/10/28, 118, 51, 19, 54, , 7
2016/10/29, 104, 35, 16, 42, , 3
2016/10/30, 72, 45, 12, 40, , 4
2016/10/31, 82, 42, 9, 44, , 5
2016/11/1, 70, 41, 5, 44, , 6
2016/11/2, 82, 38, 16, 47, , 5
2016/11/3, 71, 62, 9, 60, 1, 7
2016/11/4, 80, 45, 3, 47, , 6
2016/11/5, 90, 33, 19, 42, , 5
2016/11/6, 72, 28, 17, 46, , 3
2016/11/7, 62, 59, 12, 42, , 4
2016/11/8, 53, 32, 8, 46, , 5
2016/11/9, 62, 27, 17, 38, , 3
2016/11/10, 51, 21, 17, 50, , 5
2016/11/11, 44, 48, 14, 38, , 3
2016/11/12, 49, 61, 3, 41, , 5
2016/11/13, 113, 34, 9, 35, , 4
2016/11/14, 68, 41, 7, 41, , 5
2016/11/15, 81, 35, 2, 40, , 5
2016/11/16, 73, 23, 10, 37, , 4
2016/11/17, 49, 21, 19, 35, , 3
2016/11/18, 34, 22, 25, 38, , 3
2016/11/19, 38, 23, 21, 37, , 3
2016/11/20, 42, 25, 23, 32, , 2
2016/11/21, 42, 23, 15, 46, , 4
2016/11/22, 54, 34, 20, 44, , 4
2016/11/23, 57, 38, 4, 49, , 7
2016/11/24, 76, 42, 1, 43, , 6
2016/11/25, 78, 48, 1, 37, , 5
2016/11/26, 89, 52, , 39, , 5
2016/11/27, 97, 59, 8, 40, 1, 5
2016/11/28, 100, 41, 16, 43, , 3
2016/11/29, 58, 38, 11, 45, 1, 4
2016/11/30, 62, 64, 2, 68, 2, 10
2016/12/1, 117, 97, 3, 89, 3, 17
2016/12/2, 170, 95, 1, 86, 2, 11
2016/12/3, 176, 59, 12, 47, 1, 4
2016/12/4, 89, 65, 6, 43, , 4
2016/12/5, 83, 67, 1, 53, 1, 9
2016/12/6, 127, 74, 1, 57, 1, 10
2016/12/7, 155, 76, 1, 53, 1, 10
2016/12/8, 151, 67, 2, 53, , 8
2016/12/9, 139, 61, 3, 54, , 7
2016/12/10, 119, 55, 2, 47, , 6
2016/12/11, 114, 46, 14, 47, , 4
2016/12/12, 74, 39, 10, 46, , 4
2016/12/13, 69, 41, 3, 45, , 5
2016/12/14, 82, 75, 2, 48, , 7
2016/12/15, 95, 61, 1, 48, , 9
2016/12/16, 123, 56, 3, 47, , 7
2016/12/17, 100, 61, 8, 46, 1, 7
2016/12/18, 107, 44, 4, 35, , 4
2016/12/19, 78, 42, 7, 39, , 4
2016/12/20, 73, 42, 8, 39, , 5
2016/12/21, 80, 42, 6, 39, , 4
2016/12/22, 78, 31, 7, 45, , 5
2016/12/23, 66, 42, 15, 46, , 5
2016/12/24, 76, 29, 17, 38, , 2
2016/12/25, 50, 32, 19, 32, , 2
2016/12/26, 49, 27, 17, 40, , 3
2016/12/27, 46, 53, 9, 59, , 5
2016/12/28, 85, 52, 10, 48, 1, 4
2016/12/29, 83, 57, 7, 44, , 5
2016/12/30, 101, 63, 2, 47, , 7
2016/12/31, 141, 49, 2, 33, , 5
2017/1/1, 104, 31, 5, 26, , 3
2017/1/2, 77, 37, 4, 41, , 4
2016/7/2, 35, 24, 22, 27, , 2
2016/7/3, 40, 24, 19, 33, , 2
2016/7/4, 49, 30, 21, 35, , 4
2016/7/5, 59, 28, 21, 36, , 5
2016/7/6, 58, 37, 38, 47, , 5
2016/7/7, 60, 45, 53, 64, , 5
2016/7/8, 69, 53, 45, 63, , 5
2016/7/9, 73, 30, 31, 35, , 3
2016/7/10, 59, 44, 35, 45, , 4
2016/7/11, 65, 45, 23, 34, , 3
2016/7/12, 47, 33, 24, 37, , 4
2016/7/13, 43, 30, 22, 39, , 4
2016/7/14, 35, 31, 26, 29, , 3
2016/7/15, 49, 42, 37, 44, , 4
2016/7/16, 62, 48, 26, 43, , 4
2016/7/17, 64, 52, 35, 37, , 3
2016/7/18, 59, 53, 34, 47, , 4
2016/7/19, 58, 66, 41, 64, , 5
2016/7/20, 67, 55, 42, 64, , 5
2016/7/21, 73, 42, 34, 41, , 5
2016/7/22, 68, 43, 34, 36, , 4
2016/7/23, 57, 47, 37, 32, , 3
2016/7/24, 57, 62, 34, 35, , 3
2016/7/25, 53, 60, 24, 39, , 4
2016/7/26, 65, 33, 27, 33, , 4
2016/7/27, 52, 34, 26, 40, , 4
2016/7/28, 60, 25, 25, 33, , 4
2016/7/29, 46, 23, 23, 31, , 3
2016/7/30, 44, 25, 24, 38, , 4
2016/7/31, 49, 35, 32, 35, , 3
2016/8/1, 52, 30, 32, 39, , 3
2016/8/2, 48, 26, 23, 32, , 3
2016/8/3, 50, 26, 20, 29, , 3
2016/8/4, 54, 26, 18, 28, , 3
2016/8/5, 52, 29, 29, 32, , 3
2016/8/6, 53, 37, 26, 38, , 3
2016/8/7, 60, 32, 26, 36, , 3
2016/8/8, 55, 30, 26, 30, , 3
2016/8/9, 50, 41, 29, 31, , 2
2016/8/10, 52, 51, 25, 32, 1, 3
2016/8/11, 74, 33, 27, 32, , 3
2016/8/12, 49, 37, 25, 31, , 3
2016/8/13, 63, 47, 39, 32, , 3
2016/8/14, 58, 47, 31, 26, , 2
2016/8/15, 51, 53, 40, 38, , 2
2016/8/16, 63, 47, 51, 54, , 3
2016/8/17, 74, 61, 51, 56, , 4
2016/8/18, 72, 39, 30, 54, , 4
2016/8/19, 75, 34, 28, 40, , 3
2016/8/20, 72, 26, 30, 24, , 2
2016/8/21, 46, 22, 26, 25, , 2
2016/8/22, 41, 33, 36, 48, , 4
2016/8/23, 57, 110, 34, 52, , 4
2016/8/24, 91, 56, 53, 62, , 5
2016/8/25, 58, 109, 71, 81, , 6
2016/8/26, 87, 80, 80, 85, , 5
2016/8/27, 92, 63, 56, 57, , 4
2016/8/28, 93, 50, 31, 44, , 3
2016/8/29, 59, 29, 23, 37, , 3
2016/8/30, 50, 48, 37, 58, , 4
2016/8/31, 75, 51, 45, 63, , 5
2016/9/1, 81, 42, 27, 49, , 5
2016/9/2, 57, 47, 43, 59, 1, 5
2016/9/3, 65, 41, 30, 46, , 4
2016/9/4, 59, 29, 19, 39, , 3
2016/9/5, 54, 29, 19, 44, , 5
2016/9/6, 58, 32, 8, 38, , 6
2016/9/7, 64, 44, 38, 60, 1, 5
2016/9/8, 67, 50, 28, 62, , 6
2016/9/9, 70, 50, 33, 62, 1, 6
2016/9/10, 65, 47, 33, 57, , 4
2016/9/11, 65, 36, 19, 37, , 4
2016/9/12, 60, 59, 40, 64, , 5
2016/9/13, 71, 60, 36, 75, , 5
2016/9/14, 72, 47, 39, 60, , 5
2016/9/15, 62, 33, 29, 48, 1, 4
2016/9/16, 62, 30, 22, 37, , 4
2016/9/17, 53, 24, 13, 29, , 3
2016/9/18, 52, 29, 28, 31, , 3
2016/9/19, 64, 34, 24, 46, , 6
2016/9/20, 71, 39, 22, 49, , 5
2016/9/21, 75, 50, 21, 64, 1, 8
2016/9/22, 86, 55, 29, 72, , 8
2016/9/23, 91, 45, 26, 65, 1, 7
2016/9/24, 84, 48, 36, 63, , 6
2016/9/25, 79, 33, 23, 48, , 4
2016/9/26, 64, 43, 19, 56, 1, 6
2016/9/27, 70, 41, 25, 54, , 5
2016/9/28, 61, 35, 20, 49, , 5
2016/9/29, 58, 29, 15, 36, , 4
2016/9/30, 49, 36, 21, 53, , 6
2016/10/1, 57, 26, 22, 40, , 4
2016/4/2, 98, 44, 14, 45, , 5
2016/4/3, 94, 39, 28, 43, , 3
2016/4/4, 83, 25, 27, 44, , 4
2016/4/5, 57, 41, 28, 49, , 5
2016/4/6, 70, 42, 24, 48, , 4
2016/4/7, 65, 26, 28, 43, , 3
2016/4/8, 53, 31, 21, 47, , 4
2016/4/9, 59, 38, 26, 50, , 4
2016/4/10, 71, 31, 33, 48, , 3
2016/4/11, 69, 29, 25, 49, , 4
2016/4/12, 63, 32, 25, 54, , 5
2016/4/13, 65, 31, 28, 51, , 5
2016/4/14, 68, 33, 25, 53, 1, 5
2016/4/15, 65, 28, 27, 42, , 3
2016/4/16, 52, 22, 30, 40, , 3
2016/4/17, 54, 24, 28, 42, , 2
2016/4/18, 59, 30, 32, 54, , 4
2016/4/19, 62, 47, 35, 64, , 4
2016/4/20, 71, 50, 34, 51, , 3
2016/4/21, 74, 45, 29, 55, , 5
2016/4/22, 68, 58, 16, 54, , 6
2016/4/23, 94, 43, 26, 38, , 2
2016/4/24, 77, 24, 28, 42, , 2
2016/4/25, 52, 29, 27, 48, , 3
2016/4/26, 56, 22, 30, 42, , 3
2016/4/27, 44, 23, 30, 35, , 4
2016/4/28, 37, 27, 31, 46, , 4
2016/4/29, 47, 29, 30, 38, , 3
2016/4/30, 45, 23, 28, 36, , 3
2016/5/1, 45, 29, 38, 31, , 2
2016/5/2, 45, 30, 30, 49, 1, 4
2016/5/3, 52, 31, 33, 42, , 4
2016/5/4, 62, 38, 40, 54, , 4
2016/5/5, 76, 50, 45, 50, , 2
2016/5/6, 64, 51, 44, 57, , 4
2016/5/7, 74, 58, 42, 55, , 4
2016/5/8, 88, 58, 47, 59, , 3
2016/5/9, 92, 42, 41, 45, , 4
2016/5/10, 61, 30, 27, 44, , 5
2016/5/11, 62, 36, 25, 49, , 6
2016/5/12, 78, 35, 28, 50, , 5
2016/5/13, 74, 63, 32, 47, , 6
2016/5/14, 134, 47, 33, 36, , 2
2016/5/15, 63, 33, 36, 41, , 2
2016/5/16, 63, 39, 37, 49, , 3
2016/5/17, 72, 41, 33, 58, , 5
2016/5/18, 67, 43, 38, 50, , 3
2016/5/19, 62, 31, 30, 39, , 4
2016/5/20, 53, 32, 25, 46, , 4
2016/5/21, 64, 32, 27, 41, , 3
2016/5/22, 65, 27, 24, 45, , 4
2016/5/23, 70, 25, 24, 37, , 4
2016/5/24, 61, 33, 23, 44, , 3
2016/5/25, 60, 43, 28, 45, , 4
2016/5/26, 70, 48, 25, 50, , 4
2016/5/27, 88, 44, 40, 54, , 5
2016/5/28, 82, 43, 29, 54, , 4
2016/5/29, 85, 53, 20, 40, , 3
2016/5/30, 120, 34, 25, 39, , 4
2016/5/31, 81, 18, 21, 38, , 5
2016/6/1, 43, 39, 14, 40, , 6
2016/6/2, 81, 31, 18, 38, , 5
2016/6/3, 62, 28, 20, 43, , 6
2016/6/4, 62, 34, 20, 35, , 4
2016/6/5, 69, 43, 22, 37, , 4
2016/6/6, 97, 55, 23, 52, , 6
2016/6/7, 118, 51, 46, 58, , 7
2016/6/8, 95, 52, 38, 46, , 5
2016/6/9, 90, 46, 38, 47, , 4
2016/6/10, 77, 48, 44, 63, , 5
2016/6/11, 77, 37, 36, 53, , 3
2016/6/12, 68, 33, 29, 40, , 3
2016/6/13, 69, 28, 20, 35, , 3
2016/6/14, 50, 26, 20, 33, , 3
2016/6/15, 49, 25, 21, 37, , 4
2016/6/16, 38, 29, 16, 45, , 5
2016/6/17, 55, 34, 25, 43, , 4
2016/6/18, 52, 28, 27, 39, , 3
2016/6/19, 51, 31, 35, 38, , 2
2016/6/20, 57, 27, 20, 40, , 4
2016/6/21, 52, 26, 15, 31, , 5
2016/6/22, 48, 36, 32, 47, , 6
2016/6/23, 62, 38, 43, 56, , 5
2016/6/24, 63, 31, 33, 36, , 5
2016/6/25, 52, 27, 27, 32, , 3
2016/6/26, 41, 25, 30, 29, , 2
2016/6/27, 37, 40, 23, 38, , 4
2016/6/28, 52, 29, 26, 43, , 5
2016/6/29, 49, 28, 25, 36, , 3
2016/6/30, 38, 29, 22, 37, , 3
2016/7/1, 48, 23, 16, 30, , 3
2016/1/5, 47, 24, 19, 40, , 4
2016/1/6, 51, 24, 16, 40, , 5
2016/1/7, 51, 24, 22, 39, , 3
2016/1/8, 54, 40, 16, 52, , 6
2016/1/9, 73, 29, 18, 41, , 3
2016/1/10, 65, 17, 24, 38, , 3
2016/1/11, 41, 20, 18, 44, , 4
2016/1/12, 47, 20, 20, 40, , 3
2016/1/13, 43, 33, 22, 44, , 4
2016/1/14, 53, 28, 17, 48, , 4
2016/1/15, 59, 27, 19, 47, , 4
2016/1/16, 48, 44, 13, 58, , 5
2016/1/17, 71, 60, 12, 52, , 4
2016/1/18, 87, 41, 14, 40, , 4
2016/1/19, 76, 52, 3, 45, 1, 6
2016/1/20, 112, 64, 3, 51, 1, 8
2016/1/21, 143, 61, 4, 51, , 7
2016/1/22, 140, 51, 2, 47, , 6
2016/1/23, 109, 37, 11, 44, , 3
2016/1/24, 73, 39, 3, 38, , 4
2016/1/25, 85, 51, 5, 45, , 6
2016/1/26, 92, 43, 17, 38, , 5
2016/1/27, 77, 41, 22, 30, , 3
2016/1/28, 53, 39, 19, 51, , 6
2016/1/29, 59, 37, 14, 46, , 5
2016/1/30, 56, 17, 22, 32, , 2
2016/1/31, 37, 17, 18, 40, , 2
2016/2/1, 46, 28, 24, 39, , 3
2016/2/2, 45, 23, 22, 35, , 3
2016/2/3, 44, 27, 20, 40, , 3
2016/2/4, 46, 27, 14, 43, , 4
2016/2/5, 51, 29, 15, 47, , 5
2016/2/6, 54, 34, 20, 44, , 4
2016/2/7, 62, 20, 26, 30, , 2
2016/2/8, 44, 23, 27, 31, , 2
2016/2/9, 41, 20, 25, 39, , 3
2016/2/10, 44, 22, 25, 41, , 3
2016/2/11, 40, 34, 21, 50, , 4
2016/2/12, 57, 28, 16, 44, , 4
2016/2/13, 62, 28, 17, 49, , 4
2016/2/14, 68, 22, 21, 42, , 3
2016/2/15, 56, 31, 21, 40, , 4
2016/2/16, 54, 40, 13, 47, , 5
2016/2/17, 66, 55, 11, 55, 1, 7
2016/2/18, 103, 48, 8, 49, , 6
2016/2/19, 100, 41, 18, 52, , 5
2016/2/20, 69, 20, 21, 34, , 3
2016/2/21, 47, 15, 20, 28, , 2
2016/2/22, 36, 24, 24, 34, , 3
2016/2/23, 46, 26, 23, 47, , 4
2016/2/24, 55, 45, 19, 56, 1, 6
2016/2/25, 84, 44, 18, 48, , 5
2016/2/26, 86, 59, 21, 59, , 7
2016/2/27, 119, 46, 18, 44, , 3
2016/2/28, 95, 44, 23, 34, , 3
2016/2/29, 93, 41, 23, 37, , 3
2016/3/1, 77, 39, 13, 46, , 4
2016/3/2, 76, 22, 23, 39, , 3
2016/3/3, 45, 28, 24, 41, , 4
2016/3/4, 47, 29, 21, 51, , 4
2016/3/5, 58, 28, 24, 49, , 4
2016/3/6, 62, 29, 26, 44, , 3
2016/3/7, 61, 29, 21, 47, , 4
2016/3/8, 59, 37, 22, 52, , 5
2016/3/9, 64, 31, 19, 43, , 4
2016/3/10, 60, 41, 15, 50, , 6
2016/3/11, 74, 71, 23, 49, 1, 6
2016/3/12, 135, 62, 29, 49, 1, 4
2016/3/13, 142, 54, 26, 42, , 3
2016/3/14, 118, 47, 20, 44, , 4
2016/3/15, 92, 51, 18, 48, , 5
2016/3/16, 101, 51, 21, 40, , 4
