year,month,investor,quantity,share,partner,sector,subsector,country,region
2012,May,Sinomach,120,60%,Procon,Metals,,Canada,North America
2012,May,China Construction Bank,200,,WestLB,Finance,Banking,Brazil,South America
2012,May,State Grid,940,,ACS,Energy,,Brazil,South America
2012,May,Power Construction Corp,100,,,Other,Utilities,Angola,Sub-Saharan Africa
2012,May,China Communications Construction,680,,,Transport,Shipping,Nigeria,Sub-Saharan Africa
2012,May,Dalian Wanda,2600,100%,AMC Entertainment,Other,,USA,USA
2012,May,Wanxiang,420,,Great Point Energy,Energy,Alternative,USA,USA
2012,May,Norinco,1250,,Tehran Railway,Transport,Rail,Iran,West Asia
2012,May,United Energy,200,,,Energy,Gas,Pakistan,West Asia
2012,May,CIC,420,5%,Polyus,Metals,,Russia,West Asia
2012,June,State Construction Engineering,170,,,Real estate,Construction,Algeria,Arab World
2012,June,Zijin Mining,240,100%,Norton Gold,Metals,,Australia,Australia
2012,June,China Nickel Resources,1260,61%,PT Jhonlinto,Metals,Steel,Indonesia,East Asia
2012,June,China National Chemical Engineering,700,,Sumber Segara Primadaya,Energy,Coal,Indonesia,East Asia
2012,June,Power Construction Corp,100,,Electricite de Vietnam,Energy,Hydro,Vietnam,East Asia
2012,June,China Communications Construction,200,,Electricite de Vietnam,Transport,Shipping,Vietnam,East Asia
2012,June,SAFE,200,10%,Veolia Water,Other,Utilities,Britain,Europe
2012,June,CIC,490,7%,Eutelsat,Technology,Telecom,France,Europe
2012,June,Hanergy,510,,Q-Cells,Energy,Alternative,Germany,Europe
2012,June,China Railway Construction,410,,C.V.G. Ferrominera Orinoco,Metals,Steel,Venezuela,South America
2012,June,Wison,1470,,Hyundai,Energy,Oil,Venezuela,South America
2012,June,China Communications Construction,1580,,,Transport,Rail,Ethiopia,Sub-Saharan Africa
2012,June,China Communications Construction,160,,,Transport,Aviation,South Sudan,Sub-Saharan Africa
2012,June,Tencent,330,40%,Epic Games,Other,Consumer,USA,USA
2012,June,State Construction Engineering,100,,,Transport,Autos,USA,USA
2012,June,Sinomach,170,,,Energy,,Bangladesh,West Asia
2012,June,Xinjiang Hualing,100,90%,Basisbank,Finance,Banking,Georgia,West Asia
2012,June,Three Gorges,360,,,Energy,Hydro,Kazakhstan,West Asia
2012,June,Huadian,600,,,Energy,,Russia,West Asia
2012,June,Chery,120,,,Transport,Autos,Turkey,West Asia
2012,July,China South Locomotive,130,,,Transport,Rail,Malaysia,East Asia
2012,July,Sinopec,1500,49%,Talisman Energy,Energy,Oil,Britain,Europe
2012,July,China Power Investment,740,51%,Kompania Weglowa,Energy,Coal,Poland,Europe
2012,July,Hubei Changyang Hongxin,160,,,Metals,,Ukraine,Europe
2012,July,Sichuan Bohong,250,100%,Wescast Industries,Transport,Autos,Canada,North America
2012,July,China Communications Construction,610,,,Transport,Autos,Jamaica,North America
2012,July,State Grid,1310,,National Electric Corp.,Energy,,Venezuela,South America
2012,July,China Communications Construction,460,,,Transport,Autos,Cameroon,Sub-Saharan Africa
2012,July,China Railway Engineering,360,,,Real estate,Construction,Ghana,Sub-Saharan Africa
2012,July,State Construction Engineering,1750,,,Energy,Hydro,Kenya,Sub-Saharan Africa
2012,July,China Communications Construction,2660,,,Transport,Rail,Kenya,Sub-Saharan Africa
2012,July,Jiangxi Zhongmei Engineering,590,,,Transport,Autos,Kenya,Sub-Saharan Africa
2012,July,China Railway Construction,1490,,,Transport,Rail,Nigeria,Sub-Saharan Africa
2012,July,China Copper Mines,100,,,Metals,Copper,Zambia,Sub-Saharan Africa
2012,July,Sinomach,200,,,Agriculture,,Zimbabwe,Sub-Saharan Africa
2012,July,SAFE,1500,,GM,Finance,Investment,USA,USA
2012,July,SAFE,500,,Blackstone,Real estate,Property,USA,USA
2012,July,China Electric Equipment,600,,,Energy,Alternative,Turkey,West Asia
2012,August,China Energy Engineering,130,,,Other,Utilities,Iraq,Arab World
2012,August,Dafeng Port,600,,,Metals,Steel,Indonesia,East Asia
2012,August,Huadian,640,,,Energy,Coal,Indonesia,East Asia
2012,August,Shenwu Group,180,,,Metals,Steel,Indonesia,East Asia
2012,August,Zhejiang Huayou Cobalt,350,,,Metals,,DRC,Sub-Saharan Africa
2012,August,China Energy Engineering,500,,,Energy,Coal,Malawi,Sub-Saharan Africa
2012,August,Wanbao Grain,290,,,Agriculture,,Mozambique,Sub-Saharan Africa
2012,August,China Merchants,190,50%,Thesar Maritime,Transport,Shipping,Togo,Sub-Saharan Africa
2012,August,China Merchants,190,50%,Terminal Investment Ltd,Transport,Shipping,Togo,Sub-Saharan Africa
2012,August,CIC,500,,Cheniere Energy,Energy,Gas,USA,USA
2012,August,State Construction Engineering,230,,,Real estate,Construction,Pakistan,West Asia
2012,September,Sinoma,180,,Southern Province Cement,Real estate,Construction,Saudi Arabia,Arab World
2012,September,China Communications Construction,160,,Saudi Global Ports,Transport,Shipping,Saudi Arabia,Arab World
2012,September,Shandong Energy,210,100%,Rocklands Richfield,Energy,Coal,Australia,Australia
2012,September,Shandong Gold,240,51%,Focus Minerals,Metals,,Australia,Australia
2012,September,Shandong RuYi Scientific,260,80%,Lempriere Properrty,Agriculture,,Australia,Australia
2012,September,Synutra,120,,Sodiaal,Agriculture,,France,Europe
2012,September,Shandong Heavy,930,25%,Kion,Real estate,Construction,Germany,Europe
2012,September,Wuhan Iron and Steel,450,,ThyssenKrupp,Metals,Steel,Germany,Europe
2012,September,Xinwei,300,,,Technology,Telecom,Nicaragua,North America
2012,September,Beiqi Foton,300,,,Transport,Autos,Brazil,South America
2012,September,Lenovo,150,,Digibras,Technology,,Brazil,South America
2012,September,China Railway Engineering,510,,Sithe Global Power,Energy,Hydro,Guyana,South America
2012,September,China Communications Construction,150,,,Transport,Shipping,Ghana,Sub-Saharan Africa
2012,September,AVIC,650,,,Transport,Aviation,Kenya,Sub-Saharan Africa
2012,September,China Communications Construction,720,,,Transport,Autos,Mozambique,Sub-Saharan Africa
2012,September,China Communications Construction,700,,,Transport,Shipping,Mozambique,Sub-Saharan Africa
2012,September,China Power Investment,130,,,Energy,,Nigeria,Sub-Saharan Africa
2012,September,China Railway Construction,680,,,Transport,Aviation,Nigeria,Sub-Saharan Africa
2012,September,Sinomach,210,,,Other,Utilities,South Sudan,Sub-Saharan Africa
2012,September,Sinomach,100,,,Metals,Steel,Uganda,Sub-Saharan Africa
2012,September,China Nonferrous,830,,,Metals,Copper,Zambia,Sub-Saharan Africa
2012,September,BGI,120,100%,Complete Genomics,Technology,Medical,USA,USA
2012,September,Hanergy,120,100%,Miasole,Energy,Alternative,USA,USA
2012,September,Sinopec,1020,,Summit Power,Energy,,USA,USA
2012,September,Huawei,150,,,Technology,Telecom,India,West Asia
2012,October,Sinomach,320,,Sudanese Sugar Company,Agriculture,,Sudan,Arab World
2012,October,CNOOC,1930,,BG,Energy,Gas,Australia,Australia
2012,October,Sinopec,850,,,Energy,Oil,Indonesia,East Asia
2012,October,Haier,680,,Fisher and Paykel,Other,Consumer,New Zealand,East Asia
2012,October,Shanghai Greenland,900,,,Real estate,Property,South Korea,East Asia
2012,October,Shandong Linglong Tyre,120,,,Transport,Autos,Thailand,East Asia
2012,October,Shanghai Auto,150,51%,CP Group,Transport,Autos,Thailand,East Asia
2012,October,MCC,890,,,Metals,Steel,Vietnam,East Asia
2012,October,CIC,730,10%,Ferrovial,Transport,Aviation,Britain,Europe
2012,October,Sinopec,170,50%,Mercuria,Energy,Oil,Switzerland,Europe
2012,October,CNPC,1510,50%,TransCanada,Energy,Oil,Canada,North America
2012,October,JAC Motors,450,,,Transport,Autos,Brazil,South America
2012,October,China Communications Construction,660,,,Transport,Autos,Gabon,Sub-Saharan Africa
2012,October,Beijing Jingmei,100,,Coal of Africa,Energy,Coal,South Africa,Sub-Saharan Africa
2012,October,China Railway Construction,150,,,Other,Utilities,Zambia,Sub-Saharan Africa
2012,October,China Energy Engineering,210,,,Energy,Gas,Bangladesh,West Asia
2012,November,China Power Investment,990,33%,"Samsung, Al Toukhi",Agriculture,,Saudi Arabia,Arab World
2012,November,China National Chemical Engineering,400,,Saudi Basic Industries,Transport,Shipping,Saudi Arabia,Arab World
2012,November,Shanghai Zhongfu,730,,,Agriculture,,Australia,Australia
2012,November,State Grid,510,41%,ElectraNet,Energy,,Australia,Australia
2012,November,Sinoma,210,,Bosawa,Real estate,Construction,Indonesia,East Asia
