id,SUID,field,selected,name,shared_name,license_area,description,end_date,start_date,duration_months,value_currency_unit,directors,foundation_date,other_names,shareholders,headquarters,oc_id,website
1541,1541,,FALSE,Neptune Maritime Nigeria Limited,Neptune Maritime Nigeria Limited,,,,,,,,,Neptune Maritime Nigeria Limited,,,,
1540,1540,,FALSE,Danelec Limited,Danelec Limited,,,,,,,,,Danelec Limited,,,,
1539,1539,,FALSE,Trident Steelworks Nigeria Limited,Trident Steelworks Nigeria Limited,,,,,,,,,Trident Steelworks Nigeria Limited,,,,
1538,1538,,FALSE,BJ Services Company Nigeria Limited,BJ Services Company Nigeria Limited,,,,,,,,,BJ Services Company Nigeria Limited,,,,
1537,1537,,FALSE,Schlumberger (Wire line and Testing) Nigeria Limited,Schlumberger (Wire line and Testing) Nigeria Limited,,,,,,,,,Schlumberger (Wire line and Testing) Nigeria Limited,,,,
1536,1536,,FALSE,Schlumberger (Sedco-Forex) Nigeria Limited,Schlumberger (Sedco-Forex) Nigeria Limited,,,,,,,,,Schlumberger (Sedco-Forex) Nigeria Limited,,,,
1535,1535,,FALSE,Air Liquide Nigeria Plc,Air Liquide Nigeria Plc,,,,,,,,,Air Liquide Nigeria Plc,,,,
1534,1534,,FALSE,Dowell Schlumberger Nigeria Limited,Dowell Schlumberger Nigeria Limited,,,,,,,,,Dowell Schlumberger Nigeria Limited,,,,
1533,1533,,FALSE,Global Offshore Drilling Limited,Global Offshore Drilling Limited,,,,,,,,,Global Offshore Drilling Limited,,,,
1532,1532,,FALSE,Oiltest Services Limited,Oiltest Services Limited,,,,,,,,,Oiltest Services Limited,,,,
1531,1531,,FALSE,Schlumberger Oilfield Services,Schlumberger Oilfield Services,,,,,,,,,Schlumberger Oilfield Services,,,,
1530,1530,,FALSE,ABB Global Engineering Limited,ABB Global Engineering Limited,,,,,,,,,ABB Global Engineering Limited,,,,
1529,1529,,FALSE,Galba Limited,Galba Limited,,,,,,,,,Galba Limited,,,,
1528,1528,,FALSE,Conoco Energy Nigeria Limited,Conoco Energy Nigeria Limited,,,,,,,,,Conoco Energy Nigeria Limited,,,,
1527,1527,,FALSE,Geometric Power Limited,Geometric Power Limited,,,,,,,,,Geometric Power Limited,,,,
1526,1526,,FALSE,Snamprogetti SpA,Snamprogetti SpA,,,,,,,,,Snamprogetti SpA,,,,
1525,1525,,FALSE,Consolidated Oil Limited,Consolidated Oil Limited,,,,,,,,,Consolidated Oil Limited,,,,
1524,1524,,FALSE,Dubri Oil Company Limited,Dubri Oil Company Limited,,,,,,,,,Dubri Oil Company Limited,,,,
1523,1523,,FALSE,Department of Petroleum Resources (DPR),Department of Petroleum Resources (DPR),,,,,,,,,Department of Petroleum Resources (DPR),,,,
1522,1522,,FALSE,Lighthouse Petroleum Engineering Company Limited (LPEC),Lighthouse Petroleum Engineering Company Limited (LPEC),,,,,,,,,Lighthouse Petroleum Engineering Company Limited (LPEC),,,,
1521,1521,,FALSE,Belmont Limited,Belmont Limited,,,,,,,,,Belmont Limited,,,,
1520,1520,,FALSE,National Oil and Chemical Marketing Company Plc (NOLCHEM),National Oil and Chemical Marketing Company Plc (NOLCHEM),,,,,,,,,National Oil and Chemical Marketing Company Plc (NOLCHEM),,,,
1519,1519,,FALSE,Fomoyi Services Nigeria limited,Fomoyi Services Nigeria limited,,,,,,,,,Fomoyi Services Nigeria limited,,,,
1518,1518,,FALSE,Ashland Oil Nigeria Limited,Ashland Oil Nigeria Limited,,,,,,,,,Ashland Oil Nigeria Limited,,,,
1517,1517,,FALSE,Jam Services Company,Jam Services Company,,,,,,,,,Jam Services Company,,,,
1516,1516,,FALSE,Shell Nigeria Gas Limited,Shell Nigeria Gas Limited,,,,,,,,,Shell Nigeria Gas Limited,,,,
1515,1515,,FALSE, Gas Limited, Gas Limited,,,,,,,,, Gas Limited,,,,
1514,1514,,FALSE,Data-Mat Nigeria Limited,Data-Mat Nigeria Limited,,,,,,,,,Data-Mat Nigeria Limited,,,,
1513,1513,,FALSE,Rockson Engineering,Rockson Engineering,,,,,,,,,Rockson Engineering,,,,
1512,1512,,FALSE,Integrated Quality Technologies Limited,Integrated Quality Technologies Limited,,,,,,,,,Integrated Quality Technologies Limited,,,,
1511,1511,,FALSE,Mobil Oil Nigeria Plc,Mobil Oil Nigeria Plc,,,,,,,,,Mobil Oil Nigeria Plc,,,,
1510,1510,,FALSE,Aanderaah Nigeria Limited,Aanderaah Nigeria Limited,,,,,,,,,Aanderaah Nigeria Limited,,,,
1509,1509,,FALSE,New Oil Field and Allied Services Limited (NOAS),New Oil Field and Allied Services Limited (NOAS),,,,,,,,,New Oil Field and Allied Services Limited (NOAS),,,,
1508,1508,,FALSE,Nelson Nigeria Limited,Nelson Nigeria Limited,,,,,,,,,Nelson Nigeria Limited,,,,
1507,1507,,FALSE,River Creek Specialist Limited,River Creek Specialist Limited,,,,,,,,,River Creek Specialist Limited,,,,
1506,1506,,FALSE,Jeph Kebbi International Limited Company,Jeph Kebbi International Limited Company,,,,,,,,,Jeph Kebbi International Limited Company,,,,
1505,1505,,FALSE, Contracting Company Limited (LAMESCO), Contracting Company Limited (LAMESCO),,,,,,,,, Contracting Company Limited (LAMESCO),,,,
1504,1504,,FALSE,Instrutech Limited,Instrutech Limited,,,,,,,,,Instrutech Limited,,,,
1503,1503,,FALSE,Amban Nigeria Limited,Amban Nigeria Limited,,,,,,,,,Amban Nigeria Limited,,,,
1502,1502,,FALSE,Boltog  Limited,Boltog  Limited,,,,,,,,,Boltog  Limited,,,,
1501,1501,,FALSE,Cisan International Limited,Cisan International Limited,,,,,,,,,Cisan International Limited,,,,
1500,1500,,FALSE,Kod Technical Services Nigeria Limited,Kod Technical Services Nigeria Limited,,,,,,,,,Kod Technical Services Nigeria Limited,,,,
1499,1499,,FALSE, Production Nigeria Limited, Production Nigeria Limited,,,,,,,,, Production Nigeria Limited,,,,
1498,1498,,FALSE,Sydney Gateway Limited,Sydney Gateway Limited,,,,,,,,,Sydney Gateway Limited,,,,
1497,1497,,FALSE,Brawal shipping (Nigeria) limited,Brawal shipping (Nigeria) limited,,,,,,,,,Brawal shipping (Nigeria) limited,,,,
1496,1496,,FALSE,Niger Delta Petroleum Resources Limited,Niger Delta Petroleum Resources Limited,,,,,,,,,Niger Delta Petroleum Resources Limited,,,,
1495,1495,,FALSE,Universal Energy Resources Limited,Universal Energy Resources Limited,,,,,,,,,Universal Energy Resources Limited,,,,
1494,1494,,FALSE,Sinopec International Petroleum Exploration and Production Company Nigeria Limited,Sinopec International Petroleum Exploration and Production Company Nigeria Limited,,,,,,,,,Sinopec International Petroleum Exploration and Production Company Nigeria Limited,,,,
1493,1493,,FALSE,Catobi Nigeria Enterprise Limited,Catobi Nigeria Enterprise Limited,,,,,,,,,Catobi Nigeria Enterprise Limited,,,,
1492,1492,,FALSE,Slot Engineering Nigeria limited,Slot Engineering Nigeria limited,,,,,,,,,Slot Engineering Nigeria limited,,,,
1491,1491,,FALSE,Saipem Contracting Nigeria Limited,Saipem Contracting Nigeria Limited,,,,,,,,,Saipem Contracting Nigeria Limited,,,,
1490,1490,,FALSE,Channel Engineering Nigeria Limited,Channel Engineering Nigeria Limited,,,,,,,,,Channel Engineering Nigeria Limited,,,,
1489,1489,,FALSE,LYK Engineering,LYK Engineering,,,,,,,,,LYK Engineering,,,,
1488,1488,,FALSE,Chattel Associates Nigeria Limited,Chattel Associates Nigeria Limited,,,,,,,,,Chattel Associates Nigeria Limited,,,,
1487,1487,,FALSE,Port Harcourt Refining Company Limited (PHRC),Port Harcourt Refining Company Limited (PHRC),,,,,,,,,Port Harcourt Refining Company Limited (PHRC),,,,
1486,1486,,FALSE, Petrochemicals Company (KPRC), Petrochemicals Company (KPRC),,,,,,,,, Petrochemicals Company (KPRC),,,,
1485,1485,,FALSE,MannProject International Limited,MannProject International Limited,,,,,,,,,MannProject International Limited,,,,
1484,1484,,FALSE,Ana Industries Limited,Ana Industries Limited,,,,,,,,,Ana Industries Limited,,,,
1483,1483,,FALSE,Petro-Scan Limited,Petro-Scan Limited,,,,,,,,,Petro-Scan Limited,,,,
1482,1482,,FALSE,Plantgeria Company Limited,Plantgeria Company Limited,,,,,,,,,Plantgeria Company Limited,,,,
1481,1481,,FALSE,The Initiates Limited (TIL),The Initiates Limited (TIL),,,,,,,,,The Initiates Limited (TIL),,,,
1480,1480,,FALSE,Daewoo Nigeria Limited,Daewoo Nigeria Limited,,,,,,,,,Daewoo Nigeria Limited,,,,
1479,1479,,FALSE,National Integrated Power Project.,National Integrated Power Project.,,,,,,,,,National Integrated Power Project.,,,,
1478,1478,,FALSE,First Aluminum Plc,First Aluminum Plc,,,,,,,,,First Aluminum Plc,,,,
1477,1477,,FALSE,Global Gas and Refining Limited,Global Gas and Refining Limited,,,,,,,,,Global Gas and Refining Limited,,,,
1476,1476,,FALSE,Sahara Energy Resource Nigeria Limited (SERNL),Sahara Energy Resource Nigeria Limited (SERNL),,,,,,,,,Sahara Energy Resource Nigeria Limited (SERNL),,,,
1475,1475,,FALSE, Wellington Company Limited (WWCL), Wellington Company Limited (WWCL),,,,,,,"
Kelechi Onwunali, Director",, Wellington Company Limited (WWCL),"
Kelechi Onwunali (10,000)",,,
1474,1474,,FALSE,AMEC Contractors West Africa Limited,AMEC Contractors West Africa Limited,,,,,,,,,AMEC Contractors West Africa Limited,,,,
1473,1473,,FALSE,Dorman Long Engineering Limited,Dorman Long Engineering Limited,,,,,,,,,Dorman Long Engineering Limited,,,,
1472,1472,,FALSE,Julius Berger Nigeria Limited,Julius Berger Nigeria Limited,,,,,,,,,Julius Berger Nigeria Limited,,,,
1471,1471,,FALSE,Exprotech Nigeria Limited,Exprotech Nigeria Limited,,,,,,,,,Exprotech Nigeria Limited,,,,
1470,1470,,FALSE, Exploration Production Limited, Exploration Production Limited,,,,,,,,, Exploration Production Limited,,,,
1469,1469,,FALSE,Warri Refining and Petrochemical Company Limited (WRPC),Warri Refining and Petrochemical Company Limited (WRPC),,,,,,,,,Warri Refining and Petrochemical Company Limited (WRPC),,,,
1468,1468,,FALSE,Nigeria Petroleum Development Company Limited (NPDC),Nigeria Petroleum Development Company Limited (NPDC),,,,,,,"
Sunny O. Olawore, Director
Chike Chukwuka, Director",,Nigeria Petroleum Development Company Limited (NPDC),"
Chukwu Philip (62,500,000)
Omorogbe Philip (62,500,000)",,,
1467,1467,,FALSE,Nigeria Liquefied Natural Gas Limited (NLNG),Nigeria Liquefied Natural Gas Limited (NLNG),,,,,,,,,Nigeria Liquefied Natural Gas Limited (NLNG),,,,
1466,1466,,FALSE,DeltaAfrik Engineering Limited,DeltaAfrik Engineering Limited,,,,,,,,,DeltaAfrik Engineering Limited,,,,
1465,1465,,FALSE,Afren Plc,Afren Plc,,,,,,,,,Afren Plc,,,,
1464,1464,,FALSE,Nigerdock Nigeria Plc,Nigerdock Nigeria Plc,,,,,,,,,Nigerdock Nigeria Plc,,,,
1463,1463,,FALSE,Hyundai Heavy Industries,Hyundai Heavy Industries,,,,,,,,,Hyundai Heavy Industries,,,,
1462,1462,,FALSE,Subsea7 (Nigeria) Limited,Subsea7 (Nigeria) Limited,,,,,,,,,Subsea7 (Nigeria) Limited,,,,
1461,1461,,FALSE,Indorama Eleme Petrochemicals Limited,Indorama Eleme Petrochemicals Limited,,,,,,,,,Indorama Eleme Petrochemicals Limited,,,,
1460,1460,,FALSE,Seplat Petroleum Development Company Plc,Seplat Petroleum Development Company Plc,,,,,,,"
Alexander Michael Richard, Director
Brown Roger, Director",,Seplat Petroleum Development Company Plc,"
Platform Petroleum (JV) Ltd (BVI) (96,000,000)",,,
1459,1459,,FALSE,Idmon Engineering and Construction Company Limited,Idmon Engineering and Construction Company Limited,,,,,,,,,Idmon Engineering and Construction Company Limited,,,,
1458,1458,,FALSE,Pipelines and Product Marketing Company Limited,Pipelines and Product Marketing Company Limited,,,,,,,,,Pipelines and Product Marketing Company Limited,,,,
1457,1457,,FALSE,Bell Oil and Gas Nigeria Limited,Bell Oil and Gas Nigeria Limited,,,,,,,"
Adesina Festus A., Director",,Bell Oil and Gas Nigeria Limited,"
Otunba Festus Adesina (50,000)",,,
1456,1456,,FALSE,Zech Oil and Gas Nigeria Limited,Zech Oil and Gas Nigeria Limited,,,,,,,,2001,Zech Oil and Gas Nigeria Limited,,,,http://www.zechoil.com/
1455,1455,,FALSE,WorleyParsons Limited,WorleyParsons Limited,,,,,,,,,WorleyParsons Limited,,,,
1454,1454,,FALSE,Total Upstream Nigeria Limited (TUPNIL),Total Upstream Nigeria Limited (TUPNIL),,,,,,,"
Olatowun Candide-Johnson, Company Secretary",,Total Upstream Nigeria Limited (TUPNIL),,,,http://www.ng.total.com/
1453,1453,,FALSE,TOTAL Nigeria Plc,TOTAL Nigeria Plc,,,,,,,"Momar Nguer (Chairman), Denis Toulouse (Director / Member of the Management Board), Felix Majekodumi (Director / Member of the Management Board), J. O. Ibru (Director / Member of the Management Board), J. W. Adeyinka (Director / Member of the Management Board)",1956,TOTAL Nigeria Plc,,,,http://www.ng.total.com/
1452,1452,,FALSE,Totalfinaelf Nigeria Limited,Totalfinaelf Nigeria Limited,,,,,,,,,Totalfinaelf Nigeria Limited,,,,
1451,1451,,FALSE,Total Exploration and Production Nigeria Limited,Total Exploration and Production Nigeria Limited,,,,,,,"Guy Maurice, Elisabeth Proust, Charles Ngoka, Nicolas Brunet, Olivier De-Langavant, Edith Ofili-Okonkwo, Olubunmi Obembe, Patrick Ngene, Kingsley Ojoh, Francois Le-Cocq, Isabelle Gaildraud, Marc Blaizot, Clement Berthian, Olatowun Candide-Johnson",1962,Total Exploration and Production Nigeria Limited,,,,http://www.ng.total.com/02_about_tepng/0201_about_tepng.htm
1450,1450,,FALSE,Tecon Oil Services Limited,Tecon Oil Services Limited,,,,,,,"
Njoku Donatus Chukwuemeka, Director",1991,Tecon Oil Services Limited,"
Mr. Tony Eze (1,000,000)
Mr. Casmir Maduafokwa (5,000,000)",,,http://www.teconoilserv.com/
1449,1449,,FALSE,Technip Offshore Nigeria Limited,Technip Offshore Nigeria Limited,,,,,,,,,Technip Offshore Nigeria Limited,,,,
1448,1448,,FALSE,Technip France,Technip France,,,,,,,,,Technip France,,,,
1447,1447,,FALSE,Stardeep Water Petroleum Limited,Stardeep Water Petroleum Limited,,,,,,,,,Stardeep Water Petroleum Limited,,,,
1446,1446,,FALSE,Star Deep Water Petroleum (CHEVRON),Star Deep Water Petroleum (CHEVRON),,,,,,,,,Star Deep Water Petroleum (CHEVRON),,,,
1445,1445,,FALSE,Shell Petroleum Development Company of Nigeria Limited (SPDC),Shell Petroleum Development Company of Nigeria Limited (SPDC),,,,,,,"Mr. Mutiu Sunmonu (MD)
Mr. Olujinmi Lawal",1936,Shell Petroleum Development Company of Nigeria Limited (SPDC),,,,www.shell.com.ng
1444,1444,,FALSE,Shell Nigeria Exploration and Production Company (SNEPCO),Shell Nigeria Exploration and Production Company (SNEPCO),,,,,,,,,Shell Nigeria Exploration and Production Company (SNEPCO),,,,
1443,1443,,FALSE,Shell Nigeria Developement Company,Shell Nigeria Developement Company,,,,,,,,,Shell Nigeria Developement Company,,,,
1442,1442,,FALSE,Schlumberger Supply Chain Services,Schlumberger Supply Chain Services,,,,,,,,,Schlumberger Supply Chain Services,,,,
1441,1441,,FALSE,SCC Nigeria Limited,SCC Nigeria Limited,,,,,,,"
Mr. Henry C. Eneh, General Manager
Mrs. Patience I. Ikemefuna, Chief Financial Officer",,SCC Nigeria Limited,,,,http://www.sccnigeria.com/
1440,1440,,FALSE,Samsung Heavy Industries Upstream Nigeria,Samsung Heavy Industries Upstream Nigeria,,,,,,,,,Samsung Heavy Industries Upstream Nigeria,,,,
1439,1439,,FALSE,Saipem Nigeria,Saipem Nigeria,,,,,,,,,Saipem Nigeria,,,,
1438,1438,,FALSE,Saipem Energy International,Saipem Energy International,,,,,,,,,Saipem Energy International,,,,
1437,1437,,FALSE,Prime Sources Limited,Prime Sources Limited,,,,,,,,2001,Prime Sources Limited,,,,
1436,1436,,FALSE,Point Engineering Limited,Point Engineering Limited,,,,,,,"
Ureme Ikechukwu, Director
Mark Majebi, Director",1995,Point Engineering Limited,"
Samuel Eguvere (500,000)
Staff (trustee Share) (1,000,000)",,,http://pointengineering.com
1435,1435,,FALSE,Nubian Nigeria Limited,Nubian Nigeria Limited,,,,,,,,1986,Nubian Nigeria Limited,,,,http://nubiangroup.org/about.html#team
1434,1434,,FALSE,Nigerian Agip Oil Company Limited,Nigerian Agip Oil Company Limited,,,,,,,,,Nigerian Agip Oil Company Limited,,,,
1433,1433,,FALSE,Nigeria Gas Company,Nigeria Gas Company,,,,,,,,,Nigeria Gas Company,,,,
1432,1432,,FALSE,Nigeria Agip Exploration Limited,Nigeria Agip Exploration Limited,,,,,,,,,Nigeria Agip Exploration Limited,,,,
1431,1431,,FALSE,National Engineering and Technical Company Limited (NETCO),National Engineering and Technical Company Limited (NETCO),,,,,,,,,National Engineering and Technical Company Limited (NETCO),,,,
1430,1430,,FALSE,Nestoil Plc,Nestoil Plc,,,,,,,Dr. Ernest Nnaemeka Azudialu-Obiejesi,1991,Nestoil Plc,,,,http://www.nestoilgroup.com/
1429,1429,,FALSE,Mobil Producing Nigeria Unlimited,Mobil Producing Nigeria Unlimited,,,,,,,Mr. Chikwe Edoziem,1955,Mobil Producing Nigeria Unlimited,,,,http://www.exxonmobil.com.ng/
1428,1428,,FALSE,Laser Engineering and Consultancy Nigeria Limited,Laser Engineering and Consultancy Nigeria Limited,,,,,,,Prof. Mike Onyekonwu,1990,Laser Engineering and Consultancy Nigeria Limited,,,,http://www.laser-ng.com
1427,1427,,FALSE,Kaztec Engineering Limited,Kaztec Engineering Limited,,,,,,,,2005,Kaztec Engineering Limited,,,,http://www.kaztec-eng.com
1426,1426,,FALSE,Jagal Group,Jagal Group,,,,,,,,,Jagal Group,,,,
1425,1425,,FALSE,International Energy Systems Limited,International Energy Systems Limited,,,,,,,,,International Energy Systems Limited,,,,
1424,1424,,FALSE,Integrated Data Services Limited,Integrated Data Services Limited,,,,,,,,,Integrated Data Services Limited,,,,
1423,1423,,FALSE,Hyprops Nigeria Limited,Hyprops Nigeria Limited,,,,,,,,,Hyprops Nigeria Limited,,,,
1422,1422,,FALSE,Hamilton Technologies Limited,Hamilton Technologies Limited,,,,,,,,1992,Hamilton Technologies Limited,,,,
1421,1421,,FALSE,Grinaker Limited,Grinaker Limited,,,,,,,,,Grinaker Limited,,,,
1420,1420,,FALSE,ExxonMobil Nigeria,ExxonMobil Nigeria,,,,,,,,,ExxonMobil Nigeria,,,,
1419,1419,,FALSE,Esso Exploration and Production Nigeria Limited,Esso Exploration and Production Nigeria Limited,,,,,,,,,Esso Exploration and Production Nigeria Limited,,,,
1418,1418,,FALSE,Elf Petroleum Limited,Elf Petroleum Limited,,,,,,,,,Elf Petroleum Limited,,,,
1417,1417,,FALSE,DeltaAfrik Engineering Limited,DeltaAfrik Engineering Limited,,,,,,,Engr. Akin Odumakinde,2003,DeltaAfrik Engineering Limited,,,,http://www.deltaafrik.com/
1416,1416,,FALSE,Daewoo Engineering and Construction Company Limited,Daewoo Engineering and Construction Company Limited,,,,,,,,,Daewoo Engineering and Construction Company Limited,,,,
1415,1415,,FALSE,Crestville Engineering and Technology,Crestville Engineering and Technology,,,,,,,,,Crestville Engineering and Technology,,,,
1414,1414,,FALSE,Crestech Engineering Limited,Crestech Engineering Limited,,,,,,,"
F. Brun, Board Director",2007,Crestech Engineering Limited,,,,
1413,1413,,FALSE,Clean Nigeria Associates Limited,Clean Nigeria Associates Limited,,,,,,,,1981,Clean Nigeria Associates Limited,,,,http://www.cnang.org/
1412,1412,,FALSE,Chevron Nigeria Limited,Chevron Nigeria Limited,,,,,,,,,"Chevron Nigeria Limited, Chevron Petroleum Nigeria Limited",,,,
