ID,Link (Data),Min or Max,mm-ssStar_Wars__Episode_I___The_Phantom_Menace,mm-ssStar_Wars__Episode_II___Attack_of_the_Clones,mm-ssStar_Wars__Episode_III___Revenge_of_the_Sith,mm-ssStar_Wars__Episode_IV___A_New_Hope,mm-ssStar_Wars__Episode_V___The_Empire_Strikes_Back,mm-ssStar_Wars__Episode_VI___Return_of_the_Jedi,mm-ssStar_Wars__Episode_VII___The_Force_Awakens,mm-ssStar_Wars__Episode_VIII___The_Last_Jedi,mm-ssStar_Wars__The_Rise_of_Skywalker,Step 1,Step 10,Step 11,Step 2,Step 3,Step 4,Step 5,Step 6,Step 7,Step 8,Step 9,Total mm-ss,CalculationN,Path (Model),Rogue_One__A_Star_Wars_Story,Sigmoid,Solo__A_Star_Wars_Story,Star_Wars__Episode_I___The_Phantom_Menace,Star_Wars__Episode_II___Attack_of_the_Clones,Star_Wars__Episode_III___Revenge_of_the_Sith,Star_Wars__Episode_IV___A_New_Hope,Star_Wars__Episode_V___The_Empire_Strikes_Back,Star_Wars__Episode_VI___Return_of_the_Jedi,Star_Wars__Episode_VII___The_Force_Awakens,Star_Wars__Episode_VIII___The_Last_Jedi,Star_Wars__The_Rise_of_Skywalker,t (Model),Total
Thing 009,link,Max,,,0:45,37:30,34:45,34:15,1:00,21:15,2:45,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,2:12:15,0.459183673,91,,0.010986943,,,,45,2250,2085,2055,60,1275,165,-4.5,7935
Thing 009,link,Max,,,0:45,37:30,34:45,34:15,1:00,21:15,2:45,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,2:12:15,0.459183673,92,,0.008577485,,,,45,2250,2085,2055,60,1275,165,-4.75,7935
Thing 009,link,Max,,,0:45,37:30,34:45,34:15,1:00,21:15,2:45,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,2:12:15,0.459183673,93,,0.006692851,,,,45,2250,2085,2055,60,1275,165,-5,7935
Thing 009,link,Max,,,0:45,37:30,34:45,34:15,1:00,21:15,2:45,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,2:12:15,0.459183673,94,,0.005220126,,,,45,2250,2085,2055,60,1275,165,-5.25,7935
Thing 009,link,Max,,,0:45,37:30,34:45,34:15,1:00,21:15,2:45,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,2:12:15,0.459183673,95,,0.004070138,,,,45,2250,2085,2055,60,1275,165,-5.5,7935
Thing 009,link,Max,,,0:45,37:30,34:45,34:15,1:00,21:15,2:45,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,2:12:15,0.459183673,96,,0.003172683,,,,45,2250,2085,2055,60,1275,165,-5.75,7935
Thing 009,link,Max,,,0:45,37:30,34:45,34:15,1:00,21:15,2:45,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,Luke Skywalker,2:12:15,0.459183673,97,,0.002472623,,,,45,2250,2085,2055,60,1275,165,-6,7935
Thing 010,link,Max,21:15,34:00,37:15,17:30,1:00,2:15,,,,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,1:53:15,22.806122449,67,,0.817574476,,1275,2040,2235,1050,60,135,,,,1.5,6795
Thing 010,link,Max,21:15,34:00,37:15,17:30,1:00,2:15,,,,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,1:53:15,22.806122449,68,,0.777299861,,1275,2040,2235,1050,60,135,,,,1.25,6795
Thing 010,link,Max,21:15,34:00,37:15,17:30,1:00,2:15,,,,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,1:53:15,22.806122449,69,,0.731058579,,1275,2040,2235,1050,60,135,,,,1,6795
Thing 010,link,Max,21:15,34:00,37:15,17:30,1:00,2:15,,,,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,1:53:15,22.806122449,70,,0.679178699,,1275,2040,2235,1050,60,135,,,,0.75,6795
Thing 010,link,Max,21:15,34:00,37:15,17:30,1:00,2:15,,,,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,1:53:15,22.806122449,71,,0.622459331,,1275,2040,2235,1050,60,135,,,,0.5,6795
Thing 010,link,Max,21:15,34:00,37:15,17:30,1:00,2:15,,,,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,1:53:15,22.806122449,72,,0.562176501,,1275,2040,2235,1050,60,135,,,,0.25,6795
Thing 010,link,Max,21:15,34:00,37:15,17:30,1:00,2:15,,,,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,1:53:15,22.806122449,73,,0.5,,1275,2040,2235,1050,60,135,,,,0,6795
Thing 010,link,Max,21:15,34:00,37:15,17:30,1:00,2:15,,,,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,1:53:15,22.806122449,74,,0.437823499,,1275,2040,2235,1050,60,135,,,,-0.25,6795
Thing 010,link,Max,21:15,34:00,37:15,17:30,1:00,2:15,,,,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,1:53:15,22.806122449,75,,0.377540669,,1275,2040,2235,1050,60,135,,,,-0.5,6795
Thing 010,link,Max,21:15,34:00,37:15,17:30,1:00,2:15,,,,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,1:53:15,22.806122449,76,,0.320821301,,1275,2040,2235,1050,60,135,,,,-0.75,6795
Thing 010,link,Max,21:15,34:00,37:15,17:30,1:00,2:15,,,,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,1:53:15,22.806122449,77,,0.268941421,,1275,2040,2235,1050,60,135,,,,-1,6795
Thing 010,link,Max,21:15,34:00,37:15,17:30,1:00,2:15,,,,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,1:53:15,22.806122449,78,,0.222700139,,1275,2040,2235,1050,60,135,,,,-1.25,6795
Thing 010,link,Max,21:15,34:00,37:15,17:30,1:00,2:15,,,,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,1:53:15,22.806122449,79,,0.182425524,,1275,2040,2235,1050,60,135,,,,-1.5,6795
Thing 010,link,Max,21:15,34:00,37:15,17:30,1:00,2:15,,,,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,1:53:15,22.806122449,80,,0.148047198,,1275,2040,2235,1050,60,135,,,,-1.75,6795
Thing 010,link,Max,21:15,34:00,37:15,17:30,1:00,2:15,,,,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,1:53:15,22.806122449,81,,0.119202922,,1275,2040,2235,1050,60,135,,,,-2,6795
Thing 010,link,Max,21:15,34:00,37:15,17:30,1:00,2:15,,,,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,1:53:15,22.806122449,82,,0.095349465,,1275,2040,2235,1050,60,135,,,,-2.25,6795
Thing 010,link,Max,21:15,34:00,37:15,17:30,1:00,2:15,,,,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,1:53:15,22.806122449,83,,0.075858180,,1275,2040,2235,1050,60,135,,,,-2.5,6795
Thing 010,link,Max,21:15,34:00,37:15,17:30,1:00,2:15,,,,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,1:53:15,22.806122449,84,,0.060086650,,1275,2040,2235,1050,60,135,,,,-2.75,6795
Thing 010,link,Max,21:15,34:00,37:15,17:30,1:00,2:15,,,,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,1:53:15,22.806122449,85,,0.047425873,,1275,2040,2235,1050,60,135,,,,-3,6795
Thing 010,link,Max,21:15,34:00,37:15,17:30,1:00,2:15,,,,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,1:53:15,22.806122449,86,,0.037326887,,1275,2040,2235,1050,60,135,,,,-3.25,6795
Thing 010,link,Max,21:15,34:00,37:15,17:30,1:00,2:15,,,,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,1:53:15,22.806122449,87,,0.029312231,,1275,2040,2235,1050,60,135,,,,-3.5,6795
Thing 010,link,Max,21:15,34:00,37:15,17:30,1:00,2:15,,,,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,1:53:15,22.806122449,88,,0.022977370,,1275,2040,2235,1050,60,135,,,,-3.75,6795
Thing 010,link,Max,21:15,34:00,37:15,17:30,1:00,2:15,,,,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,1:53:15,22.806122449,89,,0.017986210,,1275,2040,2235,1050,60,135,,,,-4,6795
Thing 010,link,Max,21:15,34:00,37:15,17:30,1:00,2:15,,,,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,1:53:15,22.806122449,90,,0.014063627,,1275,2040,2235,1050,60,135,,,,-4.25,6795
Thing 010,link,Max,21:15,34:00,37:15,17:30,1:00,2:15,,,,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,1:53:15,22.806122449,91,,0.010986943,,1275,2040,2235,1050,60,135,,,,-4.5,6795
Thing 010,link,Max,21:15,34:00,37:15,17:30,1:00,2:15,,,,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,1:53:15,22.806122449,92,,0.008577485,,1275,2040,2235,1050,60,135,,,,-4.75,6795
Thing 010,link,Max,21:15,34:00,37:15,17:30,1:00,2:15,,,,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,1:53:15,22.806122449,93,,0.006692851,,1275,2040,2235,1050,60,135,,,,-5,6795
Thing 010,link,Max,21:15,34:00,37:15,17:30,1:00,2:15,,,,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,1:53:15,22.806122449,94,,0.005220126,,1275,2040,2235,1050,60,135,,,,-5.25,6795
Thing 010,link,Max,21:15,34:00,37:15,17:30,1:00,2:15,,,,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,1:53:15,22.806122449,95,,0.004070138,,1275,2040,2235,1050,60,135,,,,-5.5,6795
Thing 010,link,Max,21:15,34:00,37:15,17:30,1:00,2:15,,,,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,1:53:15,22.806122449,96,,0.003172683,,1275,2040,2235,1050,60,135,,,,-5.75,6795
Thing 010,link,Max,21:15,34:00,37:15,17:30,1:00,2:15,,,,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,Obi-Wan Kenobi,1:53:15,22.806122449,97,,0.002472623,,1275,2040,2235,1050,60,135,,,,-6,6795
Thing 011,link,Max,21:30,32:15,18:15,,,,,,,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,1:12:0,11.173469388,67,,0.817574476,,1290,1935,1095,,,,,,,1.5,4320
Thing 011,link,Max,21:30,32:15,18:15,,,,,,,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,1:12:0,11.173469388,68,,0.777299861,,1290,1935,1095,,,,,,,1.25,4320
Thing 011,link,Max,21:30,32:15,18:15,,,,,,,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,1:12:0,11.173469388,69,,0.731058579,,1290,1935,1095,,,,,,,1,4320
Thing 011,link,Max,21:30,32:15,18:15,,,,,,,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,1:12:0,11.173469388,70,,0.679178699,,1290,1935,1095,,,,,,,0.75,4320
Thing 011,link,Max,21:30,32:15,18:15,,,,,,,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,1:12:0,11.173469388,71,,0.622459331,,1290,1935,1095,,,,,,,0.5,4320
Thing 011,link,Max,21:30,32:15,18:15,,,,,,,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,1:12:0,11.173469388,72,,0.562176501,,1290,1935,1095,,,,,,,0.25,4320
Thing 011,link,Max,21:30,32:15,18:15,,,,,,,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,1:12:0,11.173469388,73,,0.5,,1290,1935,1095,,,,,,,0,4320
Thing 011,link,Max,21:30,32:15,18:15,,,,,,,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,1:12:0,11.173469388,74,,0.437823499,,1290,1935,1095,,,,,,,-0.25,4320
Thing 011,link,Max,21:30,32:15,18:15,,,,,,,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,1:12:0,11.173469388,75,,0.377540669,,1290,1935,1095,,,,,,,-0.5,4320
Thing 011,link,Max,21:30,32:15,18:15,,,,,,,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,1:12:0,11.173469388,76,,0.320821301,,1290,1935,1095,,,,,,,-0.75,4320
Thing 011,link,Max,21:30,32:15,18:15,,,,,,,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,1:12:0,11.173469388,77,,0.268941421,,1290,1935,1095,,,,,,,-1,4320
Thing 011,link,Max,21:30,32:15,18:15,,,,,,,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,1:12:0,11.173469388,78,,0.222700139,,1290,1935,1095,,,,,,,-1.25,4320
Thing 011,link,Max,21:30,32:15,18:15,,,,,,,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,1:12:0,11.173469388,79,,0.182425524,,1290,1935,1095,,,,,,,-1.5,4320
Thing 011,link,Max,21:30,32:15,18:15,,,,,,,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,1:12:0,11.173469388,80,,0.148047198,,1290,1935,1095,,,,,,,-1.75,4320
Thing 011,link,Max,21:30,32:15,18:15,,,,,,,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,1:12:0,11.173469388,81,,0.119202922,,1290,1935,1095,,,,,,,-2,4320
Thing 011,link,Max,21:30,32:15,18:15,,,,,,,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,1:12:0,11.173469388,82,,0.095349465,,1290,1935,1095,,,,,,,-2.25,4320
Thing 011,link,Max,21:30,32:15,18:15,,,,,,,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,1:12:0,11.173469388,83,,0.075858180,,1290,1935,1095,,,,,,,-2.5,4320
Thing 011,link,Max,21:30,32:15,18:15,,,,,,,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,1:12:0,11.173469388,84,,0.060086650,,1290,1935,1095,,,,,,,-2.75,4320
Thing 011,link,Max,21:30,32:15,18:15,,,,,,,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,1:12:0,11.173469388,85,,0.047425873,,1290,1935,1095,,,,,,,-3,4320
Thing 011,link,Max,21:30,32:15,18:15,,,,,,,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,1:12:0,11.173469388,86,,0.037326887,,1290,1935,1095,,,,,,,-3.25,4320
Thing 011,link,Max,21:30,32:15,18:15,,,,,,,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,1:12:0,11.173469388,87,,0.029312231,,1290,1935,1095,,,,,,,-3.5,4320
Thing 011,link,Max,21:30,32:15,18:15,,,,,,,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,1:12:0,11.173469388,88,,0.022977370,,1290,1935,1095,,,,,,,-3.75,4320
Thing 011,link,Max,21:30,32:15,18:15,,,,,,,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,1:12:0,11.173469388,89,,0.017986210,,1290,1935,1095,,,,,,,-4,4320
Thing 011,link,Max,21:30,32:15,18:15,,,,,,,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,1:12:0,11.173469388,90,,0.014063627,,1290,1935,1095,,,,,,,-4.25,4320
Thing 011,link,Max,21:30,32:15,18:15,,,,,,,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,1:12:0,11.173469388,91,,0.010986943,,1290,1935,1095,,,,,,,-4.5,4320
Thing 011,link,Max,21:30,32:15,18:15,,,,,,,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,1:12:0,11.173469388,92,,0.008577485,,1290,1935,1095,,,,,,,-4.75,4320
Thing 011,link,Max,21:30,32:15,18:15,,,,,,,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,1:12:0,11.173469388,93,,0.006692851,,1290,1935,1095,,,,,,,-5,4320
Thing 011,link,Max,21:30,32:15,18:15,,,,,,,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,1:12:0,11.173469388,94,,0.005220126,,1290,1935,1095,,,,,,,-5.25,4320
Thing 011,link,Max,21:30,32:15,18:15,,,,,,,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,1:12:0,11.173469388,95,,0.004070138,,1290,1935,1095,,,,,,,-5.5,4320
Thing 011,link,Max,21:30,32:15,18:15,,,,,,,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,Padme Amidala,1:12:0,11.173469388,96,,0.003172683,,1290,1935,1095,,,,,,,-5.75,4320
