Current_Official_Name_of_Satellite,Country_Org_of_UN_Registry,Country_of_Operator_Owner,Operator_Owner,Users,Purpose,Detailed_Purpose,Class_of_Orbit,Type_of_Orbit,Longitude_of_GEO_in_Degrees,Perigee_in_Km,Apogee_Km,Eccentricity,Inclination_in_Degrees,Period_in_Minutes,Launch_Mass_in_Kg,Dry_Mass_in_Kg,Power_in_Watts,Date_of_Launch,Expected_Lifetime_Yrs,Contractor,Country_of_Contractor,Launch_Site,Launch_Vehicle,COSPAR_Number,NORAD_Number,Source Used for Orbital Data
IRNSS-1C,NR,India,Indian Space Research Organization (ISRO),Government,Navigation/Regional Positioning,,GEO,,83.00,35690,35871,0.00,4.96,1435.80,1425,598,"1,660",10/15/2014,12.00,ISRO Satellite Center,India,Satish Dhawan Space Centre,PSLV-XL,2014-061A,40269,ZARYA
IRNSS-1D,NR,India,Indian Space Research Organization (ISRO),Government,Navigation/Regional Positioning,,GEO,,111.70,35699,35834,0.00,30.04,1435.06,1425,598,"1,600",3/30/2015,12.00,ISRO Satellite Center,India,Satish Dhawan Space Centre,PSLV-C27,2015-018A,40547,JM/8_15
IRNSS-1E,NR,India,Indian Space Research Organization (ISRO),Government,Navigation/Regional Positioning,,GEO,,111.70,35695,35874,0.00,28.09,1436.01,1425,598,"1,600",1/20/2016,12.00,ISRO Satellite Center,India,Satish Dhawan Space Centre,PSLV-XL,2016-003A,41241,JM/5_16
IRNSS-1F,India,India,Indian Space Research Organization (ISRO),Government,Navigation/Regional Positioning,,GEO,,32.50,35700,35874,0.00,5.09,1436.13,1425,598,"1,600",3/10/2016,12.00,IRSO Satellite Center,India,Satish Dhawan Space Centre,PSLV-XL,2016-015A,41384,Space50
IRNSS-1G,India,India,Indian Space Research Organization (ISRO),Government,Navigation/Regional Positioning,,GEO,,129.50,35774,35797,0.00,5.06,1436.05,1425,598,"1,600",4/28/2016,12.00,IRSO Satellite Center,India,Satish Dhawan Space Centre,PSLV,2016-027A,41469,Space50
IRNSS-1I,India,India,Indian Space Research Organization (ISRO),Government,Navigation/Regional Positioning,,GEO,,55.00,35702,35872,0.00,28.50,1436.10,1425,598,"1,600",4/11/2018,10.00,IRSO Satellite Center,India,Satish Dhawan Space Centre,PSLV,2018-035A,43286,JMSatcat/5_2018
IRS-P6,India,India,Indian Space Research Organization (ISRO),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.00,817,823,0.00,98.80,101.30,1360,,"1,200",10/17/2003,5.00,ISRO Satellite Center,India,Satish Dhawan Space Centre,PSLV C5,2003-046A,28051,www.satellitedebris.net 12/12
Irvine-1,NR,USA,Irvine Public Schools Foundation,Civil,Technology Development,,LEO,Polar,0.00,493,506,0.00,85.00,95.00,2,,,11/11/2018,,"Irvine, CA and Tustin-CA student-built",USA,Rocket Lab Launch Complex 1,Electron,2018-088D,43693,JM/11_18
ISARA,USA,USA,NASA Small Satellite Technology Program,Government,Technology Development,,LEO,Non-Polar Inclined,0.00,421,423,0.00,51.60,93.00,5,,,12/7/2017,,NASA Small Satellite Technology Program,USA,Cygnus,Nanorack Deployer,2017-071P,43050,JMSatcat/7_20
iSat,Germany,Czech Republic,iSky Technology,Commercial,Communications,ADS-B Receiver,LEO,Sun-Synchronous,0.00,571,586,0.00,97.70,96.20,4,,,12/27/2018,,German Orbital Systems,Germany,Vostochny Cosmodrome,Soyuz 2.1a,2018-111D,43879,JMSatcat/3_19
ISX,NR,USA,NASA/CalPoly,Government/Civil,Space Science,,LEO,Polar,0.00,489,510,0.00,85.03,94.60,4,,,12/16/2018,,SRI International/CalPoly,USA,Rocket Lab Launch Complex 1,Electron,2018-104H,43856,JMSatcat/3_19
ITU-pSAT1,NR,Turkey,ITU Space Systems Design & Test Laboratory,Civil,Technology Development,,LEO,Sun-Synchronous,0.00,710,721,0.00,98.40,99.10,1,,,9/23/2009,1.00,ITU Space Systems Design & Test Laboratory,Turkey,Satish Dhawan Space Centre,PSLV,2009-051E,35935,www.satellitedebris.net 12/12
JAISAT-1,NR,Thailand,Radio Amateur Society of Thailand (RAST),Civil,Communications,,LEO,Sun-Synchronous,0.00,514,547,0.00,97.50,95.20,1,,,7/5/2019,,German Orbital Systems,Germany,Vostochny Cosmodrome,Soyuz 2.1b,2019-038F,44419,JMSatcat/3_19
Jason 3,USA,USA/France,National Aeronautics and Space Administration (NASA)/Centre National d'Etudes Spatiales (CNES)/NOAA/EUMETSAT,Government,Earth Observation,Earth Science,LEO,Non-Polar Inclined,0.00,1301,1324,0.00,66.00,111.80,553,510,500,1/17/2016,5.00,Thales Alenia Space,France,Vandenberg AFB,Falcon 9,2016-002A,41240,prehled-druzic
JCSat 10,Japan,Japan,Sky Perfect JSAT Corporation,Commercial,Communications,,GEO,,127.51,35772,35801,0.00,1.19,1436.10,4400,1858,,8/11/2006,15.00,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5,2006-033A,29272,JM/12_08
JCSat 110,Japan,Japan,Sky Perfect JSAT Corporation,Commercial,Communications,,GEO,,110.10,35784,35789,0.00,0.01,1436.11,3531,1669,"7,200 (EOL)",10/7/2000,15.00,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 44L,2000-060A,26559,JM/12_08
JCSat 13,Japan,Japan,Sky Perfect JSAT Corporation,Commercial,Communications,,GEO,,124.00,35780,35791,0.00,0.05,1436.03,4500,,,5/15/2012,15.00,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5 ECA,2012-023A,38331,ZARYA
JCSat 14,Japan,Japan,Sky Perfect JSAT Corporation,Commercial,Communications,,GEO,,154.00,35861,35924,0.00,0.02,1441.50,4500,,,5/6/2016,15.00,Space Systems/Loral,USA,Cape Canaveral,Falcon 9,2016-028A,41471,Space50
JCSat 15,Japan,Japan,Sky Perfect JSAT Corporation,Commercial,Communications,,GEO,,110.00,35721,35774,0.00,0.00,1434.10,3400,,,12/21/2016,15.00,Space Systems/Loral,USA,Guiana Space Center,Ariane 5,2016-082A,41903,JM/1_17
JCSat 16,Japan,Japan,Sky Perfect JSAT Corporation,Commercial,Communications,,GEO,,162.00,35786,35801,0.00,0.00,1436.01,4500,,,8/14/2016,15.00,Space Systems/Loral,USA,Cape Canaveral,Falcon 9,2016-050A,41729,JM/12_16
