"","Continent","Country","ISO_Code","Country_Code","Metric","Region","Date","Year","Population"
"284","Oceania","Guam","GUM",316,"Urban with water","Micronesia",1990-01-01,1990,130.482
"285","North America","Guatemala","GTM",320,"Urban with water","Central America",1990-01-01,1990,9158.547
"286","Africa","Guinea-Bissau","GNB",624,"Urban with water","Western Africa",1990-01-01,1990,1056.208
"287","Africa","Guinea-Conakry","GIN",324,"Urban with water","Western Africa",1990-01-01,1990,6034.082
"288","South America","Guyana","GUY",328,"Urban with water","South America",1990-01-01,1990,720.282
"289","North America","Haiti","HTI",332,"Urban with water","Caribbean",1990-01-01,1990,7099.733
"290","North America","Honduras","HND",340,"Urban with water","Central America",1990-01-01,1990,4903.363
"291","Europe","Hungary","HUN",348,"Urban with water","Eastern Europe",1990-01-01,1990,10385.061
"292","Europe","Iceland","ISL",352,"Urban with water","Northern Europe",1990-01-01,1990,254.83
"293","Asia","India","IND",356,"Urban with water","Southern Asia",1990-01-01,1990,870601.776
"294","Asia","Indonesia","IDN",360,"Urban with water","South-eastern Asia",1990-01-01,1990,181436.821
"295","Asia","Iran","IRN",364,"Urban with water","Southern Asia",1990-01-01,1990,56169.196
"296","Asia","Iraq","IRQ",368,"Urban with water","Western Asia",1990-01-01,1990,17478.455
"297","Europe","Ireland","IRL",372,"Urban with water","Northern Europe",1990-01-01,1990,3563.106
"298","Asia","Israel","ISR",376,"Urban with water","Western Asia",1990-01-01,1990,4499.161
"299","Europe","Italy","ITA",380,"Urban with water","Southern Europe",1990-01-01,1990,57007.577
"300","North America","Jamaica","JAM",388,"Urban with water","Caribbean",1990-01-01,1990,2385.806
"301","Asia","Japan","JPN",392,"Urban with water","Eastern Asia",1990-01-01,1990,122249.285
"302","Asia","Jordan","JOR",400,"Urban with water","Western Asia",1990-01-01,1990,3358.453
"303","Asia","Kazakhstan","KAZ",398,"Urban with water","Central Asia",1990-01-01,1990,16530.027
"304","Africa","Kenya","KEN",404,"Urban with water","Eastern Africa",1990-01-01,1990,23446.229
"305","Oceania","Kiribati","KIR",296,"Urban with water","Micronesia",1990-01-01,1990,72.411
"306","Asia","Kuwait","KWT",414,"Urban with water","Western Asia",1990-01-01,1990,2058.832
"307","Asia","Kyrgyzstan","KGZ",417,"Urban with water","Central Asia",1990-01-01,1990,4394.502
"308","Asia","Laos","LAO",418,"Urban with water","South-eastern Asia",1990-01-01,1990,4247.839
"309","Europe","Latvia","LVA",428,"Urban with water","Northern Europe",1990-01-01,1990,2663.985
"310","Asia","Lebanon","LBN",422,"Urban with water","Western Asia",1990-01-01,1990,2703.019
"311","Africa","Lesotho","LSO",426,"Urban with water","Southern Africa",1990-01-01,1990,1597.534
"312","Africa","Liberia","LBR",430,"Urban with water","Western Africa",1990-01-01,1990,2102.877
"313","Africa","Libya","LBY",434,"Urban with water","Northern Africa",1990-01-01,1990,4398.419
"314","Europe","Lithuania","LTU",440,"Urban with water","Northern Europe",1990-01-01,1990,3697.393
"315","Europe","Luxembourg","LUX",442,"Urban with water","Western Europe",1990-01-01,1990,381.787
"316","Europe","Macedonia","MKD",807,"Urban with water","Southern Europe",1990-01-01,1990,1996.227
"317","Africa","Madagascar","MDG",450,"Urban with water","Eastern Africa",1990-01-01,1990,11545.782
"318","Africa","Malawi","MWI",454,"Urban with water","Eastern Africa",1990-01-01,1990,9408.998
"319","Asia","Malaysia","MYS",458,"Urban with water","South-eastern Asia",1990-01-01,1990,18211.097
"320","Asia","Maldives","MDV",462,"Urban with water","Southern Asia",1990-01-01,1990,223.179
"321","Africa","Mali","MLI",466,"Urban with water","Western Africa",1990-01-01,1990,8482.075
"322","Europe","Malta","MLT",470,"Urban with water","Southern Europe",1990-01-01,1990,355.707
"323","Oceania","Marshall Islands","MHL",584,"Urban with water","Micronesia",1990-01-01,1990,47.3
"324","Africa","Mauritania","MRT",478,"Urban with water","Western Africa",1990-01-01,1990,2023.665
"325","Africa","Mauritius","MUS",480,"Urban with water","Eastern Africa",1990-01-01,1990,1055.865
"326","North America","Mexico","MEX",484,"Urban with water","Central America",1990-01-01,1990,85609.404
"327","Oceania","Micronesia","FSM",583,"Urban with water","Micronesia",1990-01-01,1990,96.331
"328","Europe","Moldova","MDA",498,"Urban with water","Eastern Europe",1990-01-01,1990,4364.114
"329","Europe","Monaco","MCO",492,"Urban with water","Western Europe",1990-01-01,1990,29.438
"330","Asia","Mongolia","MNG",496,"Urban with water","Eastern Asia",1990-01-01,1990,2184.145
"331","Europe","Montenegro","MNE",499,"Urban with water","Southern Europe",1990-01-01,1990,614.999
"332","Africa","Morocco","MAR",504,"Urban with water","Northern Africa",1990-01-01,1990,24950.128
"333","Africa","Mozambique","MOZ",508,"Urban with water","Eastern Africa",1990-01-01,1990,13371.971
"334","Asia","Myanmar","MMR",104,"Urban with water","South-eastern Asia",1990-01-01,1990,42007.309
"335","Africa","Namibia","NAM",516,"Urban with water","Southern Africa",1990-01-01,1990,1415.447
"336","Oceania","Nauru","NRU",520,"Urban with water","Micronesia",1990-01-01,1990,9.157
"337","Asia","Nepal","NPL",524,"Urban with water","Southern Asia",1990-01-01,1990,18741.688
"338","Europe","Netherlands","NLD",528,"Urban with water","Western Europe",1990-01-01,1990,14915.139
"339","Oceania","New Zealand","NZL",554,"Urban with water","Australia and New Zealand",1990-01-01,1990,3397.534
"340","North America","Nicaragua","NIC",558,"Urban with water","Central America",1990-01-01,1990,4144.564
"341","Africa","Niger","NER",562,"Urban with water","Western Africa",1990-01-01,1990,7911.884
"342","Africa","Nigeria","NGA",566,"Urban with water","Western Africa",1990-01-01,1990,95617.345
"343","Oceania","Niue","NIU",570,"Urban with water","Polynesia",1990-01-01,1990,2.332
"344","Asia","North Korea","PRK",408,"Urban with water","Eastern Asia",1990-01-01,1990,20194.354
"345","Oceania","Northern Mariana Islands","MNP",580,"Urban with water","Micronesia",1990-01-01,1990,43.972
"346","Europe","Norway","NOR",578,"Urban with water","Northern Europe",1990-01-01,1990,4240.375
"347","Asia","Occupied Palestinian Territory","PSE",275,"Urban with water","Western Asia",1990-01-01,1990,2101.156
"348","Asia","Oman","OMN",512,"Urban with water","Western Asia",1990-01-01,1990,1812.159
"349","Asia","Pakistan","PAK",586,"Urban with water","Southern Asia",1990-01-01,1990,107607.639
"350","Oceania","Palau","PLW",585,"Urban with water","Micronesia",1990-01-01,1990,15.089
"351","North America","Panama","PAN",591,"Urban with water","Central America",1990-01-01,1990,2471.01
"352","Oceania","Papua New Guinea","PNG",598,"Urban with water","Melanesia",1990-01-01,1990,4157.903
"353","South America","Paraguay","PRY",600,"Urban with water","South America",1990-01-01,1990,4213.74
"354","South America","Peru","PER",604,"Urban with water","South America",1990-01-01,1990,21826.658
"355","Asia","Philippines","PHL",608,"Urban with water","South-eastern Asia",1990-01-01,1990,61947.34
"356","Europe","Poland","POL",616,"Urban with water","Eastern Europe",1990-01-01,1990,38195.258
"357","Europe","Portugal","PRT",620,"Urban with water","Southern Europe",1990-01-01,1990,9890.319
"358","North America","Puerto Rico","PRI",630,"Urban with water","Caribbean",1990-01-01,1990,3517.984
"359","Asia","Qatar","QAT",634,"Urban with water","Western Asia",1990-01-01,1990,476.478
"360","Europe","Romania","ROU",642,"Urban with water","Eastern Europe",1990-01-01,1990,23489.361
"361","Europe","Russia","RUS",643,"Urban with water","Eastern Europe",1990-01-01,1990,147568.552
"362","Africa","Rwanda","RWA",646,"Urban with water","Eastern Africa",1990-01-01,1990,7259.74
"363","North America","Saint Kitts and Nevis","KNA",659,"Urban with water","Caribbean",1990-01-01,1990,40.833
"364","North America","Saint Lucia","LCA",662,"Urban with water","Caribbean",1990-01-01,1990,138.18
"365","North America","Saint Vincent and the Grenadines","VCT",670,"Urban with water","Caribbean",1990-01-01,1990,107.509
"366","Oceania","Samoa","WSM",882,"Urban with water","Polynesia",1990-01-01,1990,162.865
"367","Europe","San Marino","SMR",674,"Urban with water","Southern Europe",1990-01-01,1990,24.045
"368","Africa","Sao Tome and Principe","STP",678,"Urban with water","Middle Africa",1990-01-01,1990,113.575
"369","Asia","Saudi Arabia","SAU",682,"Urban with water","Western Asia",1990-01-01,1990,16361.453
"370","Africa","Senegal","SEN",686,"Urban with water","Western Africa",1990-01-01,1990,7514.201
"371","Europe","Serbia","SRB",688,"Urban with water","Southern Europe",1990-01-01,1990,9517.67
"372","Africa","Seychelles","SYC",690,"Urban with water","Eastern Africa",1990-01-01,1990,70.627
"373","Africa","Sierra Leone","SLE",694,"Urban with water","Western Africa",1990-01-01,1990,3931.208
"374","Asia","Singapore","SGP",702,"Urban with water","South-eastern Asia",1990-01-01,1990,3016.4
"375","Europe","Slovakia","SVK",703,"Urban with water","Eastern Europe",1990-01-01,1990,5277.709
"376","Europe","Slovenia","SVN",705,"Urban with water","Southern Europe",1990-01-01,1990,2006.52
"377","Oceania","Solomon Islands","SLB",90,"Urban with water","Melanesia",1990-01-01,1990,311.849
"378","Africa","Somalia","SOM",706,"Urban with water","Eastern Africa",1990-01-01,1990,6321.615
"379","Africa","South Africa","ZAF",710,"Urban with water","Southern Africa",1990-01-01,1990,36793.49
"380","Asia","South Korea","KOR",410,"Urban with water","Eastern Asia",1990-01-01,1990,42972.254
"381","Africa","South Sudan","SSD",728,"Urban with water","Eastern Africa",1990-01-01,1990,5762.19
"382","Europe","Spain","ESP",724,"Urban with water","Southern Europe",1990-01-01,1990,39192.055
"383","Asia","Sri Lanka","LKA",144,"Urban with water","Southern Asia",1990-01-01,1990,17330.817
"384","Africa","Sudan","SDN",729,"Urban with water","Northern Africa",1990-01-01,1990,20008.804
"385","South America","Suriname","SUR",740,"Urban with water","South America",1990-01-01,1990,408.276
"386","Europe","Sweden","SWE",752,"Urban with water","Northern Europe",1990-01-01,1990,8559.107
"387","Europe","Switzerland","CHE",756,"Urban with water","Western Europe",1990-01-01,1990,6673.92
"388","Asia","Syria","SYR",760,"Urban with water","Western Asia",1990-01-01,1990,12451.539
"389","Asia","Tajikistan","TJK",762,"Urban with water","Central Asia",1990-01-01,1990,5297.286
"390","Africa","Tanzania","TZA",834,"Urban with water","Eastern Africa",1990-01-01,1990,25458.208
"391","Asia","Thailand","THA",764,"Urban with water","South-eastern Asia",1990-01-01,1990,56582.824
"392","Asia","Timor-Leste","TLS",626,"Urban with water","South-eastern Asia",1990-01-01,1990,740.231
"393","Africa","Togo","TGO",768,"Urban with water","Western Africa",1990-01-01,1990,3786.942
"394","Oceania","Tokelau","TKL",772,"Urban with water","Polynesia",1990-01-01,1990,1.609
"395","Oceania","Tonga","TON",776,"Urban with water","Polynesia",1990-01-01,1990,95.152
"396","North America","Trinidad and Tobago","TTO",780,"Urban with water","Caribbean",1990-01-01,1990,1221.904
"397","Africa","Tunisia","TUN",788,"Urban with water","Northern Africa",1990-01-01,1990,8232.797
"398","Asia","Turkey","TUR",792,"Urban with water","Western Asia",1990-01-01,1990,53994.605
"399","Asia","Turkmenistan","TKM",795,"Urban with water","Central Asia",1990-01-01,1990,3668
"400","North America","Turks and Caicos Islands","TCA",796,"Urban with water","Caribbean",1990-01-01,1990,11.55
"401","Oceania","Tuvalu","TUV",798,"Urban with water","Polynesia",1990-01-01,1990,9.004
"402","Africa","Uganda","UGA",800,"Urban with water","Eastern Africa",1990-01-01,1990,17384.369
"403","Europe","Ukraine","UKR",804,"Urban with water","Eastern Europe",1990-01-01,1990,51370.009
"404","Asia","United Arab Emirates","ARE",784,"Urban with water","Western Asia",1990-01-01,1990,1811.458
"405","Europe","United Kingdom","GBR",826,"Urban with water","Northern Europe",1990-01-01,1990,57110.117
"406","North America","United States of America","USA",840,"Urban with water","Northern America",1990-01-01,1990,252847.81
"407","South America","Uruguay","URY",858,"Urban with water","South America",1990-01-01,1990,3109.987
"408","Asia","Uzbekistan","UZB",860,"Urban with water","Central Asia",1990-01-01,1990,20515.248
"409","Oceania","Vanuatu","VUT",548,"Urban with water","Melanesia",1990-01-01,1990,146.633
"410","South America","Venezuela","VEN",862,"Urban with water","South America",1990-01-01,1990,19861.959
"411","Asia","Viet Nam","VNM",704,"Urban with water","South-eastern Asia",1990-01-01,1990,68209.604
"412","Oceania","Wallis and Futuna Islands","WLF",876,"Urban with water","Polynesia",1990-01-01,1990,13.88
"413","Africa","Western Sahara","ESH",732,"Urban with water","Northern Africa",1990-01-01,1990,216.828
"414","Asia","Yemen","YEM",887,"Urban with water","Western Asia",1990-01-01,1990,11961.099
"415","Africa","Zambia","ZMB",894,"Urban with water","Eastern Africa",1990-01-01,1990,8143.142
"416","Africa","Zimbabwe","ZWE",716,"Urban with water","Eastern Africa",1990-01-01,1990,10484.771
"417","Asia","Afghanistan","AFG",4,"Urban with sanitation","Southern Asia",1990-01-01,1990,12067.57
"418","Europe","Albania","ALB",8,"Urban with sanitation","Southern Europe",1990-01-01,1990,3281.453
"419","Africa","Algeria","DZA",12,"Urban with sanitation","Northern Africa",1990-01-01,1990,25912.364
"420","Europe","Andorra","AND",20,"Urban with sanitation","Southern Europe",1990-01-01,1990,54.511
"421","Africa","Angola","AGO",24,"Urban with sanitation","Middle Africa",1990-01-01,1990,11127.87
"422","North America","Anguilla","AIA",660,"Urban with sanitation","Caribbean",1990-01-01,1990,8.334
"423","North America","Antigua and Barbuda","ATG",28,"Urban with sanitation","Caribbean",1990-01-01,1990,61.906
"424","South America","Argentina","ARG",32,"Urban with sanitation","South America",1990-01-01,1990,32729.74
"425","Asia","Armenia","ARM",51,"Urban with sanitation","Western Asia",1990-01-01,1990,3544.695
"426","North America","Aruba","ABW",533,"Urban with sanitation","Caribbean",1990-01-01,1990,62.148
"427","Oceania","Australia","AUS",36,"Urban with sanitation","Australia and New Zealand",1990-01-01,1990,17096.869
"428","Europe","Austria","AUT",40,"Urban with sanitation","Western Europe",1990-01-01,1990,7706.571
"429","Asia","Azerbaijan","AZE",31,"Urban with sanitation","Western Asia",1990-01-01,1990,7216.503
"430","North America","Bahamas","BHS",44,"Urban with sanitation","Caribbean",1990-01-01,1990,256.338
"431","Asia","Bahrain","BHR",48,"Urban with sanitation","Western Asia",1990-01-01,1990,495.944
"432","Asia","Bangladesh","BGD",50,"Urban with sanitation","Southern Asia",1990-01-01,1990,105983.136
"433","North America","Barbados","BRB",52,"Urban with sanitation","Caribbean",1990-01-01,1990,260.374
"434","Europe","Belarus","BLR",112,"Urban with sanitation","Eastern Europe",1990-01-01,1990,10231.983
"435","Europe","Belgium","BEL",56,"Urban with sanitation","Western Europe",1990-01-01,1990,9978.241
"436","North America","Belize","BLZ",84,"Urban with sanitation","Central America",1990-01-01,1990,187.552
"437","Africa","Benin","BEN",204,"Urban with sanitation","Western Africa",1990-01-01,1990,5001.271
"438","North America","Bermuda","BMU",60,"Urban with sanitation","Northern America",1990-01-01,1990,60.931
"439","Asia","Bhutan","BTN",64,"Urban with sanitation","Southern Asia",1990-01-01,1990,535.505
"440","South America","Bolivia","BOL",68,"Urban with sanitation","South America",1990-01-01,1990,6856.246
"441","Europe","Bosnia and Herzegovina","BIH",70,"Urban with sanitation","Southern Europe",1990-01-01,1990,4526.996
"442","Africa","Botswana","BWA",72,"Urban with sanitation","Southern Africa",1990-01-01,1990,1379.814
"443","South America","Brazil","BRA",76,"Urban with sanitation","South America",1990-01-01,1990,150393.143
"444","North America","British Virgin Islands","VGB",92,"Urban with sanitation","Caribbean",1990-01-01,1990,16.459
"445","Asia","Brunei Darussalam","BRN",96,"Urban with sanitation","South-eastern Asia",1990-01-01,1990,256.939
"446","Europe","Bulgaria","BGR",100,"Urban with sanitation","Eastern Europe",1990-01-01,1990,8821.111
"447","Africa","Burkina Faso","BFA",854,"Urban with sanitation","Western Africa",1990-01-01,1990,8811.033
"448","Africa","Burundi","BDI",108,"Urban with sanitation","Eastern Africa",1990-01-01,1990,5613.141
"449","Asia","Cambodia","KHM",116,"Urban with sanitation","South-eastern Asia",1990-01-01,1990,9008.856
"450","Africa","Cameroon","CMR",120,"Urban with sanitation","Middle Africa",1990-01-01,1990,12070.359
"451","North America","Canada","CAN",124,"Urban with sanitation","Northern America",1990-01-01,1990,27662.44
"452","Africa","Cape Verde","CPV",132,"Urban with sanitation","Western Africa",1990-01-01,1990,341.256
"453","Africa","Central African Republic","CAF",140,"Urban with sanitation","Middle Africa",1990-01-01,1990,2937.832
"454","Africa","Chad","TCD",148,"Urban with sanitation","Middle Africa",1990-01-01,1990,5958.022
"455","South America","Chile","CHL",152,"Urban with sanitation","South America",1990-01-01,1990,13141.202
"456","Asia","China","CHN",156,"Urban with sanitation","Eastern Asia",1990-01-01,1990,1154605.773
"457","South America","Colombia","COL",170,"Urban with sanitation","South America",1990-01-01,1990,34271.563
"458","Africa","Comoros","COM",174,"Urban with sanitation","Eastern Africa",1990-01-01,1990,415.144
"459","Africa","Congo","COG",178,"Urban with sanitation","Middle Africa",1990-01-01,1990,2386.467
"460","Oceania","Cook Islands","COK",184,"Urban with sanitation","Polynesia",1990-01-01,1990,17.613
"461","North America","Costa Rica","CRI",188,"Urban with sanitation","Central America",1990-01-01,1990,3095.994
"462","Africa","Cote d'Ivoire","CIV",384,"Urban with sanitation","Western Africa",1990-01-01,1990,12165.909
"463","Europe","Croatia","HRV",191,"Urban with sanitation","Southern Europe",1990-01-01,1990,4776.374
"464","North America","Cuba","CUB",192,"Urban with sanitation","Caribbean",1990-01-01,1990,10582.082
"465","Asia","Cyprus","CYP",196,"Urban with sanitation","Western Asia",1990-01-01,1990,766.611
"466","Europe","Czech Republic","CZE",203,"Urban with sanitation","Eastern Europe",1990-01-01,1990,10323.701
"467","Africa","Democratic Republic of the Congo","COD",180,"Urban with sanitation","Middle Africa",1990-01-01,1990,34962.676
"468","Europe","Denmark","DNK",208,"Urban with sanitation","Northern Europe",1990-01-01,1990,5140.332
"469","Africa","Djibouti","DJI",262,"Urban with sanitation","Eastern Africa",1990-01-01,1990,588.356
"470","North America","Dominica","DMA",212,"Urban with sanitation","Caribbean",1990-01-01,1990,70.928
"471","North America","Dominican Republic","DOM",214,"Urban with sanitation","Caribbean",1990-01-01,1990,7183.646
"472","South America","Ecuador","ECU",218,"Urban with sanitation","South America",1990-01-01,1990,10218.085
"473","Africa","Egypt","EGY",818,"Urban with sanitation","Northern Africa",1990-01-01,1990,56397.273
"474","North America","El Salvador","SLV",222,"Urban with sanitation","Central America",1990-01-01,1990,5252.082
"475","Africa","Equatorial Guinea","GNQ",226,"Urban with sanitation","Middle Africa",1990-01-01,1990,377.363
"476","Africa","Eritrea","ERI",232,"Urban with sanitation","Eastern Africa",1990-01-01,1990,3139.083
"477","Europe","Estonia","EST",233,"Urban with sanitation","Northern Europe",1990-01-01,1990,1565.32
"478","Africa","Ethiopia","ETH",231,"Urban with sanitation","Eastern Africa",1990-01-01,1990,48057.094
"479","Oceania","Fiji","FJI",242,"Urban with sanitation","Melanesia",1990-01-01,1990,728.626
"480","Europe","Finland","FIN",246,"Urban with sanitation","Northern Europe",1990-01-01,1990,4986.705
"481","Europe","France","FRA",250,"Urban with sanitation","Western Europe",1990-01-01,1990,56943.299
"482","Oceania","French Polynesia","PYF",258,"Urban with sanitation","Polynesia",1990-01-01,1990,198.37
"483","Africa","Gabon","GAB",266,"Urban with sanitation","Middle Africa",1990-01-01,1990,952.269
"484","Africa","Gambia","GMB",270,"Urban with sanitation","Western Africa",1990-01-01,1990,916.811
"485","Asia","Georgia","GEO",268,"Urban with sanitation","Western Asia",1990-01-01,1990,5460.309
"486","Europe","Germany","DEU",276,"Urban with sanitation","Western Europe",1990-01-01,1990,78958.237
"487","Africa","Ghana","GHA",288,"Urban with sanitation","Western Africa",1990-01-01,1990,14628.26
"488","Europe","Gibraltar","GIB",292,"Urban with sanitation","Southern Europe",1990-01-01,1990,26.833
"489","Europe","Greece","GRC",300,"Urban with sanitation","Southern Europe",1990-01-01,1990,10131.737
"490","North America","Grenada","GRD",308,"Urban with sanitation","Caribbean",1990-01-01,1990,96.286
"491","North America","Guadeloupe","GLP",312,"Urban with sanitation","Caribbean",1990-01-01,1990,389.907
"492","Oceania","Guam","GUM",316,"Urban with sanitation","Micronesia",1990-01-01,1990,130.482
"493","North America","Guatemala","GTM",320,"Urban with sanitation","Central America",1990-01-01,1990,9158.547
"494","Africa","Guinea-Bissau","GNB",624,"Urban with sanitation","Western Africa",1990-01-01,1990,1056.208
"495","Africa","Guinea-Conakry","GIN",324,"Urban with sanitation","Western Africa",1990-01-01,1990,6034.082
"496","South America","Guyana","GUY",328,"Urban with sanitation","South America",1990-01-01,1990,720.282
"497","North America","Haiti","HTI",332,"Urban with sanitation","Caribbean",1990-01-01,1990,7099.733
"498","North America","Honduras","HND",340,"Urban with sanitation","Central America",1990-01-01,1990,4903.363
"499","Europe","Hungary","HUN",348,"Urban with sanitation","Eastern Europe",1990-01-01,1990,10385.061
"500","Europe","Iceland","ISL",352,"Urban with sanitation","Northern Europe",1990-01-01,1990,254.83
"501","Asia","India","IND",356,"Urban with sanitation","Southern Asia",1990-01-01,1990,870601.776
"502","Asia","Indonesia","IDN",360,"Urban with sanitation","South-eastern Asia",1990-01-01,1990,181436.821
"503","Asia","Iran","IRN",364,"Urban with sanitation","Southern Asia",1990-01-01,1990,56169.196
"504","Asia","Iraq","IRQ",368,"Urban with sanitation","Western Asia",1990-01-01,1990,17478.455
"505","Europe","Ireland","IRL",372,"Urban with sanitation","Northern Europe",1990-01-01,1990,3563.106
"506","Asia","Israel","ISR",376,"Urban with sanitation","Western Asia",1990-01-01,1990,4499.161
"507","Europe","Italy","ITA",380,"Urban with sanitation","Southern Europe",1990-01-01,1990,57007.577
"508","North America","Jamaica","JAM",388,"Urban with sanitation","Caribbean",1990-01-01,1990,2385.806
"509","Asia","Japan","JPN",392,"Urban with sanitation","Eastern Asia",1990-01-01,1990,122249.285
"510","Asia","Jordan","JOR",400,"Urban with sanitation","Western Asia",1990-01-01,1990,3358.453
"511","Asia","Kazakhstan","KAZ",398,"Urban with sanitation","Central Asia",1990-01-01,1990,16530.027
"512","Africa","Kenya","KEN",404,"Urban with sanitation","Eastern Africa",1990-01-01,1990,23446.229
"513","Oceania","Kiribati","KIR",296,"Urban with sanitation","Micronesia",1990-01-01,1990,72.411
"514","Asia","Kuwait","KWT",414,"Urban with sanitation","Western Asia",1990-01-01,1990,2058.832
"515","Asia","Kyrgyzstan","KGZ",417,"Urban with sanitation","Central Asia",1990-01-01,1990,4394.502
"516","Asia","Laos","LAO",418,"Urban with sanitation","South-eastern Asia",1990-01-01,1990,4247.839
"517","Europe","Latvia","LVA",428,"Urban with sanitation","Northern Europe",1990-01-01,1990,2663.985
"518","Asia","Lebanon","LBN",422,"Urban with sanitation","Western Asia",1990-01-01,1990,2703.019
"519","Africa","Lesotho","LSO",426,"Urban with sanitation","Southern Africa",1990-01-01,1990,1597.534
"520","Africa","Liberia","LBR",430,"Urban with sanitation","Western Africa",1990-01-01,1990,2102.877
"521","Africa","Libya","LBY",434,"Urban with sanitation","Northern Africa",1990-01-01,1990,4398.419
"522","Europe","Lithuania","LTU",440,"Urban with sanitation","Northern Europe",1990-01-01,1990,3697.393
"523","Europe","Luxembourg","LUX",442,"Urban with sanitation","Western Europe",1990-01-01,1990,381.787
"524","Europe","Macedonia","MKD",807,"Urban with sanitation","Southern Europe",1990-01-01,1990,1996.227
"525","Africa","Madagascar","MDG",450,"Urban with sanitation","Eastern Africa",1990-01-01,1990,11545.782
"526","Africa","Malawi","MWI",454,"Urban with sanitation","Eastern Africa",1990-01-01,1990,9408.998
"527","Asia","Malaysia","MYS",458,"Urban with sanitation","South-eastern Asia",1990-01-01,1990,18211.097
"528","Asia","Maldives","MDV",462,"Urban with sanitation","Southern Asia",1990-01-01,1990,223.179
"529","Africa","Mali","MLI",466,"Urban with sanitation","Western Africa",1990-01-01,1990,8482.075
"530","Europe","Malta","MLT",470,"Urban with sanitation","Southern Europe",1990-01-01,1990,355.707
"531","Oceania","Marshall Islands","MHL",584,"Urban with sanitation","Micronesia",1990-01-01,1990,47.3
"532","Africa","Mauritania","MRT",478,"Urban with sanitation","Western Africa",1990-01-01,1990,2023.665
"533","Africa","Mauritius","MUS",480,"Urban with sanitation","Eastern Africa",1990-01-01,1990,1055.865
"534","North America","Mexico","MEX",484,"Urban with sanitation","Central America",1990-01-01,1990,85609.404
"535","Oceania","Micronesia","FSM",583,"Urban with sanitation","Micronesia",1990-01-01,1990,96.331
"536","Europe","Moldova","MDA",498,"Urban with sanitation","Eastern Europe",1990-01-01,1990,4364.114
"537","Europe","Monaco","MCO",492,"Urban with sanitation","Western Europe",1990-01-01,1990,29.438
"538","Asia","Mongolia","MNG",496,"Urban with sanitation","Eastern Asia",1990-01-01,1990,2184.145
"539","Europe","Montenegro","MNE",499,"Urban with sanitation","Southern Europe",1990-01-01,1990,614.999
"540","Africa","Morocco","MAR",504,"Urban with sanitation","Northern Africa",1990-01-01,1990,24950.128
"541","Africa","Mozambique","MOZ",508,"Urban with sanitation","Eastern Africa",1990-01-01,1990,13371.971
