project,owner,status,countries,type,geom,pci,capacity,capacity_unit,lat,lng,route,url
Lausward power station E2,Stadtwerke Düsseldorf AG,operating,Germany,Gas Power Plant,point,,64.7,MW,51.2214,6.7313,,https://www.gem.wiki/Lausward_power_station
Lausward power station Block A,Stadtwerke Düsseldorf AG,operating,Germany,Gas Power Plant,point,,100,MW,51.2214,6.7313,,https://www.gem.wiki/Lausward_power_station
Lausward power station F,Stadtwerke Düsseldorf AG,operating,Germany,Gas Power Plant,point,,595,MW,51.2214,6.7313,,https://www.gem.wiki/Lausward_power_station
Son Reus power station CC I,Endesa SA,operating,Spain,Gas Power Plant,point,,233,MW,39.6483,2.6808,,https://www.gem.wiki/Son_Reus_power_station
Son Reus power station CC II,Endesa SA,operating,Spain,Gas Power Plant,point,,226,MW,39.6483,2.6808,,https://www.gem.wiki/Son_Reus_power_station
Ca's Tresorer power station CC I,Endesa SA,operating,Spain,Gas Power Plant,point,,230,MW,39.5672,2.6895,,https://www.gem.wiki/Ca's_Tresorer_power_station
Ca's Tresorer power station CC II,Endesa SA,operating,Spain,Gas Power Plant,point,,230,MW,39.5672,2.6895,,https://www.gem.wiki/Ca's_Tresorer_power_station
San Roque 1 power station,Endesa SA,operating,Spain,Gas Power Plant,point,,390,MW,36.1956,-5.4136,,https://www.gem.wiki/San_Roque_1_power_station
San Roque 2 power station,Endesa SA,operating,Spain,Gas Power Plant,point,,402,MW,36.1956,-5.4136,,https://www.gem.wiki/San_Roque_2_power_station
As Pontes power station 5,Endesa SA,operating,Spain,Gas Power Plant,point,,856,MW,43.4451,-7.8621,,https://www.gem.wiki/As_Pontes_power_station
Cristobal Colón power station 4,Endesa SA,operating,Spain,Gas Power Plant,point,,391,MW,37.2156,-6.943,,https://www.gem.wiki/Cristobal_Colón_power_station
Besós 3 power station,Endesa SA,operating,Spain,Gas Power Plant,point,,412,MW,41.4185,2.2286,,https://www.gem.wiki/Besós_3_power_station
Besós 5 power station,Endesa SA,operating,Spain,Gas Power Plant,point,,859,MW,41.4185,2.2286,,https://www.gem.wiki/Besós_5_power_station
Punta Grande power station 10,Endesa SA,operating,Spain,Gas Power Plant,point,,23,MW,28.979,-13.5189,,https://www.gem.wiki/Punta_Grande_power_station
Punta Grande power station 11,Endesa SA,operating,Spain,Gas Power Plant,point,,38,MW,28.979,-13.5189,,https://www.gem.wiki/Punta_Grande_power_station
La Casella power station 1,Enel,operating,Italy,Gas Power Plant,point,,375,MW,45.0904,9.4805,,https://www.gem.wiki/La_Casella_power_station
La Casella power station 2,Enel,operating,Italy,Gas Power Plant,point,,367,MW,45.0904,9.4805,,https://www.gem.wiki/La_Casella_power_station
La Casella power station 3,Enel,operating,Italy,Gas Power Plant,point,,365,MW,45.0904,9.4805,,https://www.gem.wiki/La_Casella_power_station
La Casella power station 4,Enel,operating,Italy,Gas Power Plant,point,,300,MW,45.0904,9.4805,,https://www.gem.wiki/La_Casella_power_station
Larino power station,Enel,operating,Italy,Gas Power Plant,point,,124,MW,41.8195,14.966,,https://www.gem.wiki/Larino_power_station
Larino power station,Enel,operating,Italy,Gas Power Plant,point,,124,MW,41.8195,14.966,,https://www.gem.wiki/Larino_power_station
Montalto Di Castro power station 1,Enel,operating,Italy,Gas Power Plant,point,,900,MW,42.3572,11.5373,,https://www.gem.wiki/Montalto_Di_Castro_power_station
Montalto Di Castro power station 2,Enel,operating,Italy,Gas Power Plant,point,,900,MW,42.3572,11.5373,,https://www.gem.wiki/Montalto_Di_Castro_power_station
Montalto Di Castro power station 3,Enel,operating,Italy,Gas Power Plant,point,,900,MW,42.3572,11.5373,,https://www.gem.wiki/Montalto_Di_Castro_power_station
Montalto Di Castro power station 4,Enel,operating,Italy,Gas Power Plant,point,,900,MW,42.3572,11.5373,,https://www.gem.wiki/Montalto_Di_Castro_power_station
Pietrafitta power station,Enel,operating,Italy,Gas Power Plant,point,,365,MW,42.9954,12.1995,,https://www.gem.wiki/Pietrafitta_power_station
Santa Barbara power station,Enel,operating,Italy,Gas Power Plant,point,,392,MW,43.565,11.4777,,https://www.gem.wiki/Santa_Barbara_power_station
Rossello Mill power station,Enel Green Power,operating,Spain,Gas Power Plant,point,,23,MW,41.6942,0.595,,https://www.gem.wiki/Rossello_Mill_power_station
Porto Corsini power station 3,Enel Produzione S.p.A.,operating,Italy,Gas Power Plant,point,,350,MW,44.4836,12.2652,,https://www.gem.wiki/Porto_Corsini_power_station
Porto Corsini power station 4,Enel Produzione S.p.A.,operating,Italy,Gas Power Plant,point,,354,MW,44.4836,12.2652,,https://www.gem.wiki/Porto_Corsini_power_station
Porto Empedocle power station,Enel Produzione S.p.A.,operating,Italy,Gas Power Plant,point,,80,MW,37.2876,13.5212,,https://www.gem.wiki/Porto_Empedocle_power_station
La Spezia power station SP1,Enel SpA,operating,Italy,Gas Power Plant,point,,345,MW,44.1112,9.8749,,https://www.gem.wiki/La_Spezia_power_station
La Spezia power station SP2,Enel SpA,operating,Italy,Gas Power Plant,point,,337,MW,44.1112,9.8749,,https://www.gem.wiki/La_Spezia_power_station
Rossano power station 1,Enel SpA,operating,Italy,Gas Power Plant,point,,112,MW,39.6218,16.6084,,https://www.gem.wiki/Rossano_power_station
Rossano power station 3,Enel SpA,operating,Italy,Gas Power Plant,point,,112,MW,39.6218,16.6084,,https://www.gem.wiki/Rossano_power_station
Termini Imerese power station Ti41,Enel SpA,operating,Italy,Gas Power Plant,point,,250,MW,37.968,13.7508,,https://www.gem.wiki/Termini_Imerese_power_station
Termini Imerese power station Ti53,Enel SpA,operating,Italy,Gas Power Plant,point,,118,MW,37.968,13.7508,,https://www.gem.wiki/Termini_Imerese_power_station
Termini Imerese power station Ti54,Enel SpA,operating,Italy,Gas Power Plant,point,,118,MW,37.968,13.7508,,https://www.gem.wiki/Termini_Imerese_power_station
Termini Imerese power station Ti6,Enel SpA,operating,Italy,Gas Power Plant,point,,735,MW,37.968,13.7508,,https://www.gem.wiki/Termini_Imerese_power_station
Andrea Palladio power station CC,Enel SpA,proposed,Italy,Gas Power Plant,point,,840,MW,45.4314,12.2468,,https://www.gem.wiki/Andrea_Palladio_power_station
Brindisi Sud power station CC1,Enel SpA,proposed,Italy,Gas Power Plant,point,,840,MW,40.5636,18.0322,,https://www.gem.wiki/Brindisi_Sud_power_station
Brindisi Sud power station CC2,Enel SpA,proposed,Italy,Gas Power Plant,point,,840,MW,40.5636,18.0322,,https://www.gem.wiki/Brindisi_Sud_power_station
Torrevaldaliga Nord power station CC,Enel SpA,proposed,Italy,Gas Power Plant,point,,1680,MW,42.1269,11.7583,,https://www.gem.wiki/Torrevaldaliga_Nord_power_station
Delimara power station 4,Electrogas Malta Ltd.,operating,Malta,Gas Power Plant,point,,205,MW,35.8309,14.5546,,https://www.gem.wiki/Delimara_power_station
Grudziadz power station CC 1,Energa S.A.,proposed,Poland,Gas Power Plant,point,,750,MW,53.4837,18.7536,,https://www.gem.wiki/Grudziadz_power_station
Eggborough power station CC 1,Eggborough Power Ltd.,proposed,United Kingdom,Gas Power Plant,point,,730,MW,53.7118,-1.1253,,https://www.gem.wiki/Eggborough_power_station
Eggborough power station CC 2,Eggborough Power Ltd.,proposed,United Kingdom,Gas Power Plant,point,,730,MW,53.7118,-1.1253,,https://www.gem.wiki/Eggborough_power_station
Eggborough power station CC 3,Eggborough Power Ltd.,proposed,United Kingdom,Gas Power Plant,point,,730,MW,53.7118,-1.1253,,https://www.gem.wiki/Eggborough_power_station
Eggborough power station GT 9,Eggborough Power Ltd.,proposed,United Kingdom,Gas Power Plant,point,,299,MW,53.7118,-1.1253,,https://www.gem.wiki/Eggborough_power_station
Ostiglia power station 12,EP Produzione SpA,operating,Italy,Gas Power Plant,point,,751,MW,45.0603,11.1374,,https://www.gem.wiki/Ostiglia_power_station
Ostiglia power station 3,EP Produzione SpA,operating,Italy,Gas Power Plant,point,,373,MW,45.0603,11.1374,,https://www.gem.wiki/Ostiglia_power_station
Trapani power station 1,EP Produzione SpA,operating,Italy,Gas Power Plant,point,,106,MW,37.8767,12.5892,,https://www.gem.wiki/Trapani_power_station
Trapani power station 2,EP Produzione SpA,operating,Italy,Gas Power Plant,point,,106,MW,37.8767,12.5892,,https://www.gem.wiki/Trapani_power_station
Ballylumford C power station 31,EP UK Investments Ltd,operating,United Kingdom,Gas Power Plant,point,,247,MW,54.845,-5.786,,https://www.gem.wiki/Ballylumford_C_power_station
Ballylumford C power station 32,EP UK Investments Ltd,operating,United Kingdom,Gas Power Plant,point,,247,MW,54.845,-5.786,,https://www.gem.wiki/Ballylumford_C_power_station
Langage power station,EP UK Investments Ltd.,operating,United Kingdom,Gas Power Plant,point,,905,MW,50.3878,-4.011,,https://www.gem.wiki/Langage_power_station
South Humber Bank power station 1,EP UK Investments Ltd.,operating,United Kingdom,Gas Power Plant,point,,810,MW,53.6008,-0.1446,,https://www.gem.wiki/South_Humber_Bank_power_station
South Humber Bank power station 2,EP UK Investments Ltd.,operating,United Kingdom,Gas Power Plant,point,,580,MW,53.6008,-0.1446,,https://www.gem.wiki/South_Humber_Bank_power_station
Scandale power station 1,Ergosud,operating,Italy,Gas Power Plant,point,,407,MW,39.1022,17.0325,,https://www.gem.wiki/Scandale_power_station
Scandale power station 2,Ergosud,operating,Italy,Gas Power Plant,point,,407,MW,39.1022,17.0325,,https://www.gem.wiki/Scandale_power_station
King's Lynn-B power station CC 1,EP UK Power Development Limited,proposed,United Kingdom,Gas Power Plant,point,,850,MW,52.7162,0.3791,,https://www.gem.wiki/King's_Lynn-B_power_station
King's Lynn-B power station CC 2,EP UK Power Development Limited,proposed,United Kingdom,Gas Power Plant,point,,850,MW,52.7162,0.3791,,https://www.gem.wiki/King's_Lynn-B_power_station
Viborg power station,Energi Viborg A/S,operating,Denmark,Gas Power Plant,point,,55,MW,56.4738,9.4126,,https://www.gem.wiki/Viborg_power_station
Timelkam power station,Energie AG Oberösterreich,operating,Austria,Gas Power Plant,point,,400,MW,48.0122,13.5895,,https://www.gem.wiki/Timelkam_power_station
Saltend power station 1,Energy Capital Partners,operating,United Kingdom,Gas Power Plant,point,,400,MW,53.7354,-0.2432,,https://www.gem.wiki/Saltend_power_station
Saltend power station 2,Energy Capital Partners,operating,United Kingdom,Gas Power Plant,point,,400,MW,53.7354,-0.2432,,https://www.gem.wiki/Saltend_power_station
Saltend power station 3,Energy Capital Partners,operating,United Kingdom,Gas Power Plant,point,,400,MW,53.7354,-0.2432,,https://www.gem.wiki/Saltend_power_station
Spinetta Marengo power station,Cofely Italia SpA,operating,Italy,Gas Power Plant,point,,29,MW,44.8861,8.6582,,https://www.gem.wiki/Spinetta_Marengo_power_station
Nera Montoro power station,Cofely Italia SpA,operating,Italy,Gas Power Plant,point,,50,MW,42.4942,12.4724,,https://www.gem.wiki/Nera_Montoro_power_station
Fossano cogeneration power station,Cofely Italia SpA,operating,Italy,Gas Power Plant,point,,48,MW,44.4411,7.5683,,https://www.gem.wiki/Fossano_cogeneration_power_station
Pomigliano d'Arco power station CC1 & CC2,Cofely Italia SpA,operating,Italy,Gas Power Plant,point,,105,MW,40.9319,14.3849,,https://www.gem.wiki/Pomigliano_d'Arco_power_station
Castelmassa power station,Cofely Italia SpA,operating,Italy,Gas Power Plant,point,,54,MW,45.0213,11.3116,,https://www.gem.wiki/Castelmassa_power_station
Boffalora power station,Cofely Italia SpA,operating,Italy,Gas Power Plant,point,,88,MW,45.456,8.7965,,https://www.gem.wiki/Boffalora_power_station
Settimo Torinese power station,Cofely Italia SpA,operating,Italy,Gas Power Plant,point,,50,MW,45.1261,7.7378,,https://www.gem.wiki/Settimo_Torinese_power_station
Arkema Marghera power station,Cofely Italia SpA,operating,Italy,Gas Power Plant,point,,20,MW,45.4663,12.2032,,https://www.gem.wiki/Arkema_Marghera_power_station
Enersol Tioxide power station,Cofely Services,operating,France,Gas Power Plant,point,,50,MW,50.9652,1.8752,,https://www.gem.wiki/Enersol_Tioxide_power_station
Cycofos power station,CyCoFos,operating,France,Gas Power Plant,point,,428,MW,43.428,4.8865,,https://www.gem.wiki/Cycofos_power_station
Amercoeur power station,Electrabel,operating,Belgium,Gas Power Plant,point,,451,MW,50.4304,4.3955,,https://www.gem.wiki/Amercoeur_power_station
Antwerp Zandvliet power station,Electrabel,operating,Belgium,Gas Power Plant,point,,386.2,MW,51.3612,4.2552,,https://www.gem.wiki/Antwerp_Zandvliet_power_station
Drogenbos power station,Electrabel,operating,Belgium,Gas Power Plant,point,,460,MW,50.8023,4.299,,https://www.gem.wiki/Drogenbos_power_station
Herdersbrug power station,Electrabel,operating,Belgium,Gas Power Plant,point,,480,MW,51.2629,3.2112,,https://www.gem.wiki/Herdersbrug_power_station
Saint-Ghislain power station,Electrabel,operating,Belgium,Gas Power Plant,point,,350,MW,50.4719,3.8248,,https://www.gem.wiki/Saint-Ghislain_power_station
Vilvoorde power station,Electrabel,operating,Belgium,Gas Power Plant,point,,255,MW,50.9414,4.4246,,https://www.gem.wiki/Vilvoorde_power_station
Aalst Syral power station,Electrabel,operating,Belgium,Gas Power Plant,point,,48,MW,50.9355,4.0452,,https://www.gem.wiki/Aalst_Syral_power_station
Beveren Ineos Phenolchemie power station,Electrabel,operating,Belgium,Gas Power Plant,point,,23.8,MW,51.2909,4.2703,,https://www.gem.wiki/Beveren_Ineos_Phenolchemie_power_station
Lillo Degussa power station,Electrabel,operating,Belgium,Gas Power Plant,point,,85,MW,51.3095,4.304,,https://www.gem.wiki/Lillo_Degussa_power_station
Scheldelaan Exxonmobil power station,Electrabel,operating,Belgium,Gas Power Plant,point,,140,MW,51.254,4.334,,https://www.gem.wiki/Scheldelaan_Exxonmobil_power_station
Zeebrugge 2 Fluxys power station,Electrabel,operating,Belgium,Gas Power Plant,point,,40,MW,51.3518,3.2087,,https://www.gem.wiki/Zeebrugge_2_Fluxys_power_station
Zwijndrecht Lanxess power station,Electrabel,operating,Belgium,Gas Power Plant,point,,58,MW,51.2382,4.3408,,https://www.gem.wiki/Zwijndrecht_Lanxess_power_station
EEM power station EC3,Electrabel Nederland NV,operating,Netherlands,Gas Power Plant,point,,359,MW,53.4417,6.8561,,https://www.gem.wiki/EEM_power_station
EEM power station EC4,Electrabel Nederland NV,operating,Netherlands,Gas Power Plant,point,,359,MW,53.4417,6.8561,,https://www.gem.wiki/EEM_power_station
EEM power station EC5,Electrabel Nederland NV,operating,Netherlands,Gas Power Plant,point,,361,MW,53.4417,6.8561,,https://www.gem.wiki/EEM_power_station
EEM power station EC6,Electrabel Nederland NV,operating,Netherlands,Gas Power Plant,point,,359,MW,53.4417,6.8561,,https://www.gem.wiki/EEM_power_station
EEM power station EC7,Electrabel Nederland NV,operating,Netherlands,Gas Power Plant,point,,360,MW,53.4417,6.8561,,https://www.gem.wiki/EEM_power_station
DK6 (Dunkerque) power station GT1,Engie,operating,France,Gas Power Plant,point,,165,MW,51.0482,2.3255,,https://www.gem.wiki/DK6_(Dunkerque)_power_station
DK6 (Dunkerque) power station GT2,Engie,operating,France,Gas Power Plant,point,,165,MW,51.0482,2.3255,,https://www.gem.wiki/DK6_(Dunkerque)_power_station
Roselectra power station,Engie,operating,Italy,Gas Power Plant,point,,380,MW,43.4132,10.3038,,https://www.gem.wiki/Roselectra_power_station
Maxima power station 4,Engie,operating,Netherlands,Gas Power Plant,point,,439,MW,52.5772,5.53,,https://www.gem.wiki/Maxima_power_station
Maxima power station 5,Engie,operating,Netherlands,Gas Power Plant,point,,438,MW,52.5772,5.53,,https://www.gem.wiki/Maxima_power_station
Tinz power station,ENGIE Deutschland GmbH,operating,Germany,Gas Power Plant,point,,22,MW,50.8779,12.0755,,https://www.gem.wiki/Tinz_power_station
Centrale Bergum power station 10,Engie Energie Nederland,operating,Netherlands,Gas Power Plant,point,,332,MW,53.2098,6.0296,,https://www.gem.wiki/Centrale_Bergum_power_station
Centrale Bergum power station 20,Engie Energie Nederland,operating,Netherlands,Gas Power Plant,point,,332,MW,53.2098,6.0296,,https://www.gem.wiki/Centrale_Bergum_power_station
Combigolfe power station,Engie Energy France,operating,France,Gas Power Plant,point,,425,MW,43.4072,4.8676,,https://www.gem.wiki/Combigolfe_power_station
Montoir-De-Bretagne power station,Engie Energy France,operating,France,Gas Power Plant,point,,435,MW,47.3072,-2.1372,,https://www.gem.wiki/Montoir-De-Bretagne_power_station
El Fangal power station 1,Engie Espana,operating,Spain,Gas Power Plant,point,,402.6,MW,37.5709,-0.9458,,https://www.gem.wiki/El_Fangal_power_station
El Fangal power station 2,Engie Espana,operating,Spain,Gas Power Plant,point,,401.37,MW,37.5709,-0.9458,,https://www.gem.wiki/El_Fangal_power_station
El Fangal power station 3,Engie Espana,operating,Spain,Gas Power Plant,point,,395,MW,37.5709,-0.9458,,https://www.gem.wiki/El_Fangal_power_station
Voghera power station,Engie Italia,operating,Italy,Gas Power Plant,point,,381,MW,45.0296,8.9723,,https://www.gem.wiki/Voghera_power_station
Leini power station,Engie Italia,operating,Italy,Gas Power Plant,point,,380,MW,45.163,7.7505,,https://www.gem.wiki/Leini_power_station
Enschede power station,Engie Nederland,operating,Netherlands,Gas Power Plant,point,,62,MW,52.2141,6.828,,https://www.gem.wiki/Enschede_power_station
Wkc Air Products power station,Engie Nederland,operating,Netherlands,Gas Power Plant,point,,43,MW,51.8736,4.258,,https://www.gem.wiki/Wkc_Air_Products_power_station
Tapada do Outeiro power station G1,TrustEnergy,operating,Portugal,Gas Power Plant,point,,330,MW,41.07,-8.4587,,https://www.gem.wiki/Tapada_do_Outeiro_power_station
Tapada do Outeiro power station G2,TrustEnergy,operating,Portugal,Gas Power Plant,point,,330,MW,41.07,-8.4587,,https://www.gem.wiki/Tapada_do_Outeiro_power_station
Tapada do Outeiro power station G3,TrustEnergy,operating,Portugal,Gas Power Plant,point,,330,MW,41.07,-8.4587,,https://www.gem.wiki/Tapada_do_Outeiro_power_station
Napoli Levante power station,Tirreno Power SpA,operating,Italy,Gas Power Plant,point,,400,MW,40.8339,14.3006,,https://www.gem.wiki/Napoli_Levante_power_station
Torrevaldaliga Sud power station 5,Tirreno Power SpA,operating,Italy,Gas Power Plant,point,,800,MW,42.1241,11.7624,,https://www.gem.wiki/Torrevaldaliga_Sud_power_station
Torrevaldaliga Sud power station 6,Tirreno Power SpA,operating,Italy,Gas Power Plant,point,,400,MW,42.1241,11.7624,,https://www.gem.wiki/Torrevaldaliga_Sud_power_station
Vado Ligure Power Station,Tirreno Power SpA,operating,Italy,Gas Power Plant,point,,760,MW,44.2755,8.4305,,https://www.gem.wiki/Vado_Ligure_Power_Station
Ferrera Ergognone Refinery power station 10,Eni SpA,operating,Italy,Gas Power Plant,point,,230,MW,45.0996,8.8663,,https://www.gem.wiki/Ferrera_Ergognone_Refinery_power_station
Ferrera Ergognone Refinery power station 8,Eni SpA,operating,Italy,Gas Power Plant,point,,395,MW,45.0996,8.8663,,https://www.gem.wiki/Ferrera_Ergognone_Refinery_power_station
