source,source_iso,source_lat,source_lng,target,target_iso,target_lat,target_lng,project_name,project_id,project_lat,project_lng,dollars,megawatts,year,era,institution,sponsor,url,phase,construction,generator,turbine,boiler
Japan,JP,36.204824,138.252924,Vietnam,VN,14.058324,108.277199,Van Phong 1 Coal-Fired Power Plant (1320MW) IPP,171,12.47704,109.2924,1998000000,1320,2019,current,Nippon Export and Investment Insurance (NEXI),,https://www.gem.wiki/Van_Phong_power_station,PH171.02,,,,
China,CN,35.86166,104.195397,Pakistan,PK,30.375321,69.345116,Thar Mine Mouth Oracle Block VI Coal Plant (1320 MW),351,24.81248,70.39407,,1320,2020,current,China Export & Credit Insurance Corporation (Sinosure),Thar Electricity (Private) Ltd (SEPCO/PowerChina and Oracle),https://www.gem.wiki/Thar_Block_VI_power_station,PH351.01,,,,
China,CN,35.86166,104.195397,Pakistan,PK,30.375321,69.345116,Thar Mine Mouth Oracle Block VI Coal Plant (1320 MW),351,24.81248,70.39407,239000000,1320,2020,current,Export Import Bank of China (Chexim),Thar Electricity (Private) Ltd (SEPCO/PowerChina and Oracle),https://www.gem.wiki/Thar_Block_VI_power_station,PH351.01,,,,
China,CN,35.86166,104.195397,Pakistan,PK,30.375321,69.345116,Thar Mine Mouth Oracle Block VI Coal Plant (1320 MW),351,24.81248,70.39407,239000000,1320,2020,current,Industrial and Commercial Bank of China (ICBC),Thar Electricity (Private) Ltd (SEPCO/PowerChina and Oracle),https://www.gem.wiki/Thar_Block_VI_power_station,PH351.01,,,,
China,CN,35.86166,104.195397,Pakistan,PK,30.375321,69.345116,Thar Mine Mouth Oracle Block VI Coal Plant (1320 MW),351,24.81248,70.39407,239000000,1320,2020,current,PowerChina,Thar Electricity (Private) Ltd (SEPCO/PowerChina and Oracle),https://www.gem.wiki/Thar_Block_VI_power_station,PH351.01,,,,
China,CN,35.86166,104.195397,Pakistan,PK,30.375321,69.345116,SSRL Thar Coal Block-I Shanghai Electric Coal Plant (1320MW),380,24.697,70.179,358500000,1320,2020,current,Export Import Bank of China (Chexim),Shanghai Electric Power Company Limited (SPIC) / CCTEG and SSRL,https://www.gem.wiki/Thar_SSRL_power_station,PH380.01,,,,
China,CN,35.86166,104.195397,Pakistan,PK,30.375321,69.345116,SSRL Thar Coal Block-I Shanghai Electric Coal Plant (1320MW),380,24.697,70.179,358500000,1320,2020,current,China Development Bank,Shanghai Electric Power Company Limited (SPIC) / CCTEG and SSRL,https://www.gem.wiki/Thar_SSRL_power_station,PH380.01,,,,
China,CN,35.86166,104.195397,Pakistan,PK,30.375321,69.345116,SSRL Thar Coal Block-I Shanghai Electric Coal Plant (1320MW),380,24.697,70.179,358500000,1320,2020,current,Industrial and Commercial Bank of China (ICBC),SSRL,https://www.gem.wiki/Thar_SSRL_power_station,PH380.01,Shanghai Electric,,,
China,CN,35.86166,104.195397,Pakistan,PK,30.375321,69.345116,SSRL Thar Coal Block-I Shanghai Electric Coal Plant (1320MW),380,24.697,70.179,478000000,1320,2020,current,SPIC,Shanghai Electric Power Company Limited (SPIC) / CCTEG and SSRL,https://www.gem.wiki/Thar_SSRL_power_station,PH380.01,,,,
China,CN,35.86166,104.195397,Laos,LA,19.85627,102.495496,Huapan Coal plant (600MW),378,20.3333,103.833,,600,2049,current,China Three Gorges,,https://www.gem.wiki/Houaphanh_power_station,PH378.01,,,,
Japan,JP,36.204824,138.252924,Indonesia,ID,-0.789275,113.921327,Indramayu Coal Fired Power Plant Unit 4 (1000MW),69,-6.27474,107.9704,,1000,2050,future,Japan International Cooperation Agency (JICA),PT PLN (Persero),https://www.gem.wiki/Indramayu_power_station,PH069.02,,,,
China,CN,35.86166,104.195397,Indonesia,ID,-0.789275,113.921327,Jambi (1200 MW),335,-1.06458,104.0719729,,1200,2050,future,China Huadian,PT PLN Persero,https://www.gem.wiki/Jambi_power_station,PH335.01,China Huadian,,,
China,CN,35.86166,104.195397,South Africa,ZA,-30.559482,22.937506,Power International China Project (Musina-Makhado) (3000MW),192,-24.075,28.14167,,3000,2050,future,Bank of China (BOC),"MC Mining, China Railway International Group",https://www.gem.wiki/Musina-Makhado_power_station,PH192.01,PowerChina?,,,
China,CN,35.86166,104.195397,Vietnam,VN,14.058324,108.277199,Quang Trach 2 (1200MW),217,17.9504,106.5043,,1200,2050,future,Export Import Bank of China (Chexim),Geleximco and Hong Kong United Investors Holding,https://www.gem.wiki/Quang_Trach_Power_Center,PH217.01,,,,
China,CN,35.86166,104.195397,Vietnam,VN,14.058324,108.277199,Quang Trach 2 (1200MW),217,17.9504,106.5043,,1200,2050,future,China Development Bank,Geleximco and Hong Kong United Investors Holding,https://www.gem.wiki/Quang_Trach_Power_Center,PH217.01,,,,
China,CN,35.86166,104.195397,Vietnam,VN,14.058324,108.277199,Quang Trach 2 (1200MW),217,17.9504,106.5043,,1200,2050,future,Bank of China (BOC),Geleximco and Hong Kong United Investors Holding,https://www.gem.wiki/Quang_Trach_Power_Center,PH217.01,,,,
China,CN,35.86166,104.195397,Vietnam,VN,14.058324,108.277199,Quang Trach 2 (1200MW),217,17.9504,106.5043,,1200,2050,future,Industrial and Commercial Bank of China (ICBC),Geleximco and Hong Kong United Investors Holding,https://www.gem.wiki/Quang_Trach_Power_Center,PH217.01,,,,
China,CN,35.86166,104.195397,Mongolia,MN,46.862496,103.846656,Tavan Tolgoi Rio Tinto (300MW),337,43.625,105.4742,,300,2050,future,TBD,Turqouise Hill Resources (Rio Tinto),https://www.gem.wiki/Tavan_Tolgoi_power_station_(Rio_Tinto),PH337.01,,,,
China,CN,35.86166,104.195397,Laos,LA,19.85627,102.495496,TSBP Sekong Power (600MW),348,15.7166,106.65,,600,2050,future,TBD,SPV: TSBP Sekong Power and Mineral Co (TSPMCL),http://bit.ly/2Ng3HRy,PH348.01,,,,
China,CN,35.86166,104.195397,Bangladesh,BD,23.684994,90.356331,Barisal Power Station Unit 2 (350MW),343,21.96104,90.062712,,350,2050,future,PowerChina,"Iso Tech Group, PowerChina, China Resources",https://www.gem.wiki/Barisal_power_station,PH343.02,SEPC (PowerChina),SEPC (PowerChina),,
China,CN,35.86166,104.195397,Indonesia,ID,-0.789275,113.921327,Celukan Bawang Power Station Expansion (660 MW),18,-8.19629,114.8515677,880000000,660,2050,future,China Development Bank,General Energy Bali (China Huadian),https://www.sourcewatch.org/index.php/Celukan_Bawang_power_station,PH018.02,,,,
China,CN,35.86166,104.195397,Vietnam,VN,14.058324,108.277199,Vinh Tan 3 Coal Power Project (1980MW),172,11.32082,108.8063,2000000,1980,2050,future,China Export & Credit Insurance Corporation (Sinosure),Mitsubishi,https://www.gem.wiki/Vinh_Tan_power_station,PH172.02,Harbin-General Electric alliance (GE/HAR）,Harbin Electrical Equipment (HARBIN),Harbin Electrical Equipment (HARBIN),Harbin Electrical Equipment (HARBIN)
China,CN,35.86166,104.195397,Vietnam,VN,14.058324,108.277199,Vinh Tan 3 Coal Power Project (1980MW),172,11.32082,108.8063,2000000,1980,2050,future,China Development Bank,Mitsubishi,https://www.gem.wiki/Vinh_Tan_power_station,PH172.02,Harbin-General Electric alliance (GE/HAR）,Harbin Electrical Equipment (HARBIN),Harbin Electrical Equipment (HARBIN),Harbin Electrical Equipment (HARBIN)
China,CN,35.86166,104.195397,Vietnam,VN,14.058324,108.277199,Vinh Tan 3 Coal Power Project (1980MW),172,11.32082,108.8063,,1980,2050,future,Bank of China (BOC),Mitsubishi,https://www.gem.wiki/Vinh_Tan_power_station,PH172.02,Harbin-General Electric alliance,,,
China,CN,35.86166,104.195397,Vietnam,VN,14.058324,108.277199,Vinh Tan 3 Coal Power Project (1980MW),172,11.32082,108.8063,,1980,2050,future,EnergyChina,Mitsubishi,https://www.gem.wiki/Vinh_Tan_power_station,PH172.02,Harbin-General Electric alliance,,,
China,CN,35.86166,104.195397,Vietnam,VN,14.058324,108.277199,Vinh Tan 3 Coal Power Project (1980MW),172,11.32082,108.8063,,1980,2050,future,Bank of Communications,Mitsubishi,https://www.gem.wiki/Vinh_Tan_power_station,PH172.02,Harbin-General Electric alliance,,,
China,CN,35.86166,104.195397,Vietnam,VN,14.058324,108.277199,Vinh Tan 3 Coal Power Project (1980MW),172,11.32082,108.8063,,1980,2050,future,China Construction Bank (CCB),Mitsubishi,https://www.gem.wiki/Vinh_Tan_power_station,PH172.02,Harbin-General Electric alliance,,,
China,CN,35.86166,104.195397,Vietnam,VN,14.058324,108.277199,Vinh Tan 3 Coal Power Project (1980MW),172,11.32082,108.8063,,1980,2050,future,Industrial and Commercial Bank of China (ICBC),Mitsubishi,https://www.gem.wiki/Vinh_Tan_power_station,PH172.02,Harbin-General Electric alliance,,,
China,CN,35.86166,104.195397,Bosnia and Herzegovina,BA,43.915886,17.679076,Banovici Coal Plant (350MW),8,44.4,18.5333,,350,2050,future,Industrial and Commercial Bank of China (ICBC),RMU Banovici,https://www.gem.wiki/Banovici_power_station,PH008.01,Dongfang Electric (DONGFANG),Dongfang Electric Corp (DONGFANG),,
China,CN,35.86166,104.195397,Malawi,MW,-13.254308,34.301525,"Kamwamba Coal Plant, Zalewa Phase I (300MW)",75,-16.1667,35.16667,667000000,300,2050,future,Export Import Bank of China (Chexim),"Government of Malawi (85%), China Energy Engineering Corporation (15%) (EnergyChina)",https://www.gem.wiki/Kamwamba_power_station,PH075.01,China Gezhouba,,,
China,CN,35.86166,104.195397,Zimbabwe,ZW,-19.015438,29.154857,Lusulu 1 Binga Coal Plant (350MW),90,-17.6167,27.333,850000000,350,2050,future,China Export & Credit Insurance Corporation (Sinosure),PER GROUP VENTURES (PVT) LTD,https://www.gem.wiki/Binga_power_station,PH090.01,China State Construction Engineering Corp (CSCEC),,,
China,CN,35.86166,104.195397,Zimbabwe,ZW,-19.015438,29.154857,Lusulu 1 Binga Coal Plant (350MW),90,-17.6167,27.333,,350,2050,future,Bank of China (BOC),PER GROUP VENTURES (PVT) LTD,https://www.gem.wiki/Binga_power_station,PH090.01,China State Construction Engineering Corp (CSCEC),,,
Japan,JP,36.204824,138.252924,Bangladesh,BD,23.684994,90.356331,Matarbari Coal Plant Expansion (1200 MW),336,21.70238,91.88334,1325720000,1200,2050,future,Japan International Cooperation Agency (JICA),"Coal Power Generation Company Bangladesh, Sumitomo Corporation",https://www.gem.wiki/Matarbari_power_station,PH336.01,,,Toshiba,
China,CN,35.86166,104.195397,Brazil,BR,-14.235004,-51.92528,Pedras Altas Ouro Negro coal plant (600MW),125,-31.7329,-53.5858,,600,2050,future,TBD,"Ouro Negro Energia, CITIC and Hebi Guochang Energy Development",https://www.gem.wiki/Pedras_Altas_power_station#cite_note-14,PH125.01,SEPCO1,,,
China,CN,35.86166,104.195397,Brazil,BR,-14.235004,-51.92528,Pedras Altas Ouro Negro coal plant (600MW),125,-31.7329,-53.5858,,600,2050,future,PowerChina,"Ouro Negro Energia, CITIC and Hebi Guochang Energy Development",https://www.gem.wiki/Pedras_Altas_power_station#cite_note-14,PH125.01,SEPCO1,,,
China,CN,35.86166,104.195397,Pakistan,PK,30.375321,69.345116,Port Qasim Datang 1 (700MW),129,26.1,68.5,125000000,700,2050,future,China Development Bank,"K-Electric (Shanghai Electric Group), Datang, CMEC (Sinomach)",https://www.gem.wiki/Port_Qasim_Datang_power_station,PH129.01,China National Machinery Import and Export (CMEC),,,
China,CN,35.86166,104.195397,Vietnam,VN,14.058324,108.277199,Quynh Lap 1 Power Plant (1200MW),218,19.27563,105.7802,,1200,2050,future,Bank of China (BOC),Geleximco and Hong Kong United Investors Holding,https://www.gem.wiki/Quynh_Lap_power_station,PH218.01,,,,
China,CN,35.86166,104.195397,Vietnam,VN,14.058324,108.277199,Quynh Lap 1 Power Plant (1200MW),218,19.27563,105.7802,,1200,2050,future,Export Import Bank of China (Chexim),Geleximco and Hong Kong United Investors Holding,https://www.gem.wiki/Quynh_Lap_power_station,PH218.01,,,,
China,CN,35.86166,104.195397,Vietnam,VN,14.058324,108.277199,Quynh Lap 1 Power Plant (1200MW),218,19.27563,105.7802,,1200,2050,future,China Development Bank,Geleximco and Hong Kong United Investors Holding,https://www.gem.wiki/Quynh_Lap_power_station,PH218.01,,,,
China,CN,35.86166,104.195397,Vietnam,VN,14.058324,108.277199,Quynh Lap 1 Power Plant (1200MW),218,19.27563,105.7802,,1200,2050,future,China Construction Bank (CCB),Geleximco and Hong Kong United Investors Holding,https://www.gem.wiki/Quynh_Lap_power_station,PH218.01,,,,
China,CN,35.86166,104.195397,Vietnam,VN,14.058324,108.277199,Quynh Lap 1 Power Plant (1200MW),218,19.27563,105.7802,,1200,2050,future,Industrial and Commercial Bank of China (ICBC),Geleximco and Hong Kong United Investors Holding,https://www.gem.wiki/Quynh_Lap_power_station,PH218.01,,,,
South Korea,KR,35.907757,127.766922,Vietnam,VN,14.058324,108.277199,Quynh Lap 2 Power Plant (1200MW),135,19.27563,105.7802,,1200,2050,future,Export-Import Bank of Korea (Kexim),VIETNAM NATL INDUSTRY CONSTR,http://bit.ly/Mksylr,PH135.01,Posco Engineering & Construction (POSCO),,Doosan Engineering & Construction (DOOSAN),Doosan Engineering & Construction (DOOSAN)
China,CN,35.86166,104.195397,Cambodia,KH,12.565679,104.990963,Sihanoukville CIIDG Power Station 2 (700 MW),340,10.6333,103.5,,700,2050,future,Industrial and Commercial Bank of China (ICBC),Cambodia International Investment Development Group,https://www.gem.wiki/Sihanoukville_CIIDG_power_station_2,PH340.01,,,,
China,CN,35.86166,104.195397,Bosnia and Herzegovina,BA,43.915886,17.679076,Tuzla Thermal Power Plant Unit 7 (450MW),167,44.52,18.60611,,450,2050,future,China Export & Credit Insurance Corporation (Sinosure),Elektroprivreda BiH,https://www.gem.wiki/Tuzla_Thermal_Power_Plant,PH167.01,,"Alstom SA (ALSTOM), Siemens AG (SIEMENS)","Alstom SA (ALSTOM), Siemens AG (SIEMENS)","Alstom SA (ALSTOM), Siemens AG (SIEMENS)"
China,CN,35.86166,104.195397,Bosnia and Herzegovina,BA,43.915886,17.679076,Tuzla Thermal Power Plant Unit 7 (450MW),167,44.52,18.60611,666000000,450,2050,future,Export Import Bank of China (Chexim),Elektroprivreda BiH,https://www.gem.wiki/Tuzla_Thermal_Power_Plant,PH167.01,,"Alstom SA (ALSTOM), Siemens AG (SIEMENS)","Alstom SA (ALSTOM), Siemens AG (SIEMENS)","Alstom SA (ALSTOM), Siemens AG (SIEMENS)"
China,CN,35.86166,104.195397,Pakistan,PK,30.375321,69.345116,Gwadar Coal-Fired Power Plant (300MW),228,25.10798,62.34664,108000000,300,2050,future,China Communications Construction Company,CIHC Pak Power Company Limited (CPPCL),https://www.gem.wiki/Gwadar_power_station,PH228.01,"China Harbor Engineering Company, China Energy Engineering Group, Guangdong Electric Power Design Institute",,,
China,CN,35.86166,104.195397,Pakistan,PK,30.375321,69.345116,Gwadar Coal-Fired Power Plant (300MW),228,25.10798,62.34664,434000000,300,2050,future,TBD,CIHC Pak Power Company Limited (CPPCL),https://www.gem.wiki/Gwadar_power_station,PH228.01,"China Harbor Engineering Company, China Energy Engineering Group, Guangdong Electric Power Design Institute",,,
South Korea,KR,35.907757,127.766922,Indonesia,ID,-0.789275,113.921327,Jawa 9-10 Coal Plant Expansion - Banten Suralaya (2000MW),194,-5.88922,106.0336,,2000,2050,future,Korea Development Bank,"PT PLN Persero (51%), Barito 34%, KEPCO 15%",https://www.gem.wiki/Banten_Suralaya_power_station,PH194.01,Doosan and Hutama Karya,,,
Germany,DE,51.165691,10.451526,Indonesia,ID,-0.789275,113.921327,Jawa 9-10 Coal Plant Expansion - Banten Suralaya (2000MW),194,-5.88922,106.0336,,2000,2050,future,Euler Hermes,"PT PLN Persero (51%), Barito 34%, KEPCO 15%",https://www.gem.wiki/Banten_Suralaya_power_station,PH194.01,Doosan and Hutama Karya,,,
South Korea,KR,35.907757,127.766922,Indonesia,ID,-0.789275,113.921327,Jawa 9-10 Coal Plant Expansion - Banten Suralaya (2000MW),194,-5.88922,106.0336,,2000,2050,future,KEPCO,"PT PLN Persero (51%), Barito 34%, KEPCO 15%",https://www.gem.wiki/Banten_Suralaya_power_station,PH194.01,Doosan and Hutama Karya,,,
South Korea,KR,35.907757,127.766922,Indonesia,ID,-0.789275,113.921327,Jawa 9-10 Coal Plant Expansion - Banten Suralaya (2000MW),194,-5.88922,106.0336,232575000,2000,2050,future,Export-Import Bank of Korea (Kexim),"PT PLN Persero (51%), Barito Pacific (49%)",https://www.gem.wiki/Banten_Suralaya_power_station,PH194.01,Doosan and Hutama Karya,,,
South Korea,KR,35.907757,127.766922,Indonesia,ID,-0.789275,113.921327,Jawa 9-10 Coal Plant Expansion - Banten Suralaya (2000MW),194,-5.88922,106.0336,,2000,2050,future,Korea Trade Insurance Corporation (K-sure),"PT PLN Persero (51%), Barito Pacific (49%)",https://www.gem.wiki/Banten_Suralaya_power_station,PH194.01,Doosan and Hutama Karya,,,
China,CN,35.86166,104.195397,Indonesia,ID,-0.789275,113.921327,Jawa 9-10 Coal Plant Expansion - Banten Suralaya (2000MW),194,-5.88922,106.0336,,2000,2050,future,Bank of China (BOC),"PT PLN Persero (51%), Barito Pacific (49%)",https://www.gem.wiki/Banten_Suralaya_power_station,PH194.01,Doosan and Hutama Karya,,,
South Korea,KR,35.907757,127.766922,Philippines,PH,12.879721,121.774017,KEPCO Pangasinan Sual Coal Plant (1000MW),349,16.091,120.096,,1000,2050,future,KEPCO,KEPCO and Mgen,https://www.gem.wiki/Sual_KEPCO_Power_Station,PH349.01,maybe Doosan,,,
China,CN,35.86166,104.195397,Kenya,KE,-0.023559,37.906193,Lamu Coal Plant (1050MW),87,-2.29111,40.85556,,1050,2050,future,PowerChina,"Amu Power, Centum (25%), Gulf Energy (25%), China State Grid (25%), China Huadian Engineering Co Ltd (CHEC) (25%), Sichuan Electric Power Design and Consulting Company, Sichuan No. 3 Power Construction Company",http://bit.ly/1nXPrvC,PH087.01,PowerChina,"Sichuan No 3 Electric Power Construction, General Electric",General Electric (GE),
China,CN,35.86166,104.195397,Kenya,KE,-0.023559,37.906193,Lamu Coal Plant (1050MW),87,-2.29111,40.85556,,1050,2050,future,China Huadian,"Amu Power, Centum (25%), Gulf Energy (25%), China State Grid (25%), China Huadian Engineering Co Ltd (CHEC) (25%), Sichuan Electric Power Design and Consulting Company, Sichuan No. 3 Power Construction Company",http://bit.ly/1nXPrvC,PH087.01,PowerChina,"Sichuan No 3 Electric Power Construction, General Electric",General Electric (GE),
China,CN,35.86166,104.195397,Kenya,KE,-0.023559,37.906193,Lamu Coal Plant (1050MW),87,-2.29111,40.85556,1500000000,1050,2050,future,Industrial and Commercial Bank of China (ICBC),"Amu Power, Centum (25%), Gulf Energy (25%), China State Grid (25%), China Huadian Engineering Co Ltd (CHEC) (25%), Sichuan Electric Power Design and Consulting Company, Sichuan No. 3 Power Construction Company",http://bit.ly/1nXPrvC,PH087.01,PowerChina,"Sichuan No 3 Electric Power Construction, General Electric",General Electric (GE),
China,CN,35.86166,104.195397,Kenya,KE,-0.023559,37.906193,Lamu Coal Plant (1050MW),87,-2.29111,40.85556,,1050,2050,future,China Export & Credit Insurance Corporation (Sinosure),"Amu Power, Centum (25%), Gulf Energy (25%), China State Grid (25%), China Huadian Engineering Co Ltd (CHEC) (25%), Sichuan Electric Power Design and Consulting Company, Sichuan No. 3 Power Construction Company",http://bit.ly/1nXPrvC,PH087.01,PowerChina,"Sichuan No 3 Electric Power Construction, General Electric",General Electric (GE),
China,CN,35.86166,104.195397,Indonesia,ID,-0.789275,113.921327,Nagan Raya Unit 3 & 4 (400 MW Expansion),111,4.10736,96.19894,,400,2050,future,China Datang,"China Datang Overseas Investment, PT Sumberdaya Sewatama",https://www.gem.wiki/Nagan_Raya_power_station,PH111.02,,,,
China,CN,35.86166,104.195397,Vietnam,VN,14.058324,108.277199,Nam Dinh I Coal Plant (1200MW),112,20.1012,106.2136,59675000,1200,2050,future,China Gezhouba,"Acwa Power, Taekwang Power Holdings, CIC, Gezhouba",http://bit.ly/1toEfNF,PH112.01,"Gezhouba International Engineering Co., Ltd.(EnergyChina)",,Doosan (Turbine generators),
China,CN,35.86166,104.195397,Vietnam,VN,14.058324,108.277199,Nam Dinh I Coal Plant (1200MW),112,20.1012,106.2136,119350000,1200,2050,future,China Investment Corporation,"Acwa Power, Taekwang Power Holdings, CIC, Gezhouba",http://bit.ly/1toEfNF,PH112.01,"Gezhouba International Engineering Co., Ltd.(EnergyChina)",,Doosan (Turbine generators),
China,CN,35.86166,104.195397,Vietnam,VN,14.058324,108.277199,Nam Dinh I Coal Plant (1200MW),112,20.1012,106.2136,223750000,1200,2050,future,China Export & Credit Insurance Corporation (Sinosure),"Acwa Power, Taekwang Power Holdings, CIC, Gezhouba",http://bit.ly/1toEfNF,PH112.01,"Gezhouba International Engineering Co., Ltd.(EnergyChina)",,Doosan (Turbine generators),
China,CN,35.86166,104.195397,Vietnam,VN,14.058324,108.277199,Nam Dinh I Coal Plant (1200MW),112,20.1012,106.2136,223750000,1200,2050,future,China Development Bank,"Acwa Power, Taekwang Power Holdings, CIC, Gezhouba",http://bit.ly/1toEfNF,PH112.01,"Gezhouba International Engineering Co., Ltd.(EnergyChina)",,Doosan (Turbine generators),
China,CN,35.86166,104.195397,Vietnam,VN,14.058324,108.277199,Nam Dinh I Coal Plant (1200MW),112,20.1012,106.2136,223750000,1200,2050,future,Export Import Bank of China (Chexim),"Acwa Power, Taekwang Power Holdings, CIC, Gezhouba",http://bit.ly/1toEfNF,PH112.01,"Gezhouba International Engineering Co., Ltd.(EnergyChina)",,Doosan (Turbine generators),
China,CN,35.86166,104.195397,Vietnam,VN,14.058324,108.277199,Nam Dinh I Coal Plant (1200MW),112,20.1012,106.2136,223750000,1200,2050,future,Agricultural Bank of China (ABC),"Acwa Power, Taekwang Power Holdings, CIC, Gezhouba",http://bit.ly/1toEfNF,PH112.01,"Gezhouba International Engineering Co., Ltd.(EnergyChina)",,Doosan (Turbine generators),
China,CN,35.86166,104.195397,Vietnam,VN,14.058324,108.277199,Nam Dinh I Coal Plant (1200MW),112,20.1012,106.2136,223750000,1200,2050,future,Bank of China (BOC),"Acwa Power, Taekwang Power Holdings, CIC, Gezhouba",http://bit.ly/1toEfNF,PH112.01,"Gezhouba International Engineering Co., Ltd.(EnergyChina)",,Doosan (Turbine generators),
China,CN,35.86166,104.195397,Vietnam,VN,14.058324,108.277199,Nam Dinh I Coal Plant (1200MW),112,20.1012,106.2136,223750000,1200,2050,future,China Construction Bank (CCB),"Acwa Power, Taekwang Power Holdings, CIC, Gezhouba",http://bit.ly/1toEfNF,PH112.01,"Gezhouba International Engineering Co., Ltd.(EnergyChina)",,Doosan (Turbine generators),
China,CN,35.86166,104.195397,Vietnam,VN,14.058324,108.277199,Nam Dinh I Coal Plant (1200MW),112,20.1012,106.2136,223750000,1200,2050,future,Industrial and Commercial Bank of China (ICBC),"Acwa Power, Taekwang Power Holdings, CIC, Gezhouba",http://bit.ly/1toEfNF,PH112.01,"Gezhouba International Engineering Co., Ltd.(EnergyChina)",,Doosan (Turbine generators),
South Korea,KR,35.907757,127.766922,South Africa,ZA,-30.559482,22.937506,Thabametsi Coal Plant (630 MW),350,-23.6717,27.52889,133000000,630,2050,future,KEPCO,"KEPCO, Marubeni, 51% local",https://www.gem.wiki/Thabametsi_power_station,PH350.01,Doosan,Doosan,Doosan,
China,CN,35.86166,104.195397,Pakistan,PK,30.375321,69.345116,ThalNova Power Station (330MW),163,24.776,70.4,,330,2050,future,China Development Bank,ThalNova Power,https://www.gem.wiki/ThalNova_power_station,PH163.04,"Hubco, Thal Limited, China Machinery Engineering Corporation (CMEC>SinoMach), Descon Engineering Limited",,,
China,CN,35.86166,104.195397,Mozambique,MZ,-18.665695,35.529562,Ncondezi Coal Plant Phase 2 and later (1500MW),113,-15.5958,32.76472,,1500,2050,future,SinoMach,Ncondezi Energy,http://bit.ly/1eYfGr7,PH113.02,China Machinery Engineering Corp (SinoMach),General Electric,General Electric,General Electric
China,CN,35.86166,104.195397,Mozambique,MZ,-18.665695,35.529562,Ncondezi Coal Plant Phase I (300MW),113,-15.5958,32.76472,,300,2050,future,SinoMach,Ncondezi Energy,https://www.gem.wiki/Ncondezi_power_station,PH113.01,China Machinery Engineering Corp (SinoMach),General Electric,General Electric,General Electric
China,CN,35.86166,104.195397,Mozambique,MZ,-18.665695,35.529562,Ncondezi Coal Plant Phase I (300MW),113,-15.5958,32.76472,,300,2050,future,China Export & Credit Insurance Corporation (Sinosure),Ncondezi Energy,https://www.gem.wiki/Ncondezi_power_station,PH113.01,China Machinery Engineering Corp,General Electric,General Electric,General Electric
China,CN,35.86166,104.195397,Mozambique,MZ,-18.665695,35.529562,Ncondezi Coal Plant Phase I (300MW),113,-15.5958,32.76472,,300,2050,future,Industrial and Commercial Bank of China (ICBC),Ncondezi Energy,http://bit.ly/1eYfGr7,PH113.01,China Machinery Engineering Corp,General Electric,General Electric,General Electric
China,CN,35.86166,104.195397,Pakistan,PK,30.375321,69.345116,Arifwala Grange Coal Plant (150MW),363,30.28519,73.06234,,150,2050,future,China Aviation Industry Corp,Grange (China Western Power Industrial Co.),https://www.gem.wiki/Grange_Holdings_power_station,PH363.01,EnergyChina,,,
China,CN,35.86166,104.195397,Turkey,TR,38.963745,35.243322,AYAS Coal-Fired Power Plant (625 MW),235,36.82211,35.86753,,625,2050,future,Sinomach,OYAK and Evonik,https://www.gem.wiki/Ayas_power_station,PH235.01,CMEC (Sinomach),,,
China,CN,35.86166,104.195397,Turkey,TR,38.963745,35.243322,AYAS Coal-Fired Power Plant (625 MW),235,36.82211,35.86753,,625,2050,future,Industrial and Commercial Bank of China (ICBC),OYAK and Evonik,https://www.gem.wiki/Ayas_power_station,PH235.01,CMEC (Sinomach),,,
China,CN,35.86166,104.195397,Turkey,TR,38.963745,35.243322,AYAS Coal-Fired Power Plant (625 MW),235,36.82211,35.86753,,625,2050,future,China Construction Bank (CCB),OYAK and Evonik,https://www.gem.wiki/Ayas_power_station,PH235.01,CMEC (Sinomach),,,
China,CN,35.86166,104.195397,Turkey,TR,38.963745,35.243322,AYAS Coal-Fired Power Plant (625 MW),235,36.82211,35.86753,,625,2050,future,Bank of China (BOC),OYAK and Evonik,https://www.gem.wiki/Ayas_power_station,PH235.01,CMEC (Sinomach),,,
China,CN,35.86166,104.195397,Indonesia,ID,-0.789275,113.921327,Bataan Coal Plant (600MW),373,-5.55345,119.9631,,600,2050,future,TBD,,,PH373.01,EnergyChina,,,
China,CN,35.86166,104.195397,Vietnam,VN,14.058324,108.277199,Cong Thanh Coal Plant (600MW),367,19.358,105.779,,600,2050,future,EnergyChina,Cong Thanh Group,https://www.gem.wiki/Cong_Thanh_power_station,PH367.01,EnergyChina,,,
China,CN,35.86166,104.195397,Mozambique,MZ,-18.665695,35.529562,CTTM Coal Plant (700MW),357,-16.1441,33.60695,,700,2050,future,PowerChina,,,PH357.01,PowerChina,,,
China,CN,35.86166,104.195397,Djibouti,DJ,11.825138,42.590275,Djibouti Coal Plant (150MW),362,11.57472,43.14861,,150,2050,future,PowerChina,,https://www.zawya.com/mena/en/project/230819024644/150-mw-djibouti-coal-fired-power-plant-project/participants-and-contacts/,PH362.01,SEPCO3 (PowerChina),,,
China,CN,35.86166,104.195397,Bosnia and Herzegovina,BA,43.915886,17.679076,Gacko II Coal Plant (350MW),366,43.17226,18.51273,,350,2050,future,Sinomach,Elektroprivreda Republike Srpske,https://www.gem.wiki/Gacko_Thermal_Power_Plant,PH366.01,China Machinery Engineering Corp (SinoMach),,,
