"�..EVENT_ID_CNTY","EVENT_DATE","YEAR","EVENT_TYPE","SUB_EVENT_TYPE","ACTOR1","ASSOC_ACTOR_1","ACTOR2","ASSOC_ACTOR_2","REGION","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","SOURCE","SOURCE_SCALE","NOTES","FATALITIES"
"SUD12775","16-February-2014",2014,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Sudan)","","Civilians (Sudan)","Aid Workers (Sudan); ICRC: International Committee of the Red Cross and Red Crescent; Health Workers (Sudan)","Northern Africa","Sudan","South Kordofan","Abu Jubayhah","","Abu Jubaiha",11.454,31.236,"Aid Worker Security Database","Local partner-Other","'A Sudanese Red Crescent Society volunteer died in a landmine explosion, when he was on his way to respond to an emergency.'",1
"SUD6489","16-May-2014",2014,"Explosions/Remote violence","Air/drone strike","Military Forces of Sudan (1989-2019)","","Civilians (Sudan)","Health Workers (Sudan)","Northern Africa","Sudan","South Kordofan","Delami","","El Fangalo",11.418,29.995,"Radio Dabanga","National","Sudanese Air Forces dropped 3 bombs a health center in Kaguro, north west of Fanga, in East Jebel Marra",0
"SUD6635","16-June-2014",2014,"Explosions/Remote violence","Air/drone strike","Military Forces of Sudan (1989-2019)","","Civilians (Sudan)","Health Workers (Sudan); MSF: Doctors Without Borders","Northern Africa","Sudan","South Kordofan","Talawdi","","Frandala",10.657,30.138,"UNSG CAAC; Sudan Consortium; Radio Dabanga","Other-National","The Sudanese Air Force partially destroyed an MSF hospital when it bombed Farandallah village. 5 civilians and 1 MSF staff were injured - 2 later died of their injuries. Sudanese military denied the attack.",2
"SUD7438","15-January-2015",2015,"Explosions/Remote violence","Air/drone strike","Military Forces of Sudan (1989-2019)","","Civilians (Sudan)","Health Workers (Sudan); MSF: Doctors Without Borders","Northern Africa","Sudan","South Kordofan","Talawdi","","Frandala",10.657,30.138,"Amnesty International","Other","SAF bomb MSF hospital in Frandala. Several injured.",0
"SUD7471","20-January-2015",2015,"Explosions/Remote violence","Air/drone strike","Military Forces of Sudan (1989-2019)","","Civilians (Sudan)","Health Workers (Sudan); MSF: Doctors Without Borders","Northern Africa","Sudan","South Kordofan","Talawdi","","Frandala",10.657,30.138,"Radio Dabanga","National","An MSF hospital located in Frandala in the Nuba Mountains was targeted in an aerial bombing on January 20. 2 injuries reported. 13 bombs were dropped, 2 of which landed inside the hospital compound.",0
"SUD7625","16-February-2015",2015,"Explosions/Remote violence","Air/drone strike","Military Forces of Sudan (1989-2019)","","Civilians (Sudan)","Health Workers (Sudan)","Northern Africa","Sudan","South Kordofan","Heiban","","Heiban",11.211,30.525,"Amnesty International","Other","SAF bomb Heiban Rural Hospital. 1 killed.",1
"SYR34645","11-January-2017",2017,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-) Syrian Arab Air Force","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Dara","Dara","Mzeireb","Tafas",32.736,36.067,"Undisclosed Source; SNHR","Local partner-Other","On 11 January 2017, regime warplanes conducted airstrikes near Tafas City Hospital in Dar'a governorate. As a result, the hospital building was partially damaged. Casualties unknown.",0
"SYR43334","15-January-2017",2017,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2000-)","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Homs","Ar Rastan","Talbiseh","Talbiseh",34.843,36.727,"SNHR","Local partner-Other","Military Forces of Syria shelled Talbiseh in northern Homs countryside with artillery fire, killing 1 paramedic.",1
"SYR39382","19-January-2017",2017,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-)","Military Forces of Syria (2000-) Syrian Arab Air Force","Opposition Rebels (Syria)","Civilians (Syria); Health Workers (Syria)","Middle East","Syria","Rural Damascus","Az Zabdani","Ein Elfijeh","Ein Elfijeh",33.615,36.182,"SNHR; Undisclosed Source","Local partner-Other","Syrian regime forces targeted civilian areas in Ein Elfijeh village in Rural Damascus with 68 artillery shells as a regime warplane targeted a civilian area with a missile, which injured two people. Regime forces also fired small arms fire toward Ein Elfijeh killing 1 opposition rebel and 1 paramedic, who's also a member of the Wadi Barada Medical Committee.",2
"SYR1188","20-January-2017",2017,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-)","Military Forces of Syria (2000-) Syrian Arab Air Force","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Rural Damascus","Az Zabdani","Ein Elfijeh","Wadi Barada",33.62,36.129,"SOHR","Other","Under the regime's aerial bombardment cover, regime snipers killed two activist doctors and injuring many others in the Wadi Barada area.",2
"SYR23588","01-February-2017",2017,"Explosions/Remote violence","Air/drone strike","Global Coalition Against Daesh","","Civilians (Syria)","SARC: Syrian Arab Red Crescent; Health Workers (Syria); Aid Workers (Syria)","Middle East","Syria","Idleb","Idleb","Idleb","Idleb",35.929,36.635,"White Helmets; SNHR; Liveuamap; SOHR; Airwars","Local partner-Other","On 1 February 2017, Coalition Forces conducted airstrikes targeting Idleb city. As a result, 6 SARC members were injured and the Carlton Hotel, used as HQ by SARC, was hit and rendered inoperable. There were no fatalities.",0
"SYR1979","02-February-2017",2017,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-) Syrian Arab Air Force","Military Forces of Russia (2000-)","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Damascus","Damascus","Damascus","Damascus - Qaboun",33.55,36.34,"SNHR; SOHR; Liveuamap","Local partner-Other","On 2 February 2017, regime and Russian warplanes carried out airstrikes targeting Damascus - Qaboun neighborhood. As a result, 5 civilians were killed and Al-Hayat Surgical Hospital and its equipment were partially damaged. 5 fatalities.",5
"SYR23616","03-February-2017",2017,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-)","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Deir ez Zor","Al Mayadin","Al Mayadin","Al Mayadin",35.025,40.428,"Liveuamap; SNHR","Local partner-Other","On 3 February 2017, Russian warplanes carried out airstrikes targeting Al Mayadin city in Deir-Ez-Zor governorate. As a result, 1 to 5 civilians were killed, the Modern Medicine Hospital's building was severely damaged, and the IT school's building was partially damaged. 1 fatality.",1
"SYR23673","06-February-2017",2017,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-) Syrian Arab Air Force","Military Forces of Syria (2000-)","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Hama","Muhradah","Kafr Zeita","Kafr Zeita",35.374,36.602,"SOHR; SHAM; Liveuamap","Local partner-New media","The city of Kafr Zeita in Rural Hama was subjected to multiple attacks by regime warplanes, helicopters, missiles, and ground artillery shelling. The attacks, which utilized naval mines, destroyed Kafr Zeita Specialized Hospital, killed a woman and injured other people.",1
"SYR39471","06-February-2017",2017,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-)","","Jaysh al Nasr","Civilians (Syria); Health Workers (Syria)","Middle East","Syria","Hama","Hama","Hama","Hama",35.134,36.761,"SHAM","National","Russian warplanes targeted military and medical positions of Jaish Al-Nasr in Rural Hama killing one person and injuring many others.",1
"SYR95132","13-February-2017",2017,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-)","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Dara","Dara","Dara","Dar'a",32.624,36.105,"SNHR","Local partner-Other","On 13 February 2017, Russian warplanes conducted airstrikes targeting Dar'a Al-Balad neighborhood in Dar'a city. As a result, a field hospital and its equipment were impacted. Casualties unknown.",0
"SYR2740","15-February-2017",2017,"Explosions/Remote violence","Air/drone strike","Allied Syrian and/or Russian Forces","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Dara","Dara","Mzeireb","Yadudeh",32.669,36.06,"SOHR; SNHR","Local partner-Other","On 15 February 2017, Syrian and/or Russian warplanes conducted airstrikes targeting Yadudeh town in Dar'a governorate. As a result, a field hospital was hit and rendered inoperable. Casualties unknown.",0
"SYR39504","16-February-2017",2017,"Explosions/Remote violence","Air/drone strike","Global Coalition Against Daesh","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Aleppo","Al Bab","Al Bab","Al Bab",36.37,37.515,"SNHR; Airwars","Local partner-Other","On 16 February 2017, Coalition Forces conducted airstrikes targeting the surrounding of Souk Al-Hal and the Cultural Center of Al Bab city in Aleppo governorate. As a result, 8 to 10 civilians were killed and a field hospital was damaged and rendered inoperable. 8 fatalities.",8
"SYR2886","19-February-2017",2017,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-)","Military Forces of Syria (2000-) Syrian Arab Air Force","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Dara","Dara","Dara","Dar'a",32.624,36.105,"SNHR; SOHR; Undisclosed Source","Local partner-Other","Regime helicopters dropped barrel bombs on areas in Dar'a Al-Balad in Dar'a as ground-to-ground missiles fired on the area killed a nurse and another man.",2
"SYR2893","19-February-2017",2017,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-) Syrian Arab Air Force","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Dara","Dara","Dara","Nasib",32.551,36.187,"SOHR; White Helmets; SNHR","Local partner-Other","On 19 February 2017, regime warplanes conducted airstrikes targeting Nasib town in the southern countryside of Dar'a governorate. As a result, 4 to 7 civilians, including 3 women, were killed, a field hospital and its equipment were damaged and rendered inoperable and Ali bin Abi Taleb Mosque was severely damaged and rendered temporarily inoperable. 4 fatalities.",4
"SYR3058","21-February-2017",2017,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-) Syrian Arab Air Force","Military Forces of Syria (2000-)","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Idleb","Idleb","Maaret Tamsrin","Ma'arrat Tamasrin",36.014,36.673,"SNHR; Undisclosed Source; SOHR; White Helmets","Local partner-Other","On 21 February 2017, regime warplanes conducted airstrikes in conjunction with regime ground forces firing artillery shells which targeted Ma'arrat Tamasrin town in the northern countryside of Idlib governorate. As a result, 12 civilians were killed, 21 were injured and Martyr Mohamad Bath Hospital's building was partially damaged. 12 fatalities.",12
"SYR3120","22-February-2017",2017,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-) Syrian Arab Air Force","","Islamist Militia (Syria)","Civilians (Syria); Health Workers (Syria)","Middle East","Syria","Hama","Hama","Hamra","Jeb Elothman",35.502,37.237,"SOHR","Other","16 people including 11 fighters of Islamic factions and a media man in an Islamic movement and 4 paramedics in tens of raids by warplanes on places in the hills of Osman in the northwestern countryside of Hama. Fatalities split across 4 similar events.",4
"SYR3111","22-February-2017",2017,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-) Syrian Arab Air Force","","Islamist Militia (Syria)","Civilians (Syria); Health Workers (Syria)","Middle East","Syria","Hama","Hama","Hama","Hama",35.134,36.761,"SOHR","Other","16 people including 11 fighters of Islamic factions and a media man in an Islamic movement and 4 paramedics killed in tens of raids by warplanes on places in al-Bana and Tal Hawash in the northwestern countryside of Hama. Fatalities split across 4 similar events.",4
"SYR43455","22-February-2017",2017,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-) Syrian Arab Air Force","","Islamist Militia (Syria)","Civilians (Syria); Health Workers (Syria); Journalists (Syria)","Middle East","Syria","Hama","As Suqaylabiyah","As Suqaylabiyah","Al-Janabrah",35.411,36.459,"SNHR; SOHR","Local partner-Other","16 people, including 11 fighters of Islamic factions, a media activist for an Islamic movement, and 4 paramedics, were killed in tens of raids by regime warplanes on places in al-Janabrah and Tal Hawash in the northwestern countryside of Hama. 16 fatalities split evenly between the 2 locations.",8
"SYR3092","22-February-2017",2017,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-) Syrian Arab Air Force","","Islamist Militia (Syria)","Civilians (Syria); Health Workers (Syria)","Middle East","Syria","Hama","As Suqaylabiyah","Madiq Castle","Jabriyah",35.434,36.45,"White Helmets; SOHR; Undisclosed Source; SHAM","Local partner-Other","16 people, including 11 fighters of Islamic factions, a media man in an Islamic movement, and 4 paramedics, were killed in tens of raids by regme warplanes on places in Jabriya area and its vicinity as well as other nearby areas in the northwestern countryside of Hama. Fatalities split across 4 similar events.",4
