"�..EVENT_ID_CNTY","EVENT_DATE","YEAR","EVENT_TYPE","SUB_EVENT_TYPE","ACTOR1","ASSOC_ACTOR_1","ACTOR2","ASSOC_ACTOR_2","REGION","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","SOURCE","SOURCE_SCALE","NOTES","FATALITIES"
"SYR20885","06-February-2018",2018,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-) Syrian Arab Air Force","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Rural Damascus","Rural Damascus","Kafr Batna","Beit Sawa",33.538,36.4,"Undisclosed Source; SNHR; SOHR","Local partner-Other","On 6 February 2018, regime warplanes conducted airstrikes in conjunction with ground forces firing artillery shells targeting Beit Sawa town in Rural Damascus governorate. As a result, 2 civilians were killed, 7 were injured, the dispensary of the town and Women Now for Development Center were destroyed and rendered inoperable. 2 fatalities.",2
"SYR20962","06-February-2018",2018,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-) Syrian Arab Air Force","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Idleb","Idleb","Saraqab","Saraqab",35.861,36.806,"SOHR; Undisclosed Source; SNHR; Liveuamap","Local partner-Other","On 6 February 2018, regime warplanes conducted airstrikes targeting Saraqab city and its outskirts in Idleb governorate. As a result, several civilians were injured and the blood bank of Saraqeb and its equipment were severely damaged and rendered inoperable. There were no fatalities.",0
"SYR20980","06-February-2018",2018,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-)","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Idleb","Al Mara","Kafr Nobol","Termala",35.524,36.482,"SNHR; Airwars; Liveuamap; SOHR","Local partner-Other","On 6 February 2018, Russian warplanes carried out airstrikes on Termala village in southern Idleb governorate. As a result, 3 to 5 civilians, including a child and 2 women, were killed, the Children Hospital and a secondary school in the northern neighborhood of the village were damaged. 3 fatalities.",3
"SYR21159","08-February-2018",2018,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-)","","Civilians (Syria)","Syrian Civil Defence; Health Workers (Syria)","Middle East","Syria","Idleb","Al Mara","Khan Shaykun","Khan Shaykun",35.444,36.65,"Aid Worker Security Database; Airwars; SOHR; Liveuamap; SNHR","Local partner-Other","On 8 February 2018, Russian warplanes carried out airstrikes on Khan Shaykun in Idleb province, killing 3 Syrian Civil Defense members, injuring 5 others, and putting the Civil Defense center, a SCD ambulance and Al Rahma Hospital out of service. 3 fatalities.",3
"SYR21170","08-February-2018",2018,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-)","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Idleb","Jisr Ash Shugur","Jisr Ash Shugur","Meshmeshan",35.86,36.368,"Liveuamap; Undisclosed Source; SNHR; Airwars; SOHR","Local partner-Other","On 8 February 2018, Russian warplanes conducted airstrikes targeting Meshmeshan town in Idleb governorate. As a result, 6 to 8 civilians were killed, 16 were injured, a hospital and a first aid center in Meshmeshan were hit and rendered inoperable and Meshmshan High School for Boys and Meshmshan High School for girl were partially destroyed. 6 fatalities.",6
"SYR21294","10-February-2018",2018,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Syria)","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Deir ez Zor","Deir ez Zor","Deir ez Zor","Deir-ez-Zor",35.332,40.146,"SOHR","Other","A landmine exploded in an ambulance on the road linking between the area of Al-Khorafy in the western countryside of Deir-ez-Zor, resulting in the death of the driver.",1
"SYR21489","13-February-2018",2018,"Explosions/Remote violence","Air/drone strike","Military Forces of Turkey (2016-)","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Aleppo","Afrin","Afrin","Afrin",36.511,36.865,"Airwars; SOHR; Liveuamap; SNHR","Local partner-Other","The Turkish forces artillery struck Afrin city in Aleppo with three shells hitting a hospital, which killed 3 civilians. Additionally, the Turkish fixed-wing aircraft bombed the city, killing 1 civilian. Total fatalities coded as 4.",4
"SYR21577","14-February-2018",2018,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-)","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Idleb","Al Mara","Kafr Nobol","Has",35.619,36.595,"Liveuamap; SOHR; Airwars; SNHR; Undisclosed Source","Local partner-Other","On 14 February 2018, Russian warplanes conducted airstrikes targeting Has town in western Idleb governorate. As a result, 1 child was killed, 5 civilians were injured and a German-supported Sham Surgical Hospital and its equipment were destroyed and rendered inoperable. 1 fatality.",1
"SYR21671","15-February-2018",2018,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-)","Military Forces of Syria (2000-)","Jaysh al Nasr","Civilians (Syria); Syrian Civil Defence; Health Workers (Syria)","Middle East","Syria","Idleb","Al Mara","Kafr Nobol","Termala",35.524,36.482,"Liveuamap; SOHR; Airwars; Aid Worker Security Database; SNHR","Local partner-Other","On 15 February 2018, Russian warplanes conducted airstrikes in conjunction with regime forces firing a ground-to-ground missile targeting Termala town in southern Idleb governorate. as a result, 7 people, including 1 Civil Defense member, 1 member of the Hama Health Directorate, and 5 Jaysh al Nasr fighters were killed and 2 SCD ambulances were hit and rendered inoperable. 7 fatalities.",7
"SYR21880","19-February-2018",2018,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-)","Military Forces of Syria (2000-) Syrian Arab Air Force; Allied Syrian and/or Russian Forces","Civilians (Syria)","Aid Workers (Syria); Health Workers (Syria)","Middle East","Syria","Rural Damascus","Duma","Duma","Duma",33.571,36.405,"Aid Worker Security Database; SOHR; Liveuamap","Local partner-Other","On 19 February, 2018, regime missile shelling on the Eastern Ghouta put at least 2 medical points out of service as Syrian or Russian warplanes and regime helicopters carried out strikes on the area. Accounting for 67 known fatalities in Duma including 3 INGO staff members and aid workers, Beit Sawa, Hezzeh, and Kafr Batna, Jisrein, Hamouriya, Saqba, and Otaya, airstrikes and shelling on the Eastern Ghouta area resulted in 60 additional fatalities, possibly occurring in these and other towns such as Eftreis, Nashabiyeh, and Al-Shifunya.",14
"SYR22091","21-February-2018",2018,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-) Syrian Arab Air Force","Military Forces of Syria (2000-); Military Forces of Russia (2000-)","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Rural Damascus","Duma","Duma","Duma",33.571,36.405,"Undisclosed Source; Aid Worker Security Database; Liveuamap; SOHR; SNHR; SHAM","Local partner-Other","On 21 February 2018, Russian warplanes conducted airstrikes while regime helicopters dropped barrel bombs in conjunction with ground forces firing artillery shells targeting Duma city in Rural Damascus governorate. As a result, 18 civilians were killed, 67 were injured and al Yaman Hospital was severely damaged and rendered inoperable. 18 fatalities.",18
"SYR22517","25-February-2018",2018,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-)","Military Forces of Syria (2000-)","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Rural Damascus","Rural Damascus","Kafr Batna","Saqba",33.518,36.384,"SOHR; Undisclosed Source; SNHR; Airwars; SHAM","Local partner-Other","On 25 February 2018, Russian warplanes conducted airstrikes while regime forces fired artillery shells targeting residential areas in Saqba city in Rural Damascus governorate. As a result, 2 civilians were killed, several were wounded and al Zahraa Gynecology Hospital supported by Syrian American Medical Society (SAMS) was destroyed and rendered inoperable. 2 fatalities.",2
"SYR95040","02-March-2018",2018,"Explosions/Remote violence","Air/drone strike","Global Coalition Against Daesh","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Deir ez Zor","Abu Kamal","Susat","Shafa",34.573,40.94,"SNHR","Local partner-Other","On 2 March 2018, Coalition Forces warplanes conducted airstrikes targeting Shafa village in Deir-ez-Zor governorate. As a result, Nabd al Hayat Hospital was hit and rendered inoperable. Casualties unknown.",0
"SYR29189","06-March-2018",2018,"Explosions/Remote violence","Air/drone strike","Military Forces of Turkey (2016-)","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Aleppo","Afrin","Jandairis","Jandairis",36.392,36.69,"Airwars; Liveuamap; SNHR; SOHR","Local partner-Other","Turkish warplanes bombed a medical center in Jandires in Aleppo, killing 1 and injuring 3 civilians.",1
"SYR29319","07-March-2018",2018,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-)","Military Forces of Russia (2000-)","Civilians (Syria)","Aid Workers (Syria); Health Workers (Syria)","Middle East","Syria","Rural Damascus","Duma","Duma","Duma",33.571,36.405,"SHAM; SOHR; Airwars; Liveuamap; Undisclosed Source; SNHR; Aid Worker Security Database","Local partner-Other","On 7 March, 2018, Russian warplanes carried out 4 raids on the town of Duma which killed 13 people including 3 aid volunteers who died during emergency response operations and injured 18 others while regime forces fired ground-to-ground missiles and artillery shells at the town. One of the aid volunteers who was critically injured and died the following day (March 8th) in the hospital. At least 11 deceased civilians were pulled from the rubble the following day. Total fatalities coded to 24.",24
"SYR29661","12-March-2018",2018,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-)","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Hama","Muhradah","Kafr Zeita","Kafr Zeita",35.374,36.602,"SOHR; Liveuamap; Airwars; SNHR; SHAM","Local partner-Other","On 12 March 2018, Russian warplanes conducted airstrikes targeting Kafr Zeita town in northern Hama governorate. As a result, 2 civilians were injured and Kafr Zita Specialized Hospital was severely damaged and rendered inoperable. There were no fatalities.",0
"SYR29693","12-March-2018",2018,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-)","Military Forces of Syria (2000-)","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Idleb","Idleb","Teftnaz","Teftnaz",35.998,36.783,"Undisclosed Source; SNHR; Liveuamap; Airwars; SOHR","Local partner-Other","On 12 March 2018, Russian warplanes conducted airstrikes while regime forces fired artillery shells targeting Teftnaz village in Idleb governorate. As a result, 26 civilians were killed of which 20 were children, 2 to 18 civilians were injured, kindergarten was hit and Al Nour Hospital (Gynecology & Pediatrics) was damaged. 26 fatalities.",26
"SYR29802","14-March-2018",2018,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-)","Military Forces of Syria (2000-) Syrian Arab Air Force; Military Forces of Russia (2000-)","Civilians (Syria)","Aid Workers (Syria); Health Workers (Syria)","Middle East","Syria","Rural Damascus","Rural Damascus","Kafr Batna","Hezzeh",33.519,36.363,"Undisclosed Source; SHAM; Aid Worker Security Database; Airwars; SOHR; SNHR","Local partner-Other","On 14 March, 2018, regime forces shelled Hezzeh town in Rural Damascus in conjunction with Russian airstrikes on the town and the dropping of barrels bombs by the regime helicopters. '1 aid volunteer was killed by a secondary Syrian and/or Russian airstrike in Hezzeh, Rural Damascus when he was helping civilians affected by an earlier aerial attack. The organization's service center and an ambulance were also destroyed in the incident.' Between 3 and 7 other civilians were killed and others were wounded. Total fatalities coded to 4.",4
"SYR29909","16-March-2018",2018,"Explosions/Remote violence","Air/drone strike","Military Forces of Turkey (2016-)","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Aleppo","Afrin","Afrin","Afrin",36.511,36.865,"Liveuamap; Airwars; SOHR","Local partner-Other","Turkish ground forces shelled and warplanes carried out raids on areas of Afrin city, including a hospital, which killed between 40 to 48 civilians, and injured between 29 and 45.",40
"SYR30058","18-March-2018",2018,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-)","Military Forces of Syria (2000-)","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Rural Damascus","Duma","Harasta","Harasta",33.564,36.371,"SHAM; SOHR; Airwars; SNHR","Local partner-Other","On 18 March 2018, Russian warplanes conducted airstrikes in conjunction with regime forces firing artillery shells and missiles targeting Harasta city in Rural Damascus governorate. As a result, 5 civilians were killed, 2 were injured and Harasta Hospital and its equipment were damaged. 5 fatalities.",5
"SYR30782","01-April-2018",2018,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-)","","Civilians (Syria)","Refugees/IDPs (Syria); Health Workers (Syria)","Middle East","Syria","Idleb","Ariha","Ariha","Ariha",35.814,36.61,"SOHR; Airwars; SNHR","Local partner-Other","On 1 April 2018, Russian warplanes carried out 2 raids on Ariha city and Eastern Ghouta IDP camp in Idleb governorate. As a result, 2 civilians were killed, 2 were wounded, several tents from the IDP camp were destroyed, a school was partially damaged and Al Amin Medical Complex's building, furniture, equipment and 5 of its ambulances were hit and partially destroyed. 2 fatalities.",2
"SYR30818","01-April-2018",2018,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-)","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Idleb","Ariha","Ariha","Orm Eljoz",35.791,36.567,"SNHR; Airwars; SOHR","Local partner-Other","On 1 April 2018, Russian warplanes carried out strikes on Orm Eljoz town in central Idleb governorate. As a result, 1 civilian was killed, 2 were injured and a dispensary was partially damaged. 1 fatality.",1
"SYR31016","05-April-2018",2018,"Explosions/Remote violence","Remote explosive/landmine/IED","Islamic State (Syria)","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Ar Raqqa","Ar Raqqa","Ar Raqqa","Ar-Raqqa - Andalus",35.967,38.994,"SNHR; SOHR","Local partner-Other","A landmine exploded near the al-Andalus mosque on Tall Abyad street in the town of ar-Raqqa, killing 3 men including 1 Kurdish emergency response team (ERT) worker.",3
"SYR31141","07-April-2018",2018,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-) Syrian Arab Air Force","Military Forces of Syria (2000-); Military Forces of Russia (2000-)","Civilians (Syria)","SARC: Syrian Arab Red Crescent; Aid Workers (Syria); Health Workers (Syria)","Middle East","Syria","Rural Damascus","Duma","Duma","Duma",33.571,36.405,"SNHR; SHAM","Local partner-Other","On 7 April 2018, Russian and Syrian warplanes conducted airstrikes in conjunction with regime helicopters dropping barrel bombs and ground forces firing artillery shells targeting Duma city in Rural Damascus governorate. As a result, 7 civilians were killed, several were injured and the SARC building was destroyed and rendered inoperable. 7 fatalities.",7
"SYR31146","07-April-2018",2018,"Explosions/Remote violence","Air/drone strike","Military Forces of Russia (2000-)","Military Forces of Syria (2000-)","Civilians (Syria)","Syrian Civil Defence; Health Workers (Syria)","Middle East","Syria","Hama","Muhradah","Kafr Zeita","Kafr Zeita",35.374,36.602,"SHAM; SNHR; SOHR","Local partner-Other","On 7 April 2018, Russian warplanes conducted airstrikes in conjunction with regime forces firing artillery shells targeting Kafr Zeita town in Idleb governorate. As a result, a hospital was damaged and the Syrian Civil Defense northern sector command center and its equipment were severely damaged. Casualties unknown.",0
"SYR31814","19-April-2018",2018,"Explosions/Remote violence","Air/drone strike","Allied Syrian and/or Russian Forces","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Damascus","Damascus","Damascus","Yarmouk Camp",33.473,36.307,"Liveuamap; SNHR; SOHR","Local partner-Other","On 19 April 2018, Syrian or Russian warplanes carried out airstrikes targeting Yarmouk Camp and Palestine Hospital south of Damascus city. As a result, 2 civilians were killed, several were wounded and the hospital and its equipment were destroyed and rendered inoperable. 2 fatalities.",2
"SYR32082","25-April-2018",2018,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-) Syrian Arab Air Force","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Idleb","Al Mara","Heish","Kafrsajna",35.527,36.59,"SOHR; SNHR; Liveuamap; Undisclosed Source","Local partner-Other","On 25 April 2018, Syrian warplanes conducted airstrikes while helicopters dropped 8 barrel bombs targeting a medical dispensary in Kafrsajna town in Idleb governorate. As a result, 2 civilians were killed, the medical dispensary was destroyed and rendered inoperable, and Tishreen Elementary School and Ammar bin Yasser Elementary School and their equipment were partially damaged.",2
"SYR46925","29-April-2018",2018,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-) Syrian Arab Air Force","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Homs","Ar Rastan","Talbiseh","Alzaafaranah",34.892,36.78,"White Helmets; SNHR","Local partner-Other","On 29 April 2018, regime warplanes carried out 35 airstrikes targeting Alzaafaranah village in Homs governorate. As a result, 4 civilians were injured, a makeshift hospital was partially damaged and Thu al Nourayn Primary School was partially destroyed and rendered inoperable. There were no fatalities.",0
"SYR46929","30-April-2018",2018,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-) Syrian Arab Air Force","Military Forces of Syria (2000-)","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Homs","Ar Rastan","Ar Rastan","Ar-Rastan",34.924,36.731,"SNHR; White Helmets","Local partner-Other","On 30 April 2018, regime warplanes and helicopters conducted several airstrikes and dropped 12 barrel bombs on the town of Ar-Rastan in Homs, several of which fell near a makeshift hospital. Regime ground forces fired 25 artillery shells and 70 rockets into the area. The aerial and ground attack resulted in the killing of 2 women, and the injury of 29 civilians, including 7 children and 6 women and the severe damaging of a makeshift hospital and a service car, rendering them inoperable. 2 fatalities.",2
"SYR32493","02-May-2018",2018,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-)","Allied Syrian and/or Russian Forces","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Hama","Muhradah","Kafr Zeita","Kafr Zeita",35.374,36.602,"SNHR; Liveuamap; SHAM; SOHR","Local partner-Other","Regime and/or Russian warplanes carried out airstrikes on Kafr Zeita city in Hama, targeting even the main hospital, as regime forces shelled the outskirts of the town. The airstrikes killed 1 hospital employee and injured an unknown number of people, also causing significant material damage to the hospital and rendering it out of service.",1
"SYR33304","25-May-2018",2018,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2000-)","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Dara","Dara","Dara","Dar'a",32.624,36.105,"SOHR; Undisclosed Source","Local partner-Other","Regime forces shelled the Dar'a al-Balad area of Dar'a city, which caused material damage. One female doctor and another civilian were injured by the shelling while no fatalities were reported.",0
"SYR33867","09-June-2018",2018,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Syria)","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Dara","Dara","Mzeireb","Tal Shihab",32.689,35.984,"SOHR","Other","Unknown gunmen threw a stun grenade on the house of a doctor in Tal Shihab town in Dar'a countryside. Neither injuries nor fatalities were reported.",0
"SYR33933","11-June-2018",2018,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-) Syrian Arab Air Force","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Idleb","Idleb","Bennsh","Bennsh",35.957,36.714,"SNHR; Undisclosed Source; Liveuamap; SOHR","Local partner-Other","On 11 June 2018, regime warplanes conducted several airstrikes on Bennsh city in the Idleb countryside, including near the Islamic Medical Complex, near Mamdouh Shu'aub High School, the city's Girls' High School and Mustafa Farhat School. As a result, 2 civilians were killed, 20 were injured including 6 children, and the building and equipment of the medical complex were damaged and all 3 schools' had their building and furniture partially destroyed. 2 fatalities.",2
"SYR41027","24-June-2018",2018,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-) Syrian Arab Air Force","Military Forces of Russia (2000-)","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Dara","Izra","Hrak","Hrak",32.751,36.304,"SOHR; Undisclosed Source; SNHR","Local partner-Other","On 24 June 2018, Russian and Syrian warplanes carried out airstrikes on Hrak city in Dar'a governorate, killing between 1 to 2 civilians and injuring 2 more. Further, a field hospital in Hrak was rendered inoperable as a result of the bombardment and its equipment were destroyed. 1 fatality.",1
"SYR41135","26-June-2018",2018,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-) Syrian Arab Air Force","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Dara","Dara","Mseifra","Mseifra",32.632,36.339,"SNHR; Liveuamap; Undisclosed Source","Local partner-Other","On 26 June 2018, regime warplanes carried out airstrikes on Mseifra town in the Dar'a countryside, injuring 10 civilians, including 2 women and 2 children. In addition, several missiles were dropped on the central hospital of Mseifra, severely damaged it and rendering it inoperable. There were no fatalities.",0
"SYR47088","06-July-2018",2018,"Explosions/Remote violence","Remote explosive/landmine/IED","Military Forces of Syria (2000-)","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Aleppo","Jarablus","Jarablus","Jarablus",36.815,38.01,"SNHR; Undisclosed Source","Local partner-Other","On 6 July 2018, a VBIED planted by the regime detonated near the Jarablus Dispensary in Jarablus city in Aleppo governorate, injuring 17 civilians, including 2 children and 3 women. There were no fatalities.",0
"SYR56285","08-August-2018",2018,"Explosions/Remote violence","Air/drone strike","Global Coalition Against Daesh","","Islamic State (Syria)","Civilians (Syria); Health Workers (Syria)","Middle East","Syria","Deir ez Zor","Abu Kamal","Susat","Sosa",34.525,40.968,"SNHR; Airwars","Local partner-Other","On 8 August 2018, Coalition warplanes conducted airstrikes targeting the areas of Sosa and Shafa in Deir-ez-Zor governorate, including al Boubadran Dispensary in Sosa, killing 3 civilians, injuring an unknown number of others and damaging the building of the dispensary. The Coalition reported that it had carried out an airstrike near Al-Bukamal engaging an IS tactical unit and destroying 1 IS vehicle. 3 fatalities. The number of fatalities is split between the two locations as follows: 2 Sosa, 1 Shafa. 2 fatalities.",2
"SYR45185","10-August-2018",2018,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-) Syrian Arab Air Force","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Idleb","Al Mara","Maarrat An Numan","Ma'arrat An Nu'man",35.648,36.677,"SNHR; SOHR; White Helmets","Local partner-Other","On 10 August 2018, regime warplanes carried out airstrikes and fired heavy machine guns targeting Ma'arrat An Nu'man city in Idleb governorate. Several miniature missiles impacting Ma'aret al Nu'man Central Hospital, causing a fire in its park. Casualties unkown.",0
"SYR45210","10-August-2018",2018,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-) Syrian Arab Air Force","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Idleb","Al Mara","Kafr Nobol","Termala",35.524,36.482,"SOHR; SNHR","Local partner-Other","On 10 August 2018, regime warplanes carried out raids and fired heavy machine guns on the town of Termala in Idleb governorate, impacting the Gynecology and Children Hospital and damaging its building. Casualties unknown.",0
"SYR46300","08-September-2018",2018,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-) Syrian Arab Air Force","Military Forces of Syria (2000-); Military Forces of Russia (2000-)","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Hama","Muhradah","Kafr Zeita","Al-Latamna",35.321,36.62,"Liveuamap; White Helmets; SOHR; SHAM; SNHR","Local partner-Other","On 8 September 2018, regime forces fired artillery shells while Russian warplanes carried out raids and regime helicopters dropped barrel bombs on Al-Latamna town in Hama governorate, some of which fell near Al-Latamna Hospital, damaging an ambulance and an electricity generator. Casualties unknown.",0
"SYR46312","08-September-2018",2018,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-) Syrian Arab Air Force","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Idleb","Al Mara","Kafr Nobol","Has",35.619,36.595,"SOHR; Liveuamap; Undisclosed Source; SNHR","Local partner-Other","On 8 September 2018, regime warplanes and helicopters struck Has village in Idleb governorate, wounding 2 civilians, impacting the Nabd al-Hayat hospital and severely damaging its equipment and burning its generators . There were no fatalities.",0
"SYR46327","08-September-2018",2018,"Explosions/Remote violence","Air/drone strike","Military Forces of Syria (2000-) Syrian Arab Air Force","Military Forces of Russia (2000-)","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Idleb","Al Mara","Khan Shaykun","Khan Shaykun",35.444,36.65,"SOHR; Liveuamap; SNHR","Local partner-Other","On 8 September 2018, Russian warplanes carried out raids while regime helicopters dropped barrel bombs on Khan Shaykun city in Idleb governorate, some of which fell near Khan Sheikhoun emergency center, partially damaging its building and an ambulance. Casualties unknown.",0
"SYR46684","14-September-2018",2018,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Syria)","","Asayish (Syria)","Civilians (Syria); Health Workers (Syria)","Middle East","Syria","Aleppo","Menbij","Menbij","Menbij",36.526,37.951,"SOHR; Liveuamap","Local partner-New media","A VBIED planted by an unidentified armed group detonated in al-Amal hospital in Menbij city, eastern Aleppo countryside, killing 1 Asayish member and wounding at least 7 other individuals including civilians.",1
"SYR47920","07-October-2018",2018,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Syria)","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Deir ez Zor","Deir ez Zor","Basira","Shiheil",35.092,40.454,"SOHR; SNHR","Local partner-Other","An VBIED exploded near a hospital in the village of Shiheil which killed 1 civilian and injured others.",1
"SYR49705","28-November-2018",2018,"Explosions/Remote violence","Air/drone strike","Global Coalition Against Daesh","","Islamic State (Syria)","Civilians (Syria); Prisoners (Syria); Refugees/IDPs (Iraq); Health Workers (Syria)","Middle East","Syria","Deir ez Zor","Al Mayadin","Ashara","Al-Kashma",34.816,40.603,"SOHR; Airwars","Local partner-Other","Global Coalition Against Daesh warplanes conducted airstrikes on al-Kashma in southern Deir-ez-Zor countryside. Coalition airstrikes on both al-Kashma and Shafa, targeted a hospital, a prison, and IS command centers, which killed civilians, including prisoners, and 22 IS members ( IS fatalities split between Shafa and Al-Kashma). It was reported that in Al-Kashma between 6 to 100 civilians, including the prisoners, were killed and 50 were injured. Later during the night a Coalition airstrike targeted a displaced Iraqi family house in Al Kashma and killed 1 woman. Total fatalities coded as 18: 7 civilians and 11 IS members.",18
"SYR56732","29-November-2018",2018,"Explosions/Remote violence","Air/drone strike","Global Coalition Against Daesh","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Deir ez Zor","Abu Kamal","Susat","Shafa",34.573,40.94,"Airwars; SNHR","Local partner-Other","On 29 November 2018, Coalition warplanes carried out airstrikes on Yarmouk Women's Hospital in 24 neighborhood in Shafa town in Deir ez Zor, killing between 10 to 45 civilians, including 3 children and 5 women and rendering the hospital inoperable. 10 fatalities.",10
"SYR50000","06-December-2018",2018,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Syria)","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Idleb","Al Mara","Maarrat An Numan","Al-Dana",35.7,36.687,"White Helmets; Liveuamap; SNHR","Local partner-Other","On 6 December 2018, an unidentified armed group detonated an IED near al-Quds hospital in Al-Dana town in Idleb governorate, injuring 2 children and 1 woman and damaging an ambulance affiliated to al Sham Emergency System. There were no fatalities.",0
"SYR49998","06-December-2018",2018,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Syria)","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Aleppo","Jebel Saman","Atareb","Atareb",36.138,36.828,"Liveuamap; Undisclosed Source","Local partner-Other","An IED planted by unidentified armed group exploded in the town of Atareb which injured a nurse from the Directorate of Health. No fatalities were reported.",0
"SYR56807","18-December-2018",2018,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Syria (2000-)","","Civilians (Syria)","Health Workers (Syria)","Middle East","Syria","Idleb","Al Mara","Kafr Nobol","Maaret Harma",35.546,36.544,"Undisclosed Source","Local partner-Other","Regime forces artillery shelled a hospital in Maaret Harma in Idleb, injuring 1 man. No fatalities were reported.",0
"SYR71994","10-January-2019",2019,"Explosions/Remote violence","Air/drone strike","Global Coalition Against Daesh","","Islamic State (Syria)","Civilians (Syria); Health Workers (Syria)","Middle East","Syria","Deir ez Zor","Abu Kamal","Susat","Sosa",34.525,40.968,"Airwars","Local partner-Other","On January 10, 2019, Coalition warplanes carried out a night strike on a field hospital in the outskirts of Al Sosa town in Deir Ez zor, killing more than 15 civilians, coded as 16, including doctors and injuring between 1 to 6 others being treated by IS on the site. Additionally, it was reported that the Minister of Health of IS was killed by the airstrike. Total fatalities coded 17.",17
