"ï..EVENT_ID_CNTY","EVENT_DATE","YEAR","EVENT_TYPE","SUB_EVENT_TYPE","ACTOR1","ASSOC_ACTOR_1","ACTOR2","ASSOC_ACTOR_2","REGION","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","SOURCE","SOURCE_SCALE","NOTES","FATALITIES"
"PAK11883","14-May-2012",2012,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Pakistan (2008-2013)","","TTP: Tehreek-i-Taliban Pakistan","","South Asia","Pakistan","FATA","Kurram Agency","Upper Kurram","Parachinar",33.899,70.101,"Right Vision News","National","Shelling by the security forces in central Kurram Agency killed 13 militants of banned outfits and destroyed three hideouts. The gunship choppers targeted militants' positions in Kot area near Pak-Afghan border.",13
"PAK11884","14-May-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","","South Asia","Pakistan","Khyber Pakhtunkhwa","Kohat","Kohat","Kohat",33.449,71.544,"Right Vision News","National","A man sustained injuries when an improvised explosive device (IED) exploded on Monday. According to police, the blast occurred near Refugee camp on Shin Dand Road. The motive behind the attack was unknown.",0
"PAK11903","15-May-2012",2012,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Pakistan (2008-2013)","","TTP: Tehreek-i-Taliban Pakistan","","South Asia","Pakistan","Khyber Pakhtunkhwa","Swat","Matta Sebujni","Upper Orakzai",34.953,72.331,"Nation (Pakistan)","National","Nine militants were killed when a mortar shell hit their hideout in Upper Orakzai Agency on Tuesday. The shell hit the militant position at Jang Baz Killi in Mamozai.",9
"PAK11889","15-May-2012",2012,"Explosions/Remote violence","Shelling/artillery/missile attack","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","","South Asia","Pakistan","Khyber Pakhtunkhwa","Peshawar","Peshawar","Peshawar",34.02,71.582,"Daily Regional Times (Pakistan)","National","Three people were wounded, on Tuesday, when six rockets fell at Hayatabad in Peshawar. According to police, unknown militants fired six rockets in Hayatabad Phase VI.",0
"PAK50217","16-May-2012",2012,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","","South Asia","Pakistan","Sindh","Karachi City","","Karachi",24.906,67.082,"Dawn (Pakistan)","National","A hand grenade attack by unidentified men in Karachi of Sindh killed one civilian and injured 10 others on May 16.",1
"PAK11920","16-May-2012",2012,"Explosions/Remote violence","Air/drone strike","Military Forces of Pakistan (2008-2013)","","TTP: Tehreek-i-Taliban Pakistan","","South Asia","Pakistan","FATA","Kurram Agency","Upper Kurram","Parachinar",33.899,70.101,"Right Vision News","National","In Kurram Agency, 12 militants were killed and several injured when security forces pounded their hideouts with artillery and helicopter gunships in Kanzaki Kandao area.",12
"PAK11911","16-May-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Police Forces of Pakistan (2008-2013)","","South Asia","Pakistan","Sindh","Qambar Shahdadkot","Warah","Nasirabad",27.38,67.915,"Balochistan Times","National","At least four persons including two police personnel were injured in an explosion in Goth Ghulam Muhammad area of Nasirabad district on Wendesday.",0
"PAK11925","17-May-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","","South Asia","Pakistan","Khyber Pakhtunkhwa","Peshawar","Peshawar","Peshawar",34.02,71.582,"Balochistan Times","National","One man was killed while two sustained critical injuries in bomb explosion on Thursday in the area of Scheme chowk Badhber. According to the police, the bomb exploded in a mechanic's shop.",1
"PAK11932","17-May-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","TTP: Tehreek-i-Taliban Pakistan","","","","South Asia","Pakistan","FATA","Khyber Agency","Jamrud","Jamrud",33.999,71.365,"Right Vision News","National","Unidentified militants blew up the building of government degree college for women in Jamrud tehsil of Khyber Agency by detonating powerful bomb with a remote control device. No casualty was reported.",0
"PAK11950","19-May-2012",2012,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","","South Asia","Pakistan","Balochistan","Gwadar","Pasni","Pasni",25.284,63.364,"Daily Regional Times (Pakistan)","National","A person was injured in a hand grenade attack in coastal town of Pasni on Saturday. Police said that unknown armed men hurled a hand grenade on some people in Pasni bazaar.",0
"PAK11962","20-May-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","TTP: Tehreek-i-Taliban Pakistan","","","","South Asia","Pakistan","Khyber Pakhtunkhwa","Swabi","Swabi","Swabi",34.12,72.47,"Balochistan Times","National","According to police, unknown armed men planted a bomb with the boundary wall of government boys primary school located in Kalu Khan area of Swabi which exploded on Sunday. No loss of life was reported.",0
"PAK12016","23-May-2012",2012,"Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2009-2017)","","TTP: Tehreek-i-Taliban Pakistan","","South Asia","Pakistan","FATA","North Waziristan Agency","Miran Shah","Dande Darpa Khel",32.991,70.051,"BBC News","International","On May 23rd, a missile fired from a US drone at Dande Darpa Khel area in Miranshah tehsil in N.Waziristan killed at least 2 TTP-linked militants - as many as 5 drones were reported above at the time of the strike.",2
"PAK50230","23-May-2012",2012,"Explosions/Remote violence","Air/drone strike","Military Forces of Pakistan (2008-2013)","","Unidentified Armed Group (Pakistan)","","South Asia","Pakistan","FATA","Orakzai Agency","Upper Orakzai","Sama Bazar",33.694,70.672,"Dawn (Pakistan)","National","As reported on May 23, during air raids by the Military Forces of Pakistan in the Mamozai, Sama Bazaar and Manzar Taap areas of Orakzai of FATA, 12 militants were killed, 4 hideouts destroyed and several other militants injured.",12
"PAK12031","24-May-2012",2012,"Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2009-2017)","","TTP: Tehreek-i-Taliban Pakistan","","South Asia","Pakistan","FATA","Orakzai Agency","Lower Orakzai","Kalaya",33.748,70.963,"Balochistan Times","National","At least 10 suspected TTP militants were killed and several others injured when a US drone fired missiles on a mosque in North Waziristan, tribal area bordering Afghanistan, on Thursday.",10
"PAK50232","24-May-2012",2012,"Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2009-2017)","","Unidentified Armed Group (Pakistan)","Civilians (Pakistan); Muslim Group (Pakistan)","South Asia","Pakistan","FATA","North Waziristan Agency","Mir Ali","Khushkali",32.939,70.248,"Bureau of Investigative Journalism","International","At least 10 people died when a missile struck a building and a mosque on May 24th in Khushkali in Mir Ali tehsil of N.Waziristan. Among the dead, at least 4 were civilians.",10
"PAK50231","24-May-2012",2012,"Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2009-2017)","","Unidentified Armed Group (Uzbekistan)","","South Asia","Pakistan","FATA","North Waziristan Agency","Mir Ali","Mir Ali",32.971,70.278,"Dawn (Pakistan)","National","Drone strikes suspected by the US killed 10 mostly Uzbek militants on May 24 in Khassokhel near Mir Ali in North Waziristan Agency of FATA.",10
"PAK12059","25-May-2012",2012,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","","South Asia","Pakistan","Sindh","Karachi City","","Karachi",24.906,67.082,"Right Vision News","National","At least nine people were injured in an incident of hand grenade attack when unidentified armed men targeted a roadside restaurant located on Jamsheed Road number 3 on late Friday night.",0
"PAK12044","25-May-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","","South Asia","Pakistan","FATA","Khyber Agency","Bara","Bara",33.922,71.462,"Daily Regional Times (Pakistan)","National","A child was critically injured and the house of a prominent tribal leader was destroyed in a bomb blast in the Bara area on Friday.The bomb was planted in a car and detonated in front of the house.",0
"PAK12061","26-May-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","","South Asia","Pakistan","Balochistan","Quetta","Quetta City","Quetta",30.2,67.01,"Balochistan Times","Subnational","At least five people have been injured in a bomb blast took place on Qandhari bazaar road, on Saturday night. Unknown men had planted explosive material near Manan Chowk.",0
"PAK12074","26-May-2012",2012,"Explosions/Remote violence","Shelling/artillery/missile attack","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","","South Asia","Pakistan","Balochistan","Quetta","Quetta City","Quetta",30.2,67.01,"Nation (Pakistan)","National","Unidentified armed men fired two rockets from Sariab locality of Quetta. One of the rockets landed at a shoe shop on crowded Kandahari Bazaar while the second rocket landed in Basti Panchayat (Christian Colony) at Kasi Road of Quetta. At least 2 people were killed and over 20 others wounded.",2
"PAK12063","26-May-2012",2012,"Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2009-2017)","","Al Qaeda","TTP: Tehreek-i-Taliban Pakistan","South Asia","Pakistan","FATA","North Waziristan Agency","Miran Shah","Miranshah",33,70.07,"Daily Regional Times (Pakistan)","National","On May 26th, a US drone targeted a bakery in Miranshah bazaar in N.Waziristan, where 3 Arab fighters had entered to buy bread. Following the attack, TTP were reported to be clearing the rubble and it soon became clear that a senior Al Qaeda commander was killed in the attack. At least 3 died and two injured",3
"PAK50235","26-May-2012",2012,"Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2009-2017)","","Unidentified Armed Group (Pakistan)","","South Asia","Pakistan","FATA","North Waziristan Agency","Miran Shah","Miranshah",33,70.07,"Dawn (Pakistan)","National","Drone strikes by the US killed 4 militants on May 26 near Miranshah in North Waziristan Agency of FATA.",4
"PAK12085","27-May-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Military Forces of Pakistan (2008-2013)","","South Asia","Pakistan","Khyber Pakhtunkhwa","Nowshera","Nowshera","Nowshera",34.016,71.981,"Nation (Pakistan)","National","A security personnel died and five others sustained injuries in a remote control bomb blast at Rashakai area of district Nowshera on Sunday. A convey of security forces was on its way to Nowshera from Swat, when it reached Sherin Koto area on main Mardan-Nowshera road, a remote control bomb planted by unidentified armed men exploded.",1
"PAK50236","27-May-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Police Forces of Pakistan (2008-2013)","","South Asia","Pakistan","Balochistan","Quetta","Quetta City","Quetta",30.2,67.01,"Dawn (Pakistan)","National","A bomb attack targeting a police van on May 27 in Quetta, Balochistan killed 3 People and injured 6 others.",3
"PAK12084","27-May-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","","","South Asia","Pakistan","FATA","Bajaur Agency","Khar","Khar",34.732,71.534,"Nation (Pakistan)","National","Unidentified militants blew up a high power transmission line in Yousufabad area of Bajaur Agency on the night between Saturday and Sunday as a result electricity remained completely suspended to the whole region.",0
"PAK50238","28-May-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","","South Asia","Pakistan","Balochistan","Killa Abdullah","Chaman","Chaman",30.894,66.468,"Dawn (Pakistan)","National","A car-bomb in the suburbs of Chaman in Killa Abdullah of Balochistan on May 28 injured several people and destroyed houses nearby. The number of fatalities is unknown.",3
"PAK50241","28-May-2012",2012,"Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2009-2017)","","Unidentified Armed Group (Pakistan)","","South Asia","Pakistan","FATA","North Waziristan Agency","Data Khel","Pai Khel",32.971,69.84,"Bureau of Investigative Journalism","International","On May 28, two suspected militants and their driver were killed when a US drone hit a vehicle in Pai hel area of Data Khel in N.Waziristan.",3
"PAK12089","28-May-2012",2012,"Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2009-2017)","","AQIS: Al Qaeda in the Indian Subcontinent","Civilians (Pakistan)","South Asia","Pakistan","FATA","North Waziristan Agency","Mir Ali","Khushkali",32.939,70.248,"BBC News","International","On May 28, two missiles hit AL Qaeda targets in Khushkali village in Mir Ali tehsil in N.Waziristan - the second attack in the village that week. At least 4 Al Qaeda militants died when the missile hit a pickup truck on the road, and a house was also damaged, injuring three children and a woman.",4
"PAK50239","28-May-2012",2012,"Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2009-2017)","","Unidentified Armed Group (Pakistan)","","South Asia","Pakistan","FATA","North Waziristan Agency","Data Khel","Datta Khel",32.905,69.749,"Dawn (Pakistan)","National","Drone strikes by the US killed 4 militants on May 28 in the Datta Khel district of North Waziristan Agency in FATA.",4
"PAK12098","28-May-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","TTP: Tehreek-i-Taliban Pakistan","","","","South Asia","Pakistan","FATA","Mohmand Agency","Halimzai","Ghalanai",34.323,71.391,"Right Vision News","National","In Mohmand Agency, militants blew up a government boy's primary school in Qayumabad Lakaro area of Safi tehsil. However, no loss of life was reported.",0
"PAK50243","29-May-2012",2012,"Explosions/Remote violence","Air/drone strike","Military Forces of Pakistan (2008-2013)","","Unidentified Armed Group (Pakistan)","","South Asia","Pakistan","FATA","Orakzai Agency","Upper Orakzai","Sama Bazar",33.694,70.672,"Dawn (Pakistan)","National","As reported on May 29, airstrikes by the Military Forces of Pakistan in the Mamozai, Jandarkhel and Sama Bazar areas of Orakzai Agency in FATA have killed 10 militants and destroyed 3 militant hideouts.",10
"PAK12108","29-May-2012",2012,"Explosions/Remote violence","Air/drone strike","Military Forces of Pakistan (2008-2013)","","TTP: Tehreek-i-Taliban Pakistan","","South Asia","Pakistan","FATA","Khyber Agency","Bara","Tirah Valley",33.793,70.777,"Right Vision News","National","Six people, two of them women, were killed and two others injured when military planes attacked militant positions in Tirah valley of Khyber Agency on Tuesday.",6
"PAK50242","29-May-2012",2012,"Explosions/Remote violence","Air/drone strike","Military Forces of Pakistan (2008-2013)","","Unidentified Armed Group (Pakistan)","","South Asia","Pakistan","FATA","Khyber Agency","Bara","Bara",33.922,71.462,"Dawn (Pakistan)","National","As reported on May 29, airstrikes by the Military Forces of Pakistan in the Tirah valley area of Khyber Pakhtunkhwa 5 militants were killed.",5
"PAK12112","29-May-2012",2012,"Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2009-2017)","","TTP: Tehreek-i-Taliban Pakistan","","South Asia","Pakistan","FATA","North Waziristan Agency","Mir Ali","Mir Ali",32.971,70.278,"News International (Pakistan)","National","2 drone strikes in Mir Ali and Dattakhel killed 12 suspected TTP militants.",6
"PAK12111","29-May-2012",2012,"Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2009-2017)","","TTP: Tehreek-i-Taliban Pakistan","","South Asia","Pakistan","FATA","North Waziristan Agency","Data Khel","Datta Khel",32.905,69.749,"News International (Pakistan)","National","2 drone strikes in Mir Ali and Dattakhel killed 12 suspected TTP militants.",6
"PAK12114","30-May-2012",2012,"Explosions/Remote violence","Shelling/artillery/missile attack","UBA: United Baloch Army","","Military Forces of Pakistan (2008-2013)","","South Asia","Pakistan","Balochistan","Kohlu","Kohlu","Kohlu",29.905,69.088,"Right Vision News","National","A Frontier Corps check-post in Kohlu area came under rocket attack, injuring a security man. The post and a vehicle were partially damaged in the attack. United Baloch Army claimed responsibility of the attack.",0
"PAK12140","31-May-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","TTP: Tehreek-i-Taliban Pakistan","","","","South Asia","Pakistan","Khyber Pakhtunkhwa","Mardan","Mardan","Mardan",34.202,72.052,"Right Vision News","National","Unidentified militants blew up a school for girls in Galandary village of Mardan district on the night between Wednesday and Thursday. No loss of life was reported.",0
"PAK12170","01-June-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Police Forces of Pakistan (2008-2013)","","South Asia","Pakistan","Khyber Pakhtunkhwa","Bannu","Domel","Bannu",32.903,70.635,"Right Vision News","National","A superintendent of police sustained injuries in roadside blast near Sairu Badakhel on Bannu-Dera Ismail Khan Road on Friday.",0
"PAK12171","01-June-2012",2012,"Explosions/Remote violence","Shelling/artillery/missile attack","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","","South Asia","Pakistan","Khyber Pakhtunkhwa","Hangu","Hangu","Hangu",33.532,71.06,"Right Vision News","National","Three people were injured in Hangu Bazaar on Friday after an improvised explosive device and mortar shells placed in a handcart exploded. The blast partially damaged two shops and a bank.",0
"PAK12172","01-June-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","TTP: Tehreek-i-Taliban Pakistan","","","","South Asia","Pakistan","Khyber Pakhtunkhwa","Mardan","Mardan","Mardan",34.202,72.052,"Right Vision News","National","A low intensity Improvised Explosive Device (IED) exploded on main Mardan road on Friday. However, no casualty was reported. The device was planted on road side and police mobile van was the target.TTP was suspected as being behind the attack.",0
"PAK12174","01-June-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","TTP: Tehreek-i-Taliban Pakistan","","","","South Asia","Pakistan","Khyber Pakhtunkhwa","Charsadda","Charsadda","Shabqadar",34.219,71.554,"Right Vision News","National","A girls' school was partially damaged in a blast in Shabqadar tehsil of Charsadda district on Friday. The explosive device planted by suspected militants at the Government Girls Primary School went off at night destroyign the boundary wall of the school.",0
"PAK12155","01-June-2012",2012,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Pakistan (2008-2013)","","TTP: Tehreek-i-Taliban Pakistan","","South Asia","Pakistan","FATA","Orakzai Agency","Lower Orakzai","Kalaya",33.748,70.963,"Daily Regional Times (Pakistan)","National","At least eight militants were killed and three were injured in a military operation on Friday during helicopter shelling by the security forces inMela of upper Orakzai. Three militant hideouts were also destroyed.",8
"PAK50245","02-June-2012",2012,"Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2009-2017)","","Unidentified Armed Group (Pakistan)","","South Asia","Pakistan","FATA","South Waziristan Agency","Wana","Wana",32.301,69.58,"Bureau of Investigative Journalism","International","A second strike took place in S. Waziristan on June 2nd, when a US drone fired a missile at the Ghowa Khowa area close to Wana in South Waziristan. 4 militants were reportedly killed",4
"PAK12197","02-June-2012",2012,"Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2009-2017)","","TTP-MN: Tehreek-i-Taliban Pakistan-Mullah Nazir","","South Asia","Pakistan","FATA","South Waziristan Agency","Wana","Kari Kot",32.265,69.548,"Right Vision News","National","On June 2, two militants were killed when two US drone missiles hit their motorbike in Kari Kot village, 5 km east of Wana city in S Waziristan. Both militants were members of Mullah Nazir's group, a group close to the Taliban.",2
"PAK12194","02-June-2012",2012,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Pakistan (2008-2013)","","Civilians (Pakistan)","","South Asia","Pakistan","FATA","Orakzai Agency","Lower Orakzai","Kalaya",33.748,70.963,"Right Vision News","National","Four persons were killed and two others sustained injuries when an artillery shell accidentally hit a house of a tribesman in Mamozai area in upper Orakzai Agency. Forces had been targetting the hideouts of the militants in Mir Qalamkhel village.",4
"PAK12195","02-June-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","TTP: Tehreek-i-Taliban Pakistan","","","","South Asia","Pakistan","FATA","Bajaur Agency","Khar","Khar",34.732,71.534,"Right Vision News","National","Unidentified armed men blew up a high power transmission line in Khar area on Saturday in Bajaur Agency. Explosives were planted near the transmission tower that caused a blackout when the explosibes went off.",0
"PAK12196","02-June-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","Unidentified Tribal Group (Pakistan)","South Asia","Pakistan","FATA","Kurram Agency","Upper Kurram","Parachinar",33.899,70.101,"Right Vision News","National","On 2 June, in Kurram Agency, a tribesman was killed when he stepped on a landmine on Saturday. Locals said that the landmine was planted at a dirt track. The tribesman was killed on the spot when he stepped on the landmine.",1
"PAK12204","02-June-2012",2012,"Explosions/Remote violence","Air/drone strike","Military Forces of Pakistan (2008-2013)","","Unidentified Armed Group (Pakistan)","","South Asia","Pakistan","FATA","Khyber Agency","Bara","Tirah Valley",33.793,70.777,"Right Vision News","National","Military planes targeted militant positions in Dwa Thoe area of Tirah valley in Khyber Agency, killing 23 militants. Two hideouts were also destroyed in the air attacks carried out early in the morning.",23
"PAK12191","02-June-2012",2012,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","","South Asia","Pakistan","Balochistan","Chagai","Dalbandin","Chagai",28.988,63.591,"Right Vision News","National","At least two persons have been injured in a hand grenade attack in Dalbandin, the district headquarters of Chagai district on Saturday evening, when unknown men hurled a hand grenade at a house in Killi Baz Muhammad area.",0
"PAK12192","02-June-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","","","South Asia","Pakistan","Balochistan","Sohbatpur","Sohbatpur","Sohbatpur",28.519,68.541,"Right Vision News","National","A blast occurred in the Suhbatpur area of Jaffarabad. No loss of life or property was reported. Police said that minutes after a OGDC vehicle passed by the Sim Nala area, explosive device planted along the road side by unknown men exploded.",0
"PAK12199","02-June-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","TTP: Tehreek-i-Taliban Pakistan","","","","South Asia","Pakistan","Khyber Pakhtunkhwa","Lakki Marwat","Lakki Marwat","Ghaznikhel",32.56,70.742,"Right Vision News","National","The houses of a former parliamentarian and a policeman were targeted with bombs in Ghaznikhel and Jabukhel villages of Lakki Marwat district on Saturday. The boundary walls of the two houses were partly damagedbut there was no loss of life.",0
"PAK12201","02-June-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","TTP: Tehreek-i-Taliban Pakistan","","","","South Asia","Pakistan","Khyber Pakhtunkhwa","Lakki Marwat","Lakki Marwat","Jabukhel",32.536,70.667,"Right Vision News","National","The houses of a former parliamentarian and a policeman were targeted with bombs in Ghaznikhel and Jabukhel villages of Lakki Marwat district on Saturday. The boundary walls of the two houses were partly damagedbut there was no loss of life.",0
"PAK12203","02-June-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","TTP: Tehreek-i-Taliban Pakistan","","Military Forces of Pakistan (2008-2013)","","South Asia","Pakistan","Khyber Pakhtunkhwa","Tank","Tank","Tank",32.215,70.377,"Right Vision News","National","A convoy of security forces, on way from Tank to South Waziristan tribal region, hit a landmine planted by suspected TTP militants near Kharkai post. One security man received injuries and a vehicle was partially damaged in the attack.",0
"PAK50246","03-June-2012",2012,"Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2009-2017)","","TTP: Tehreek-i-Taliban Pakistan","","South Asia","Pakistan","FATA","South Waziristan Agency","Birmal","Birmal",32.41,69.35,"Bureau of Investigative Journalism","International","On June 3, in Birmal tehsil of N.Waziristan, Taliban militants were hit by a US drone strike while they attended the funeral prayers of a senior TTP commander. 1 fatality reported.",1
"PAK12221","03-June-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Civilians (Afghanistan)","","South Asia","Pakistan","FATA","South Waziristan Agency","Tiarza","Alizai",32.425,69.782,"Right Vision News","National","An Afghan refugee, Ajmeer Khan, was killed when he stepped on a land mine in Shaheedano Dhand in Lower Kurram Agency.",1
"PAK12212","03-June-2012",2012,"Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2009-2017)","","TTP: Tehreek-i-Taliban Pakistan","","South Asia","Pakistan","FATA","North Waziristan Agency","Miran Shah","Miranshah",33,70.07,"AP","International","10 suspected TTP militants were killed in a US drone strike on the Mana Raghza area in SWA.",10
"PAK12213","03-June-2012",2012,"Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2009-2017)","","TTP-MN: Tehreek-i-Taliban Pakistan-Mullah Nazir","","South Asia","Pakistan","FATA","South Waziristan Agency","Wana","Wana",32.301,69.58,"Balochistan Times","National","One civilian was killed and three others including two important militant commanders of Maulvi Nazir Group sustained critical injuries in Landaiwarai area of South Waziristan Agency (SWA) when US drones targeted a vehicle and locals during rescue activity on Sunday morning.",1
"PAK12257","04-June-2012",2012,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","","South Asia","Pakistan","Khyber Pakhtunkhwa","Hangu","Hangu","Hangu",33.532,71.06,"Right Vision News","National","A minor girl was killed and two others sustained injuries in a hand-grenade attack in Kach Banda early Monday. Unidentified gunmen hurled a hand-grenade into the house of Farid Khan. The motive behind the attack was not known.",1
"PAK12267","04-June-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Police Forces of Pakistan (2008-2013)","","South Asia","Pakistan","Balochistan","Panjgur","Panjgur","Panjgur",26.982,64.117,"Nation (Pakistan)","National","A man was killed and seven others, including three lawmen, sustained injuries in a remote-controlled bomb blast in Panjgour town near Iran border, about 500km south of Quetta. Unidentified armed men had fitted an explosive device to a motorbike parked in front of a private bank in Chatkan Bazaar and security personnel were the main target as they were in the bank when the blast occurred.",1
"PAK12268","04-June-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","TTP: Tehreek-i-Taliban Pakistan","","","","South Asia","Pakistan","Khyber Pakhtunkhwa","Mardan","Mardan","Mardan",34.202,72.052,"Nation (Pakistan)","National","On last Sunday suspected militants targeted Government Boys Primary School in Ghala Dahar village in the limits of Sheikh Malton Town (SMT) police station.",0
"PAK12275","04-June-2012",2012,"Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2009-2017)","","AQIS: Al Qaeda in the Indian Subcontinent","","South Asia","Pakistan","FATA","North Waziristan Agency","Mir Ali","Khushkali",32.939,70.248,"Xinhua","International","On June 4, a US drone strike killed Al Qaedas second in command. A first strike killed at least 4 people, and a follow up strike during the rescuing of those injured in the original strike, killed a further 10 (it was during second strike that Al-Qaeda's 2nd in command was killed. Amnesty's research found that of the 14 killed, at least 4 were civilians.",14
"PAK12254","04-June-2012",2012,"Explosions/Remote violence","Grenade","Aman Lashkar","","LeI: Lashkar-e-Islam","","South Asia","Pakistan","FATA","Khyber Agency","Bara","Bara",33.922,71.462,"Right Vision News","National","At least 14 members of the Akakhel Amn Lashkar sustained injuries when the fighters of the militant group Lashkar-e-Islam hurled hand-grenades and explosives at their office in Abdul Khwar area of Bara tehsil in Khyber Agency late Monday night.",7
"PAK12255","04-June-2012",2012,"Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2009-2017)","","TTP: Tehreek-i-Taliban Pakistan","","South Asia","Pakistan","FATA","South Waziristan Agency","Wana","Wana",32.301,69.58,"Right Vision News","National","At least four drone missiles were fired in the attack on a house located in Ghwa Khwa area of Wana where four people lost their lives in the assault and two others sustained injuries.",4
"PAK12294","05-June-2012",2012,"Explosions/Remote violence","Shelling/artillery/missile attack","TTP: Tehreek-i-Taliban Pakistan","","Civilians (Pakistan)","PTI: Pakistan Tehreek-i-Insaf","South Asia","Pakistan","Khyber Pakhtunkhwa","Hangu","Tall","Doaba",33.425,70.738,"Right Vision News","National","Militants fired seven rockets at the house of Pakistan Tehreek-e-Insaf (PTI) leader Khyal Zaman Orakzai in Zargari village causing partial damage to the house, on Tuesday. No casualty was reported in the incident.",0
"PAK12295","05-June-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","TTP: Tehreek-i-Taliban Pakistan","","","","South Asia","Pakistan","Khyber Pakhtunkhwa","Nowshera","Nowshera","Kheshgi",34.053,71.895,"Right Vision News","National","Militants blew up the government-run school for boys in Mera Kheshgi on Tuesday. The sources said the militants had planted explosives in a water cooler and placed it inside the Government Middle School Sher Afzal Korona in Mera Kheshgi that went off and destroyed two rooms. No casualty was reported.",0
"PAK12303","05-June-2012",2012,"Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2009-2017)","","TTP: Tehreek-i-Taliban Pakistan","","South Asia","Pakistan","FATA","North Waziristan Agency","Mir Ali","Mir Ali",32.971,70.278,"Nation (Pakistan)","National","A US drone strike targeted a house firing four missiles in Mir Ali area of North Waziristan Agency in the early hours of Monday. In the latest drone attack, the first missile struck the compound in Hesokhel before dawn, killing three militants. A second missile then killed 12 more militants who had arrived at the scene.",15
