"ï..EVENT_ID_CNTY","EVENT_DATE","YEAR","EVENT_TYPE","SUB_EVENT_TYPE","ACTOR1","ASSOC_ACTOR_1","ACTOR2","ASSOC_ACTOR_2","REGION","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","SOURCE","SOURCE_SCALE","NOTES","FATALITIES"
"PAK12330","06-June-2012",2012,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Pakistan)","","Police Forces of Pakistan (2008-2013)","","South Asia","Pakistan","Sindh","Karachi City","Karachi South","Karachi - Saddar",24.854,67.016,"Right Vision News","National","A hand grenade was lobbed at the Risala police station late on Wednesday night in which four people, including three police constables, were injured.",0
"PAK12356","07-June-2012",2012,"Explosions/Remote violence","Shelling/artillery/missile attack","TTP: Tehreek-i-Taliban Pakistan","","Civilians (Pakistan)","","South Asia","Pakistan","FATA","Khyber Agency","Bara","Bara",33.922,71.462,"Right Vision News","National","In Kalanga locality of Akkakhel, 2 people were injured when shells hit their houses.",0
"PAK12357","07-June-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","TTP: Tehreek-i-Taliban Pakistan","","Civilians (Pakistan)","","South Asia","Pakistan","FATA","Bajaur Agency","Khar","Khar",34.732,71.534,"Right Vision News","National","Four children received injuries when an explosive device, planted by unidentified persons, went off in Thang Khatta village of Bajaur tribal region on Thursday.",0
"PAK12371","07-June-2012",2012,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","","South Asia","Pakistan","Balochistan","Quetta","Quetta City","Quetta",30.2,67.01,"Nation (Pakistan)","National","On June 7, the house of Balochistan Constabulary (BC) man was attacked with a hand grenade in Quetta city (Balochistan). According to police, unidentified people lobbed hand grenade at the house of BC personnel Abdul Faheem located on Samungli Road of Quetta. The grenade went off but no loss of life occurred.",0
"PAK12355","07-June-2012",2012,"Explosions/Remote violence","Grenade","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","Police Forces of Pakistan (2008-2013)","South Asia","Pakistan","Balochistan","Quetta","Quetta City","Quetta",30.2,67.01,"Right Vision News","National","Unknown armed men hurled a hand grenade at the house of a police constable in Smuggli Housing Scheme on Smuggli road on Thursday night. However, no loss of life was reported.",0
"PAK12360","07-June-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","TTP: Tehreek-i-Taliban Pakistan","","Police Forces of Pakistan (2008-2013)","","South Asia","Pakistan","Khyber Pakhtunkhwa","Nowshera","Pabbi","Mohib Banda",34.053,71.785,"Right Vision News","National","A police check post was partially damaged in an explosion in the jurisdiction of Garhi Kapura police station on Thursday late night. The sources said that explosive device planted by the militants in the building of police check post of Mohib Banda village went of at night, causing partial damage to the boundary wall. However, no casualty was reported.",0
"PAK50255","07-June-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","Muslim Group (Pakistan); Students (Pakistan)","South Asia","Pakistan","Balochistan","Quetta","Quetta City","Quetta",30.2,67.01,"Dawn (Pakistan)","National","An IED bomb attack outside a seminary in Satellite Town area on Sariab Link road in Quetta, Balochistan killed at least 14 people and injured more than 40 on June 7.",14
"PAK12377","08-June-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","TTP: Tehreek-i-Taliban Pakistan","","Civilians (Pakistan)","","South Asia","Pakistan","Khyber Pakhtunkhwa","Peshawar","Peshawar","Peshawar",34.02,71.582,"Balochistan Times","National","A remote controlled bomb targeting a government employees' bus at Charsadda Road in Peshawar killed 21 people and hurt 42 others including some passersby on Friday.",21
"PAK12392","08-June-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Police Forces of Pakistan (2008-2013)","","South Asia","Pakistan","Khyber Pakhtunkhwa","Nowshera","Nowshera","Nowshera",34.016,71.981,"Right Vision News","National","Six persons, including two policemen, were injured when unknown militants targetted a police van with an improvised explosive device (IED) on the Grand Trunk (GT) Road, on Friday.",0
"PAK12433","10-June-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","","","South Asia","Pakistan","Balochistan","Mastung","Mastung","Mastung",29.794,66.721,"Right Vision News","National","Electricity supply to parts of Balochistan was suspended after militants blew up three power pylons in Dashat area of Mastung district late on Sunday night.",0
"PAK12436","10-June-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","JUI: Jamaat Ulema-e-Islam","","","South Asia","Pakistan","Khyber Pakhtunkhwa","Lakki Marwat","Lakki Marwat","Lakki Marwat",32.599,70.851,"Right Vision News","National","A blast partially damaged a tubewell owned by a lawmaker of Jamiat Ulema-i-Islam on late Friday night. Officials said that a power transformer and a room of the tubewell got damaged when an explosive device went off in Kherukhel Pakka area of the district.",0
"PAK12435","10-June-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","TTP: Tehreek-i-Taliban Pakistan","","","","South Asia","Pakistan","Khyber Pakhtunkhwa","Nowshera","Nowshera","Khat Kalay",34.006,71.961,"Right Vision News","National","Unidentified militants blew up a government primary school for boys in Khat Kallay near Sheik Maltoon Town in broad daylight on Sunday. Police said that two classrooms of the school were destroyed completely in the explosion. No casualty was reported.",0
"PAK12455","11-June-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","LeI: Lashkar-e-Islam","","Aman Lashkar","","South Asia","Pakistan","FATA","Khyber Agency","Bara","Tirah Valley",33.793,70.777,"Right Vision News","National","Three persons including a senior member of the Zakhakhel Amn lashkar were killed while six others were injured in two subsequent bomb blasts targeting two vehicles in Mastak area of Tirah Valley in Khyber Agency on Monday. The Zakhakhel tribesmen believed the peace lashkar was the target of the two explosions carried out by their rival militant group Lashkar-e-Islam (LI). The LI, however, did not claim the responsibility for the blast.",3
"PAK12454","11-June-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Aman Lashkar","","South Asia","Pakistan","FATA","Khyber Agency","Bara","Tirah Valley",33.793,70.777,"Right Vision News","National","Two militants were killed in a bomb blast in a village of Tirah valley in Khyber Agency on Monday. An explosive device planted along the road went off when Alif Khan, local leader of a militant group Tawheedul Islam, reached there to inspect the site of the blast. Alif Khan was killed on the spot while four of his bodyguards received injuries in the second blast. One of the injured identified as Umar Khan succumbed to his injuries in a private clinic.",2
"PAK12444","11-June-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","TTP-O: Tehreek-i-Taliban Pakistan-Orakzai","","Unidentified Armed Group (Pakistan)","","South Asia","Pakistan","FATA","Khyber Agency","Bara","Tirah Valley",33.793,70.777,"Daily Regional Times (Pakistan)","National","At least two men, including a commander for a religious militant group,Umer Afridi, were killed while two children were wounded as remote-controlled car bombs ripped through the Tirah valley in Khyber tribal region on Monday. The bomb targeted a pickup truck on the borders of Khyber's Landi Kotal and Bara districts.",2
"PAK12451","11-June-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","","South Asia","Pakistan","FATA","Khyber Agency","Jamrud","Jamrud",33.999,71.365,"Right Vision News","National","Two men were injured when a bomb exploded at a gambling den in Malagori on Monday.",0
"PAK12482","12-June-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","TTP: Tehreek-i-Taliban Pakistan","","","","South Asia","Pakistan","Khyber Pakhtunkhwa","Mardan","Katlang","Katlang",34.356,72.081,"Nation (Pakistan)","National","Suspected militants blew up Government High School (GHS) Babuzi Katlang, Three classrooms, offices and veranda got totally destroyed in the incident while the school building got partially damaged in this incident. Sources said two watchmen got seriously injured.",0
"PAK12481","12-June-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","TTP: Tehreek-i-Taliban Pakistan","","","","South Asia","Pakistan","Khyber Pakhtunkhwa","Mardan","Mardan","Garhi Kapura",34.199,72.164,"Nation (Pakistan)","National","Suspected militants also targeted power transmission tower in Gahri Kapura police station limits, as a result the tower got damaged.",0
"PAK12483","12-June-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","TTP: Tehreek-i-Taliban Pakistan","","Civilians (Pakistan)","","South Asia","Pakistan","Khyber Pakhtunkhwa","Mardan","Katlang","Katlang",34.356,72.081,"Nation (Pakistan)","National","Suspected militants targeted a house of a person named Ameer Rehman located at Dahri Likpani village in the limits of Katlang Police Station. Four other houses also got partially damaged in this incident.",0
"PAK12470","12-June-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","","","South Asia","Pakistan","FATA","FR Kohat","Darra Adam Khel","Dara Adam Khel",33.684,71.521,"Right Vision News","National","Unknown militants destroyed three shops and a tubewell in Darra Adamkhel on Tuesday. Owner of one shop, Gul Hassan Afridi, had been warned by militants to stop informing security forces about their activities. However no loss of life was reported.",0
"PAK12480","12-June-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","TTP: Tehreek-i-Taliban Pakistan","","Civilians (Pakistan)","","South Asia","Pakistan","FATA","Khyber Agency","Landi Kotal","Landi Kotal",34.114,71.167,"Nation (Pakistan)","National","Suspected militants targeted a house of a person in the limits of Lund Khwar police station, as a result one person got injured.",0
"PAK12474","12-June-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","","","South Asia","Pakistan","Khyber Pakhtunkhwa","Peshawar","Peshawar","Badaber",33.912,71.556,"Right Vision News","National","A low intensity blast occurred in the outskirts of the district in Badhber on Tuesday however, no casualty was reported. The blast occurred near the car of former peace committee member, Fahim, but he was not in the car.",0
"PAK12460","12-June-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Pakistan)","","Civilians (Pakistan)","","South Asia","Pakistan","Balochistan","Mastung","Mastung","Mastung",29.794,66.721,"Balochistan Times","Subnational","An explosion near a passenger bus en route from Mastung to Noshki killed at least 6 and wounded 50 passengers.",6
"PAK12484","12-June-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","TTP: Tehreek-i-Taliban Pakistan","","Police Forces of Pakistan (2008-2013)","","South Asia","Pakistan","Khyber Pakhtunkhwa","Nowshera","Pabbi","Mohib Banda",34.053,71.785,"Nation (Pakistan)","National","Suspected militants target police post of Mohib Banda located in a private building in the limits of Ghari Kapura police station. The wall of the police post got partially damaged in the blast.",0
"PAK12485","12-June-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","TTP: Tehreek-i-Taliban Pakistan","","","","South Asia","Pakistan","Khyber Pakhtunkhwa","Nowshera","Nowshera","Nowshera",34.016,71.981,"Nation (Pakistan)","National","Suspected militants targeted a Government Community Girl Primary School in the limits of Saddar police station in Noweshera, as a result office, two rooms and veranda of the school got damaged.",0
"PAK12486","12-June-2012",2012,"Explosions/Remote violence","Remote explosive/landmine/IED","TTP: Tehreek-i-Taliban Pakistan","","Police Forces of Pakistan (2008-2013)","","South Asia","Pakistan","Khyber Pakhtunkhwa","Mardan","Mardan","Rustam",34.337,72.281,"Nation (Pakistan)","National","Suspected militants targeted police mobile in the limits of Rustam police station, ASI, driver and three constables got seriously injured in this incident while the mobile van got damaged.",0
"PAK12504","13-June-2012",2012,"Explosions/Remote violence","Shelling/artillery/missile attack","TTP: Tehreek-i-Taliban Pakistan","","","","South Asia","Pakistan","Khyber Pakhtunkhwa","Kohat","Kohat","Kohat",33.449,71.544,"Right Vision News","National","Millitants fired 11 rocket shells at Jawakai area in the Frontier Region (FR) Kohat, on Wednesday. However, no loss of life was reported in the incident.",0
