"category","meta_cat","group_num","year","gross_inv"
"Other federal","Transportation",12,2001,408
"Other federal","Transportation",12,2002,610
"Other federal","Transportation",12,2003,326
"Other federal","Transportation",12,2004,399
"Other federal","Transportation",12,2005,241
"Other federal","Transportation",12,2006,181
"Other federal","Transportation",12,2007,290
"Other federal","Transportation",12,2008,302
"Other federal","Transportation",12,2009,318
"Other federal","Transportation",12,2010,288
"Other federal","Transportation",12,2011,374
"Other federal","Transportation",12,2012,241
"Other federal","Transportation",12,2013,254
"Other federal","Transportation",12,2014,211
"Other federal","Transportation",12,2015,333
"Other federal","Transportation",12,2016,431
"Other federal","Transportation",12,2017,286
"Other private","Transportation",12,1947,3
"Other private","Transportation",12,1948,5
"Other private","Transportation",12,1949,5
"Other private","Transportation",12,1950,5
"Other private","Transportation",12,1951,6
"Other private","Transportation",12,1952,6
"Other private","Transportation",12,1953,7
"Other private","Transportation",12,1954,8
"Other private","Transportation",12,1955,7
"Other private","Transportation",12,1956,8
"Other private","Transportation",12,1957,9
"Other private","Transportation",12,1958,12
"Other private","Transportation",12,1959,13
"Other private","Transportation",12,1960,16
"Other private","Transportation",12,1961,15
"Other private","Transportation",12,1962,16
"Other private","Transportation",12,1963,18
"Other private","Transportation",12,1964,18
"Other private","Transportation",12,1965,24
"Other private","Transportation",12,1966,25
"Other private","Transportation",12,1967,25
"Other private","Transportation",12,1968,12
"Other private","Transportation",12,1969,16
"Other private","Transportation",12,1970,17
"Other private","Transportation",12,1971,17
"Other private","Transportation",12,1972,19
"Other private","Transportation",12,1973,22
"Other private","Transportation",12,1974,21
"Other private","Transportation",12,1975,21
"Other private","Transportation",12,1976,24
"Other private","Transportation",12,1977,27
"Other private","Transportation",12,1978,33
"Other private","Transportation",12,1979,40
"Other private","Transportation",12,1980,47
"Other private","Transportation",12,1981,50
"Other private","Transportation",12,1982,61
"Other private","Transportation",12,1983,69
"Other private","Transportation",12,1984,88
"Other private","Transportation",12,1985,105
"Other private","Transportation",12,1986,103
"Other private","Transportation",12,1987,111
"Other private","Transportation",12,1988,127
"Other private","Transportation",12,1989,111
"Other private","Transportation",12,1990,116
"Other private","Transportation",12,1991,108
"Other private","Transportation",12,1992,103
"Other private","Transportation",12,1993,119
"Other private","Transportation",12,1994,129
"Other private","Transportation",12,1995,135
"Other private","Transportation",12,1996,77
"Other private","Transportation",12,1997,172
"Other private","Transportation",12,1998,292
"Other private","Transportation",12,1999,441
"Other private","Transportation",12,2000,610
"Other private","Transportation",12,2001,410
"Other private","Transportation",12,2002,741
"Other private","Transportation",12,2003,611
"Other private","Transportation",12,2004,408
"Other private","Transportation",12,2005,398
"Other private","Transportation",12,2006,451
"Other private","Transportation",12,2007,585
"Other private","Transportation",12,2008,643
"Other private","Transportation",12,2009,442
"Other private","Transportation",12,2010,530
"Other private","Transportation",12,2011,398
"Other private","Transportation",12,2012,531
"Other private","Transportation",12,2013,717
"Other private","Transportation",12,2014,811
"Other private","Transportation",12,2015,828
"Other private","Transportation",12,2016,1004
"Other private","Transportation",12,2017,876
"Federal","Highways and streets",13,1947,32
"Federal","Highways and streets",13,1948,48
"Federal","Highways and streets",13,1949,68
"Federal","Highways and streets",13,1950,69
"Federal","Highways and streets",13,1951,65
"Federal","Highways and streets",13,1952,65
"Federal","Highways and streets",13,1953,63
"Federal","Highways and streets",13,1954,55
"Federal","Highways and streets",13,1955,45
"Federal","Highways and streets",13,1956,54
"Federal","Highways and streets",13,1957,63
"Federal","Highways and streets",13,1958,74
"Federal","Highways and streets",13,1959,88
"Federal","Highways and streets",13,1960,99
"Federal","Highways and streets",13,1961,112
"Federal","Highways and streets",13,1962,127
"Federal","Highways and streets",13,1963,139
"Federal","Highways and streets",13,1964,153
"Federal","Highways and streets",13,1965,164
"Federal","Highways and streets",13,1966,170
"Federal","Highways and streets",13,1967,116
"Federal","Highways and streets",13,1968,105
"Federal","Highways and streets",13,1969,92
"Federal","Highways and streets",13,1970,72
"Federal","Highways and streets",13,1971,91
"Federal","Highways and streets",13,1972,103
"Federal","Highways and streets",13,1973,123
"Federal","Highways and streets",13,1974,125
"Federal","Highways and streets",13,1975,141
"Federal","Highways and streets",13,1976,166
"Federal","Highways and streets",13,1977,179
"Federal","Highways and streets",13,1978,197
"Federal","Highways and streets",13,1979,208
"Federal","Highways and streets",13,1980,161
"Federal","Highways and streets",13,1981,175
"Federal","Highways and streets",13,1982,136
"Federal","Highways and streets",13,1983,150
"Federal","Highways and streets",13,1984,117
"Federal","Highways and streets",13,1985,185
"Federal","Highways and streets",13,1986,140
"Federal","Highways and streets",13,1987,184
"Federal","Highways and streets",13,1988,234
"Federal","Highways and streets",13,1989,217
"Federal","Highways and streets",13,1990,306
"Federal","Highways and streets",13,1991,396
"Federal","Highways and streets",13,1992,390
"Federal","Highways and streets",13,1993,409
"Federal","Highways and streets",13,1994,418
"Federal","Highways and streets",13,1995,461
"Federal","Highways and streets",13,1996,500
"Federal","Highways and streets",13,1997,492
"Federal","Highways and streets",13,1998,459
"Federal","Highways and streets",13,1999,440
"Federal","Highways and streets",13,2000,575
"Federal","Highways and streets",13,2001,546
"Federal","Highways and streets",13,2002,568
"Federal","Highways and streets",13,2003,573
"Federal","Highways and streets",13,2004,725
"Federal","Highways and streets",13,2005,541
"Federal","Highways and streets",13,2006,492
"Federal","Highways and streets",13,2007,680
"Federal","Highways and streets",13,2008,598
"Federal","Highways and streets",13,2009,569
"Federal","Highways and streets",13,2010,875
"Federal","Highways and streets",13,2011,584
"Federal","Highways and streets",13,2012,496
"Federal","Highways and streets",13,2013,572
"Federal","Highways and streets",13,2014,421
"Federal","Highways and streets",13,2015,443
"Federal","Highways and streets",13,2016,593
"Federal","Highways and streets",13,2017,832
"S&L","Highways and streets",13,1947,1336.403
"S&L","Highways and streets",13,1948,1661.979
"S&L","Highways and streets",13,1949,2026.932
"S&L","Highways and streets",13,1950,2176.598
"S&L","Highways and streets",13,1951,2403.824
"S&L","Highways and streets",13,1952,2709.085
"S&L","Highways and streets",13,1953,3066.201
"S&L","Highways and streets",13,1954,3764.451
"S&L","Highways and streets",13,1955,3985.925
"S&L","Highways and streets",13,1956,4560.366
"S&L","Highways and streets",13,1957,5062.717
"S&L","Highways and streets",13,1958,5684.995
"S&L","Highways and streets",13,1959,5969
"S&L","Highways and streets",13,1960,5588
"S&L","Highways and streets",13,1961,6036
"S&L","Highways and streets",13,1962,6554.999
"S&L","Highways and streets",13,1963,7270
"S&L","Highways and streets",13,1964,7339
"S&L","Highways and streets",13,1965,7854
"S&L","Highways and streets",13,1966,8739
"S&L","Highways and streets",13,1967,8940.999
"S&L","Highways and streets",13,1968,9653
"S&L","Highways and streets",13,1969,9575
"S&L","Highways and streets",13,1970,10291.001
"S&L","Highways and streets",13,1971,10969
"S&L","Highways and streets",13,1972,10680
"S&L","Highways and streets",13,1973,10720.999
"S&L","Highways and streets",13,1974,12293
"S&L","Highways and streets",13,1975,13238.999
"S&L","Highways and streets",13,1976,12384.999
"S&L","Highways and streets",13,1977,12402
"S&L","Highways and streets",13,1978,14126.999
"S&L","Highways and streets",13,1979,16986.001
"S&L","Highways and streets",13,1980,18149.001
"S&L","Highways and streets",13,1981,18034.999
"S&L","Highways and streets",13,1982,17227
"S&L","Highways and streets",13,1983,18068
"S&L","Highways and streets",13,1984,21718.999
"S&L","Highways and streets",13,1985,24010
"S&L","Highways and streets",13,1986,25788.002
"S&L","Highways and streets",13,1987,27618
"S&L","Highways and streets",13,1988,29694
"S&L","Highways and streets",13,1989,29550
"S&L","Highways and streets",13,1990,32973.999
"S&L","Highways and streets",13,1991,33254.001
"S&L","Highways and streets",13,1992,33370
"S&L","Highways and streets",13,1993,35058.999
"S&L","Highways and streets",13,1994,38049.001
"S&L","Highways and streets",13,1995,38386.001
"S&L","Highways and streets",13,1996,40092.001
"S&L","Highways and streets",13,1997,42522.001
"S&L","Highways and streets",13,1998,45659.001
"S&L","Highways and streets",13,1999,49650
"S&L","Highways and streets",13,2000,53484
"S&L","Highways and streets",13,2001,58081.999
"S&L","Highways and streets",13,2002,59770.001
"S&L","Highways and streets",13,2003,58783
"S&L","Highways and streets",13,2004,61642.002
"S&L","Highways and streets",13,2005,67549.001
"S&L","Highways and streets",13,2006,73698.999
"S&L","Highways and streets",13,2007,77767.998
"S&L","Highways and streets",13,2008,79276.2
"S&L","Highways and streets",13,2009,81681.398
"S&L","Highways and streets",13,2010,81520.6
"S&L","Highways and streets",13,2011,82130.799
"S&L","Highways and streets",13,2012,82635.001
"S&L","Highways and streets",13,2013,80807
"S&L","Highways and streets",13,2014,83001.001
"S&L","Highways and streets",13,2015,87629.999
"S&L","Highways and streets",13,2016,90559.001
"S&L","Highways and streets",13,2017,90922.999
"S&L air transportation structures","Air /water /other transportation",14,1947,37.365
"S&L air transportation structures","Air /water /other transportation",14,1948,54.1
"S&L air transportation structures","Air /water /other transportation",14,1949,71.083
"S&L air transportation structures","Air /water /other transportation",14,1950,73.214
"S&L air transportation structures","Air /water /other transportation",14,1951,77.391
"S&L air transportation structures","Air /water /other transportation",14,1952,60.774
"S&L air transportation structures","Air /water /other transportation",14,1953,77.434
"S&L air transportation structures","Air /water /other transportation",14,1954,95.834
"S&L air transportation structures","Air /water /other transportation",14,1955,114.692
"S&L air transportation structures","Air /water /other transportation",14,1956,131.392
"S&L air transportation structures","Air /water /other transportation",14,1957,146.144
"S&L air transportation structures","Air /water /other transportation",14,1958,160.476
"S&L air transportation structures","Air /water /other transportation",14,1959,169.999
"S&L air transportation structures","Air /water /other transportation",14,1960,218
"S&L air transportation structures","Air /water /other transportation",14,1961,261
"S&L air transportation structures","Air /water /other transportation",14,1962,215
"S&L air transportation structures","Air /water /other transportation",14,1963,222
"S&L air transportation structures","Air /water /other transportation",14,1964,257
"S&L air transportation structures","Air /water /other transportation",14,1965,257
"S&L air transportation structures","Air /water /other transportation",14,1966,250
"S&L air transportation structures","Air /water /other transportation",14,1967,355
"S&L air transportation structures","Air /water /other transportation",14,1968,465
"S&L air transportation structures","Air /water /other transportation",14,1969,537
"S&L air transportation structures","Air /water /other transportation",14,1970,630
"S&L air transportation structures","Air /water /other transportation",14,1971,530.999
"S&L air transportation structures","Air /water /other transportation",14,1972,568.002
"S&L air transportation structures","Air /water /other transportation",14,1973,571
"S&L air transportation structures","Air /water /other transportation",14,1974,735
"S&L air transportation structures","Air /water /other transportation",14,1975,695.999
"S&L air transportation structures","Air /water /other transportation",14,1976,621.999
"S&L air transportation structures","Air /water /other transportation",14,1977,598
"S&L air transportation structures","Air /water /other transportation",14,1978,785
"S&L air transportation structures","Air /water /other transportation",14,1979,1052
"S&L air transportation structures","Air /water /other transportation",14,1980,1329.002
"S&L air transportation structures","Air /water /other transportation",14,1981,1272
"S&L air transportation structures","Air /water /other transportation",14,1982,1251.999
"S&L air transportation structures","Air /water /other transportation",14,1983,1440.999
"S&L air transportation structures","Air /water /other transportation",14,1984,1613
"S&L air transportation structures","Air /water /other transportation",14,1985,1744
"S&L air transportation structures","Air /water /other transportation",14,1986,2090
"S&L air transportation structures","Air /water /other transportation",14,1987,2372
"S&L air transportation structures","Air /water /other transportation",14,1988,2485
"S&L air transportation structures","Air /water /other transportation",14,1989,2776.999
"S&L air transportation structures","Air /water /other transportation",14,1990,3290.999
"S&L air transportation structures","Air /water /other transportation",14,1991,3712.999
"S&L air transportation structures","Air /water /other transportation",14,1992,4310
"S&L air transportation structures","Air /water /other transportation",14,1993,4676
"S&L air transportation structures","Air /water /other transportation",14,1994,3926.999
"S&L air transportation structures","Air /water /other transportation",14,1995,3171
"S&L air transportation structures","Air /water /other transportation",14,1996,3650
"S&L air transportation structures","Air /water /other transportation",14,1997,4394.999
"S&L air transportation structures","Air /water /other transportation",14,1998,5006.999
"S&L air transportation structures","Air /water /other transportation",14,1999,5751.002
"S&L air transportation structures","Air /water /other transportation",14,2000,6849.001
"S&L air transportation structures","Air /water /other transportation",14,2001,7690
"S&L air transportation structures","Air /water /other transportation",14,2002,7850
"S&L air transportation structures","Air /water /other transportation",14,2003,8356
"S&L air transportation structures","Air /water /other transportation",14,2004,8529.999
"S&L air transportation structures","Air /water /other transportation",14,2005,8272
"S&L air transportation structures","Air /water /other transportation",14,2006,8471
"S&L air transportation structures","Air /water /other transportation",14,2007,9137.001
"S&L air transportation structures","Air /water /other transportation",14,2008,9904.801
"S&L air transportation structures","Air /water /other transportation",14,2009,11011.6
"S&L air transportation structures","Air /water /other transportation",14,2010,10926.4
"S&L air transportation structures","Air /water /other transportation",14,2011,9144.199
"S&L air transportation structures","Air /water /other transportation",14,2012,8306
"S&L air transportation structures","Air /water /other transportation",14,2013,8084.001
"S&L air transportation structures","Air /water /other transportation",14,2014,7994.001
"S&L air transportation structures","Air /water /other transportation",14,2015,8365
"S&L air transportation structures","Air /water /other transportation",14,2016,8361
"S&L air transportation structures","Air /water /other transportation",14,2017,8861.001
"Private air transportation structures","Air /water /other transportation",14,1947,14
"Private air transportation structures","Air /water /other transportation",14,1948,23
"Private air transportation structures","Air /water /other transportation",14,1949,27
"Private air transportation structures","Air /water /other transportation",14,1950,27
"Private air transportation structures","Air /water /other transportation",14,1951,30
"Private air transportation structures","Air /water /other transportation",14,1952,28
"Private air transportation structures","Air /water /other transportation",14,1953,33
"Private air transportation structures","Air /water /other transportation",14,1954,39
"Private air transportation structures","Air /water /other transportation",14,1955,34
"Private air transportation structures","Air /water /other transportation",14,1956,42
"Private air transportation structures","Air /water /other transportation",14,1957,46
"Private air transportation structures","Air /water /other transportation",14,1958,58
"Private air transportation structures","Air /water /other transportation",14,1959,67
"Private air transportation structures","Air /water /other transportation",14,1960,81
"Private air transportation structures","Air /water /other transportation",14,1961,77
"Private air transportation structures","Air /water /other transportation",14,1962,81
"Private air transportation structures","Air /water /other transportation",14,1963,90
"Private air transportation structures","Air /water /other transportation",14,1964,88
"Private air transportation structures","Air /water /other transportation",14,1965,120
"Private air transportation structures","Air /water /other transportation",14,1966,126
"Private air transportation structures","Air /water /other transportation",14,1967,126
"Private air transportation structures","Air /water /other transportation",14,1968,62
"Private air transportation structures","Air /water /other transportation",14,1969,79
"Private air transportation structures","Air /water /other transportation",14,1970,85
"Private air transportation structures","Air /water /other transportation",14,1971,87
"Private air transportation structures","Air /water /other transportation",14,1972,95
"Private air transportation structures","Air /water /other transportation",14,1973,110
"Private air transportation structures","Air /water /other transportation",14,1974,107
"Private air transportation structures","Air /water /other transportation",14,1975,104
"Private air transportation structures","Air /water /other transportation",14,1976,122
"Private air transportation structures","Air /water /other transportation",14,1977,133
"Private air transportation structures","Air /water /other transportation",14,1978,167
"Private air transportation structures","Air /water /other transportation",14,1979,200
"Private air transportation structures","Air /water /other transportation",14,1980,234
"Private air transportation structures","Air /water /other transportation",14,1981,252
"Private air transportation structures","Air /water /other transportation",14,1982,306
"Private air transportation structures","Air /water /other transportation",14,1983,346
"Private air transportation structures","Air /water /other transportation",14,1984,441
"Private air transportation structures","Air /water /other transportation",14,1985,525
"Private air transportation structures","Air /water /other transportation",14,1986,515
"Private air transportation structures","Air /water /other transportation",14,1987,555
"Private air transportation structures","Air /water /other transportation",14,1988,636
"Private air transportation structures","Air /water /other transportation",14,1989,555
"Private air transportation structures","Air /water /other transportation",14,1990,579
"Private air transportation structures","Air /water /other transportation",14,1991,542
"Private air transportation structures","Air /water /other transportation",14,1992,514
"Private air transportation structures","Air /water /other transportation",14,1993,597
"Private air transportation structures","Air /water /other transportation",14,1994,644
"Private air transportation structures","Air /water /other transportation",14,1995,677
"Private air transportation structures","Air /water /other transportation",14,1996,813
"Private air transportation structures","Air /water /other transportation",14,1997,886
"Private air transportation structures","Air /water /other transportation",14,1998,1078
"Private air transportation structures","Air /water /other transportation",14,1999,1095
"Private air transportation structures","Air /water /other transportation",14,2000,1792
"Private air transportation structures","Air /water /other transportation",14,2001,1986
"Private air transportation structures","Air /water /other transportation",14,2002,1281
"Private air transportation structures","Air /water /other transportation",14,2003,1012
"Private air transportation structures","Air /water /other transportation",14,2004,869
"Private air transportation structures","Air /water /other transportation",14,2005,748
"Private air transportation structures","Air /water /other transportation",14,2006,719
"Private air transportation structures","Air /water /other transportation",14,2007,732
"Private air transportation structures","Air /water /other transportation",14,2008,780
"Private air transportation structures","Air /water /other transportation",14,2009,518
"Private air transportation structures","Air /water /other transportation",14,2010,263
"Private air transportation structures","Air /water /other transportation",14,2011,547
"Private air transportation structures","Air /water /other transportation",14,2012,1044
"Private air transportation structures","Air /water /other transportation",14,2013,921
"Private air transportation structures","Air /water /other transportation",14,2014,729
"Private air transportation structures","Air /water /other transportation",14,2015,828
"Private air transportation structures","Air /water /other transportation",14,2016,2054
"Private air transportation structures","Air /water /other transportation",14,2017,3514
"S&L water transportation structures","Air /water /other transportation",14,1947,22.105
"S&L water transportation structures","Air /water /other transportation",14,1948,31.918
"S&L water transportation structures","Air /water /other transportation",14,1949,42.217
"S&L water transportation structures","Air /water /other transportation",14,1950,43.867
"S&L water transportation structures","Air /water /other transportation",14,1951,46.301
"S&L water transportation structures","Air /water /other transportation",14,1952,36.588
"S&L water transportation structures","Air /water /other transportation",14,1953,46.666
"S&L water transportation structures","Air /water /other transportation",14,1954,57.51
"S&L water transportation structures","Air /water /other transportation",14,1955,69.904
"S&L water transportation structures","Air /water /other transportation",14,1956,79.939
"S&L water transportation structures","Air /water /other transportation",14,1957,88.584
"S&L water transportation structures","Air /water /other transportation",14,1958,97.287
"S&L water transportation structures","Air /water /other transportation",14,1959,111.999
"S&L water transportation structures","Air /water /other transportation",14,1960,113
"S&L water transportation structures","Air /water /other transportation",14,1961,162
"S&L water transportation structures","Air /water /other transportation",14,1962,151
"S&L water transportation structures","Air /water /other transportation",14,1963,199.001
"S&L water transportation structures","Air /water /other transportation",14,1964,151
"S&L water transportation structures","Air /water /other transportation",14,1965,180.999
"S&L water transportation structures","Air /water /other transportation",14,1966,220.999
"S&L water transportation structures","Air /water /other transportation",14,1967,241
"S&L water transportation structures","Air /water /other transportation",14,1968,263
"S&L water transportation structures","Air /water /other transportation",14,1969,260.998
"S&L water transportation structures","Air /water /other transportation",14,1970,239
"S&L water transportation structures","Air /water /other transportation",14,1971,184
"S&L water transportation structures","Air /water /other transportation",14,1972,201
"S&L water transportation structures","Air /water /other transportation",14,1973,216
"S&L water transportation structures","Air /water /other transportation",14,1974,251.999
"S&L water transportation structures","Air /water /other transportation",14,1975,329
"S&L water transportation structures","Air /water /other transportation",14,1976,309.999
"S&L water transportation structures","Air /water /other transportation",14,1977,277.001
"S&L water transportation structures","Air /water /other transportation",14,1978,395.001
"S&L water transportation structures","Air /water /other transportation",14,1979,524.001
"S&L water transportation structures","Air /water /other transportation",14,1980,678.999
"S&L water transportation structures","Air /water /other transportation",14,1981,669
"S&L water transportation structures","Air /water /other transportation",14,1982,607
"S&L water transportation structures","Air /water /other transportation",14,1983,564
"S&L water transportation structures","Air /water /other transportation",14,1984,520.999
"S&L water transportation structures","Air /water /other transportation",14,1985,618
"S&L water transportation structures","Air /water /other transportation",14,1986,655
"S&L water transportation structures","Air /water /other transportation",14,1987,620.001
"S&L water transportation structures","Air /water /other transportation",14,1988,672.999
"S&L water transportation structures","Air /water /other transportation",14,1989,735
"S&L water transportation structures","Air /water /other transportation",14,1990,786.999
"S&L water transportation structures","Air /water /other transportation",14,1991,682.001
"S&L water transportation structures","Air /water /other transportation",14,1992,630
"S&L water transportation structures","Air /water /other transportation",14,1993,720
"S&L water transportation structures","Air /water /other transportation",14,1994,710
"S&L water transportation structures","Air /water /other transportation",14,1995,872
"S&L water transportation structures","Air /water /other transportation",14,1996,1034
"S&L water transportation structures","Air /water /other transportation",14,1997,1018.002
"S&L water transportation structures","Air /water /other transportation",14,1998,1095.999
"S&L water transportation structures","Air /water /other transportation",14,1999,1182
"S&L water transportation structures","Air /water /other transportation",14,2000,2613
"S&L water transportation structures","Air /water /other transportation",14,2001,2808.001
"S&L water transportation structures","Air /water /other transportation",14,2002,2289.001
"S&L water transportation structures","Air /water /other transportation",14,2003,2286
"S&L water transportation structures","Air /water /other transportation",14,2004,1438.998
"S&L water transportation structures","Air /water /other transportation",14,2005,1433
"S&L water transportation structures","Air /water /other transportation",14,2006,1631.999
"S&L water transportation structures","Air /water /other transportation",14,2007,1734.001
"S&L water transportation structures","Air /water /other transportation",14,2008,1809.001
"S&L water transportation structures","Air /water /other transportation",14,2009,2026
"S&L water transportation structures","Air /water /other transportation",14,2010,2034.001
"S&L water transportation structures","Air /water /other transportation",14,2011,1957.999
"S&L water transportation structures","Air /water /other transportation",14,2012,2012
"S&L water transportation structures","Air /water /other transportation",14,2013,2345.999
"S&L water transportation structures","Air /water /other transportation",14,2014,2753
"S&L water transportation structures","Air /water /other transportation",14,2015,2559.999
"S&L water transportation structures","Air /water /other transportation",14,2016,2301
"S&L water transportation structures","Air /water /other transportation",14,2017,2419
"Private water transportation structures","Air /water /other transportation",14,1947,2
"Private water transportation structures","Air /water /other transportation",14,1948,3
"Private water transportation structures","Air /water /other transportation",14,1949,4
"Private water transportation structures","Air /water /other transportation",14,1950,4
"Private water transportation structures","Air /water /other transportation",14,1951,4
"Private water transportation structures","Air /water /other transportation",14,1952,4
"Private water transportation structures","Air /water /other transportation",14,1953,4
"Private water transportation structures","Air /water /other transportation",14,1954,5
"Private water transportation structures","Air /water /other transportation",14,1955,5
"Private water transportation structures","Air /water /other transportation",14,1956,6
"Private water transportation structures","Air /water /other transportation",14,1957,6
"Private water transportation structures","Air /water /other transportation",14,1958,8
"Private water transportation structures","Air /water /other transportation",14,1959,9
"Private water transportation structures","Air /water /other transportation",14,1960,11
"Private water transportation structures","Air /water /other transportation",14,1961,10
"Private water transportation structures","Air /water /other transportation",14,1962,11
"Private water transportation structures","Air /water /other transportation",14,1963,12
"Private water transportation structures","Air /water /other transportation",14,1964,12
"Private water transportation structures","Air /water /other transportation",14,1965,16
"Private water transportation structures","Air /water /other transportation",14,1966,17
"Private water transportation structures","Air /water /other transportation",14,1967,17
"Private water transportation structures","Air /water /other transportation",14,1968,8
"Private water transportation structures","Air /water /other transportation",14,1969,11
"Private water transportation structures","Air /water /other transportation",14,1970,11
"Private water transportation structures","Air /water /other transportation",14,1971,12
"Private water transportation structures","Air /water /other transportation",14,1972,13
"Private water transportation structures","Air /water /other transportation",14,1973,15
"Private water transportation structures","Air /water /other transportation",14,1974,14
"Private water transportation structures","Air /water /other transportation",14,1975,14
"Private water transportation structures","Air /water /other transportation",14,1976,16
"Private water transportation structures","Air /water /other transportation",14,1977,18
"Private water transportation structures","Air /water /other transportation",14,1978,22
"Private water transportation structures","Air /water /other transportation",14,1979,27
"Private water transportation structures","Air /water /other transportation",14,1980,31
"Private water transportation structures","Air /water /other transportation",14,1981,34
"Private water transportation structures","Air /water /other transportation",14,1982,41
"Private water transportation structures","Air /water /other transportation",14,1983,46
"Private water transportation structures","Air /water /other transportation",14,1984,59
"Private water transportation structures","Air /water /other transportation",14,1985,70
"Private water transportation structures","Air /water /other transportation",14,1986,69
"Private water transportation structures","Air /water /other transportation",14,1987,74
"Private water transportation structures","Air /water /other transportation",14,1988,85
"Private water transportation structures","Air /water /other transportation",14,1989,74
"Private water transportation structures","Air /water /other transportation",14,1990,77
"Private water transportation structures","Air /water /other transportation",14,1991,72
"Private water transportation structures","Air /water /other transportation",14,1992,69
"Private water transportation structures","Air /water /other transportation",14,1993,80
"Private water transportation structures","Air /water /other transportation",14,1994,86
"Private water transportation structures","Air /water /other transportation",14,1995,90
"Private water transportation structures","Air /water /other transportation",14,1996,145
"Private water transportation structures","Air /water /other transportation",14,1997,122
"Private water transportation structures","Air /water /other transportation",14,1998,84
"Private water transportation structures","Air /water /other transportation",14,1999,251
"Private water transportation structures","Air /water /other transportation",14,2000,165
"Private water transportation structures","Air /water /other transportation",14,2001,179
"Private water transportation structures","Air /water /other transportation",14,2002,164
"Private water transportation structures","Air /water /other transportation",14,2003,93
"Private water transportation structures","Air /water /other transportation",14,2004,170
"Private water transportation structures","Air /water /other transportation",14,2005,161
"Private water transportation structures","Air /water /other transportation",14,2006,170
"Private water transportation structures","Air /water /other transportation",14,2007,269
"Private water transportation structures","Air /water /other transportation",14,2008,138
"Private water transportation structures","Air /water /other transportation",14,2009,59
"Private water transportation structures","Air /water /other transportation",14,2010,133
"Private water transportation structures","Air /water /other transportation",14,2011,58
"Private water transportation structures","Air /water /other transportation",14,2012,29
"Private water transportation structures","Air /water /other transportation",14,2013,120
"Private water transportation structures","Air /water /other transportation",14,2014,387
"Private water transportation structures","Air /water /other transportation",14,2015,267
"Private water transportation structures","Air /water /other transportation",14,2016,113
"Private water transportation structures","Air /water /other transportation",14,2017,303
"Private other railroad/track replacement structures","Air /water /other transportation",14,1947,764
"Private other railroad/track replacement structures","Air /water /other transportation",14,1948,861
"Private other railroad/track replacement structures","Air /water /other transportation",14,1949,817
"Private other railroad/track replacement structures","Air /water /other transportation",14,1950,769
"Private other railroad/track replacement structures","Air /water /other transportation",14,1951,882
"Private other railroad/track replacement structures","Air /water /other transportation",14,1952,1029
"Private other railroad/track replacement structures","Air /water /other transportation",14,1953,1030
"Private other railroad/track replacement structures","Air /water /other transportation",14,1954,832
"Private other railroad/track replacement structures","Air /water /other transportation",14,1955,830
"Private other railroad/track replacement structures","Air /water /other transportation",14,1956,893
"Private other railroad/track replacement structures","Air /water /other transportation",14,1957,875
"Private other railroad/track replacement structures","Air /water /other transportation",14,1958,645
"Private other railroad/track replacement structures","Air /water /other transportation",14,1959,586
"Private other railroad/track replacement structures","Air /water /other transportation",14,1960,591
"Private other railroad/track replacement structures","Air /water /other transportation",14,1961,488
"Private other railroad/track replacement structures","Air /water /other transportation",14,1962,495
"Private other railroad/track replacement structures","Air /water /other transportation",14,1963,536
"Private other railroad/track replacement structures","Air /water /other transportation",14,1964,581
"Private other railroad/track replacement structures","Air /water /other transportation",14,1965,644
"Private other railroad/track replacement structures","Air /water /other transportation",14,1966,762
"Private other railroad/track replacement structures","Air /water /other transportation",14,1967,715
"Private other railroad/track replacement structures","Air /water /other transportation",14,1968,884
"Private other railroad/track replacement structures","Air /water /other transportation",14,1969,951
"Private other railroad/track replacement structures","Air /water /other transportation",14,1970,843
"Private other railroad/track replacement structures","Air /water /other transportation",14,1971,935
"Private other railroad/track replacement structures","Air /water /other transportation",14,1972,1035
"Private other railroad/track replacement structures","Air /water /other transportation",14,1973,1145
"Private other railroad/track replacement structures","Air /water /other transportation",14,1974,1424
"Private other railroad/track replacement structures","Air /water /other transportation",14,1975,1393
"Private other railroad/track replacement structures","Air /water /other transportation",14,1976,1838
"Private other railroad/track replacement structures","Air /water /other transportation",14,1977,2173
"Private other railroad/track replacement structures","Air /water /other transportation",14,1978,2650
"Private other railroad/track replacement structures","Air /water /other transportation",14,1979,2883
"Private other railroad/track replacement structures","Air /water /other transportation",14,1980,2909
"Private other railroad/track replacement structures","Air /water /other transportation",14,1981,3041
"Private other railroad/track replacement structures","Air /water /other transportation",14,1982,2910
"Private other railroad/track replacement structures","Air /water /other transportation",14,1983,2914
"Private other railroad/track replacement structures","Air /water /other transportation",14,1984,3470
"Private other railroad/track replacement structures","Air /water /other transportation",14,1985,4002
"Private other railroad/track replacement structures","Air /water /other transportation",14,1986,2843
"Private other railroad/track replacement structures","Air /water /other transportation",14,1987,2401
"Private other railroad/track replacement structures","Air /water /other transportation",14,1988,2337
"Private other railroad/track replacement structures","Air /water /other transportation",14,1989,2596
"Private other railroad/track replacement structures","Air /water /other transportation",14,1990,2530
"Private other railroad/track replacement structures","Air /water /other transportation",14,1991,2340
"Private other railroad/track replacement structures","Air /water /other transportation",14,1992,2799
"Private other railroad/track replacement structures","Air /water /other transportation",14,1993,2990
"Private other railroad/track replacement structures","Air /water /other transportation",14,1994,3224
