Date,Dy,Location,Mo,Month New,Name,Name - Split 2,YEAR,Year & Name (Combined) (group),Year & Name (Combined) (group) 1,# Missing,# of Deaths,# of Injuries,Calculation2,Damage in Millions,Damages Dollars,Day New,Houses Damaged,Houses Destroyed,Hr,Latitude,Longitude,Magnitude,Magnitude Category,Mn,Number of Records,Sec,TOTAL DEATHS AND INJURIES
9/2/1992,2,NICARAGUA,9,9,NICARAGUA: MASACHAPA; COSTA RICA,MASACHAPA; COSTA RICA,1992,Other,Other,,170,489,0.637663607,30,30000000,2,,1500,0,11.727,-87.386,7.7,7,16,1,2.8,659
9/8/1992,8,IRAN,9,9,IRAN: FIRUZABAD,FIRUZABAD,1992,Other,Other,,1,11,0.655493167,,,8,,200,0,29.134,52.187,4.7,4,38,1,15.4,12
9/11/1992,11,CONGO,9,9,CONGO: KABALO,KABALO,1992,Other,Other,,8,37,0.819197003,,,11,,,3,-6.087,26.651,7,7,57,1,26.5,45
10/12/1992,12,EGYPT,10,10,EGYPT: CAIRO,CAIRO,1992,Other,Other,,545,6512,0.004461816,1200,1200000000,12,,9350,13,29.778,31.144,5.3,5,9,1,55.5,7057
10/17/1992,17,COLOMBIA,10,10,"COLOMBIA: MURINDO, CALI","MURINDO, CALI",1992,Other,Other,,,20,0.428349813,,,17,,,8,6.845,-76.806,7,7,32,1,40.5,
10/18/1992,18,COLOMBIA,10,10,"COLOMBIA: MURINDO, APARTADO, MEDELLIN","MURINDO, APARTADO, MEDELLIN",1992,Other,Other,,11,115,0.385944418,,,18,,,15,7.075,-76.862,7.4,7,11,1,59.1,126
12/12/1992,12,INDONESIA,12,12,"INDONESIA: FLORES REGION, MAUMERE, BABI","FLORES REGION, MAUMERE, BABI",1992,Other,Other,,2500,2103,0.387678574,100,100000000,12,,31785,5,-8.48,121.896,7.8,7,29,1,26.3,4603
1/15/1993,15,JAPAN,1,1,"JAPAN: HOKKADIO, KUSHIRO, HACHINOHE, HONSHU","HOKKADIO, KUSHIRO, HACHINOHE, HONSHU",1993,Other,Other,,2,,0.575008382,358,358000000,15,,,11,43.3,143.691,7.6,7,6,1,5.9,
1/26/1993,26,CHINA,1,1,CHINA: YUNNAN PROVINCE,YUNNAN PROVINCE,1993,Other,Other,,,66,0.631956197,,,26,,28417,20,23.027,101.062,5.6,5,32,1,6.9,
1/27/1993,27,IRAN,1,1,IRAN: NEHBANDAN,NEHBANDAN,1993,Other,Other,,,,0.145863059,,,27,,,10,32.104,60.088,5.1,5,27,1,5.6,
2/7/1993,7,JAPAN,2,2,"JAPAN: HONSHU: ISHIKAWA, TOYAMA, NIIGATA",HONSHU,1993,Other,Other,,,,0.632734662,,,7,,,13,37.634,137.245,6.3,6,27,1,42,
3/12/1993,12,FUTUNA ISLAND,3,3,FUTUNA ISLAND,,1993,Other,Other,,5,20,0.588755615,,,12,,,14,-14.385,-178.252,6.4,6,1,1,35.4,25
3/20/1993,20,CHINA,3,3,CHINA: TIBET (XIZANG PROVINCE): NGAMRING,TIBET (XIZANG PROVINCE),1993,Other,Other,,2,3,0.155440628,,,20,,,14,29.084,87.333,6.2,6,51,1,59.7,5
3/25/1993,25,WASHINGTON-OREGON BORDER,3,3,WASHINGTON-OREGON BORDER,,1993,Other,Other,,,,0.963592793,,,25,,,13,45.035,-122.607,5.6,5,34,1,35.4,
3/26/1993,26,IRAN,3,3,IRAN: BOVIR AHMADI VA KOHKILUYEH,BOVIR AHMADI VA KOHKILUYEH,1993,Other,Other,,,,0.067678143,,,26,,,22,30.692,50.886,5.1,5,52,1,46.9,
4/18/1993,18,PERU,4,4,PERU: LIMA,LIMA,1993,Other,Other,,,,0.999459518,,,18,,,9,-11.652,-76.53,6.3,6,16,1,23.2,
6/8/1993,8,RUSSIA,6,6,RUSSIA: KAMCHATKA,KAMCHATKA,1993,Other,Other,,,,0.003237521,,,8,,,13,51.218,157.829,7.5,7,3,1,36.4,
6/18/1993,18,KERMADEC ISLANDS,6,6,KERMADEC ISLANDS,,1993,Other,Other,,,,0.033585497,,,18,,,11,-28.886,-176.819,6.6,6,52,1,54.8,
6/22/1993,22,IRAN,6,6,IRAN: BOVIR AHMADI VA KOHKILUYEH,BOVIR AHMADI VA KOHKILUYEH,1993,Other,Other,,,,0.233220478,,,22,,,16,30.149,50.814,5.4,5,32,1,43.7,
7/10/1993,10,COSTA RICA,7,7,"COSTA RICA: TURRIALBA, CARTAGO","TURRIALBA, CARTAGO",1993,Other,Other,,2,9,0.103099759,,,10,,,20,9.821,-83.622,5.8,5,40,1,58.9,11
7/12/1993,12,JAPAN,7,7,JAPAN: HOKKAIDO; RUSSIA: SOUTHEAST; SOUTH KOREA,HOKKAIDO; RUSSIA,1993,Other,Other,,231,233,0.969325680,1207,1207000000,12,,2374,13,42.851,139.197,7.7,7,17,1,11.9,464
7/14/1993,14,GREECE,7,7,GREECE: PATRAS,PATRAS,1993,Other,Other,,,,0.382046523,,,14,,,12,38.224,21.756,5.6,5,31,1,49.4,
8/1/1993,1,SUDAN,8,8,SUDAN: KHARTOUM,KHARTOUM,1993,Other,Other,,2,9,0.203471262,,,1,,,0,15.385,31.69,5.5,5,20,1,40.5,11
8/7/1993,7,JAPAN,8,8,JAPAN,,1993,Other,Other,,,,0.786716094,,,7,,,19,41.985,139.839,6.3,6,42,1,41.9,
8/8/1993,8,GUAM,8,8,"GUAM: TUMAN BAY, APRA HARBOR","TUMAN BAY, APRA HARBOR",1993,Other,Other,,,48,0.882151559,250,250000000,8,,,8,12.982,144.801,7.8,7,34,1,24.9,
9/10/1993,10,GUATEMALA,9,9,GUATEMALA: SOUTHWEST; MEXICO: CHIAPAS,SOUTHWEST; MEXICO,1993,Other,Other,,1,3,0.336243174,,,10,,,19,14.717,-92.645,7.2,7,12,1,54.6,4
9/21/1993,21,OREGON,9,9,OREGON: KLAMATH FALLS,KLAMATH FALLS,1993,Other,Other,,,,0.754280212,,,21,,,3,42.314,-122.012,6,6,28,1,55.4,
9/29/1993,29,INDIA,9,9,"INDIA: LATUR-OSMANABAD, KILLARI","LATUR-OSMANABAD, KILLARI",1993,Other,Other,,11000,30000,0.154913031,300,300000000,29,,,22,18.066,76.451,6.2,6,25,1,48.6,41000
10/13/1993,13,PAPUA NEW GUINEA,10,10,PAPUA NEW GUINEA: EASTERN: UPPER MARKHAM VALLEY,EASTERN,1993,Other,Other,,60,200,0.333487808,5,5000000,13,,,2,-5.889,146.02,6.9,6,6,1,0.3,260
10/20/1993,20,NEPAL,10,10,NEPAL: NW; INDIA: UTTAR PRADESH,NW; INDIA,1993,Other,Other,,,,0.780981313,,,20,,,16,28.723,82.28,5.1,5,15,1,59.6,
11/12/1993,12,INDIA,11,11,INDIA: LATUR,LATUR,1993,Other,Other,,,25,0.043300288,,,12,100,,13,18.12,76.533,4.6,4,27,1,28.1,
11/13/1993,13,RUSSIA,11,11,RUSSIA: KAMCHATKA,KAMCHATKA,1993,Other,Other,,,,0.248113683,,,13,,,1,51.934,158.647,7,7,18,1,4.1,
11/30/1993,30,CHINA,11,11,CHINA: SOUTHERN XINJIANG: SHUFU,SOUTHERN XINJIANG,1993,Other,Other,,,4,0.405364989,,,30,,100,20,39.263,75.533,5.6,5,37,1,12.8,
1/3/1994,3,CHINA,1,1,CHINA: QINGHAI PROVINCE: GONGHE,QINGHAI PROVINCE,1994,Other,Other,,,5,0.455372832,,,3,,56,5,36.028,100.104,5.7,5,52,1,27.6,
1/16/1994,16,PENNSYLVANIA,1,1,"PENNSYLVANIA: READING, FELT TO CANADA","READING, FELT TO CANADA",1994,Other,Other,,,,0.798325963,,,16,,,1,40.33,-76.037,4.6,4,49,1,16.2,
1/17/1994,17,CALIFORNIA,1,1,CALIFORNIA: NORTHRIDGE,NORTHRIDGE,1994,Other,Other,,60,7000,0.961814776,40000,40000000000,17,,40000,12,34.213,-118.537,6.7,6,30,1,55.3,7060
1/21/1994,21,INDONESIA,1,1,INDONESIA: KAU,KAU,1994,Other,Other,,9,300,0.528287865,,,21,550,,2,1.015,127.733,7,7,24,1,29.9,309
2/3/1994,3,WYOMING,2,2,WYOMING: AFTON,AFTON,1994,Other,Other,,,,0.742176604,,,3,,,9,42.762,-110.976,5.8,5,5,1,4.2,
2/5/1994,5,UGANDA,2,2,"UGANDA: FORT PORTAL, KASESE; ZAMBIA","FORT PORTAL, KASESE; ZAMBIA",1994,Other,Other,,7,,0.319902945,70,70000000,5,,,23,0.593,30.037,6.2,6,34,1,9.9,
2/15/1994,15,INDONESIA,2,2,"INDONESIA: SOUTHERN SUMATERA, LIWA, LAMPUNG","SOUTHERN SUMATERA, LIWA, LAMPUNG",1994,Other,Other,,207,2000,0.611379370,170.476,170476000,15,,6000,17,-4.967,104.302,6.9,6,7,1,43.8,2207
2/23/1994,23,IRAN,2,2,IRAN: SISTAN,SISTAN,1994,Other,Other,,6,,0.929022864,1.4,1400000,23,,,8,30.853,60.596,6.1,6,2,1,4.7,
3/1/1994,1,IRAN,3,3,IRAN: SOUTHERN: FIRUZABAD,SOUTHERN,1994,Other,Other,,2,50,0.847800690,,,1,,,3,29.096,52.617,6.1,6,49,1,0.8,52
3/2/1994,2,HAITI,3,3,HAITI: SAINT-LOUIS DU NORD,SAINT-LOUIS DU NORD,1994,Other,Other,,4,,0.164392527,,,2,,,3,19.803,-72.799,5.4,5,38,1,3.8,
3/9/1994,9,FIJI ISLANDS,3,3,FIJI ISLANDS,,1994,Other,Other,,,,0.324141015,,,9,,,23,-18.039,-178.413,7.6,7,28,1,6.7,
4/8/1994,8,JAPAN,4,4,JAPAN: OFF EAST COAST OF HONSHU ISLAND,OFF EAST COAST OF HONSHU ISLAND,1994,Other,Other,,,,0.307287538,,,8,,,1,40.608,143.683,6.4,6,10,1,40.8,
5/1/1994,1,AFGHANISTAN,5,5,"AFGHANISTAN: HINDU KUSH: TASHIAK, TERMIZ",HINDU KUSH,1994,Other,Other,,,160,0.681096276,,,1,,,12,36.901,67.163,6.1,6,0,1,35.7,
5/24/1994,24,TAIWAN,5,5,TAIWAN,,1994,Other,Other,,,,0.046632560,,,24,,,4,23.959,122.448,6.5,6,0,1,42.1,
6/2/1994,2,INDONESIA,6,6,INDONESIA: JAVA,JAVA,1994,Other,Other,,238,423,0.409664255,2.2,2200000,2,,1500,18,-10.477,112.835,7.8,7,17,1,34,661
6/3/1994,3,INDONESIA,6,6,INDONESIA: JAVA,JAVA,1994,Other,Other,,,,0.615494234,,,3,,,21,-10.362,112.892,6.6,6,6,1,59.8,
6/4/1994,4,INDONESIA,6,6,INDONESIA: JAVA,JAVA,1994,Other,Other,,,,0.870531550,,,4,,,0,-10.777,113.366,6.5,6,57,1,50.6,
6/5/1994,5,TAIWAN,6,6,"TAIWAN: CHI-LUNG, I-LAN, TAIPEI, NAN-AO","CHI-LUNG, I-LAN, TAIPEI, NAN-AO",1994,Other,Other,,1,2,0.773199280,,,5,,,1,24.511,121.905,6.4,6,9,1,30.1,3
6/5/1994,5,INDONESIA,6,6,INDONESIA: JAVA,JAVA,1994,Other,Other,,,,0.328794154,,,5,,,1,-10.341,113.369,6.1,6,45,1,2.7,
6/6/1994,6,COLOMBIA,6,6,"COLOMBIA: CAUCA, HUILA","CAUCA, HUILA",1994,Other,Other,,650,,0.559526176,2.4,2400000,6,,200,20,2.917,-76.057,6.8,6,47,1,40.5,
6/9/1994,9,BOLIVIA-PERU,6,6,"BOLIVIA-PERU: AREQUIPA, FELT IN N AND S AMERICA","AREQUIPA, FELT IN N AND S AMERICA",1994,Other,Other,,5,,0.249269696,,,9,,,0,-13.841,-67.553,8.2,8,33,1,16.2,
6/18/1994,18,NEW ZEALAND,6,6,NEW ZEALAND: SOUTH ISLAND: CHRISTCHURCH,SOUTH ISLAND,1994,Other,Other,,,,0.049389630,,,18,,,3,-42.963,171.658,6.8,6,25,1,15.8,
6/20/1994,20,IRAN,6,6,"IRAN: FIRUZABAD, SHIRAZ","FIRUZABAD, SHIRAZ",1994,Other,Other,,3,100,0.253800926,,,20,,,9,28.968,52.614,5.9,5,9,1,2.9,103
8/18/1994,18,ALGERIA,8,8,ALGERIA: MASCARA,MASCARA,1994,Other,Other,,171,,0.739701748,,,18,,,1,35.52,-0.106,5.9,5,13,1,5.7,
9/1/1994,1,CALIFORNIA,9,9,CALIFORNIA: NORTH: HONEYDEW,NORTH,1994,Other,Other,,,,0.213062440,,,1,,,15,40.402,-125.68,7,7,15,1,53,
10/4/1994,4,RUSSIA,10,10,RUSSIA: KURIL ISLANDS; JAPAN: HOKKAIDO,KURIL ISLANDS; JAPAN,1994,Other,Other,,11,382,0.046345462,,,4,,,13,43.773,147.321,8.3,8,22,1,55.8,393
10/8/1994,8,INDONESIA,10,10,INDONESIA: HALMAHERA,HALMAHERA,1994,Other,Other,,1,52,0.849724614,,,8,500,,21,-1.258,127.98,6.8,6,44,1,7.2,53
10/9/1994,9,RUSSIA,10,10,RUSSIA: KURIL ISLANDS,KURIL ISLANDS,1994,Other,Other,,,,0.106836552,,,9,,,7,43.905,147.916,7.3,7,55,1,39.5,
11/14/1994,14,PHILIPPINES,11,11,PHILIPPINES: MINDORO,MINDORO,1994,Other,Other,,81,225,0.127353040,3.7,3700000,14,3288,797,19,13.525,121.067,7.1,7,15,1,30.6,306
12/26/1994,26,CALIFORNIA,12,12,"CALIFORNIA: EUREKA, SAMOA, ARCATA, BLUE LAKE","EUREKA, SAMOA, ARCATA, BLUE LAKE",1994,Other,Other,,,,0.547239765,2.1,2100000,26,,,14,40.741,-124.31,5.5,5,10,1,29.1,
12/28/1994,28,JAPAN,12,12,JAPAN: HONSHU,HONSHU,1994,Other,Other,,3,200,0.649559126,170.4,170400000,28,,,12,40.525,143.419,7.8,7,19,1,23,203
12/31/1994,31,CHINA,12,12,"CHINA: GUANGXI PROVINCE, GUANDONG PROVINCE","GUANGXI PROVINCE, GUANDONG PROVINCE",1994,Other,Other,,,360,0.407978996,,,31,,1100,2,20.524,109.33,5.3,5,57,1,20.8,
1/16/1995,16,JAPAN,1,1,"JAPAN: SW HONSHU: KOBE, AWAJI-SHIMA, NISHINOMIYA",SW HONSHU,1995,Other,Other,,5502,36896,0.822031064,100000,100000000000,16,,200000,20,34.583,135.018,6.9,6,46,1,52.1,42398
1/19/1995,19,COLOMBIA,1,1,"COLOMBIA: BOGOTA, MANIZALES, MIRAFLORES","BOGOTA, MANIZALES, MIRAFLORES",1995,Other,Other,,7,,0.506640730,,,19,20,512,15,5.05,-72.916,6.5,6,5,1,3.4,
2/5/1995,5,NEW ZEALAND,2,2,NEW ZEALAND: NORTH ISLAND; S ISLAND: CHRISTCHURCH,NORTH ISLAND; S ISLAND,1995,Other,Other,,,,0.472556398,,,5,,,22,-37.759,178.752,7.1,7,51,1,5.1,
2/8/1995,8,COLOMBIA,2,2,"COLOMBIA: CALI, PEREIRA, ARMENIA, CALARCA","CALI, PEREIRA, ARMENIA, CALARCA",1995,Other,Other,1,45,400,0.423906578,50,50000000,8,,2000,18,4.104,-76.622,6.4,6,40,1,25.3,445
2/23/1995,23,CYPRUS,2,2,"CYPRUS: PAPHOS, NICOSIA, ARODHES, PERISTERONA","PAPHOS, NICOSIA, ARODHES, PERISTERONA",1995,Other,Other,,2,5,0.805195861,4.34,4340000,23,570,70,21,35.046,32.279,5.9,5,3,1,1.3,7
3/19/1995,19,INDONESIA,3,3,INDONESIA: IRIAN JAYA REGION,IRIAN JAYA REGION,1995,Other,Other,,,,0.984583629,,,19,,,23,-4.183,135.109,6.9,6,53,1,14.9,
4/1/1995,1,JAPAN,4,4,"JAPAN: NIIGATA PREFECTURE, SADO","NIIGATA PREFECTURE, SADO",1995,Other,Other,,,,0.480250049,,,1,,,3,37.925,139.186,5.4,5,49,1,33.5,
4/7/1995,7,SAMOA,4,4,SAMOA: APIA; AMERICAN SAMOA: PAGO PAGO; NIUE,APIA; AMERICAN SAMOA,1995,Other,Other,,,,0.847500685,,,7,,,22,-15.199,-173.529,7.4,7,6,1,56.8,
4/21/1995,21,PHILIPPINES,4,4,PHILIPPINES: SAMAR,SAMAR,1995,Other,Other,,,,0.373445426,,,21,,,0,12.059,125.58,7.2,7,34,1,46,
4/21/1995,21,PHILIPPINES,4,4,PHILIPPINES: SAMAR,SAMAR,1995,Other,Other,,,,0.463681077,,,21,,,5,12.047,125.92,6.8,6,17,1,1.3,
5/13/1995,13,GREECE,5,5,"GREECE: GREVENA-KOZANI, THESSALONIKI, YUGOSLAVIA","GREVENA-KOZANI, THESSALONIKI, YUGOSLAVIA",1995,Other,Other,,,25,0.505501842,450,450000000,13,,12000,8,40.149,21.695,6.6,6,47,1,12.7,
5/14/1995,14,INDONESIA,5,5,"INDONESIA: TIMOR, DILI, MALIANA, MAUBARA","TIMOR, DILI, MALIANA, MAUBARA",1995,Other,Other,,11,19,0.733453771,,,14,,,11,-8.452,125.049,6.9,6,33,1,21.1,30
5/16/1995,16,NEW CALEDONIA,5,5,NEW CALEDONIA: NOUMEA; VANUATU: PORT-VILA,NOUMEA; VANUATU,1995,Other,Other,,,,0.514947645,,,16,,,20,-23.008,169.9,7.7,7,12,1,44.2,
5/27/1995,27,RUSSIA,5,5,"RUSSIA: SAKHALIN IS: NEFTEGORSK, OKHA, MOSKALVO",SAKHALIN IS,1995,Other,Other,,1989,750,0.394999829,300,300000000,27,,,13,52.629,142.827,7.1,7,3,1,52.6,2739
6/15/1995,15,GREECE,6,6,"GREECE: AIYION, ERATINI","AIYION, ERATINI",1995,Other,Other,,26,60,0.259721866,660,660000000,15,,,0,38.401,22.283,6.5,6,15,1,48.7,86
7/11/1995,11,CHINA,7,7,"CHINA: YUNNAN PROVINCE: LANCANG, MENGLIAN; THAILAND",YUNNAN PROVINCE,1995,Other,Other,,11,136,0.970582885,36.1,36100000,11,,100000,21,21.966,99.196,6.8,6,46,1,39.7,147
7/21/1995,21,CHINA,7,7,"CHINA: GANSU, YONGDENG, BAIYIN, DINGXI, JINGTAI","GANSU, YONGDENG, BAIYIN, DINGXI, JINGTAI",1995,Other,Other,,14,60,0.798426405,,,21,,4500,22,36.427,103.123,5.6,5,44,1,4.5,74
7/30/1995,30,CHILE,7,7,"CHILE: ANTOFAGASTA, CALAMA, MEJILLONES","ANTOFAGASTA, CALAMA, MEJILLONES",1995,Other,Other,,3,,0.706900524,1.791,1791000,30,,115,5,-23.34,-70.294,8,8,11,1,23.6,
8/16/1995,16,PAPUA NEW GUINEA,8,8,"PAPUA NEW GUINEA: RABAUL, KOKOPO, NEW BRITAIN","RABAUL, KOKOPO, NEW BRITAIN",1995,Other,Other,,,,0.185099920,,,16,,,10,-5.799,154.178,7.7,7,27,1,28.6,
9/14/1995,14,MEXICO,9,9,"MEXICO: GUERRERO, OAXACA, PUEBLA, MEXICO CITY","GUERRERO, OAXACA, PUEBLA, MEXICO CITY",1995,Other,Other,,3,100,0.072458547,,,14,,,14,16.779,-98.597,7.4,7,4,1,31.4,103
10/1/1995,1,TURKEY,10,10,"TURKEY: DINAR, EVCILER","DINAR, EVCILER",1995,Other,Other,,95,348,0.345449905,205.8,205800000,1,,5100,15,38.063,30.134,6.4,6,57,1,16.2,443
10/3/1995,3,ECUADOR,10,10,ECUADOR: QUITO,QUITO,1995,Other,Other,,2,5,0.879696666,,,3,,83,1,-2.75,-77.881,7,7,51,1,23.9,7
10/6/1995,6,ALASKA,10,10,ALASKA: FAIRBANKS NORTH STAR COUNTY,FAIRBANKS NORTH STAR COUNTY,1995,Other,Other,,,,0.810062194,,,6,,,5,65.17,-148.565,6,6,23,1,18.5,
10/6/1995,6,INDONESIA,10,10,"INDONESIA: SUMATERA, JAMBI PROVINCE","SUMATERA, JAMBI PROVINCE",1995,Other,Other,,84,1868,0.739993012,,,6,,17600,18,-2.045,101.436,6.8,6,9,1,45.9,1952
10/9/1995,9,MEXICO,10,10,"MEXICO: JALISCO, MANZANILLO, SAN PATRICIO MELAQUE","JALISCO, MANZANILLO, SAN PATRICIO MELAQUE",1995,Other,Other,,50,200,0.780729457,,,9,,,15,19.055,-104.205,8,8,35,1,53.9,250
10/18/1995,18,JAPAN,10,10,JAPAN: RYUKU IS.,RYUKU IS.,1995,Other,Other,,,1,0.063355231,,,18,,,10,27.929,130.175,7.1,7,37,1,26.3,
10/19/1995,19,JAPAN,10,10,JAPAN: RYUKU IS.,RYUKU IS.,1995,Other,Other,,,,0.165241209,,,19,,,2,28.094,130.148,6.8,6,41,1,36.1,
10/23/1995,23,CHINA,10,10,CHINA: YUNNAN PROVINCE: WUDING,YUNNAN PROVINCE,1995,Other,Other,,81,800,0.427195376,80,80000000,23,,200,22,26.003,102.227,6.2,6,46,1,50.8,881
11/1/1995,1,CHILE,11,11,CHILE: NEAR CENTRAL COAST,NEAR CENTRAL COAST,1995,Other,Other,,,,0.411640846,,,1,,,0,-28.906,-71.417,6.7,6,35,1,32.7,
11/22/1995,22,EGYPT,11,11,EGYPT: NUWAYBI; SAUDI ARABIA; ISRAEL; JORDAN,NUWAYBI; SAUDI ARABIA; ISRAEL; JORDAN,1995,Other,Other,,12,,0.244883420,,,22,,,4,28.826,34.799,7.2,7,15,1,11.9,
12/3/1995,3,RUSSIA,12,12,"RUSSIA: KURIL ISLANDS: ITURUP, MATUA, KUNASHIR",KURIL ISLANDS,1995,Other,Other,,,,0.095636460,,,3,,,18,44.663,149.3,7.9,7,1,1,8.9,
1/1/1996,1,INDONESIA,1,1,"INDONESIA: SULAWESI: MINAHASSA PENINSULA, TOLITOLI",SULAWESI,1996,Other,Other,,9,63,0.023544614,1.2,1200000,1,,400,8,0.729,119.931,7.9,7,5,1,10.8,72
2/3/1996,3,CHINA,2,2,CHINA: YUNNAN PROVINCE: LIJIANG,YUNNAN PROVINCE,1996,Other,Other,,322,17057,0.011402237,506,506000000,3,,959000,11,27.291,100.276,6.6,6,14,1,20.1,17379
2/17/1996,17,INDONESIA,2,2,"INDONESIA: NEW GUINEA: IRIAN JAYA: BIAK, SUPIORI",NEW GUINEA,1996,Other,Other,,164,423,0.670448557,4.2,4200000,17,,5043,5,-0.891,136.952,8.2,8,59,1,30.5,587
2/21/1996,21,PERU,2,2,"PERU: NORTHERN: CHIMBOTE, CALLAO",NORTHERN,1996,Other,Other,,12,57,0.353387591,,,21,22,15,12,-9.593,-79.587,7.5,7,51,1,1.3,69
2/25/1996,25,MEXICO,2,2,MEXICO: OFF COAST OF GUERRERO,OFF COAST OF GUERRERO,1996,Other,Other,,,,0.832758277,,,25,,,3,15.978,-98.07,7.1,7,8,1,15.8,
3/19/1996,19,CHINA,3,3,"CHINA: S. XINJIANG: ARTUX, JIASHI, BACHU, KASHI",S. XINJIANG,1996,Other,Other,,24,128,0.112598338,24,24000000,19,,15314,15,39.993,76.696,6.3,6,0,1,26,152
3/28/1996,28,ECUADOR,3,3,"ECUADOR: COTOPAXI, PASTAZA, TUNGURAHUA, AMBATO","COTOPAXI, PASTAZA, TUNGURAHUA, AMBATO",1996,Other,Other,,,,0.513298077,,,28,,,23,-1.036,-78.737,5.9,5,3,1,49.8,
4/29/1996,29,SOLOMON ISLANDS,4,4,SOLOMON ISLANDS: BOUGAINVILLE ISLAND,BOUGAINVILLE ISLAND,1996,Other,Other,,,,0.919857979,,,29,,,14,-6.518,154.999,7.2,7,40,1,41,
5/3/1996,3,CHINA,5,5,"CHINA: NEI MONGOL: BAOTOU, BEIJING, HOHHOT",NEI MONGOL,1996,Other,Other,,23,330,0.354092297,,,3,,,3,40.774,109.661,6,6,32,1,47.1,353
6/10/1996,10,ALASKA,6,6,ALASKA: ANDREANOF ISLANDS,ANDREANOF ISLANDS,1996,Other,Other,,,,0.230371463,,,10,,,4,51.564,-177.632,7.9,7,3,1,35.4,
6/10/1996,10,ALASKA,6,6,ALASKA: ANDREANOF ISLANDS,ANDREANOF ISLANDS,1996,Other,Other,,,,0.870250203,,,10,,,15,51.478,-176.847,7.3,7,24,1,56,
9/4/1996,4,"HONSHU ISLAND, JAPAN",9,9,"HONSHU ISLAND, JAPAN",,1996,Other,Other,,,,0.309331843,,,4,,,18,31.555,139.931,5.7,5,16,1,1.9,
9/5/1996,5,CHILE,9,9,CHILE: EASTER ISLAND REGION,EASTER ISLAND REGION,1996,Other,Other,,,,0.025428493,,,5,,,8,-22.118,-113.436,6.9,6,14,1,14.4,
9/5/1996,5,BALKANS NW,9,9,"BALKANS NW: CROATIA: STON, SLANO",CROATIA,1996,Other,Other,,,,0.615390747,,,5,,,20,42.803,17.936,6,6,44,1,9.2,
9/5/1996,5,TAIWAN REGION,9,9,TAIWAN REGION,,1996,Other,Other,,,,0.371136349,,,5,,,23,21.898,121.498,6.8,6,42,1,6,
10/18/1996,18,JAPAN,10,10,JAPAN: KYUSHU ISLAND,KYUSHU ISLAND,1996,Other,Other,,,,0.474597426,,,18,,,10,30.568,131.093,6.6,6,50,1,20.8,
10/19/1996,19,JAPAN,10,10,JAPAN: KYUSHU ISLAND,KYUSHU ISLAND,1996,Other,Other,,,,0.162900844,,,19,,,14,31.885,131.468,6.7,6,44,1,40.7,
11/12/1996,12,PERU,11,11,"PERU: CHINCHA ALTA, ACARI, NAZCA, MARCONA","CHINCHA ALTA, ACARI, NAZCA, MARCONA",1996,Other,Other,,14,560,0.247878190,,,12,4000,,16,-14.993,-75.675,7.7,7,59,1,44,574
12/2/1996,2,JAPAN,12,12,JAPAN: KYUSHU,KYUSHU,1996,Other,Other,,,,0.921135214,,,2,,,22,31.789,131.314,6.7,6,17,1,59.2,
1/9/1997,9,KYRGYZSTAN,1,1,"KYRGYZSTAN: DZHERGETAL, KOSHTEBE, KAZARMAN","DZHERGETAL, KOSHTEBE, KAZARMAN",1997,Other,Other,,,,0.884639810,,,9,,,13,41.026,74.284,5.8,5,43,1,31.5,
1/11/1997,11,MEXICO,1,1,"MEXICO: MICHOACAN, ARTEAGA","MICHOACAN, ARTEAGA",1997,Other,Other,,,,0.321473956,,,11,,,20,18.219,-102.756,7.2,7,28,1,26,
1/12/1997,12,ALBANIA,1,1,"ALBANIA: BERAT, URA VAJGURORE, GRAMSH, CERRIK","BERAT, URA VAJGURORE, GRAMSH, CERRIK",1997,Other,Other,,,,0.796661364,,,12,,,12,40.956,19.672,4.7,4,10,1,51.3,
1/21/1997,21,CHINA,1,1,CHINA: SOUTHERN XINJIANG: JIASHI COUNTY,SOUTHERN XINJIANG,1997,Other,Other,,12,40,0.485103099,,,21,,14000,1,39.474,76.998,5.9,5,48,1,30.1,52
2/4/1997,4,IRAN,2,2,"IRAN: BOJNURD, SHIRVAN, ESFARAYEN","BOJNURD, SHIRVAN, ESFARAYEN",1997,Other,Other,,88,1948,0.035227839,30,30000000,4,11000,5500,10,37.661,57.291,6.5,6,37,1,47.1,2036
2/27/1997,27,PAKISTAN,2,2,"PAKISTAN: HARNAI-SIBI, QUETTA","HARNAI-SIBI, QUETTA",1997,Other,Other,,60,,0.205138893,,,27,,500,21,29.976,68.208,7.1,7,8,1,2.3,
2/28/1997,28,IRAN,2,2,IRAN: ARDABIL,ARDABIL,1997,Other,Other,,1100,2600,0.336068898,,,28,,12000,12,38.075,48.05,6.1,6,57,1,18.6,3700
3/1/1997,1,CHINA,3,3,"CHINA: S. XINJIANG, JIASHI COUNTY, KASHI","S. XINJIANG, JIASHI COUNTY, KASHI",1997,Other,Other,,2,6,0.129999702,,,1,,4000,6,39.422,76.839,5.6,5,4,1,14.1,8
3/19/1997,19,PAKISTAN,3,3,"PAKISTAN: BAJAUR, CHITRAL","BAJAUR, CHITRAL",1997,Other,Other,,,,0.027197697,,,19,,,19,34.872,71.62,4.9,4,57,1,11.9,
