Date,Dy,Location,Mo,Month New,Name,Name - Split 2,YEAR,Year & Name (Combined) (group),Year & Name (Combined) (group) 1,# Missing,# of Deaths,# of Injuries,Calculation2,Damage in Millions,Damages Dollars,Day New,Houses Damaged,Houses Destroyed,Hr,Latitude,Longitude,Magnitude,Magnitude Category,Mn,Number of Records,Sec,TOTAL DEATHS AND INJURIES
7/2/1959,2,CHINA,7,7,CHINA: HENAN PROVINCE,HENAN PROVINCE,1959,Other,Other,,,,0.733695045,,,2,,,18,31.8,115.3,5,5,33,1,54,
8/10/1959,10,CHINA,8,8,CHINA: SHAANXI PROVINCE,SHAANXI PROVINCE,1959,Other,Other,,,,0.099714417,,,10,,43,23,35.6,110.9,5.4,5,7,1,29,
8/15/1959,15,TAIWAN,8,8,TAIWAN,,1959,Other,Other,,16,63,0.398142243,,,15,,,8,22.18,121.13,7,7,57,1,3,79
8/17/1959,17,SOLOMON ISLANDS,8,8,SOLOMON ISLANDS,,1959,Other,Other,,,,0.517726611,,,17,,,21,-7.5,156,7.3,7,4,1,40,
8/18/1959,18,MONTANA,8,8,MONTANA: HEBGEN LAKE,HEBGEN LAKE,1959,Other,Other,,28,,0.848878749,11,11000000,18,,,6,44.712,-111.215,7.7,7,37,1,13.5,
8/26/1959,26,MEXICO,8,8,MEXICO: GULF OF CAMPECHE,GULF OF CAMPECHE,1959,Other,Other,,25,200,0.711723852,,,26,,,8,18.3,-94.4,6.9,6,25,1,31,225
9/1/1959,1,ALBANIA,9,9,ALBANIA,,1959,Other,Other,,,,0.090903886,,,1,,,11,40.9,19.8,6.1,6,37,1,,
9/14/1959,14,KERMADEC ISLANDS,9,9,KERMADEC ISLANDS,,1959,Other,Other,,,,0.972572078,,,14,,,14,-28.5,-177,7.7,7,9,1,,
10/25/1959,25,TURKEY,10,10,TURKEY: NINIA,NINIA,1959,Other,Other,,,,0.738579909,,,25,,,15,39.1,41.6,6.2,6,57,1,,
10/26/1959,26,"SANRIKU, JAPAN",10,10,"SANRIKU, JAPAN",,1959,Other,Other,,,,0.553295364,,,26,,,7,37.5,143.2,,9,35,1,,
10/27/1959,27,RUSSIA,10,10,RUSSIA: KAMCHATKA,KAMCHATKA,1959,Other,Other,,,,0.664680721,,,27,,,6,45.89,151.11,7.2,7,52,1,51.2,
11/7/1959,7,ALGERIA,11,11,ALGERIA: BOU-MEDFA,BOU-MEDFA,1959,Other,Other,,,,0.214042646,,,7,,,,36.4,2.6,5.5,5,,1,,
11/15/1959,15,CHINA,11,11,CHINA: XINGJIANG,XINGJIANG,1959,Other,Other,,,,0.622362927,,,15,,,10,38.75,75.317,6.4,6,25,1,16,
12/24/1959,24,PERU,12,12,"PERU: AYACUCHO,POMABAMBA,MOYOBAMBA,HUAHUAPUQUIO","AYACUCHO,POMABAMBA,MOYOBAMBA,HUAHUAPUQUIO",1959,Other,Other,,,,0.129041057,,,24,,,12,-13.5,-74,,9,50,1,,
1/13/1960,13,PERU,1,1,"PERU: AREQUIPA,CHUQUIBAMBA,CARAVELI,COTAHUASI","AREQUIPA,CHUQUIBAMBA,CARAVELI,COTAHUASI",1960,Other,Other,,63,200,0.070428777,,,13,,,15,-15.75,-72.75,7.8,7,40,1,34,263
1/15/1960,15,PERU,1,1,"PERU: LIMA,NAZCA,ICA,HUANCAVELIC,PALPA,HUAITARA","LIMA,NAZCA,ICA,HUANCAVELIC,PALPA,HUAITARA",1960,Other,Other,,,,0.259916222,,,15,,,9,-15,-75,7,7,30,1,,
2/2/1960,2,CHINA,2,2,CHINA: GANSU PROVINCE,GANSU PROVINCE,1960,Other,Other,,,,0.040408312,,,2,,,23,33.8,104.5,5.3,5,51,1,59,
2/21/1960,21,ALGERIA,2,2,ALGERIA: MELOUZA,MELOUZA,1960,Other,Other,,47,88,0.735528972,,,21,,,8,36,4.1,5.6,5,13,1,31,135
2/29/1960,29,MOROCCO,2,2,MOROCCO: AGADIR,AGADIR,1960,Other,Other,,13100,25000,0.196010206,120,120000000,29,,,23,30.45,-9.62,5.9,5,40,1,14,38100
3/20/1960,20,JAPAN,3,3,JAPAN: SANRIKU,SANRIKU,1960,Other,Other,,,,0.782186174,,,20,,,17,39.8,143.4,7.5,7,7,1,30,
3/23/1960,23,JAPAN,3,3,JAPAN: SANRIKU,SANRIKU,1960,Other,Other,,,,0.120314499,,,23,,,0,39.4,143.7,6.7,6,23,1,,
4/13/1960,13,CHINA,4,4,CHINA: JILIN PROVINCE,JILIN PROVINCE,1960,Other,Other,,,,0.334704470,,,13,,29,7,44.7,127,5.8,5,57,1,49,
4/24/1960,24,IRAN,4,4,IRAN: LAR,LAR,1960,Other,Other,,,,0.445683401,,,24,,,12,28,54.5,6,6,14,1,,
4/29/1960,29,INDONESIA,4,4,INDONESIA: CENTRAL SULAWESI: UNA-UNA ISLAND,CENTRAL SULAWESI,1960,Other,Other,,,,0.558622454,,,29,,50,9,-0.5,121.5,,9,16,1,20,
5/21/1960,21,CHILE,5,5,CHILE: CENTRAL,CENTRAL,1960,Other,Other,,,,0.877265405,,,21,,,10,-37.872,-73.243,8.2,8,2,1,50,
5/22/1960,22,CHILE,5,5,"CHILE: PUERTO MONTT, VALDIVIA","PUERTO MONTT, VALDIVIA",1960,Other,"(1952, RUSSIA: KAMCHATKA PENINSULA), (1960, CHILE: PUERTO MONTT, VALDIVIA), (1964, ALASKA) and 2 more",,2226,3000,0.627039372,1000,1000000000,22,,58622,19,-38.143,-73.407,9.5,9,11,1,17,5226
5/26/1960,26,GREECE-ALBANIA,5,5,GREECE-ALBANIA,,1960,Other,Other,,,,0.458716668,,,26,,,5,40,20,6.5,6,10,1,,
6/11/1960,11,PAPUA NEW GUINEA,6,6,PAPUA NEW GUINEA: W. SOLOMON SEA,W. SOLOMON SEA,1960,Other,Other,,,,0.738690554,,,11,,,15,-9.4,152.3,6.6,6,14,1,9,
7/29/1960,29,JAPAN,7,7,JAPAN: SANRIKU,SANRIKU,1960,Other,Other,,,,0.552873046,,,29,,,17,40.3,142.5,6.7,6,31,1,45,
7/30/1960,30,ECUADOR,7,7,ECUADOR,,1960,Other,Other,,,,0.641276153,,,30,,,2,-1.5,-79,,9,4,1,,
8/27/1960,27,INDIA,8,8,INDIA: N,N,1960,Other,Other,,,,0.385198513,,,27,,,15,28.6,76.7,,9,58,1,,
9/22/1960,22,CONGO,9,9,CONGO: LAKE TANGANYIKA,LAKE TANGANYIKA,1960,Other,Other,,24,,0.920955634,,,22,,,9,-3.6,29,6.6,6,5,1,32.5,
10/7/1960,7,PHILIPPINES,10,10,PHILIPPINES: PANAY,PANAY,1960,Other,Other,,,,0.798402823,,,7,,,,11.1,122.3,,9,,1,,
11/1/1960,1,CHILE,11,11,CHILE: CONCEPCION,CONCEPCION,1960,Other,Other,,,,0.131979961,,,1,,,8,-38.5,-75.1,7.4,7,45,1,59,
11/9/1960,9,CHINA,11,11,CHINA: SICHUAN PROVINCE,SICHUAN PROVINCE,1960,Other,Other,,,,0.159757709,,,9,,,10,32.7,103.7,6.8,6,43,1,42,
11/20/1960,20,PERU,11,11,PERU,,1960,Other,Other,,66,2,0.119630077,0.55,550000,20,,,22,-6.8,-80.7,6.7,6,1,1,56.4,68
1/10/1961,10,RUSSIA,1,1,RUSSIA: KAMCHATKA,KAMCHATKA,1961,Other,Other,,,,0.473438709,,,10,,,14,50.016,156.099,6.6,6,22,1,25.5,
1/16/1961,16,JAPAN,1,1,JAPAN: KASHIMA,KASHIMA,1961,Other,Other,,,,0.690724621,,,16,,,7,36,142.3,,9,20,1,,
1/16/1961,16,JAPAN,1,1,JAPAN: KASHIMA,KASHIMA,1961,Other,Other,,,,0.109251438,,,16,,,11,36,141.9,,9,19,1,,
1/16/1961,16,JAPAN,1,1,JAPAN: KASHIMA,KASHIMA,1961,Other,Other,,,,0.126378736,,,16,,,12,36.2,141.9,,9,12,1,,
2/4/1961,4,INDIA,2,2,INDIA,,1961,Other,Other,,,,0.997161737,,,4,,,8,24.9,93.34,7.6,7,51,1,,
2/12/1961,12,RUSSIA,2,2,RUSSIA: S. KURIL ISLANDS,S. KURIL ISLANDS,1961,Other,Other,,,,0.184620083,,,12,,,21,43.2,147.9,,9,53,1,,
2/26/1961,26,JAPAN,2,2,JAPAN: MIYAZAKI,MIYAZAKI,1961,Other,Other,,2,7,0.681715465,,,26,,170,18,31.6,131.8,7.3,7,10,1,48.7,9
3/7/1961,7,KERMADEC ISLANDS,3,3,KERMADEC ISLANDS,,1961,Other,Other,,,,0.599648998,,,7,,,10,-28.3,-175.7,7.5,7,10,1,,
3/7/1961,7,CHINA,3,3,CHINA: HUBEI PROVINCE,HUBEI PROVINCE,1961,Other,Other,,,,0.049828557,,,7,,25,19,30.5,110,4.9,4,0,1,48,
3/16/1961,16,INDONESIA,3,3,INDONESIA: FLORES: ENDEH,FLORES,1961,Other,Other,,2,6,0.425551026,,,16,,,13,-8.2,122,6.5,6,45,1,35.6,8
3/24/1961,24,ITALY,3,3,ITALY: SICILY,SICILY,1961,Other,Other,,,,0.156623662,,,24,,,10,38,15.3,,9,36,1,,
4/4/1961,4,CALIFORNIA,4,4,CALIFORNIA: TERMINAL ISLAND,TERMINAL ISLAND,1961,Other,Other,,,,0.858909076,,,4,,,21,34,-118,,9,32,1,,
4/13/1961,13,CHINA,4,4,CHINA: XINJIANG,XINJIANG,1961,Other,Other,,,,0.440133605,,,13,,53,16,39.8,77.7,6.8,6,34,1,39,
5/23/1961,23,TURKEY,5,5,TURKEY,,1961,Other,Other,,,,0.007267022,,,23,,,2,36.7,28.5,6.5,6,45,1,,
6/1/1961,1,ETHIOPIA,6,6,ETHIOPIA: KARAKORE,KARAKORE,1961,Other,Other,,30,,0.268949937,,,1,,,23,10.4,39.9,6.5,6,29,1,21.2,
6/11/1961,11,IRAN,6,6,"IRAN: DEHKUYEH,KHANEH,LAR,SHAGHEB,NOKHRIZ,BIGHU","DEHKUYEH,KHANEH,LAR,SHAGHEB,NOKHRIZ,BIGHU",1961,Other,Other,,,,0.096595770,,,11,,,5,27.9,54.6,6.6,6,10,1,,
6/11/1961,11,CHINA,6,6,CHINA: YUNNAN PROVINCE,YUNNAN PROVINCE,1961,Other,Other,,,,0.643780540,,,11,,5740,17,24.97,98.63,5.8,5,15,1,33,
6/16/1961,16,COLOMBIA,6,6,COLOMBIA: NORTHEASTERN COLOMBIA,NORTHEASTERN COLOMBIA,1961,Other,Other,,,,0.241806368,,,16,,,10,8.9,-73.4,6.5,6,31,1,57.3,
6/27/1961,27,IRAN,6,6,IRAN,,1961,Other,Other,,,,0.976231323,,,27,,,0,33.5,49.4,,9,49,1,,
6/27/1961,27,CHINA,6,6,CHINA: YUNNAN PROVINCE,YUNNAN PROVINCE,1961,Other,Other,,,,0.594286854,,,27,,11400,7,27.73,99.75,6,6,3,1,41,
7/18/1961,18,JAPAN,7,7,JAPAN: RYUKYU ISLANDS,RYUKYU ISLANDS,1961,Other,Other,,,,0.186769343,,,18,,,14,29.6,131.8,,9,4,1,,
7/23/1961,23,VANUATU ISLANDS,7,7,VANUATU ISLANDS,,1961,Other,Other,,,,0.552482536,,,23,,,21,-18.421,168.411,7.3,7,51,1,10.5,
8/1/1961,1,SOLOMON ISLANDS,8,8,SOLOMON ISLANDS,,1961,Other,Other,,,,0.391158586,,,1,,,5,-9.849,160.614,6.4,6,39,1,54.4,
8/11/1961,11,JAPAN,8,8,JAPAN: SE. HOKKAIDO ISLAND,SE. HOKKAIDO ISLAND,1961,Other,Other,,,,0.764273413,,,11,,,15,42.9,145.6,,9,51,1,,
8/17/1961,17,RUSSIA,8,8,RUSSIA: S. KURIL ISLANDS,S. KURIL ISLANDS,1961,Other,Other,,,,0.554390782,,,17,,,21,46.338,149.548,6.7,6,16,1,31.4,
8/19/1961,19,JAPAN,8,8,JAPAN: HONSHU: W COAST,HONSHU,1961,Other,Other,,,,0.386393051,,,19,,,5,36,136.7,7.3,7,33,1,,
8/31/1961,31,PERU,8,8,PERU,,1961,Other,Other,,,,0.576923460,,,31,,,1,-10.5,-70.7,7.5,7,57,1,,
9/1/1961,1,SOUTH SANDWICH ISLANDS,9,9,SOUTH SANDWICH ISLANDS,,1961,Other,Other,,,,0.623500594,,,1,,,0,-59.5,-27.3,7.5,7,9,1,,
9/5/1961,5,SOUTH SANDWICH ISLANDS,9,9,SOUTH SANDWICH ISLANDS,,1961,Other,Other,,,,0.525028022,,,5,,,,-58,-27,7.7,7,,1,,
9/8/1961,8,SOUTH SANDWICH ISLANDS,9,9,SOUTH SANDWICH ISLANDS,,1961,Other,Other,,,,0.288562814,,,8,,,11,-56.26,-27.283,7.7,7,26,1,32.3,
10/1/1961,1,CHINA,10,10,CHINA: GANSU PROVINCE,GANSU PROVINCE,1961,Other,Other,,,,0.004975361,,,1,,10,0,34.33,104.78,5.7,5,16,1,1,
10/14/1961,14,IRAN,10,10,IRAN,,1961,Other,Other,,,,0.098122577,,,14,,,7,33.6,48.1,,9,1,1,,
10/18/1961,18,CHILE,10,10,"CHILE: VALDIVIA, CURICO","VALDIVIA, CURICO",1961,Other,Other,,,,0.042002215,,,18,,,16,-36.7,-73,6.5,6,51,1,57,
11/15/1961,15,JAPAN,11,11,JAPAN: SE. HOKKAIDO ISLAND,SE. HOKKAIDO ISLAND,1961,Other,Other,,,,0.044588768,,,15,,,7,42.7,145.7,,9,17,1,,
12/20/1961,20,COLOMBIA,12,12,COLOMBIA,,1961,Other,Other,,,,0.069166458,,,20,,,13,4.6,-75.6,6.9,6,25,1,,
1/7/1962,7,BALKANS NW,1,1,BALKANS NW: CROATIA,CROATIA,1962,Other,Other,,4,,0.764224385,,,7,,,10,43.3,17.1,5.9,5,3,1,,
1/11/1962,11,BALKANS NW,1,1,BALKANS NW: CROATIA,CROATIA,1962,Other,Other,,1,,0.085145118,,,11,,2290,5,43.3,17.1,6.1,6,5,1,,
2/14/1962,14,CHILE,2,2,CHILE: CENTRAL,CENTRAL,1962,Other,Other,,,,0.376940690,,,14,,,6,-37.8,-72.5,7.3,7,36,1,,
2/18/1962,18,TUNISIA,2,2,"TUNISIA: GAFOUR,OUM-ZID,EL AKHOUAT","GAFOUR,OUM-ZID,EL AKHOUAT",1962,Other,Other,,,,0.805624138,,,18,,,,36,9,5.3,5,,1,,
3/12/1962,12,COSTA RICA-PANAMA,3,3,COSTA RICA-PANAMA,,1962,Other,Other,,,,0.736874326,,,12,,,11,8.008,-82.757,6.8,6,40,1,16.7,
3/18/1962,18,ALBANIA,3,3,ALBANIA,,1962,Other,Other,,,,0.028844651,,,18,,,15,40.9,19.5,6,6,30,1,,
3/18/1962,18,CHINA,3,3,CHINA: GUANGDONG PROVINCE,GUANGDONG PROVINCE,1962,Other,Other,,1,2,0.022953151,,,18,,1200,20,23.72,114.67,6.1,6,18,1,53,3
4/1/1962,1,IRAN,4,4,IRAN: MUSSAVIEH,MUSSAVIEH,1962,Other,Other,,,,0.036269973,,,1,,,0,33.6,59,,9,45,1,,
4/12/1962,12,JAPAN,4,4,JAPAN: SANRIKU,SANRIKU,1962,Other,Other,,,,0.439900570,,,12,,,0,38.073,142.741,7.2,7,52,1,43,
4/18/1962,18,PERU,4,4,"PERU: CASMA,HUARAZ,QUIRUVILCA,TRUJILLO","CASMA,HUARAZ,QUIRUVILCA,TRUJILLO",1962,Other,Other,,,,0.873524838,,,18,,,19,-10,-79,6.3,6,14,1,,
4/23/1962,23,CHINA,4,4,CHINA: YUNNAN PROVINCE,YUNNAN PROVINCE,1962,Other,Other,,,,0.600137521,,,23,,,4,23.6,106.1,5.5,5,18,1,1,
4/23/1962,23,"SE. HOKKAIDO ISLAND, JAPAN",4,4,"SE. HOKKAIDO ISLAND, JAPAN",,1962,Other,Other,,,,0.695830985,,,23,,,,42.2,143.9,,9,,1,,
4/25/1962,25,FRANCE,4,4,"FRANCE: CORRENCON,CHATEAU-BERNARD,LE GUA,RENCUREL","CORRENCON,CHATEAU-BERNARD,LE GUA,RENCUREL",1962,Other,Other,,,,0.222494019,,,25,,,,45,5.6,5.3,5,,1,,
4/30/1962,30,JAPAN,4,4,JAPAN: HONSHU: SENDAI,HONSHU,1962,Other,Other,,1,,0.839364739,,,30,,,2,38.8,140.9,6.8,6,26,1,30,
5/11/1962,11,MEXICO,5,5,MEXICO: S,S,1962,Other,Other,,4,,0.252518593,,,11,,,14,17.2,-99.6,7,7,11,1,54.1,
5/19/1962,19,MEXICO,5,5,MEXICO: S,S,1962,Other,Other,,3,16,0.109739112,,,19,,,14,17.2,-99.5,7.2,7,58,1,15,19
5/21/1962,21,CHINA,5,5,CHINA: QINGHAI PROVINCE,QINGHAI PROVINCE,1962,Other,Other,,,,0.280535460,,,21,,,12,37.1,96,6.8,6,2,1,52,
5/21/1962,21,JAPAN,5,5,JAPAN: OFF COAST OF HONSHU ISLAND,OFF COAST OF HONSHU ISLAND,1962,Other,Other,,,,0.175366402,,,21,,,12,41.8,142.4,5.7,5,21,1,,
5/28/1962,28,GREECE,5,5,GREECE: AEGEAN SEA,AEGEAN SEA,1962,Other,Other,,,,0.785881766,,,28,,,22,39.8,25,4.5,4,57,1,47,
6/11/1962,11,BALKANS NW,6,6,BALKANS NW: BOSNIA-HERZEGOVINA,BOSNIA-HERZEGOVINA,1962,Other,Other,,,,0.336605613,,,11,,,7,43.6,18.3,6.3,6,15,1,,
6/24/1962,24,CHINA,6,6,CHINA: YUNNAN PROVINCE,YUNNAN PROVINCE,1962,Other,Other,,,,0.761688260,,,24,,2550,1,25.2,101.2,6.2,6,21,1,18,
7/26/1962,26,PANAMA,7,7,PANAMA,,1962,Other,Other,,,,0.498348132,,,26,,,8,7.5,-82,7.4,7,14,1,41.8,
7/30/1962,30,COLOMBIA,7,7,"COLOMBIA: MISTRATO, MANIZALES","MISTRATO, MANIZALES",1962,Other,Other,,47,300,0.723812331,,,30,,,20,5.2,-76.4,6.8,6,18,1,52.3,347
8/19/1962,19,CHINA,8,8,CHINA: XINJIANG,XINJIANG,1962,Other,Other,,,,0.152576340,,,19,,,18,44.68,81.58,6.4,6,26,1,38,
8/21/1962,21,ITALY,8,8,ITALY: S,S,1962,Other,Other,,,,0.942238608,,,21,,,18,41.4,15.5,6.1,6,19,1,,
8/28/1962,28,GREECE,8,8,GREECE: S,S,1962,Other,Other,,,,0.048970194,,,28,,,10,37.8,22.9,6.8,6,59,1,,
8/30/1962,30,UTAH,8,8,UTAH,,1962,Other,Other,,,,0.233833332,,,30,,,13,41.8,-111.8,5.8,5,35,1,,
9/1/1962,1,IRAN,9,9,IRAN: BUYIN-ZARA,BUYIN-ZARA,1962,Other,Other,,12225,2776,0.332891678,30,30000000,1,,21310,19,35.63,49.87,7.2,7,20,1,39.9,15001
9/4/1962,4,TURKEY,9,9,TURKEY: IGDIR,IGDIR,1962,Other,Other,,,,0.676453610,,,4,,,22,39.9,43.9,5.5,5,59,1,,
9/14/1962,14,GREECE,9,9,GREECE: AEGEAN SEA; TURKEY: BALIKESIR,AEGEAN SEA; TURKEY,1962,Other,Other,,,,0.206896468,,,14,,,0,39.6,23.3,5.5,5,33,1,,
10/5/1962,5,IRAN,10,10,"IRAN: TORBAT HEYDARIYEH, AKHMEDABAD","TORBAT HEYDARIYEH, AKHMEDABAD",1962,Other,Other,,,,0.702237601,,,5,,,20,35.1,58.7,5,5,2,1,,
11/6/1962,6,IRAN,11,11,"IRAN: GAHKOM,GOLRUIYEH,PATKUIYEH,LAIGAZAN,GANJ","GAHKOM,GOLRUIYEH,PATKUIYEH,LAIGAZAN,GANJ",1962,Other,Other,,,,0.626571389,,,6,,,0,28.1,55.6,5.5,5,9,1,,
12/17/1962,17,CHINA,12,12,CHINA: NINGXIA,NINGXIA,1962,Other,Other,,,,0.928116347,,,17,,,9,38.12,106.27,5.5,5,36,1,1,
12/21/1962,21,ALASKA,12,12,ALASKA: ALEUTIAN ISLANDS: FOX ISLANDS,ALEUTIAN ISLANDS,1962,Other,Other,,,,0.937886413,,,21,,,8,52.47,-168.54,6.5,6,42,1,43,
1/31/1963,31,IRAN,1,1,"IRAN: KHENDODZHAN, DAKHNE-UDZHAK","KHENDODZHAN, DAKHNE-UDZHAK",1963,Other,Other,,,,0.130294677,,,31,,,2,36.9,57.8,4.5,4,27,1,,
2/13/1963,13,TAIWAN,2,2,"TAIWAN: TAIPEI, HSINCH","TAIPEI, HSINCH",1963,Other,Other,,15,18,0.332335876,,,13,,,8,24.5,122.1,7.3,7,50,1,4.5,33
2/21/1963,21,LIBYA,2,2,LIBYA: BARCE (AL MARJ),BARCE (AL MARJ),1963,Other,Other,,300,375,0.605095866,5,5000000,21,,,17,32.6,21,5.4,5,14,1,31,675
3/24/1963,24,IRAN,3,3,IRAN: KARKHANEH,KARKHANEH,1963,Other,Other,,,,0.947097988,,,24,,,12,34.4,47.9,7.2,7,44,1,,
3/28/1963,28,ITALY,3,3,ITALY: S,S,1963,Other,Other,,,,0.784570165,,,28,,,12,40.8,15.6,,9,45,1,,
3/31/1963,31,IRAN,3,3,IRAN: HENDOJAN,HENDOJAN,1963,Other,Other,,4,,0.017593157,,,31,,100,2,37,57.9,7,7,27,1,6.5,
4/19/1963,19,CHINA,4,4,CHINA: QINGHAI PROVINCE,QINGHAI PROVINCE,1963,Other,Other,,,,0.736268759,,,19,,,7,35.7,97,7,7,35,1,21,
4/23/1963,23,CHINA,4,4,CHINA: YUNNAN PROVINCE,YUNNAN PROVINCE,1963,Other,Other,,,,0.896170742,,,23,,,9,25.8,99.5,6,6,55,1,7,
5/9/1963,9,NICARAGUA,5,5,NICARAGUA: LEON,LEON,1963,Other,Other,,,,0.822807926,,,9,,,15,12.2,-86.9,5.5,5,3,1,43.8,
5/18/1963,18,INDONESIA,5,5,INDONESIA: BALI,BALI,1963,Other,Other,,,,0.445219061,,,18,,,12,-8.2,115.6,6,6,20,1,34.4,
5/19/1963,19,BALKANS NW,5,5,BALKANS NW: SLOVENIA: LJUBLJANA,SLOVENIA,1963,Other,Other,,,,0.414609554,,,19,,,10,46.1,14.8,4.9,4,,1,,
6/21/1963,21,CHINA,6,6,CHINA: HEILONGJIANG PROVINCE,HEILONGJIANG PROVINCE,1963,Other,Other,,,,0.140946285,,,21,,,13,47.9,130.6,5.8,5,44,1,24,
6/30/1963,30,IRAN,6,6,IRAN: W,W,1963,Other,Other,,,,0.825156344,,,30,,,7,33.2,49.2,5.1,5,41,1,,
7/26/1963,26,BALKANS NW,7,7,BALKANS NW: MACEDONIA: SKOPJE,MACEDONIA,1963,Other,Other,,1070,3300,0.314385288,1000,1000000000,26,,,4,42.1,21.3,6,6,17,1,12,4370
7/29/1963,29,IRAN,7,7,"IRAN: GAHKOM,LAIGAZAN,PATKUIYEH,GOLRUIYEH,GANJ","GAHKOM,LAIGAZAN,PATKUIYEH,GOLRUIYEH,GANJ",1963,Other,Other,,,,0.343498866,,,29,,,6,28.2,55.7,5.2,5,10,1,,
8/15/1963,15,PERU,8,8,PERU: S,S,1963,Other,Other,,,,0.279221484,,,15,,,17,-13.8,-69.3,7.7,7,25,1,,
8/29/1963,29,CHINA,8,8,CHINA: XINJIANG,XINJIANG,1963,Other,Other,,1,,0.413864682,,,29,,40,8,39.8,74.2,6.5,6,53,1,50,
9/2/1963,2,INDIA,9,9,INDIA: KASHMIR: SW,KASHMIR,1963,Other,Other,,,,0.949433806,,,2,,,1,33.9,74.8,5.3,5,34,1,,
9/15/1963,15,SOLOMON ISLANDS,9,9,SOLOMON ISLANDS,,1963,Other,Other,,,,0.188116480,,,15,,,0,-10.472,165.77,7.5,7,46,1,54.3,
9/17/1963,17,SOLOMON ISLANDS,9,9,SOLOMON ISLANDS,,1963,Other,Other,,,,0.509649131,,,17,,,19,-10.286,165.413,7.5,7,20,1,11.5,
9/18/1963,18,TURKEY,9,9,TURKEY: YALOVA: CINARCIK,YALOVA,1963,Other,Other,,1,,0.775898719,,,18,163,7,,40.75,29,6.1,6,,1,,
9/24/1963,24,PERU,9,9,"PERU: HUAYLLACAYAN,CAJACAY,MALYAS,MALVAS,HUARAZ","HUAYLLACAYAN,CAJACAY,MALYAS,MALVAS,HUARAZ",1963,Other,Other,,1,,0.682422249,,,24,,,16,-10.385,-78.022,7,7,30,1,16,
10/12/1963,12,RUSSIA,10,10,RUSSIA: S. KURIL ISLANDS,S. KURIL ISLANDS,1963,Other,Other,,,,0.036433334,,,12,,,11,44.426,149.272,7.1,7,27,1,0.2,
10/13/1963,13,RUSSIA,10,10,RUSSIA: KURIL ISLANDS,KURIL ISLANDS,1963,Other,Other,,,,0.249522071,,,13,,,5,44.77,149.798,8.5,8,17,1,53.4,
10/20/1963,20,RUSSIA,10,10,RUSSIA: KURIL ISLANDS,KURIL ISLANDS,1963,Other,Other,,,,0.662350439,,,20,,,0,44.772,150.563,7.9,7,53,1,10.9,
11/4/1963,4,INDONESIA,11,11,INDONESIA: BANDA SEA,BANDA SEA,1963,Other,Other,,,,0.678212432,,,4,,,1,-6.86,129.58,8.3,8,17,1,11.4,
12/16/1963,16,INDONESIA,12,12,"INDONESIA: JAVA: LABUHAN, MENES, PONOROGO",JAVA,1963,Other,Other,,,,0.098956566,,,16,,,1,-6.4,105.4,6.6,6,51,1,31,
12/18/1963,18,TONGA TRENCH,12,12,TONGA TRENCH,,1963,Other,Other,,,,0.404415522,,,18,,,0,-24.8,-176.6,7.5,7,30,1,,
1/8/1964,8,INDONESIA,1,1,INDONESIA: SULAWESI: PINRANG,SULAWESI,1964,Other,Other,,8,27,0.802224952,,,8,,,22,-3.7,119.4,5.2,5,30,1,49.7,35
1/18/1964,18,TAIWAN,1,1,TAIWAN: TAINAN,TAINAN,1964,Other,Other,,107,479,0.164319772,,,18,,3000,12,23.2,120.6,7,7,4,1,41,586
2/13/1964,13,CHINA,2,2,CHINA: YUNNAN PROVINCE,YUNNAN PROVINCE,1964,Other,Other,,,,0.679344812,,,13,,,10,26.1,101,5.4,5,3,1,53,
2/18/1964,18,AZORES,2,2,AZORES,,1964,Other,Other,,,,0.654865186,,,18,,,12,38.8,-28.4,4.6,4,19,1,,
3/28/1964,28,ALASKA,3,3,ALASKA,,1964,Other,"(1952, RUSSIA: KAMCHATKA PENINSULA), (1960, CHILE: PUERTO MONTT, VALDIVIA), (1964, ALASKA) and 2 more",,139,,0.141628270,400,400000000,28,,,3,61.017,-147.648,9.2,9,36,1,,
4/2/1964,2,INDONESIA,4,4,INDONESIA: BANDA ACEH,BANDA ACEH,1964,Other,Other,,,,0.504136789,,,2,,,1,5.9,95.7,7,7,11,1,51,
4/13/1964,13,BALKANS NW,4,4,BALKANS NW: CROATIA,CROATIA,1964,Other,Other,,,,0.173838045,,,13,,,8,45.3,18.1,6,6,30,1,,
5/7/1964,7,TANZANIA,5,5,TANZANIA,,1964,Other,Other,,1,19,0.945466574,,,7,,,5,-4,34.9,6,6,45,1,,20
5/7/1964,7,JAPAN,5,5,JAPAN: NW. HONSHU ISLAND,NW. HONSHU ISLAND,1964,Other,Other,,,,0.248055679,,,7,,2,7,40.3,139,6.9,6,58,1,14.3,
5/7/1964,7,JAPAN,5,5,JAPAN: NW. HONSHU ISLAND,NW. HONSHU ISLAND,1964,Other,Other,,,,0.426433314,,,7,,,20,40.4,139,6.6,6,13,1,,
6/14/1964,14,TURKEY,6,6,"TURKEY: MALATYA,ADIYAMAN","MALATYA,ADIYAMAN",1964,Other,Other,,,,0.930634707,,,14,,,12,38.1,38.3,6.1,6,16,1,,
6/16/1964,16,JAPAN,6,6,JAPAN: HONSHU: W COAST,HONSHU,1964,Other,Other,,26,450,0.109995295,80,80000000,16,,2250,4,38.65,139.2,7.5,7,1,1,44.3,476
