supplier,recipient,no_ordered,weapon_designation,weapon_description,year_of_order,year_of_delivery,no_delivered,comments
Turkey,Malaysia,-78,Pars IFV-30,IFV,2011,2017-2020,-64,Part of MYR7.6 b ($2.5 b) deal; AV8 Gempita version; delivery planned 2017-2021
Turkey,Pakistan,4,MilGem,Frigate,2018,,,Incl 2 produced under licence in Pakistan; delivery planned 2023-2025
Turkey,UAE,-400,Rabdan,IFV,2017,2018-2019,-100,AED2.4 b ($650 m) deal; incl 300 assembled/produced under licence in UAE
Turkey,Ukraine,,MilGem,Frigate,-2020,,,Selected 2020 but not yet ordered by end-2020; incl production under licence in Ukraine
Turkey,Azerbaijan,-5,Bayraktar TB-2,Armed UAV,-2020,2020,-5,
Turkey,Azerbaijan,-50,MAM-L,Guided bomb,-2020,2020,-50,For Bayraktar UAVs
Turkey,Hungary,10,Ejder Yalcin,APC,2019,2020,-10,Gidran version
Turkey,Hungary,,(),Yörük,APV,2019,,
Turkey,Kazakhstan,,SARP-Dual,IFV turret,2020,,,
Turkey,Oman,-145,Pars IFV-25,IFV,2015,2018-2020,-145,Part of $500 m deal; Pars-3 version
Turkey,Pakistan,30,A-129C Mangusta,Combat helicopter,2018,,,$1.5 b deal; T-129 version; status uncertain after USA blocks export of US engines
Turkey,Philippines,,Kunduz,AEV,-2020,,,Delivery planned by 2023
Turkey,Philippines,,Saber,IFV/APC turret,2020,,,For modification of AIFV and/or M-113 APC to IFV; delivery planned 2021
Turkey,Qatar,-342,Ejder Yalcin,APC,-2016,2017-2020,-252,
Turkey,Qatar,2,Al Doha,Training ship,2018,,,Delivery planned 2021-2022
Turkey,Qatar,4,MRTP-24,FAC,2018,,,
Turkey,Qatar,4,MRTP-24,Patrol craft,-2018,,,Armed with missiles
Turkey,Qatar,214,Yörük,APV,2018,2020,-50,
Turkey,Qatar,-50,Ejder Yalcin,APC,2020,,,Ambulance version; delivery planned 2021-2022
Turkey,Saudi Arabia,,Karayel,Armed UAV,2020,,,
Turkey,Somalia,12,Kirpi,APC,2020,2020,12,Aid
Turkey,Tunisia,9,Vuran,APC,2019,,,
Turkey,Tunisia,-6,Anka,UAV,2020,,,Anka-S version
Turkey,Tunisia,-150,Ejder Yalcin,APC,2020,,,
Turkey,Tunisia,9,Kirpi,APC,2020,,,
Turkey,Turkmenistan,1,Turkmen,Corvette,-2019,,,
Turkey,Uganda,-30,Hizir,APC,2019,2020,-30,$21 m deal
Turkey,Ukraine,-12,Bayraktar TB-2,Armed UAV,2018,2019,-6,$69 m deal; Bayraktar TB2 version
Turkey,Unknown recipient(s),,ARMA,APC,2020,,,For African state (possibly Uganda)
Turkey,Unknown recipient(s),,Cobra,APV,2020,,,For African state (possibly Uganda)
UAE,Egypt,-2500,Panthera T6,APC/APV,-2013,2014-2020,-1900,Incl assembly/production under licence in Egypt; incl for police
UAE,Jordan,-70,Leclerc,Tank,2020,2020,-70,Second-hand; aid
UAE,Madagascar,-6,Panthera T4,APV,-2019,2020,-6,
UAE,Mali,30,Cougar,APV,2019,2020,30,Aid
UAE,Mali,100,Typhoon,APC,2019,2020,-100,
UAE,Nigeria,-8,Phantom-2,APC,-2020,2020,-8,
UAE,Zambia,,Panthera T6,APC/APV,-2018,,,Designation uncertain (reported as 'armoured vehicles')
Ukraine,China,-30,DT-59,Gas turbine,-2008,2014-2020,-30,For 15 Type-052D (Luyang-3) destroyers produced in China; DA80/DN80 version; produced under licence in China as UGT-25000 and QC-280
Ukraine,China,4,Zubr/Pomornik,ACV/landing craft,2009,2013-2017,-3,$315-319 m deal incl 2 produced under licence in China; Project-958 Bizon version
Ukraine,Russia,6,D-436,Turbofan,-2018,,,D-436TP version; for 3 Be-200ChS (Be-200ES) transport/SAR aircraft produced in Russia; produced under licence in Russia
Ukraine,Saudi Arabia,,Grom-2,SSM,2016,,,Assembled/produced under licence in Saudi Arabia; delivery planned from 2022
Ukraine,Thailand,-4,BTR-3,APC,-2019,,,BTR-3CS command post version; produced under licence in Thailand as ACPC-01; selected but possibly not yet ordered by end-2020
Ukraine,Bangladesh,-7,AI-25,Turbofan,2018,2020,-7,For 7 K-8W trainer/combat aircraft from China
Ukraine,China,-238,AI-222,Turbofan,2011,2013-2020,-162,$380m deal (incl some engines for use on aircraft for export); AI-222-25F version for L-15 (JL-10) trainer/combat aircraft produced in China
Ukraine,Cote d'Ivoire,2,Mi-24V/Mi-35,Combat helicopter,-2019,2020,-2,Second-hand; supplier could be Bulgaria
Ukraine,India,-208,AI-20,Turboprop,2009,2011-2018,-110,AI-20D-5M version for modernization of 104 An-32 transport aircraft to An-32RE version
Ukraine,India,16,DT-59,Gas turbine,2013,,,For 4 Visakhapatnam (Project-15B) destroyers produced in India
Ukraine,India,8,DS-71,Gas turbine,-2018,,,For 4 Talwar (Project-11356) frigates from Russia
Ukraine,India,8,DT-59,Gas turbine,-2018,,,For 4 Talwar (Project-11356) frigates from Russia
Ukraine,Pakistan,200,6TD,Diesel engine,2016,2019-2020,-35,For Al-Khalid (Type-90-2M or MBT-2000) tanks from China and Al-Khalid ABL produced in Pakistan; incl spare engines
Ukraine,Peru,1,Boeing-737 Classic,Transport aircraft,2020,2020,1,Second-hand; $3.8 m deal; Boeing-737-300 version
Ukraine,Qatar,,R-2,Anti-tank missile,2017,2017-2020,-800,For Ejder Yalcin APC from Turkey
United Kingdom,Nigeria,2,Seaspray,MP aircraft radar,2018,2020,-1,For 2 Citation-3 transport aircraft from USA modified to MP aircraft in Israel
United Kingdom,Pakistan,3,Seaspray,MP aircraft radar,-2016,2018-2019,2,Seaspray-7300 version; for 3 ATR-72 ASW aircraft from Germany
United Kingdom,Australia,9,Global Combat Ship,Frigate,2018,,,'SEA-5000' or 'Future Frigate' programme; produced under licence in Australia as Hunter; delivery planned from late-2020s
United Kingdom,Canada,15,Global Combat Ship,Frigate,2019,,,CAD37-70 b ($32-60 b) 'CSC' plan; produced under licence in Canada; planned delivery from mid-2020s
United Kingdom,China,,Spey,Turbofan,-1975,1998-2020,-520,Produced under licence in China as WS-9 and WS-9A; for JH-7 combat aircraft produced in China
United Kingdom,Greece,2,Super Vita,FAC,2008,2020,1,EUR299 m deal; produced under licence in Greece; delivery planned 2020-2021
United Kingdom,Japan,-14,EH-101-400,Transport helicopter,2003,2006-2019,-13,$518 m 'MCH-X' programme; 13 assembled from kits in Japan; incl 3 CH-101 transport version (for use in Antarctica) and 11 MCH-101 MCM version (with MCM system from USA)
United Kingdom,Japan,8,MT-30,Gas turbine,-2018,,,For 8 FFM (30DDX) frigates produced in Japan; probably assembled or produced under licence in Japan
United Kingdom,Poland,120,AS-90M turret,SPG turret,2008,2012-2020,-72,For 120 Krab self-propelled guns produced in Poland for planned delivery by end-2024
United Kingdom,Sweden,-60,Raven ES-05,Combat ac radar,2014,,,For 60 Gripen-E combat aircraft produced in Sweden; incl production of components in Sweden
United Kingdom,United States,-179,Air refuel system,Air refuel system,2011,2019-2020,42,Produced under licence in USA; for 179 KC-46 tanker/transport aircraft produced in USA
United Kingdom,Bahrain,1,River Batch-1,OPV,2020,2020,1,Second-hand; Bahraini desugnation Al-Zubara
United Kingdom,Bangladesh,3,C-130J Hercules,Transport aircraft,2019,2019-2020,3,Second-hand; Hercules C-5 version
United Kingdom,Brazil,. .,Air refuel system,Air refuel system,2012,,,For KC-390 tanker/transport aircraft produced in Brazil
United Kingdom,Brazil,8,Seaspray,MP aircraft radar,-2013,2015-2020,-6,Seaspray-500E version for modernization of 8 P-95M MP aircraft
United Kingdom,Brazil,-36,Raven ES-05,Combat ac radar,2015,2020,1,For 36 Gripen-E (Gripen-NG) combat aircraft from Sweden
United Kingdom,Brazil,1,Adams Challenge,Support ship,-2019,2020,1,Second-hand; for submarine rescue role; Brazilian designation Guillobel
United Kingdom,Chile,-150,CAMM,SAM,-2017,2020,-50,For modernized Type-23 frigates
United Kingdom,France,,Air refuel system,Air refuel system,2015,2017-2019,-3,For A400 and 15 A330 MRTT tanker/transport aircraft produced in France
United Kingdom,France,-26,Trent-700,Turbofan,2015,2018-2019,4,For 13 A330 MRTT tanker/transport aircraft produced in France
United Kingdom,Germany,6,Air refuel system,Air refuel system,-2003,2018-2020,-3,For A400M tanker/transport aircraft produced in Germany
United Kingdom,India,145,UFH/M-777 155mm,Towed gun,2016,2017-2020,-29,$736 m deal; ordered via USA from US production line; incl 120 assembled/produced under licence in India
United Kingdom,Italy,2,MT-30,Gas turbine,2016,,,For 1 Trieste AALS produced in Italy
United Kingdom,Italy,,CAMM-ER,SAM,2019,,,For Grifo SAM system
United Kingdom,Japan,3,Air refuel system,Air refuel system,2015,,,For 3 KC-767 (KC-46A) tanker/transport aircraft from USA
United Kingdom,Latvia,-20,Scimitar,Light tank,2015,2015-2020,-20,Second-hand; part of GBP39 m ($60 m) deal
United Kingdom,Latvia,-103,Spartan,APC,2015,2015-2020,-103,"Second-hand; part of GBP39 m ($60 m) deal; incl Sultan command post, Samaritan ambulance and Samson ARV versions"
United Kingdom,Latvia,-80,Spartan,APC,2020,,,Second-hand; designation uncertain (reported as 'CVR(T)')
United Kingdom,New Zealand,-60,CAMM,SAM,2014,2020,-30,For modernized MEKO-200 (Anzac) frigates
United Kingdom,Pakistan,4,RK-270,Diesel engine,2015,2018,2,For 2 Kashmir OPV from China
United Kingdom,Philippines,-50,Paveway,Guided bomb,-2020,2020,-50,GBU-49 Paveway-4 version
United Kingdom,Poland,4,EH-101-400,Transport helicopter,2019,,,PLN1.7 b ($415-428 m) deal; delivery planned 2022
United Kingdom,Qatar,,Brimstone,ASM,2017,,,For Typhoon combat aircraft
United Kingdom,Qatar,,Meteor,BVRAAM,2017,,,For Typhoon combat aircraft
United Kingdom,Qatar,,Paveway,Guided bomb,2017,,,Paveway-4 version; for Typhoon combat aircraft
United Kingdom,Qatar,24,Typhoon Block-20,FGA aircraft,2017,,,Delivery planned from 2022
United Kingdom,Qatar,9,Hawk-100,Trainer/combat ac,2018,,,Hawk Mk-167 version; delivery planned from 2021
United Kingdom,Saudi Arabia,22,Hawk-100,Trainer/combat ac,2015,2019-2020,-10,Hawk-165 (Hawk AJT) version; assembled in Saudi Arabia; delivery planned 2019-2020
United Kingdom,Saudi Arabia,. .,Meteor,BVRAAM,-2015,2018,-20,EUR1 b deal; for Typhoon combat aircraft
United Kingdom,Saudi Arabia,8,MT-30,Gas turbine,2017,,,For 4 MMSC frigates from USA
United Kingdom,South Korea,3,MT-30,Gas turbine,2017,,,For 3 FFX-2 (Daegu) frigates produced in South Korea
United Kingdom,South Korea,4,MT-30,Gas turbine,-2018,,,For 4 FFX-2 (Daegu) frigates produced in South Korea
United Kingdom,South Korea,-6,MT-30,Gas turbine,2020,,,For 6 Ulsan Batch-3 (FFX-3) frigates produced in South Korea
United Kingdom,UAE,2,Seaspray,MP aircraft radar,2015,2020,2,For 2 GlobalEye AEW&C aircraft from Sweden; SeaSpray-7500E version
United Kingdom,UAE,1,Seaspray,MP aircraft radar,2017,,,For 1 GlobalEye AEW&C/AGS aircraft from Sweden; SeaSpray-7500E version
United Kingdom,UAE,2,Seaspray,MP aircraft radar,2020,,,For 2 GlobalEye AEW&C aircraft from Sweden; SeaSpray-7500E version
United Kingdom,United States,-54,MT-30,Gas turbine,2004,2008-2020,-20,For 15 Freedom (LCS-1) frigates produced in USA
United Kingdom,United States,6,MT-30,Gas turbine,2007,2016-2019,4,For 3 Zumwalt (DDG-1000 or DDX) destroyers produced in USA
United Kingdom,United States,18,UFH/M-777 155mm,Towed gun,2018,,,Delivery planned 2021
United Kingdom,United States,1,C-130J Hercules,Transport aircraft,2019,2020,1,Second-hand; $30 m deal
United States,Egypt,2,LM-2500,Gas turbine,2020,2020,1,For 2 FREMM frigates from Italy; from Italian production line
United States,France,-8,LM-2500,Gas turbine,-2005,2012-2019,6,For 8 Aquitaine (FREMM) frigates produced in France; from Italian production line
United States,Greece,-20,F-124,Turbofan,-2020,,,For 10 M-346 trainer/combat aircraft from Italy
United States,India,4,LM-2500,Gas turbine,-2004,,,For 1 Vikrant (IAC or Project-71) aircraft carrier produced in India; from Italian production line
United States,India,14,LM-2500,Gas turbine,-2017,,,For 7 Project-17A (Nilgiri) frigates produced in India; possibly from Italian production line
United States,Indonesia,-18,C13,Diesel engine,-2019,,,For 18 MMWT tanks from Turkey
United States,Kenya,-6,AE-2100,Turboprop,2017,2020,-6,For 3 C-27J transport aircraft from Italy
United States,Montenegro,2,Bell-505 Jet Ranger X,Light helicopter,2020,2020,1,From Canadian production line
United States,New Zealand,-43,Caterpillar-3126,Diesel engine,-2020,,,For 43 Bushmaster APC from Australia
United States,Philippines,16,S-70/UH-60L,Helicopter,2019,2020,6,$241 m 'CUH' programme (replacing cancelled order for Bell-412 from Canada); S-70i version; from Polish production line; delivery planned 2020-2021
United States,Portugal,-10,T-800,Turboshaft,2016,,,Part of EUR95 m modernization of 5 Super Lynx Mk-95 ASW helicopters to Super Lynx Mk-95A version
United States,Qatar,,ISC,Diesel engine,2020,,,For Ejder Yalcin APC from Turkey
United States,Singapore,(),ISB6.7,Diesel engine,2013,2016-2020,-182,ISBe2-300 version; for Marauder (PCSV or Belrex) APC from South Africa
United States,Tunisia,-150,ISC,Diesel engine,2020,,,For 150 Ejder Yalcin APC from Turkey
United States,Tunisia,-9,ISL,Diesel engine,2020,,,For 9 Kirpi APC from Turkey
United States,Uganda,-30,ISL,Diesel engine,2019,2020,-15,For 30 Hizir APC from Turkey
United States,Viet Nam,-12,FJ44-4,Turbofan,-2020,,,For 12 L-39NG trainer/combat aircraft fro Czechia
United States,Australia,72,F-35A Lightning-2,FGA aircraft,-2009,2014-2020,33,AUD16 b ($13.5 b) 'Project Air-6000' (incl production of components in Australia); delivery planned 2014-2023
United States,Australia,12,P-8A Poseidon,ASW aircraft,2014,2016-2020,12,Incl production of components in Australia
United States,Australia,,RIM-162 ESSM Block-2,SAM,-2018,,,Incl production of components in Australia (as part of NATO Sea Sparrow Consortium)
United States,Australia,2,P-8A Poseidon,ASW aircraft,-2020,,,Incl production of components in Australia; selected 2020 but not yet ordered by end-2020
United States,Belgium,322,L-ATV,APV,2020,,,EUR135 m deal; incl production of components in Belgium; delivery planned from 2023
United States,Canada,28,H-92 Superhawk,ASW helicopter,2004,2015-2020,-23,CAD3.2 b 'MHP' programme (incl infrastructure; additional CAD5.8 b for support until 2028; offsets incl production of components and assembly in Canada); Canadian designation CH-148 Cyclone; delivery planned 2015-2021
United States,Canada,,RIM-162 ESSM Block-2,SAM,-2017,,,Incl production of components in Canada (as part of NATO Sea Sparrow Consortium)
United States,Denmark,27,F-35A Lightning-2,FGA aircraft,2018,,,DKK16.4 b ($2.6 b) deal; incl production of components in Denmark; delivery planned from 2021
United States,Germany,-18,HELRAS,ASW sonar,2003,2020,-3,For 18 NH-90 ASW helicopters produced in FRG
United States,Germany,2290,JDAM,Guided bomb,-2020,,,EUR213 m deal; GBU-54 LJDAM version; incl production of components in Germany
United States,India,22,AH-64E Apache,Combat helicopter,2015,2019-2020,22,$1.2-1.4 b deal (incl production of components in India; part of $2.4 b deal)
United States,India,4,P-8A Poseidon,ASW aircraft,2016,2020,1,$1 - 1.1 b deal; delivery planned 2020-2021
United States,India,6,AH-64E Apache,Combat helicopter,2020,,,$800 m deal; incl production of components in India; delivery planned from 2023
United States,India,-70,TPE-331,Turboprop,-2020,,,For 70 HTT-40 trainer aircraft produced in India; incl production under licence in India
United States,Israel,-386,Namer,APC/IFV,2011,2014-2020,-277,Designed in Israel but produced in USA for Israel
United States,Israel,14,F-35A Lightning-2,FGA aircraft,2015,2019-2020,-8,$2.8 b deal (incl production of components in Israel); F-35I version; delivery planned 2019-2021
United States,Israel,17,F-35A Lightning-2,FGA aircraft,2017,,,F-35I version; incl production of components in Israel; delivery planned by 2024
United States,Italy,-60,F-35A Lightning-2,FGA aircraft,-2006,2015-2020,-12,Part of EUR7.5 b deal (incl production under licence in Italy); originally 69 planned but reduced for financial reasons
United States,Italy,-30,F-35B Lightning-2,FGA aircraft,-2006,2018-2020,-3,Part of EUR7.5b deal (incl production under licence in Italy); incl for use on aircraft carriers; originally 62 planned but reduced for financial reasons
United States,Italy,-160,AGM-88E AARGM,ARM,2009,2017-2020,-93,Mainly Italian AGM-88 rebuilt to AGM-88E AARGM version (incl production of components in Italy)
United States,Italy,7,LM-2500,Gas turbine,2016,,,LM-2500+G4 version; produced under licence in Italy; for 3 PPA OPV and 4 PPA frigates produced in Italy
United States,Japan,-74,S-70B/SH-60B Seahawk,ASW helicopter,1997,2005-2020,-67,Produced under licence in Japan as SH-60K and SH-60L; delivery planned by 2021
United States,Japan,-40,S-70/UH-60L,Helicopter,-2010,2013-2019,-15,'UH-X' programme; produced under licence in Japan as UH-60J; for SAR
United States,Japan,42,F-35A Lightning-2,FGA aircraft,-2012,2016-2020,-22,$10 b 'F-X' programme (for 42 incl first 4 ordered 2012 for $756 m); incl production under licence in Japan
United States,Japan,-150,Bell-412,Helicopter,2015,,,'UH-X' programme; Bell-412EPI version; produced under licence in Japan as UH-2; delivery planned from 2021
United States,Japan,8,LM-2500,Gas turbine,-2015,2020,4,For 2 Maya destroyers produced in Japan; LM-2500-30 version; produced under licence in Japan
United States,Japan,2,Mk-45-4 127mm,Naval gun,-2015,2020,1,Produced under licence in Japan; for 2 Maya destroyers produced in Japan
United States,Japan,9,CH-47F Chinook,Transport helicopter,-2017,,,Produced under licence in Japan; delivery planned from 2021
United States,Japan,-6,KC-46A Pegasus,Tanker/transport ac,2017,,,Selected 2015 and 2019 but only 4 ordered by end-2020 (incl production of components in Japan); delivery planned from 2021
United States,Japan,-90,RIM-161D SM-3 Block-2,SAM/ABM,2019,,,SM-3 Block-2A version; incl production of components in Japan; for destroyers
United States,Japan,-63,F-35A Lightning-2,FGA aircraft,2020,,,Produced under licence in Japan
United States,Netherlands,37,F-35A Lightning-2,FGA aircraft,2008,2012-2020,-15,Incl production of components in Netherlands and 29 from Italian production line; delivery planned 2014-2023
United States,Norway,52,F-35A Lightning-2,FGA aircraft,-2008,2015-2020,28,NOK63 b deal ($11.2 b; incl production of components in Norway); delivery planned 2015-2024
United States,Norway,,RIM-162 ESSM Block-2,SAM,-2018,,,Incl production of components in Norway (as part of NATO Sea Sparrow Consortium)
United States,Poland,4,Patriot PAC-3,SAM/ABM system,2018,,,PLN16.6 b deal (incl production of components in Poland); part of 'Wisla' programme (part of 'Shield of Poland' programme); delivery planned 2022-2025
United States,South Korea,4,RQ-4A Global Hawk,UAV,2014,2019-2020,4,$657 m deal (incl production of components in South Korea); RQ-4B Block-30 version
United States,Thailand,12,PC-9,Trainer aircraft,2020,,,$162 m deal (incl technology transfers and 40% of parts produced in Thailand); T-6TH (T-6C) version; delivery planned 2022-2023
United States,Turkey,-100,T-800,Turboshaft,2008,2016-2020,-84,$96 m deal; CTS-800-4A version; produced in Turkey; for 50 A-129 (T-129) combat helicopters from Italy
United States,Turkey,69,S-70/UH-60L,Helicopter,2014,,,$3.5 b 'H-27' of 'TUHP 'programme (incl 40 more for police and other government agencies); T-70i version; produced in Turkey; delivery planned from 2021
United States,Turkey,-48,T-800,Turboshaft,2017,2018-2019,-12,CTS-800-4A version; produced in Turkey; for 24 A-129 (T-129) combat helicopters from Italy
United States,United Kingdom,-138,F-35B Lightning-2,FGA aircraft,-2006,2012-2020,-21,'FCJA' or 'JCA' programme; incl production of components in UK; 138 planned of which 48 ordered by end-2020
United States,United Kingdom,50,AH-64E Apache,Combat helicopter,2016,2020,2,AH-64E Version-6 version; incl production of components in UK and components from deleted UK WAH-64D helicopters; delivery planned 2020-2030
United States,United Kingdom,3,Mk-45-4 127mm,Naval gun,2016,,,GBP183 m ($240 m) deal (incl option on 5); for 3 Type-26 frigates produced in UK
United States,United Kingdom,5,Boeing-737 AEW&C,AEW&C aircraft,2019,,,GBP1.5 b ($2 b) deal; incl assembly and production of components in UK; delivery planned from 2023
United States,Afghanistan,53,S-70/UH-60A,Helicopter,2016,2017-2020,-53,Second-hand but modernized to UH-60A+ before delivery; aid
United States,Afghanistan,-6576,HMMWV Up-Armoured,APV,2017,2018-2020,-3854,Aid
United States,Afghanistan,10,Cessna-208 Caravan,Light transport ac,2018,2018-2019,-8,$86 m deal; aid; armed Cessna-208B version
United States,Afghanistan,-55,ASV-150/M-1117,APC,-2019,2020,-55,Aid; MSFV version
United States,Afghanistan,-20,CH-47D Chinook,Transport helicopter,-2019,,,Probably second-hand; aid; selected but not yet ordered by end-2020
United States,Afghanistan,12,MD-500E,Light helicopter,2019,2020,-6,Armed MD-530F version; Afghan designation Jengi
United States,Afghanistan,15,ScanEagle,UAV,2020,,,Delivery planned in 2021
United States,Albania,3,S-70/UH-60L,Helicopter,2019,,,Second-hand; aid
United States,Algeria,3,G-550 ISR,ISR aircraft,2015,,,$1.1 b deal; delivery delayed due to technical problems
United States,Argentina,-11,Bell-205/UH-1 Huey-2,Helicopter,-2006,2010-2020,-8,Argentinian UH-1H rebuilt to Huey-2; assembled in Argentina (possibly incl production of components in Argentina)
United States,Argentina,-15,TFE-731,Turbofan,-2009,2012-2018,-14,For modernisation of 15 AT-63 (Phase-2) trainer/combat aircraft produced in Argentina; TFE-731-40R version
United States,Argentina,-6,TFE-731,Turbofan,-2013,2018-2020,-6,For 6 AT-63 Pampa-3 trainer/combat aircraft produced in Argentina
United States,Argentina,1,Learjet-60,Light transport ac,2019,2020,1,Second-hand; possibly for government VIP transport
United States,Argentina,4,P-3C Orion,ASW aircraft,2019,,,Second-hand but possibly modernized before delivery; $78 m deal
United States,Argentina,-4,T56,Turboprop,2019,,,Probably second-hand; spares for P-3C ASW aircraft
United States,Argentina,10,King Air,Light transport ac,2020,,,Second-hand; $17 m deal; incl 9 TC-12B and 1 UC-12B versions; delivery planned by 2024
United States,Australia,3,Mk-41,Naval SAM system,2006,2017-2020,3,For 3 Hobart destroyers from Spain
United States,Australia,6,Caterpillar-3616,Diesel engine,-2007,2017-2020,6,For 3 Hobart destroyers from Spain; possibly from Spanish production line
United States,Australia,6,LM-2500,Gas turbine,-2007,2017-2020,6,For 3 Hobart destroyers from Spain
United States,Australia,3,Type-2150,ASW sonar,-2007,2017-2020,3,For 3 Hobart destroyers from Spain
United States,Australia,3,SPY-1F,Air search radar,2008,2017-2020,3,For 3 Hobart destroyers from Spain
United States,Australia,3,SPQ-9,Fire control radar,2009,2017-2020,3,For 3 Hobart destroyers from Spain
United States,Australia,3,Mk-45-4 127mm,Naval gun,-2010,2017-2020,3,For 3 Hobart destroyers from Spain
United States,Australia,-169,AIM-9X Sidewinder,BVRAAM,-2014,2019-2020,-169,
United States,Australia,-9,Mk-15 Phalanx,CIWS,-2014,2015-2020,-8,Australian Phalanx Block-1A rebuilt to Block-1B
United States,Australia,2,G-550 SIGINT,SIGINT aircraft,2015,,,Part of 'Air-555' programme; Australian designation MC-55A Peregrine; delivery planned by 2021
United States,Australia,-2950,GBU-39 SDB,Guided bomb,-2016,2019-2020,-350,
United States,Australia,80,Standard Missile-2MR,SAM,-2016,2020,-20,SM-2 Block-3B version; probably for Hobart destroyers
United States,Australia,-10,AGM-88E AARGM,ARM,2018,2020,-10,
United States,Australia,-450,AIM-120D AMRAAM,BVRAAM,-2018,2019-2020,-79,
United States,Australia,-3900,GBU-53/B StormBreaker,Guided bomb,-2018,,,
United States,Australia,2,G-550 SIGINT,SIGINT aircraft,-2019,,,Part of 'Air-555' programme; Australian designation MC-55A Peregrine
United States,Australia,-12,MQ-9 Reaper,Armed UAV,2019,,,AUD1.3 b ($884 m) 'Project Air-7003'; selected 2019 but not yet ordered by end-2020
United States,Australia,29,AH-64E Apache,Combat helicopter,-2020,,,'Land-4503 ARC' programme; delivery planned from 2025; selected but not yet ordered by end-2020
United States,Australia,-6,MQ-4C Triton,UAV,-2020,,,Part of AUD3-4 b 'Project JP-2062' or 'Air-7000 Phase-1B'; MQ-4CN version; delivery planned 2023-2025
United States,Bahrain,-25,AAQ-33 Sniper,Aircraft EO system,2017,,,For F-16V combat aircraft
United States,Bahrain,16,F-16V Viper,FGA aircraft,2017,,,Delivery planned 2022-2023
United States,Bahrain,-14,AGM-114L HELLFIRE,Anti-tank missile,-2018,,,For AH-1Z combat helicopters
United States,Bahrain,12,AH-1Z Viper,Combat helicopter,2018,,,Delivery planned 2021-2022
United States,Bahrain,-720,GMLRS,Guided rocket,-2018,,,Delivery planned by 2021
United States,Bahrain,2,Swiftships-35,Patrol craft,2018,,,Bahraini designation Mashoor
United States,Bahrain,-2,T-700,Turboshaft,-2018,,,Spares for AH-1Z combat helicopters
United States,Bahrain,56,WGU-59 APKWS,ASM/anti-tank missile,2018,,,APKWS-2 version; for AH-1Z combat helicopters
United States,Bahrain,-50,AGM-88 HARM,ARM,2019,,,
United States,Bahrain,-32,AIM-120D AMRAAM,BVRAAM,-2019,,,
United States,Bahrain,32,AIM-9X Sidewinder,BVRAAM,2019,,,
United States,Bahrain,-110,ATACMS Block-1A,SSM,-2019,,,
United States,Bahrain,6,DB-110,Aircraft recce system,2019,,,For F-16V combat aircraft
United States,Bahrain,36,MIM-104C PAC-2,SAM,2019,,,Patriot GEM-T version
United States,Bahrain,60,MIM-104F PAC-3,ABM,2019,,,
United States,Bahrain,-2,Patriot PAC-3,SAM/ABM system,2019,,,
United States,Bahrain,1,Hamilton,OPV,2020,,,Second-hand
United States,Belgium,-4,F135-100,Turbofan,-2018,,,Spares for F-35A combat aircraft
United States,Belgium,34,F-35A Lightning-2,FGA aircraft,2018,,,EUR3.8 b deal; delivery planned 2023-2030
United States,Belgium,396,JDAM,Guided bomb,2018,2019,-200,
United States,Belgium,,GBU-39 SDB,Guided bomb,-2019,2020,-50,
United States,Belgium,-29,Mk-54 MAKO 324mm,ASW torpedo,2020,,,
United States,Belgium,4,MQ-9 Reaper,UAV,2020,,,$189 m deal; MQ-9B SkyGuardian version; delivery planned by end-2024
United States,Belgium,,RQ-21A Blackjack,UAV,-2020,,,Selected 2020 but not yet ordered by end-2021
United States,Bosnia-Herzegovina,-20,HMMWV,APV,-2017,2017-2020,-20,Part of $9 m aid
United States,Bosnia-Herzegovina,4,Bell-205/UH-1 Huey-2,Helicopter,2019,,,$39 m deal; incl aid; second-hand UH-1H rebuilt to UH-1 Huey-2 before delivery
United States,Brazil,4,C-1 Trader,Light transport ac,2011,,,Second-hand; modernized to KC-2 Turbo Trader tanker/transport aircraft in USA before delivery (2-4 more delivered for spare parts); delivery planned 2021
United States,Brazil,5,APS-143(V),MP aircraft radar,-2013,2019-2020,-2,For 5 EC725 (AH-15B) helicopters from France
United States,Brazil,-16,T-800,Turboshaft,2014,2019-2020,-8,For modernization of 8 Super Lynx ASW helicopters
United States,Brazil,-56,V2500,Turbofan,-2014,2019-2020,-6,For 28 C-390 transport aircraft produced in Brazil
United States,Brazil,-236,6V-53,Diesel engine,2015,2017-2020,-236,For modernization of 236 M-113B to M-113BR (M-113A2 Mk-1)
United States,Brazil,-36,F414,Turbofan,-2015,2020,-1,For 36 Gripen-E (Gripen-NG) combat aircraft from Sweden
United States,Brazil,-60,M-113,APC,2017,2020,30,Second-hand; aid; M-577A2 version
United States,Brazil,6,Shorts-360,Transport aircraft,2017,,,Second-hand; C-23B+ version; 2 more for spare parts; delivery planned 2021
United States,Brazil,6,ScanEagle,UAV,2019,,,Delivery planned 2021
United States,Brazil,-4,Harpoon Block-2,Anti-ship missile/SSM,2020,,,AGM-84L version; for P-3 ASW aircraft
United States,Brazil,12,L-ATV,APV,2020,,,JLTV version; delivery planned from 2022
United States,Brazil,60,M-113,APC,-2020,,,Second-hand; aid; M-577A2 command post version
United States,Bulgaria,-4,AAQ-33 Sniper,Aircraft EO system,2019,,,
United States,Bulgaria,-16,AIM-120C AMRAAM,BVRAAM,2019,,,For F-16V combat aircraft
