T_NAME,T_Status,ADM3_EN,ADM3_PCODE,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADMT_PCOD,POINT_X,POINT_Y
Kela/ Wendo Genet,Wereda Capital,Wondo-Genet town,ET160036,Sidama,ET1600,Sidama,ET16,Ethiopia,ET16003601,38.61257822720,7.04538185488
Ogolcho,Wereda Capital,Ziway Dugda,ET040806,Arsi,ET0408,Oromia,ET04,Ethiopia,ET04080601,39.01593852280,8.03845875477
Agere Sisay,Wereda Capital,Jeju,ET040804,Arsi,ET0408,Oromia,ET04,Ethiopia,ET04080401,39.68388481900,8.38301699947
Timuga,Wereda Capital,Shanan Kolu,ET040893,Arsi,ET0408,Oromia,ET04,Ethiopia,ET04089301,40.25016366590,8.42542250147
Wonji Gefersa,Wereda Capital,Adama,ET040703,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET04070301,39.21620205720,8.45451846276
Bordele,Wereda Capital,Gumbi Bordede,ET040991,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET04099101,40.38843891300,9.01248587938
Babich,Wereda Capital,Liban Jawi,ET040597,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET04059701,37.53950615830,8.96969620313
Karamile,Wereda Capital,Goro Gutu,ET041010,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET04101001,41.37573254480,9.37266968389
K'ersa,Wereda Capital,Kersa (East Hararge),ET041008,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET04100801,41.86409510710,9.45379096236
Wogere,Wereda Capital,Menze Lalo Midir,ET030522,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET03052201,39.59843443730,10.17593541000
Liben,Wereda Capital,Semen Achefer,ET030701,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET03070101,36.94919473790,11.68251714840
Kimir Dingay,Wereda Capital,Guna Begemider,ET030212,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET03021201,38.21795797490,11.80680180080
Estayesh,Wereda Capital,Angot,ET030313,North Wello,ET0303,Amhara,ET03,Ethiopia,ET03031301,39.14618154070,11.83808476430
Ahun Tegegn,Wereda Capital,Gazo,ET030312,North Wello,ET0303,Amhara,ET03,Ethiopia,ET03031201,39.30077857820,11.87415987030
Aina Jesus,Wereda Capital,Bugna,ET030301,North Wello,ET0303,Amhara,ET03,Ethiopia,ET03030101,38.83588189680,12.16396095280
Denisa,Wereda Capital,Mehal Sayint,ET030419,South Wello,ET0304,Amhara,ET03,Ethiopia,ET03041901,38.69996589520,10.92314913300
Tsata,Wereda Capital,Tsagbeji,ET030808,Wag Hamra,ET0308,Amhara,ET03,Ethiopia,ET03080801,39.22965393630,12.70646616320
Goro Mutuli 2,Wereda Capital,Goro Muti,ET041089,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET04108901,41.57111212520,9.18753073714
Mechara,Wereda Capital,Meta Walkite,ET040594,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET04059401,38.21467253560,9.50977250400
Aaga,Wereda Capital,Choman Guduru,ET041911,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET04191101,37.38922882850,9.38049990546
Welenkome,Wereda Capital,Ejersa Lafo,ET040590,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET04059001,38.24528290370,9.00287904012
Elemu,Wereda Capital,Dorani,ET040324,Ilu Aba Bora,ET0403,Oromia,ET04,Ethiopia,ET04032401,35.81589528550,8.46556927238
Meko,Wereda Capital,Meko,ET041618,Buno Bedele,ET0416,Oromia,ET04,Ethiopia,ET04161801,36.02966401070,8.67348392065
Mote,Wereda Capital,Wama Hagalo,ET040216,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET04021601,36.91979107630,8.82011843218
Cachi,Wereda Capital,Dale Wabera,ET041803,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET04180301,35.04697391090,8.92453486858
Gori,Wereda Capital,Leta Sibu,ET040197,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET04019701,35.31860105710,9.61348903990
Horo,Wereda Capital,Haro Limu,ET040204,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET04020401,36.31026589260,9.84173890833
Elweya,Wereda Capital,Elwaya,ET041295,Borena,ET0412,Oromia,ET04,Ethiopia,ET04129501,37.88938907980,4.96066582751
Surupa,Wereda Capital,Gomole,ET041223,Borena,ET0412,Oromia,ET04,Ethiopia,ET04122301,38.29846418290,5.12838111245
Melka Soda,Wereda Capital,Melka Soda,ET041518,West Guji,ET0415,Oromia,ET04,Ethiopia,ET04151801,38.61001845510,5.48790400718
Hare Kelo,Wereda Capital,Gora Dola,ET041413,Guji,ET0414,Oromia,ET04,Ethiopia,ET04141301,39.38705524920,5.55452711383
Megado,Wereda Capital,Odo Shakiso,ET041405,Guji,ET0414,Oromia,ET04,Ethiopia,ET04140501,38.79571286950,5.65193452144
Debre Werk,Wereda Capital,Debub Bench,ET071103,Bench Sheko,ET0711,SNNP,ET07,Ethiopia,ET07110301,35.52244028420,6.86903340940
Soyoma,Wereda Capital,Suro Berguda,ET041594,West Guji,ET0415,Oromia,ET04,Ethiopia,ET04159401,38.14845966670,5.60757321104
Birbirsa Bera,Wereda Capital,Birbirsa Kojowa,ET041596,West Guji,ET0415,Oromia,ET04,Ethiopia,ET04159601,38.59173348960,5.70455307100
Hadhesa,Wereda Capital,Gumi Idalo,ET041497,Guji,ET0414,Oromia,ET04,Ethiopia,ET04149701,39.71052055670,5.01700205076
Bege,Wereda Capital,Chora (Jimma),ET040415,Jimma,ET0404,Oromia,ET04,Ethiopia,ET04041501,37.11373012750,8.30153135445
Alga,Wereda Capital,Nono Benja,ET040499,Jimma,ET0404,Oromia,ET04,Ethiopia,ET04049901,37.10867949630,8.58017597242
Sekela,Wereda Capital,Horo Buluk,ET041912,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET04191201,37.03182848460,9.74146450197
Adelo,Wereda Capital,Adilo,ET070309,Kembata Tibaro,ET0703,SNNP,ET07,Ethiopia,ET07030901,37.98349209790,7.20731155699
Edaga Arbi,Wereda Capital,Edaga arbi,ET010203,Central,ET0102,Tigray,ET01,Ethiopia,ET01020301,39.06723652640,14.03698938570
Haro Maya,Wereda Capital,Haromaya town,ET041019,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET04101901,42.01180707170,9.39139253923
Kofele,Wereda Capital,Haro Walabu,ET041490,Guji,ET0414,Oromia,ET04,Ethiopia,ET04149001,38.40996701940,6.16013145145
Bishan Guracha,Wereda Capital,Bishan Guracha,ET041798,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET04179801,38.48901467130,7.10275048772
Golije,Wereda Capital,Heban Arsi,ET041783,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET04178301,38.81646008700,7.42427089303
Adear,Wereda Capital,Adar,ET020109,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET02010901,40.51882617690,11.15181301390
Rakubdora,Wereda Capital,Yalo,ET020404,Fanti /Zone 4,ET0204,Afar,ET02,Ethiopia,ET02040401,39.86907640820,12.36519618270
Amedwuha,Wereda Capital,Bora (TG),ET010402,Southern,ET0104,Tigray,ET01,Ethiopia,ET01040201,39.33224832070,12.89895741660
Awra,Wereda Capital,Awra (TG),ET010507,Western,ET0105,Tigray,ET01,Ethiopia,ET01050701,37.26944207750,13.64724649100
Bade,Wereda Capital,Hobicha Abaya,ET070619,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET07061901,37.86505496250,6.76612855828
Lasho,Wereda Capital,Kawo Koisha,ET070620,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET07062001,37.46998563920,6.80362149309
Gezeso,Wereda Capital,Bonke,ET071014,Gamo,ET0710,SNNP,ET07,Ethiopia,ET07101401,37.34846492360,6.11814164218
Besheno,Wereda Capital,Wera Djo,ET071404,Halaba,ET0714,SNNP,ET07,Ethiopia,ET07140401,38.22343427240,7.46276548035
Dizu,Wereda Capital,Gidi Bench,ET071106,Bench Sheko,ET0711,SNNP,ET07,Ethiopia,ET07110601,35.67630749250,7.14414225288
Ley,Zonal Capital,Moyale (SM),ET051103,Daawa,ET0511,Somali,ET05,Ethiopia,ET04121000,39.21998070130,3.76607814959
