"date","year","location","locality","magnitude","x_missing","x_of_deaths","x_of_injuries","damage_in_millions","damages_dollars","houses_damaged","houses_destroyed","latitude","longitude"
"10/4/1987",1987,"CALIFORNIA","WHITTIER, PASADENA",4.8,NA,1,NA,NA,NA,NA,NA,34.07,-118.1
"10/6/1987",1987,"TONGA ISLANDS","",7.3,NA,NA,NA,NA,NA,NA,NA,-17.94,-172.225
"10/12/1987",1987,"PAPUA NEW GUINEA","SOLOMON SEA",6.8,NA,NA,NA,NA,NA,NA,NA,-7.288,154.371
"10/16/1987",1987,"PAPUA NEW GUINEA","NEW BRITAIN",7.7,NA,NA,NA,NA,NA,NA,NA,-6.266,149.06
"11/17/1987",1987,"ALASKA","GULF OF ALASKA",7.2,NA,NA,NA,NA,NA,NA,NA,58.586,-143.27
"11/24/1987",1987,"CALIFORNIA","SUPERSTITION HILLS",6.2,NA,2,NA,3,3000000,NA,NA,33.082,-115.775
"11/26/1987",1987,"INDONESIA","TIMOR",6.5,NA,125,108,5,5000000,NA,237,-8.247,124.155
"11/30/1987",1987,"ALASKA","YAKUTAT",7.9,NA,NA,NA,NA,NA,NA,NA,58.679,-142.786
"12/17/1987",1987,"JAPAN","HONSHU",6,NA,NA,NA,NA,NA,NA,NA,35.362,140.214
"1/3/1988",1988,"CHINA","LINGWU",5.5,NA,NA,60,NA,NA,NA,10000,38.111,106.336
"1/9/1988",1988,"ALBANIA","TIRANA, ULCINJ-BAR",5.8,NA,NA,NA,NA,NA,NA,NA,41.246,19.63
"1/22/1988",1988,"AUSTRALIA","TENNANT CREEK",6.3,NA,NA,NA,NA,NA,NA,NA,-19.847,133.803
"1/22/1988",1988,"AUSTRALIA","TENNANT CREEK",6.7,NA,NA,NA,NA,NA,NA,NA,-19.829,133.882
"2/5/1988",1988,"CHILE","TALTAL",6.7,NA,NA,NA,NA,NA,NA,NA,-24.753,-70.433
"2/6/1988",1988,"BANGLADESH","SYLHET; INDIA",5.8,NA,2,100,NA,NA,NA,NA,24.688,91.57
"3/6/1988",1988,"ALASKA","GULF OF ALASKA",7.8,NA,NA,NA,NA,NA,NA,NA,57.262,-142.747
"3/30/1988",1988,"IRAN","DEH DASHT, BAHBAHAN",5.7,NA,NA,NA,NA,NA,NA,NA,30.89,50.194
"6/19/1988",1988,"PHILIPPINES","MINDORO",6.2,NA,2,2,NA,NA,NA,NA,12.376,121.067
"6/24/1988",1988,"PHILIPPINES","LUZON",5.4,NA,NA,NA,NA,NA,NA,NA,18.606,121.013
"7/5/1988",1988,"PAPUA NEW GUINEA","NEW BRITAIN",6.8,NA,NA,NA,NA,NA,NA,NA,-5.964,148.78
"7/20/1988",1988,"TAIWAN","HUALIEN, SU-HUA",5.7,NA,1,1,NA,NA,NA,NA,23.902,121.598
"8/6/1988",1988,"MYANMAR (BURMA); INDIA","GAUHATI, SIBSAGAR, IMPHAL",7.2,NA,NA,NA,NA,NA,NA,NA,25.149,95.127
"8/10/1988",1988,"SOLOMON ISLANDS","SAN CRISTOBAL, GUADALCANAL",7.6,NA,1,NA,NA,NA,NA,100,-10.258,160.896
"8/11/1988",1988,"IRAN","S, MAMASANI, BUSHEHR, NURABAD",6.1,NA,NA,NA,NA,NA,NA,NA,29.974,51.679
"8/20/1988",1988,"NEPAL-INDIA","KATHMANDU, BIHAR",6.6,NA,1091,NA,131.5,131500000,NA,NA,26.755,86.616
"9/6/1988",1988,"PAPUA NEW GUINEA","KAIAPIT (LANDSLIDE GENERATED)",4.3,NA,NA,NA,NA,NA,NA,NA,-6.06,146.23
"9/25/1988",1988,"TAJIKISTAN","ROSHTKALA, KHOROG",5,NA,NA,NA,NA,NA,NA,NA,37.18,71.811
"10/16/1988",1988,"GREECE","IONIAN SEA",5.8,NA,NA,NA,NA,NA,NA,NA,37.938,20.932
"10/31/1988",1988,"ALGERIA","BLIDA, MEDEA-ALGIERS",5.6,NA,NA,NA,NA,NA,NA,NA,36.443,2.759
"11/3/1988",1988,"GUATEMALA","S PALIN, SAN VICENTE PACAYA",6,NA,5,NA,NA,NA,100,NA,13.881,-90.45
"11/3/1988",1988,"PUERTO RICO","MONA PASSAGE",5.7,NA,NA,NA,NA,NA,NA,NA,19.08,-67.256
"11/6/1988",1988,"CHINA","YUNNAN PROVINCE",7.3,NA,738,3900,269,269000000,NA,412000,22.789,99.611
"11/6/1988",1988,"CHINA","YUNNAN PROVINCE",6.4,NA,NA,NA,NA,NA,NA,NA,23.181,99.439
"11/10/1988",1988,"CHINA","E, QINZHOU-FANGCHENG, NANNING",4.6,NA,NA,71,NA,NA,NA,NA,21.23,108.545
"11/12/1988",1988,"JAMAICA","ST ANDREW, JACKS HILL",4.7,NA,NA,NA,NA,NA,NA,NA,18.068,-76.597
"11/17/1988",1988,"PHILIPPINES","SAMAR",6.6,NA,NA,29,NA,NA,NA,NA,12.399,124.537
"11/21/1988",1988,"AZORES","SAO MIGUEL ISLAND",5.3,NA,NA,NA,NA,NA,NA,NA,37.938,-26.142
"11/25/1988",1988,"CANADA","QUEBEC",5.8,NA,NA,NA,NA,NA,NA,NA,48.117,-71.183
"12/7/1988",1988,"ARMENIA","LENINAKAN, SPITAK, KIROVAKAN",6.8,NA,25000,NA,16200,16200000000,NA,NA,40.987,44.185
"1/22/1989",1989,"TAJIKISTAN","SHARORA, GISSAR",5.3,NA,NA,NA,NA,NA,NA,NA,38.465,68.694
"3/8/1989",1989,"INDONESIA","MOLUCCA PASSAGE",5.6,NA,NA,NA,NA,NA,NA,NA,1.031,126.189
"3/10/1989",1989,"TURKEY","ERZURUM, KARS",4.4,NA,NA,NA,NA,NA,NA,NA,40.027,41.816
"3/10/1989",1989,"PAPUA NEW GUINEA","NEW BRITAIN",5.4,NA,NA,NA,NA,NA,NA,NA,-4.346,152.797
"3/10/1989",1989,"MALAWI","SALIMA, DEDZA, MOHINJI",6.1,NA,9,100,28,28000000,NA,NA,-13.702,34.42
"4/15/1989",1989,"CHINA","SICHUAN PROVINCE",6.2,NA,11,42,164,164000000,NA,NA,29.987,99.195
"4/25/1989",1989,"MEXICO","MEXICO CITY, ACAPULCO",6.8,NA,NA,NA,NA,NA,NA,NA,16.773,-99.328
"5/3/1989",1989,"IRAN","SW, SHIRAZ, MAMASANI",5.1,NA,NA,NA,NA,NA,NA,NA,29.964,51.655
"5/4/1989",1989,"VENEZUELA","FALCON, CARABOBO, CARACAS",5.2,NA,NA,NA,NA,NA,NA,NA,11.038,-68.27
"5/7/1989",1989,"CHINA","YUNNAN PROVINCE",5.6,NA,1,91,54,54000000,NA,5300,23.553,99.526
"5/23/1989",1989,"MACQUARIE ISLAND","MACQUARIE STATION; NEW ZEALAND",8.2,NA,NA,NA,NA,NA,NA,NA,-52.341,160.568
"5/27/1989",1989,"IRAN","DO GOBADAN, FARS, YASUJ",5.8,NA,114,NA,5,5000000,NA,NA,30.167,50.921
"6/12/1989",1989,"BANGLADESH","BANARIPARA",5.1,NA,NA,NA,NA,NA,NA,NA,21.861,89.763
"6/25/1989",1989,"ECUADOR","ESMERALDAS, GUAYAQUIL",6.1,NA,NA,NA,NA,NA,NA,NA,1.134,-79.616
"6/26/1989",1989,"HAWAIIAN ISLANDS","PUNA DISTRICT",6.1,NA,NA,5,NA,NA,NA,105,19.362,-155.083
"6/26/1989",1989,"AZORES","GRACIOSA, TERCEIRA",5.7,NA,NA,NA,NA,NA,NA,NA,39.112,-28.242
"7/9/1989",1989,"JAPAN","HONSHU",5,NA,NA,NA,NA,NA,NA,NA,34.942,139.193
"7/14/1989",1989,"INDONESIA","TIMOR",6.2,NA,NA,NA,NA,NA,NA,NA,-8.081,125.129
"8/1/1989",1989,"INDONESIA","KURIMA DISTRICT, BALIEM RIVER",5.8,NA,NA,NA,NA,NA,NA,NA,-4.511,139.022
"8/3/1989",1989,"RUSSIA","GROZNYY, BUYNAKSK",5,NA,NA,NA,NA,NA,NA,NA,43.522,45.362
"8/20/1989",1989,"DJIBOUTI","GALAFI, YABAKI",6.3,NA,2,2,NA,NA,NA,NA,11.766,41.942
"9/4/1989",1989,"INDONESIA","TEMBAGAPURA",6,NA,NA,NA,NA,NA,NA,NA,-4.219,136.667
"9/4/1989",1989,"ALASKA","",6.9,NA,NA,NA,NA,NA,NA,NA,55.543,-156.835
"9/22/1989",1989,"CHINA","SICHUAN PROVINCE",6.1,NA,1,151,NA,NA,NA,4270,31.583,102.433
"10/1/1989",1989,"IRAN","DEH BORZORG-E SISAKHT",4.7,NA,NA,NA,NA,NA,NA,NA,30.96,51.421
"10/18/1989",1989,"CALIFORNIA","LOMA PRIETA",6.9,NA,62,3757,5600,5600000000,NA,NA,37.036,-121.883
"10/18/1989",1989,"CHINA","SHANXI AND HEBEI PROVINCES; DATONG",5.3,NA,29,193,NA,NA,NA,30000,39.893,113.884
"10/29/1989",1989,"JAPAN","N. HONSHU ISLAND",6.6,NA,NA,NA,NA,NA,NA,NA,39.571,143.333
"10/29/1989",1989,"ALGERIA","ALGIERS, CHERCHELL, TIPAZA",5.7,NA,NA,NA,NA,NA,NA,NA,36.788,2.448
"11/1/1989",1989,"PUERTO RICO","MONA PASSAGE",4.4,NA,NA,NA,NA,NA,NA,NA,18.986,-68.833
"11/1/1989",1989,"JAPAN","HONSHU",7.4,NA,NA,NA,NA,NA,NA,NA,39.837,142.76
"11/20/1989",1989,"CHINA","SICHUAN PROVINCE",4.7,NA,4,161,5,5000000,53000,5000,29.882,106.804
"11/20/1989",1989,"IRAN","SHAHDAD, KERMAN PROVINCE",5.9,NA,3,45,NA,NA,NA,NA,29.892,57.718
"12/15/1989",1989,"PHILIPPINES","MINDANAO",7.5,NA,2,NA,1,1000000,NA,NA,8.337,126.729
"12/27/1989",1989,"AUSTRALIA","NEWCASTLE",5.4,NA,12,100,1000,1000000000,NA,NA,-32.967,151.619
"2/8/1990",1990,"PHILIPPINES","BOHOL, CEBU, CAGAYAN DE ORO, CAMIGUIN",6.6,NA,NA,300,0.9,900000,600,NA,9.755,124.694
"2/20/1990",1990,"JAPAN","NEAR S. COAST OF HONSHU",6.4,NA,NA,NA,NA,NA,NA,NA,34.706,139.252
"2/28/1990",1990,"CALIFORNIA","S, CLAREMONT, COVINA",5.5,NA,NA,30,12.7,12700000,NA,NA,34.14,-117.7
"3/3/1990",1990,"FIJI ISLANDS","",7.6,NA,NA,NA,NA,NA,NA,NA,-22.122,175.163
"3/4/1990",1990,"PAKISTAN","KALAT, QUETTA, MASTUNG",6.1,NA,11,40,1,1000000,NA,NA,28.925,66.331
"3/25/1990",1990,"COSTA RICA","PUNTARENAS, SAN JOSE",7,NA,NA,10,NA,NA,60,NA,9.919,-84.808
"3/25/1990",1990,"TAJIKISTAN","PAMIR MOUNTAINS",6.3,NA,NA,NA,NA,NA,NA,NA,37.034,72.942
"3/26/1990",1990,"PHILIPPINES","SANTIAGO",5.5,NA,1,2,NA,NA,NA,NA,9.253,125.606
"4/2/1990",1990,"UNITED KINGDOM","MANCHESTER, LIVERPOOL",4.7,NA,NA,NA,NA,NA,NA,NA,52.314,-2.985
"4/5/1990",1990,"NORTHERN MARIANA ISLANDS","SAIPAN; GUAM",7.5,NA,NA,NA,NA,NA,NA,NA,15.125,147.596
"4/17/1990",1990,"CHINA","S XINJIANG",6.2,NA,NA,2,NA,NA,NA,NA,39.436,74.9
"4/18/1990",1990,"INDONESIA","MINAHASSA PENINSULA",7.6,NA,3,25,NA,NA,1140,NA,1.186,122.857
"4/18/1990",1990,"IRAN","HANNA",4.7,NA,NA,NA,NA,NA,NA,NA,31.107,51.678
"4/26/1990",1990,"CHINA","QINGHAI PROVINCE",6.9,NA,126,2049,58.35,58350000,NA,66800,35.986,100.245
"5/5/1990",1990,"ITALY","POTENZA",5.4,NA,2,16,NA,NA,NA,NA,40.775,15.766
"5/13/1990",1990,"NEW ZEALAND","DANNEVIRKE, WELLINGTON",6.3,NA,NA,NA,NA,NA,NA,NA,-40.296,176.064
"5/20/1990",1990,"SUDAN","JUBA, MAYA; UGANDA",7.1,NA,31,NA,NA,NA,NA,NA,5.121,32.145
"5/24/1990",1990,"SUDAN","JUBA, KAPENGURIA",7,NA,NA,NA,NA,NA,NA,NA,5.358,31.848
"5/30/1990",1990,"PERU","MOYABAMBA-RIOJO",6.5,NA,200,8130,1,1000000,NA,NA,-6.016,-77.229
"5/30/1990",1990,"ROMANIA","BUCHAREST, BRAILA, BRASOV",6.7,NA,14,700,23.7,23700000,NA,NA,45.841,26.668
"5/31/1990",1990,"ROMANIA","KISHINEV, CIS",6.1,NA,NA,NA,NA,NA,NA,NA,45.811,26.769
"6/8/1990",1990,"COSTA RICA","SANTIAGO DE PURISCAL",4.6,NA,NA,NA,NA,NA,14,NA,9.855,-84.327
"6/9/1990",1990,"PERU","N, RIOJA, MOYOBAMBA, IQUITOS",4.9,NA,1,NA,NA,NA,NA,14,-6.062,-77.136
"6/14/1990",1990,"PHILIPPINES","CULASI, PANAY",7.1,NA,4,15,NA,NA,NA,NA,11.76,121.899
"6/14/1990",1990,"KAZAKHSTAN","UST, ZAYSAN",6.8,NA,1,NA,NA,NA,NA,3000,47.869,85.076
"6/17/1990",1990,"PAKISTAN","BALUCHISTAN",6.3,NA,NA,6,NA,NA,NA,NA,27.398,65.719
"6/20/1990",1990,"IRAN","RASHT, QAZVIN, ZANJAN, RUDBAR, MANJIL",7.7,NA,50000,105000,8000,8000000000,NA,NA,36.957,49.409
"6/21/1990",1990,"IRAN","LOWSHAN, MANJIL",5.3,NA,20,NA,NA,NA,NA,NA,36.636,49.799
"7/6/1990",1990,"INDONESIA","JAVA",4.8,NA,NA,103,NA,NA,NA,10300,-6.904,108.12
"7/13/1990",1990,"AFGHANISTAN","HINDU KUSH",5.6,NA,43,NA,NA,NA,NA,NA,36.415,70.789
"7/16/1990",1990,"PHILIPPINES","BAGUIO, CABANATUAN, DAGUPAN",7.8,NA,2412,3000,369.6,369600000,NA,NA,15.679,121.172
"7/18/1990",1990,"TURKEY","CAMELI, DENIZLI",5.1,NA,NA,NA,NA,NA,393,NA,36.99,29.595
"7/27/1990",1990,"VANUATU ISLANDS","ESPIRITU SANTO",6.4,NA,NA,2,NA,NA,NA,NA,-15.355,167.464
"8/3/1990",1990,"KAZAKHSTAN","AKKAL, UST",6.1,NA,NA,8,NA,NA,NA,500,47.963,84.961
"8/11/1990",1990,"ECUADOR","PAMASQUI, QUITO",4.4,NA,4,10,NA,NA,1300,NA,-0.059,-78.449
"9/23/1990",1990,"JAPAN","W. OF BONIN ISLANDS, IZU IS.",6.5,NA,NA,NA,NA,NA,NA,NA,33.267,138.643
"9/26/1990",1990,"SOUTH AFRICA","WELKOM",4.2,NA,2,5,NA,NA,NA,NA,-28.014,26.727
"9/27/1990",1990,"KAZAKHSTAN","ZAYSAN",4.5,NA,NA,NA,NA,NA,NA,NA,47.903,84.961
"10/18/1990",1990,"SOUTH AFRICA","CHARLETONVILLE",4,NA,10,6,NA,NA,NA,NA,-26.39,27.349
"10/20/1990",1990,"CHINA","GANSU PROVINCE",5.8,NA,4,92,NA,NA,NA,87000,37.093,103.781
"10/25/1990",1990,"AFGHANISTAN","HINDU KUSH",6,NA,11,250,NA,NA,NA,NA,35.121,70.486
"11/6/1990",1990,"IRAN","S, DARAB",6.7,NA,22,100,232.3,232300000,NA,NA,28.251,55.462
"11/15/1990",1990,"INDONESIA","N SUMATERA, BLANGKEJEREN, KUTACANE",6.8,NA,1,32,2.1,2100000,NA,NA,3.908,97.457
"11/27/1990",1990,"BALKANS NW","BOSNIA-HERZEGOVINA",5.6,NA,NA,10,NA,NA,NA,NA,43.853,16.633
"12/1/1990",1990,"KYRGYZSTAN","UZGEN",4.6,NA,NA,NA,NA,NA,1110,NA,40.854,73.553
"12/13/1990",1990,"ITALY","SICILY",5.3,NA,19,200,500,500000000,NA,NA,37.3,15.438
"12/13/1990",1990,"TAIWAN","HUALIEN, TAIPEI",6.2,NA,2,3,NA,NA,NA,NA,23.916,121.636
"12/13/1990",1990,"TAIWAN","HUA-LIEN",6.3,NA,NA,NA,NA,NA,NA,NA,23.722,121.627
"12/21/1990",1990,"GREECE","EDHESSA, KILKIS",5.9,NA,1,60,NA,NA,NA,NA,41.004,22.3
"12/22/1990",1990,"COSTA RICA","ALAJUELA, SANTIAGO DE PURISCAL",5.7,NA,2,350,19.5,19500000,NA,NA,9.869,-84.302
"12/30/1990",1990,"PAPUA NEW GUINEA","NEW BRITAIN",7.5,NA,NA,NA,NA,NA,NA,NA,-5.097,150.967
"1/5/1991",1991,"MYANMAR (BURMA)","THABEIKKYIN, MANDALAY",7.1,NA,NA,NA,NA,NA,32,NA,23.613,95.901
"1/31/1991",1991,"AFGHANISTAN","BADAKHSTAN, BAGHLAN, LAGHMAN, NAGARHAR",6.4,NA,848,200,36,36000000,2000,NA,35.993,70.423
"2/9/1991",1991,"SOLOMON ISLANDS","",6.9,NA,NA,NA,NA,NA,NA,NA,-9.929,159.139
"2/13/1991",1991,"FRANCE","",3.8,NA,9,NA,NA,NA,NA,NA,44.885,6.76
"2/16/1991",1991,"RUSSIA","KURIL ISLANDS",5.7,NA,NA,NA,NA,NA,NA,NA,48.268,154.328
"2/21/1991",1991,"BERING SEA","",6.7,NA,NA,NA,NA,NA,NA,NA,58.427,-175.45
"2/25/1991",1991,"CHINA","S XINJIANG",6.1,NA,NA,3,NA,NA,NA,8561,40.386,78.959
"3/25/1991",1991,"CHINA","NE, DATONG",5.5,NA,NA,131,NA,NA,NA,1328,39.887,113.923
"4/4/1991",1991,"PERU","RIOJA, NEUVA CAJAMARCA",6.4,NA,NA,10,NA,NA,15,NA,-6.038,-77.13
"4/5/1991",1991,"PERU","RIOJA, MOYOBAMBA, NUEVA CAJAMARCA",6.7,NA,53,252,NA,NA,8063,NA,-5.982,-77.094
"4/18/1991",1991,"AFGHANISTAN","BADAKHSTAN PROVINCE",5.1,NA,NA,NA,NA,NA,1000,NA,37.457,68.273
"4/20/1991",1991,"AFGHANISTAN","HINDU KUSH",4.1,NA,NA,NA,NA,NA,100,NA,36.416,70.912
"4/22/1991",1991,"COSTA RICA","LIMON, PANDORA",7.6,NA,89,NA,510,510000000,NA,NA,9.685,-83.073
"4/24/1991",1991,"TURKEY","ERZURUM PROVINCE",4.5,NA,1,3,NA,NA,NA,NA,39.597,41.118
"4/29/1991",1991,"GEORGIA","DZHAVA, CHIATURA, AMBROLAURI",7,NA,270,NA,1700,1700000000,NA,NA,42.453,43.673
"5/4/1991",1991,"PANAMA","CHANGUINOLA, ALMIRANTE, BOCAS DEL TORO",6.2,NA,NA,36,NA,NA,NA,NA,9.542,-82.418
"5/15/1991",1991,"GEORGIA","KHEKHETI",4.9,NA,NA,NA,NA,NA,NA,45,42.565,43.349
"5/26/1991",1991,"MALAYSIA","KALIMANTAN",4.5,NA,1,NA,NA,NA,NA,NA,5.865,116.746
"6/15/1991",1991,"GEORGIA","DZHAVA, TSKHINVALI, OSSETIA",6.1,NA,8,200,NA,NA,NA,NA,42.461,44.009
"6/15/1991",1991,"PHILIPPINES","LUZON",5.5,NA,800,4,NA,NA,NA,NA,15.119,120.355
"6/16/1991",1991,"TURKEY","KAGIZMAN",4.5,NA,NA,NA,NA,NA,NA,NA,39.984,42.875
"6/20/1991",1991,"INDONESIA","MINAHASSA",7.5,NA,NA,NA,NA,NA,1500,NA,1.196,122.787
"6/28/1991",1991,"CALIFORNIA","ARCADIA, GLENDALE, LOS ANGELES",5.1,NA,2,104,33.5,33500000,NA,NA,34.262,-118.002
"7/4/1991",1991,"INDONESIA","TIMOR",6.5,NA,28,181,7.7,7700000,NA,1150,-8.099,124.681
"7/12/1991",1991,"ROMANIA","BANLOC, DETA, TIMISOARA",5.6,NA,2,30,NA,NA,NA,NA,45.364,21.057
"7/18/1991",1991,"ROMANIA","ORSAVA",5.6,NA,NA,NA,NA,NA,615,NA,44.888,22.407
"7/23/1991",1991,"PERU","MACA, CHIVAY, YANQUE",4.7,NA,92,30,NA,NA,NA,NA,-15.679,-71.574
"7/24/1991",1991,"IRAQ","ARBIL, DIBS",5.1,NA,20,NA,NA,NA,NA,100,36.52,44.066
"8/9/1991",1991,"COSTA RICA","CARTAGO",4.7,NA,NA,NA,NA,NA,30,NA,9.737,-84.054
"8/17/1991",1991,"VENEZUELA","BARQUISIMETO",5.2,NA,NA,NA,NA,NA,100,NA,10.045,-69.948
"8/17/1991",1991,"CALIFORNIA","HONEYDEW, WHITETHORN, PETROLIA",6.2,NA,NA,NA,NA,NA,NA,NA,40.235,-124.348
"9/8/1991",1991,"NEW ZEALAND","WELLINGTON, WANGANUI",5.6,NA,NA,NA,NA,NA,NA,NA,-40.25,175.053
"9/18/1991",1991,"GUATEMALA","GUATEMALA CITY, PACHUTA, SOLOLA",6.2,NA,25,200,NA,NA,NA,NA,14.646,-90.986
"10/14/1991",1991,"SOLOMON ISLANDS","",7.2,NA,NA,NA,NA,NA,NA,NA,-9.094,158.442
"10/19/1991",1991,"INDIA","CHAMOLI, UTTARKASHI, NEW DELHI, CHANDIGARH",7,NA,2000,1800,60,60000000,NA,7500,30.78,78.774
"11/4/1991",1991,"IRAN","BEHBAHAN",5.4,NA,NA,51,NA,NA,NA,290,30.666,50.218
"11/8/1991",1991,"INDIA","JODHPUR, JAISALMER",5,NA,NA,NA,NA,NA,NA,NA,26.323,70.607
"11/19/1991",1991,"COLOMBIA","CHACO, BUENAVENTURA, CALI",6.4,NA,2,NA,NA,NA,28,NA,4.554,-77.442
"11/22/1991",1991,"YEMEN","WESTERN ARABIAN PENINSULA",4.7,NA,11,40,NA,NA,87,17,13.887,44.068
"11/28/1991",1991,"IRAN","RUDBAR, RASHT",5,NA,1,70,NA,NA,NA,NA,36.924,49.603
"12/2/1991",1991,"ROMANIA","VOITEG, DETA, BANLOC",5.5,NA,NA,NA,NA,NA,5000,NA,45.498,21.115
"12/22/1991",1991,"RUSSIA","KAMCHATKA, KURIL ISLANDS",7.6,NA,NA,NA,NA,NA,NA,NA,45.533,151.021
"1/5/1992",1992,"CHINA","S. CHINA SEA",3.7,NA,NA,NA,NA,NA,NA,NA,18,108
"2/1/1992",1992,"JAPAN","HONSHU",5.6,NA,NA,37,NA,NA,NA,NA,35.106,139.644
"2/4/1992",1992,"INDONESIA","JAWA, BREBES",4.4,NA,NA,1,NA,NA,700,800,-7.138,109.067
"3/4/1992",1992,"IRAN","LORDEGAN ARDAL AREA",4.6,NA,6,50,NA,NA,NA,300,31.726,50.778
"3/13/1992",1992,"TURKEY","ERZINCAN",6.9,NA,653,2000,750,750000000,8057,NA,39.71,39.605
"4/13/1992",1992,"THE NETHERLANDS","ROERMOND; GERMANY",5.2,NA,1,45,100,100000000,NA,NA,51.153,5.798
"4/23/1992",1992,"CALIFORNIA","JOSHUA TREE, ANGELUS OAKS",6.3,NA,NA,32,NA,NA,NA,NA,33.961,-116.318
"4/25/1992",1992,"CALIFORNIA","HUMBOLDT COUNTY",7.1,NA,NA,98,75,75000000,NA,NA,40.368,-124.316
"5/15/1992",1992,"KYRGYZSTAN","OSH; UZBEKISTAN",6.2,NA,4,NA,31,31000000,4000,5500,41.019,72.429
"5/17/1992",1992,"PHILIPPINES","MINDANAO, TANDAG, BISLIG",7.5,NA,NA,NA,NA,NA,NA,NA,7.191,126.762
"5/20/1992",1992,"PAKISTAN","PESHAWAR, KOHAT, SHAKKAR KHEL",6,NA,6,100,NA,NA,NA,400,33.377,71.317
"5/25/1992",1992,"CUBA","PILON, MANZANILLO",7,NA,NA,40,NA,NA,820,NA,19.613,-77.872
"5/27/1992",1992,"SOLOMON ISLANDS","SANTA CRUZ ISLANDS",7,NA,NA,NA,NA,NA,NA,NA,-11.122,165.239
"6/28/1992",1992,"CALIFORNIA","LANDERS, YUCCA VALLEY",7.6,NA,3,400,92,92000000,NA,NA,34.201,-116.436
"6/28/1992",1992,"CALIFORNIA","BIG BEAR LAKE, BIG BEAR CITY",6.7,NA,NA,NA,NA,NA,NA,NA,34.203,-116.827
"6/29/1992",1992,"NEVADA-CALIFORNIA BORDER","NEVADA TEST SITE",5.4,NA,NA,NA,NA,NA,NA,NA,36.705,-116.293
"7/18/1992",1992,"JAPAN","HONSHU ISLAND",7,NA,NA,NA,NA,NA,NA,NA,39.419,143.33
"8/11/1992",1992,"JAPAN","HONSHU",6.3,NA,NA,NA,NA,NA,NA,NA,32.536,141.641
"8/19/1992",1992,"KYRGYZSTAN","TOLUK",7.5,NA,75,NA,130,130000000,NA,8200,42.142,73.575
"8/28/1992",1992,"PAKISTAN","KALAT",5.5,NA,4,200,NA,NA,NA,NA,29.087,66.74
"9/2/1992",1992,"NICARAGUA","MASACHAPA; COSTA RICA",7.7,NA,170,489,30,30000000,NA,1500,11.727,-87.386
"9/8/1992",1992,"IRAN","FIRUZABAD",4.7,NA,1,11,NA,NA,NA,200,29.134,52.187
"9/11/1992",1992,"CONGO","KABALO",7,NA,8,37,NA,NA,NA,NA,-6.087,26.651
"10/12/1992",1992,"EGYPT","CAIRO",5.3,NA,545,6512,1200,1200000000,NA,9350,29.778,31.144
"10/17/1992",1992,"COLOMBIA","MURINDO, CALI",7,NA,NA,20,NA,NA,NA,NA,6.845,-76.806
"10/18/1992",1992,"COLOMBIA","MURINDO, APARTADO, MEDELLIN",7.4,NA,11,115,NA,NA,NA,NA,7.075,-76.862
"12/12/1992",1992,"INDONESIA","FLORES REGION, MAUMERE, BABI",7.8,NA,2500,2103,100,100000000,NA,31785,-8.48,121.896
"1/15/1993",1993,"JAPAN","HOKKADIO, KUSHIRO, HACHINOHE, HONSHU",7.6,NA,2,NA,358,358000000,NA,NA,43.3,143.691
"1/26/1993",1993,"CHINA","YUNNAN PROVINCE",5.6,NA,NA,66,NA,NA,NA,28417,23.027,101.062
"1/27/1993",1993,"IRAN","NEHBANDAN",5.1,NA,NA,NA,NA,NA,NA,NA,32.104,60.088
"2/7/1993",1993,"JAPAN","HONSHU",6.3,NA,NA,NA,NA,NA,NA,NA,37.634,137.245
"3/12/1993",1993,"FUTUNA ISLAND","",6.4,NA,5,20,NA,NA,NA,NA,-14.385,-178.252
"3/20/1993",1993,"CHINA","TIBET (XIZANG PROVINCE)",6.2,NA,2,3,NA,NA,NA,NA,29.084,87.333
"3/25/1993",1993,"WASHINGTON-OREGON BORDER","",5.6,NA,NA,NA,NA,NA,NA,NA,45.035,-122.607
"3/26/1993",1993,"IRAN","BOVIR AHMADI VA KOHKILUYEH",5.1,NA,NA,NA,NA,NA,NA,NA,30.692,50.886
"4/18/1993",1993,"PERU","LIMA",6.3,NA,NA,NA,NA,NA,NA,NA,-11.652,-76.53
"6/8/1993",1993,"RUSSIA","KAMCHATKA",7.5,NA,NA,NA,NA,NA,NA,NA,51.218,157.829
"6/18/1993",1993,"KERMADEC ISLANDS","",6.6,NA,NA,NA,NA,NA,NA,NA,-28.886,-176.819
"6/22/1993",1993,"IRAN","BOVIR AHMADI VA KOHKILUYEH",5.4,NA,NA,NA,NA,NA,NA,NA,30.149,50.814
"7/10/1993",1993,"COSTA RICA","TURRIALBA, CARTAGO",5.8,NA,2,9,NA,NA,NA,NA,9.821,-83.622
"7/12/1993",1993,"JAPAN","HOKKAIDO; RUSSIA",7.7,NA,231,233,1207,1207000000,NA,2374,42.851,139.197
"7/14/1993",1993,"GREECE","PATRAS",5.6,NA,NA,NA,NA,NA,NA,NA,38.224,21.756
"8/1/1993",1993,"SUDAN","KHARTOUM",5.5,NA,2,9,NA,NA,NA,NA,15.385,31.69
"8/7/1993",1993,"JAPAN","",6.3,NA,NA,NA,NA,NA,NA,NA,41.985,139.839
"8/8/1993",1993,"GUAM","TUMAN BAY, APRA HARBOR",7.8,NA,NA,48,250,250000000,NA,NA,12.982,144.801
